Tarih,Saat,Toplam (MWh),Do�al Gaz,Barajl�,Linyit,Akarsu,�thal K�m�r,R�zgar,G�ne�,Fuel Oil,Jeotermal,Asfaltit K�m�r,Ta� K�m�r,Biyok�tle,Nafta,LNG,Uluslararas�
01.02.2018,00:00,1.17,"0,00","0,00","0,00","0,00","0,00","1,17","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,01:00,1.82,"0,00","0,00","0,00","0,00","0,00","1,82","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,02:00,3.03,"0,00","0,00","0,00","0,00","0,00","3,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,03:00,5.00,"0,00","0,00","0,00","0,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,04:00,5.00,"0,00","0,00","0,00","0,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,05:00,7.86,"0,00","0,00","0,00","0,00","0,00","7,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,06:00,8.07,"0,00","0,00","0,00","0,00","0,00","8,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,07:00,12.31,"0,00","0,00","0,00","0,00","0,00","12,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,08:00,9.54,"0,00","0,00","0,00","0,00","0,00","9,54","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,09:00,7.93,"0,00","0,00","0,00","0,00","0,00","7,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,10:00,7.86,"0,00","0,00","0,00","0,00","0,00","7,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,11:00,11.66,"0,00","0,00","0,00","0,00","0,00","11,66","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,12:00,18.73,"0,00","0,00","0,00","0,00","0,00","18,73","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,13:00,18.25,"0,00","0,00","0,00","0,00","0,00","18,25","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,14:00,12.38,"0,00","0,00","0,00","0,00","0,00","12,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,15:00,12.35,"0,00","0,00","0,00","0,00","0,00","12,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,16:00,8.38,"0,00","0,00","0,00","0,00","0,00","8,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,17:00,6.65,"0,00","0,00","0,00","0,00","0,00","6,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,18:00,4.79,"0,00","0,00","0,00","0,00","0,00","4,79","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,19:00,6.59,"0,00","0,00","0,00","0,00","0,00","6,59","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,20:00,15.66,"0,00","0,00","0,00","0,00","0,00","15,66","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,21:00,14.00,"0,00","0,00","0,00","0,00","0,00","14,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,22:00,14.35,"0,00","0,00","0,00","0,00","0,00","14,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
01.02.2018,23:00,12.14,"0,00","0,00","0,00","0,00","0,00","12,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,00:00,14.59,"0,00","0,00","0,00","0,00","0,00","14,59","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,01:00,16.11,"0,00","0,00","0,00","0,00","0,00","16,11","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,02:00,10.97,"0,00","0,00","0,00","0,00","0,00","10,97","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,03:00,16.07,"0,00","0,00","0,00","0,00","0,00","16,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,04:00,18.59,"0,00","0,00","0,00","0,00","0,00","18,59","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,05:00,21.66,"0,00","0,00","0,00","0,00","0,00","21,66","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,06:00,23.53,"0,00","0,00","0,00","0,00","0,00","23,53","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,07:00,23.87,"0,00","0,00","0,00","0,00","0,00","23,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,08:00,23.14,"0,00","0,00","0,00","0,00","0,00","23,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,09:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,10:00,23.84,"0,00","0,00","0,00","0,00","0,00","23,84","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,11:00,21.45,"0,00","0,00","0,00","0,00","0,00","21,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,12:00,23.87,"0,00","0,00","0,00","0,00","0,00","23,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,13:00,22.35,"0,00","0,00","0,00","0,00","0,00","22,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,14:00,22.11,"0,00","0,00","0,00","0,00","0,00","22,11","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,15:00,23.08,"0,00","0,00","0,00","0,00","0,00","23,08","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,16:00,23.80,"0,00","0,00","0,00","0,00","0,00","23,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,17:00,20.76,"0,00","0,00","0,00","0,00","0,00","20,76","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,18:00,12.83,"0,00","0,00","0,00","0,00","0,00","12,83","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,19:00,10.24,"0,00","0,00","0,00","0,00","0,00","10,24","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,20:00,15.11,"0,00","0,00","0,00","0,00","0,00","15,11","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,21:00,16.66,"0,00","0,00","0,00","0,00","0,00","16,66","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,22:00,18.87,"0,00","0,00","0,00","0,00","0,00","18,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02.02.2018,23:00,22.42,"0,00","0,00","0,00","0,00","0,00","22,42","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,00:00,23.18,"0,00","0,00","0,00","0,00","0,00","23,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,01:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,02:00,23.18,"0,00","0,00","0,00","0,00","0,00","23,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,03:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,04:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,05:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,06:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,07:00,20.70,"0,00","0,00","0,00","0,00","0,00","20,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,08:00,20.94,"0,00","0,00","0,00","0,00","0,00","20,94","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,09:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,10:00,23.14,"0,00","0,00","0,00","0,00","0,00","23,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,11:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,12:00,23.90,"0,00","0,00","0,00","0,00","0,00","23,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,13:00,20.38,"0,00","0,00","0,00","0,00","0,00","20,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,14:00,20.97,"0,00","0,00","0,00","0,00","0,00","20,97","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,15:00,23.32,"0,00","0,00","0,00","0,00","0,00","23,32","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,16:00,21.56,"0,00","0,00","0,00","0,00","0,00","21,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,17:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,18:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,19:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,20:00,22.70,"0,00","0,00","0,00","0,00","0,00","22,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,21:00,21.18,"0,00","0,00","0,00","0,00","0,00","21,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,22:00,20.83,"0,00","0,00","0,00","0,00","0,00","20,83","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03.02.2018,23:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,00:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,01:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,02:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,03:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,04:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,05:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,06:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,07:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,08:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,09:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,10:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,11:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,12:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,13:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,14:00,24.00,"0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,15:00,22.87,"0,00","0,00","0,00","0,00","0,00","22,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,16:00,14.31,"0,00","0,00","0,00","0,00","0,00","14,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,17:00,11.42,"0,00","0,00","0,00","0,00","0,00","11,42","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,18:00,17.21,"0,00","0,00","0,00","0,00","0,00","17,21","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,19:00,15.45,"0,00","0,00","0,00","0,00","0,00","15,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,20:00,14.18,"0,00","0,00","0,00","0,00","0,00","14,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,21:00,4.17,"0,00","0,00","0,00","0,00","0,00","4,17","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,22:00,1.76,"0,00","0,00","0,00","0,00","0,00","1,76","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04.02.2018,23:00,1.69,"0,00","0,00","0,00","0,00","0,00","1,69","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,00:00,1.07,"0,00","0,00","0,00","0,00","0,00","1,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,01:00,0.65,"0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,02:00,0.51,"0,00","0,00","0,00","0,00","0,00","0,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,03:00,0.38,"0,00","0,00","0,00","0,00","0,00","0,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,04:00,0.58,"0,00","0,00","0,00","0,00","0,00","0,58","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,05:00,4.41,"0,00","0,00","0,00","0,00","0,00","4,41","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,06:00,5.38,"0,00","0,00","0,00","0,00","0,00","5,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,07:00,5.83,"0,00","0,00","0,00","0,00","0,00","5,83","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,08:00,5.48,"0,00","0,00","0,00","0,00","0,00","5,48","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,09:00,5.34,"0,00","0,00","0,00","0,00","0,00","5,34","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,10:00,6.55,"0,00","0,00","0,00","0,00","0,00","6,55","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,11:00,6.48,"0,00","0,00","0,00","0,00","0,00","6,48","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,12:00,5.86,"0,00","0,00","0,00","0,00","0,00","5,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,13:00,4.41,"0,00","0,00","0,00","0,00","0,00","4,41","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,14:00,2.58,"0,00","0,00","0,00","0,00","0,00","2,58","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,15:00,2.93,"0,00","0,00","0,00","0,00","0,00","2,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,16:00,3.07,"0,00","0,00","0,00","0,00","0,00","3,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,17:00,2.89,"0,00","0,00","0,00","0,00","0,00","2,89","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,18:00,2.86,"0,00","0,00","0,00","0,00","0,00","2,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,19:00,2.79,"0,00","0,00","0,00","0,00","0,00","2,79","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,20:00,2.69,"0,00","0,00","0,00","0,00","0,00","2,69","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,21:00,3.17,"0,00","0,00","0,00","0,00","0,00","3,17","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,22:00,4.27,"0,00","0,00","0,00","0,00","0,00","4,27","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05.02.2018,23:00,4.76,"0,00","0,00","0,00","0,00","0,00","4,76","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,00:00,5.72,"0,00","0,00","0,00","0,00","0,00","5,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,01:00,4.45,"0,00","0,00","0,00","0,00","0,00","4,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,02:00,3.27,"0,00","0,00","0,00","0,00","0,00","3,27","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,03:00,2.17,"0,00","0,00","0,00","0,00","0,00","2,17","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,04:00,2.62,"0,00","0,00","0,00","0,00","0,00","2,62","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,05:00,2.96,"0,00","0,00","0,00","0,00","0,00","2,96","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,06:00,3.69,"0,00","0,00","0,00","0,00","0,00","3,69","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,07:00,3.34,"0,00","0,00","0,00","0,00","0,00","3,34","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,08:00,2.03,"0,00","0,00","0,00","0,00","0,00","2,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,09:00,2.17,"0,00","0,00","0,00","0,00","0,00","2,17","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,10:00,2.38,"0,00","0,00","0,00","0,00","0,00","2,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,11:00,2.07,"0,00","0,00","0,00","0,00","0,00","2,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,12:00,2.72,"0,00","0,00","0,00","0,00","0,00","2,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,13:00,3.03,"0,00","0,00","0,00","0,00","0,00","3,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,14:00,3.38,"0,00","0,00","0,00","0,00","0,00","3,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,15:00,3.96,"0,00","0,00","0,00","0,00","0,00","3,96","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,16:00,4.79,"0,00","0,00","0,00","0,00","0,00","4,79","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,17:00,6.00,"0,00","0,00","0,00","0,00","0,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,18:00,5.14,"0,00","0,00","0,00","0,00","0,00","5,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,19:00,5.48,"0,00","0,00","0,00","0,00","0,00","5,48","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,20:00,6.24,"0,00","0,00","0,00","0,00","0,00","6,24","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,21:00,6.45,"0,00","0,00","0,00","0,00","0,00","6,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,22:00,5.14,"0,00","0,00","0,00","0,00","0,00","5,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06.02.2018,23:00,5.20,"0,00","0,00","0,00","0,00","0,00","5,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,00:00,3.82,"0,00","0,00","0,00","0,00","0,00","3,82","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,01:00,2.72,"0,00","0,00","0,00","0,00","0,00","2,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,02:00,2.20,"0,00","0,00","0,00","0,00","0,00","2,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,03:00,2.38,"0,00","0,00","0,00","0,00","0,00","2,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,04:00,2.65,"0,00","0,00","0,00","0,00","0,00","2,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,05:00,2.76,"0,00","0,00","0,00","0,00","0,00","2,76","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,06:00,4.17,"0,00","0,00","0,00","0,00","0,00","4,17","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,07:00,3.20,"0,00","0,00","0,00","0,00","0,00","3,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,08:00,4.10,"0,00","0,00","0,00","0,00","0,00","4,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,09:00,4.38,"0,00","0,00","0,00","0,00","0,00","4,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,10:00,3.89,"0,00","0,00","0,00","0,00","0,00","3,89","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,11:00,0.58,"0,00","0,00","0,00","0,00","0,00","0,58","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,12:00,0.51,"0,00","0,00","0,00","0,00","0,00","0,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,13:00,2.48,"0,00","0,00","0,00","0,00","0,00","2,48","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,14:00,2.10,"0,00","0,00","0,00","0,00","0,00","2,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,15:00,1.03,"0,00","0,00","0,00","0,00","0,00","1,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,16:00,1.31,"0,00","0,00","0,00","0,00","0,00","1,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,17:00,1.41,"0,00","0,00","0,00","0,00","0,00","1,41","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,18:00,1.38,"0,00","0,00","0,00","0,00","0,00","1,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,19:00,1.89,"0,00","0,00","0,00","0,00","0,00","1,89","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,20:00,1.48,"0,00","0,00","0,00","0,00","0,00","1,48","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,21:00,0.51,"0,00","0,00","0,00","0,00","0,00","0,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,22:00,0.86,"0,00","0,00","0,00","0,00","0,00","0,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07.02.2018,23:00,0.72,"0,00","0,00","0,00","0,00","0,00","0,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,00:00,0.31,"0,00","0,00","0,00","0,00","0,00","0,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,01:00,0.27,"0,00","0,00","0,00","0,00","0,00","0,27","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,02:00,1.20,"0,00","0,00","0,00","0,00","0,00","1,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,03:00,0.44,"0,00","0,00","0,00","0,00","0,00","0,44","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,04:00,0.10,"0,00","0,00","0,00","0,00","0,00","0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,05:00,0.86,"0,00","0,00","0,00","0,00","0,00","0,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,06:00,2.03,"0,00","0,00","0,00","0,00","0,00","2,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,07:00,3.55,"0,00","0,00","0,00","0,00","0,00","3,55","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,08:00,8.65,"0,00","0,00","0,00","0,00","0,00","8,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,09:00,13.90,"0,00","0,00","0,00","0,00","0,00","13,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,10:00,19.66,"0,00","0,00","0,00","0,00","0,00","19,66","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08.02.2018,11:00,19.45,"0,00","0,00","0,00","0,00","0,00","19,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
