,Tarih,Saat,Toplam (MWh),ISPARTA WindSpeed(m/s)
18597,16.03.2020,21:00,42.99,(8.329546060456913+0j)
18598,16.03.2020,22:00,42.74,(8.313368374340277+0j)
18599,16.03.2020,23:00,38.72,(8.044097055793605+0j)
18600,17.03.2020,00:00,40.35,(8.155426888566176+0j)
18601,17.03.2020,01:00,41.68,(8.244065288080469+0j)
18602,17.03.2020,02:00,48.79,(8.688453045247712+0j)
18603,17.03.2020,03:00,50.37,(8.781246517064108+0j)
18604,17.03.2020,04:00,55.15,(9.0506691893071+0j)
18605,17.03.2020,05:00,45.95,(8.516490983275848+0j)
18606,17.03.2020,06:00,42.47,(8.29582545811084+0j)
18607,17.03.2020,07:00,19.08,(6.3536747013663755+0j)
18608,17.03.2020,08:00,8.06,(4.767351782295445+0j)
18609,17.03.2020,09:00,0.97,(2.353727042805112+0j)
18610,17.03.2020,10:00,0.5,(1.8872185085220108+0j)
18611,17.03.2020,11:00,0.19,(1.3669418900183714+0j)
18612,17.03.2020,12:00,1.82,(2.903059798453946+0j)
18613,17.03.2020,13:00,1.2,(2.526732507219123+0j)
18614,17.03.2020,14:00,2.5,(3.2270982556957093+0j)
18615,17.03.2020,15:00,1.15,(2.4911399844156055+0j)
18616,17.03.2020,16:00,3.47,(3.599774896058479+0j)
18617,17.03.2020,17:00,5.44,(4.181818237213521+0j)
18618,17.03.2020,18:00,19.22,(6.369176931831611+0j)
18619,17.03.2020,19:00,32.7,(7.603521353325632+0j)
18620,17.03.2020,20:00,32.25,(7.568481587185853+0j)
18621,17.03.2020,21:00,36.45,(7.883723120168815+0j)
18622,17.03.2020,22:00,45.61,(8.49543346927306+0j)
18623,17.03.2020,23:00,43.39,(8.355300405561653+0j)
18624,18.03.2020,00:00,36.82,(7.91030897171708+0j)
18625,18.03.2020,01:00,35.43,(7.809488142259222+0j)
18626,18.03.2020,02:00,34.47,(7.738306847802781+0j)
18627,18.03.2020,03:00,43.37,(8.354016456189836+0j)
18628,18.03.2020,04:00,44.82,(8.44609839304399+0j)
18629,18.03.2020,05:00,44.91,(8.451747958871092+0j)
18630,18.03.2020,06:00,46.4,(8.544202103656215+0j)
18631,18.03.2020,07:00,44.21,(8.407606114209448+0j)
18632,18.03.2020,08:00,44.65,(8.435406321692524+0j)
18633,18.03.2020,09:00,48.39,(8.664644052712813+0j)
18634,18.03.2020,10:00,53.01,(8.932056340287428+0j)
18635,18.03.2020,11:00,51.18,(8.828066844376043+0j)
18636,18.03.2020,12:00,50.71,(8.800960177255943+0j)
18637,18.03.2020,13:00,52.13,(8.882354334072662+0j)
18638,18.03.2020,14:00,49.2,(8.712722593228461+0j)
18639,18.03.2020,15:00,52.5,(8.903319397196235+0j)
18640,18.03.2020,16:00,53.93,(8.983432848954171+0j)
18641,18.03.2020,17:00,52.49,(8.902754071180544+0j)
18642,18.03.2020,18:00,53.83,(8.977876886841209+0j)
18643,18.03.2020,19:00,49.85,(8.750923889066279+0j)
18644,18.03.2020,20:00,52.7,(8.91461087333822+0j)
18645,18.03.2020,21:00,52.55,(8.906144950987068+0j)
18646,18.03.2020,22:00,46.05,(8.522664592529704+0j)
18647,18.03.2020,23:00,44.0,(8.39427277901374+0j)
18648,19.03.2020,00:00,25.82,(7.027770948066529+0j)
18649,19.03.2020,01:00,24.16,(6.873814834641704+0j)
18650,19.03.2020,02:00,20.84,(6.543318955396727+0j)
18651,19.03.2020,03:00,30.89,(7.460561048476628+0j)
18652,19.03.2020,04:00,35.41,(7.808018397584962+0j)
18653,19.03.2020,05:00,42.93,(8.325669147604355+0j)
18654,19.03.2020,06:00,42.38,(8.289961300554815+0j)
18655,19.03.2020,07:00,32.65,(7.599643983273706+0j)
18656,19.03.2020,08:00,31.9,(7.541002418333042+0j)
18657,19.03.2020,09:00,22.15,(6.677646569238247+0j)
18658,19.03.2020,10:00,26.25,(7.06656928855909+0j)
18659,19.03.2020,11:00,27.31,(7.160435204022177+0j)
18660,19.03.2020,12:00,40.76,(8.182956531100904+0j)
18661,19.03.2020,13:00,44.64,(8.434776531760239+0j)
18662,19.03.2020,14:00,47.07,(8.585130843005205+0j)
18663,19.03.2020,15:00,49.99,(8.759108337316453+0j)
18664,19.03.2020,16:00,48.95,(8.697940205499043+0j)
18665,19.03.2020,17:00,52.9,(8.925873817563032+0j)
18666,19.03.2020,18:00,53.3,(8.948314826698757+0j)
18667,19.03.2020,19:00,54.0,(8.987317937165088+0j)
18668,19.03.2020,20:00,52.57,(8.907274670660629+0j)
18669,19.03.2020,21:00,50.85,(8.809051955799797+0j)
18670,19.03.2020,22:00,46.3,(8.53805961260759+0j)
18671,19.03.2020,23:00,35.5,(7.814627897127266+0j)
18672,20.03.2020,00:00,31.22,(7.487034228860581+0j)
18673,20.03.2020,01:00,32.16,(7.561434579771019+0j)
18674,20.03.2020,02:00,23.83,(6.842374909425474+0j)
18675,20.03.2020,03:00,23.11,(6.772757109973724+0j)
18676,20.03.2020,04:00,19.66,(6.417413499900515+0j)
18677,20.03.2020,05:00,17.29,(6.14842458039674+0j)
18678,20.03.2020,06:00,32.96,(7.6236202222628355+0j)
18679,20.03.2020,07:00,32.94,(7.6220779158840575+0j)
18680,20.03.2020,08:00,36.46,(7.884444016581042+0j)
18681,20.03.2020,09:00,36.92,(7.9174637413299855+0j)
18682,20.03.2020,10:00,45.32,(8.477389796187083+0j)
18683,20.03.2020,11:00,45.28,(8.474894978563267+0j)
18684,20.03.2020,12:00,42.91,(8.324376040625786+0j)
18685,20.03.2020,13:00,40.07,(8.136518817676642+0j)
18686,20.03.2020,14:00,45.12,(8.464900989365017+0j)
18687,20.03.2020,15:00,40.45,(8.162158568790163+0j)
18688,20.03.2020,16:00,47.92,(8.636500228285856+0j)
18689,20.03.2020,17:00,44.37,(8.417736532761221+0j)
18690,20.03.2020,18:00,46.9,(8.574782901586193+0j)
18691,20.03.2020,19:00,37.63,(7.967894806369321+0j)
18692,20.03.2020,20:00,29.95,(7.384103826918307+0j)
18693,20.03.2020,21:00,28.5,(7.262962565013483+0j)
18694,20.03.2020,22:00,40.09,(8.137872309977693+0j)
18695,20.03.2020,23:00,37.05,(7.926745653394948+0j)
18696,21.03.2020,00:00,39.46,(8.095019128912702+0j)
18697,21.03.2020,01:00,37.04,(7.926032431719929+0j)
18698,21.03.2020,02:00,28.21,(7.238243923585066+0j)
18699,21.03.2020,03:00,31.99,(7.548087611118076+0j)
18700,21.03.2020,04:00,23.85,(6.8442885929008455+0j)
18701,21.03.2020,05:00,23.99,(6.857654513347087+0j)
18702,21.03.2020,06:00,27.23,(7.153436606816039+0j)
18703,21.03.2020,07:00,29.47,(7.344443558532627+0j)
18704,21.03.2020,08:00,32.0,(7.548874034088042+0j)
18705,21.03.2020,09:00,24.2,(6.877606239069951+0j)
18706,21.03.2020,10:00,16.6,(6.06552245779884+0j)
18707,21.03.2020,11:00,9.61,(5.055219080880544+0j)
18708,21.03.2020,12:00,8.16,(4.786986895907585+0j)
18709,21.03.2020,13:00,8.68,(4.886584661343584+0j)
18710,21.03.2020,14:00,10.97,(5.283248781772897+0j)
18711,21.03.2020,15:00,10.41,(5.191773797043736+0j)
18712,21.03.2020,16:00,9.76,(5.081385277256039+0j)
18713,21.03.2020,17:00,6.73,(4.489216396266109+0j)
18714,21.03.2020,18:00,7.73,(4.701379944559829+0j)
18715,21.03.2020,19:00,8.28,(4.810338421039802+0j)
18716,21.03.2020,20:00,8.44,(4.841125424963178+0j)
18717,21.03.2020,21:00,11.98,(5.440654217519613+0j)
18718,21.03.2020,22:00,9.67,(5.0657180084034+0j)
18719,21.03.2020,23:00,8.07,(4.769322576973132+0j)
18720,22.03.2020,00:00,11.17,(5.315162867637649+0j)
18721,22.03.2020,01:00,10.05,(5.13122280751509+0j)
18722,22.03.2020,02:00,5.89,(4.294084806247035+0j)
18723,22.03.2020,03:00,2.75,(3.331269359978608+0j)
18724,22.03.2020,04:00,2.12,(3.054528202639569+0j)
18725,22.03.2020,05:00,3.26,(3.5256407111446157+0j)
18726,22.03.2020,06:00,2.8,(3.3513377317587913+0j)
18727,22.03.2020,07:00,2.47,(3.2141378820987696+0j)
18728,22.03.2020,08:00,0.01,(0.5122699165896111+0j)
18729,22.03.2020,09:00,0.0,0j
18730,22.03.2020,10:00,0.01,(0.5122699165896111+0j)
18731,22.03.2020,11:00,0.0,0j
18732,22.03.2020,12:00,0.0,0j
18733,22.03.2020,13:00,0.15,(1.2633662536095618+0j)
18734,22.03.2020,14:00,0.18,(1.3425269754143325+0j)
18735,22.03.2020,15:00,0.01,(0.5122699165896111+0j)
18736,22.03.2020,16:00,0.08,(1.0245398331792221+0j)
18737,22.03.2020,17:00,1.27,(2.5749378986737725+0j)
18738,22.03.2020,18:00,5.3,(4.145632581815412+0j)
18739,22.03.2020,19:00,5.2,(4.119393697964235+0j)
18740,22.03.2020,20:00,5.24,(4.129929277602517+0j)
18741,22.03.2020,21:00,8.02,(4.759452261970861+0j)
18742,22.03.2020,22:00,6.38,(4.410004967022386+0j)
18743,22.03.2020,23:00,2.84,(3.367221086252379+0j)
18744,23.03.2020,00:00,6.48,(4.432926402496671+0j)
18745,23.03.2020,01:00,4.75,(3.9969623335199382+0j)
18746,23.03.2020,02:00,6.12,(4.349266233085637+0j)
18747,23.03.2020,03:00,11.37,(5.346698241314769+0j)
18748,23.03.2020,04:00,6.54,(4.446566262000888+0j)
18749,23.03.2020,05:00,2.02,(3.0057254518784187+0j)
18750,23.03.2020,06:00,2.37,(3.170163302977427+0j)
18751,23.03.2020,07:00,0.66,(2.0702056882827273+0j)
18752,23.03.2020,08:00,0.1,(1.1036520789603976+0j)
18753,23.03.2020,09:00,0.46,(1.8354876340219226+0j)
18754,23.03.2020,10:00,2.09,(3.0400515483660486+0j)
18755,23.03.2020,11:00,0.94,(2.3292072696649533+0j)
18756,23.03.2020,12:00,0.18,(1.3425269754143325+0j)
18757,23.03.2020,13:00,0.34,(1.6595556672231362+0j)
18758,23.03.2020,14:00,2.61,(3.2737513321542986+0j)
18759,23.03.2020,15:00,7.82,(4.71955556324141+0j)
18760,23.03.2020,16:00,9.2,(4.982279968831211+0j)
18761,23.03.2020,17:00,7.09,(4.567875559367093+0j)
18762,23.03.2020,18:00,1.52,(2.733883780036743+0j)
18763,23.03.2020,19:00,1.18,(2.5126163886188495+0j)
18764,23.03.2020,20:00,0.36,(1.6914779963762145+0j)
18765,23.03.2020,21:00,0.22,(1.4354004541956449+0j)
18766,23.03.2020,22:00,0.48,(1.8617124290467697+0j)
18767,23.03.2020,23:00,1.61,(2.786810753742561+0j)
18768,24.03.2020,00:00,1.7,(2.83780027312256+0j)
18769,24.03.2020,01:00,3.57,(3.6340279041565706+0j)
18770,24.03.2020,02:00,2.02,(3.0057254518784187+0j)
18771,24.03.2020,03:00,1.43,(2.678824104892895+0j)
18772,24.03.2020,04:00,3.48,(3.6032295765817874+0j)
18773,24.03.2020,05:00,5.14,(4.103488544615141+0j)
18774,24.03.2020,06:00,8.41,(4.835382684786223+0j)
18775,24.03.2020,07:00,13.03,(5.595174782677468+0j)
18776,24.03.2020,08:00,11.45,(5.359208841452788+0j)
18777,24.03.2020,09:00,7.23,(4.597745748499736+0j)
18778,24.03.2020,10:00,5.16,(4.108803950226292+0j)
18779,24.03.2020,11:00,4.38,(3.8903638635526385+0j)
18780,24.03.2020,12:00,2.07,(3.030323316893057+0j)
18781,24.03.2020,13:00,6.38,(4.410004967022386+0j)
18782,24.03.2020,14:00,0.0,0j
18783,24.03.2020,15:00,0.0,0j
18784,24.03.2020,16:00,0.0,0j
18785,24.03.2020,17:00,0.0,0j
18786,24.03.2020,18:00,0.0,0j
18787,24.03.2020,19:00,0.0,0j
18788,24.03.2020,20:00,0.0,0j
18789,24.03.2020,21:00,0.0,0j
18790,24.03.2020,22:00,0.0,0j
18791,24.03.2020,23:00,0.0,0j
18792,25.03.2020,00:00,0.0,0j
18793,25.03.2020,01:00,0.0,0j
18794,25.03.2020,02:00,0.0,0j
18795,25.03.2020,03:00,0.0,0j
18796,25.03.2020,04:00,0.0,0j
18797,25.03.2020,05:00,0.0,0j
18798,25.03.2020,06:00,0.0,0j
18799,25.03.2020,07:00,0.0,0j
18800,25.03.2020,08:00,0.0,0j
18801,25.03.2020,09:00,0.0,0j
18802,25.03.2020,10:00,0.0,0j
18803,25.03.2020,11:00,0.0,0j
18804,25.03.2020,12:00,0.0,0j
18805,25.03.2020,13:00,0.0,0j
18806,25.03.2020,14:00,0.0,0j
18807,25.03.2020,15:00,0.0,0j
18808,25.03.2020,16:00,0.0,0j
18809,25.03.2020,17:00,0.0,0j
18810,25.03.2020,18:00,0.0,0j
18811,25.03.2020,19:00,0.0,0j
18812,25.03.2020,20:00,0.0,0j
18813,25.03.2020,21:00,0.0,0j
18814,25.03.2020,22:00,0.0,0j
18815,25.03.2020,23:00,0.0,0j
18816,26.03.2020,00:00,0.0,0j
18817,26.03.2020,01:00,0.0,0j
18818,26.03.2020,02:00,0.0,0j
18819,26.03.2020,03:00,0.0,0j
18820,26.03.2020,04:00,0.0,0j
18821,26.03.2020,05:00,0.0,0j
18822,26.03.2020,06:00,0.0,0j
18823,26.03.2020,07:00,0.0,0j
18824,26.03.2020,08:00,0.0,0j
18825,26.03.2020,09:00,0.0,0j
18826,26.03.2020,10:00,0.0,0j
18827,26.03.2020,11:00,0.0,0j
18828,26.03.2020,12:00,0.0,0j
18829,26.03.2020,13:00,0.0,0j
18830,26.03.2020,14:00,0.0,0j
18831,26.03.2020,15:00,0.0,0j
18832,26.03.2020,16:00,2.64,(3.2862466873705523+0j)
18833,26.03.2020,17:00,3.02,(3.436907417320852+0j)
18834,26.03.2020,18:00,5.53,(4.204753713640322+0j)
18835,26.03.2020,19:00,8.02,(4.759452261970861+0j)
18836,26.03.2020,20:00,13.43,(5.651852985880063+0j)
18837,26.03.2020,21:00,5.82,(4.277005879387064+0j)
18838,26.03.2020,22:00,1.15,(2.4911399844156055+0j)
18839,26.03.2020,23:00,0.0,0j
18840,27.03.2020,00:00,0.0,0j
18841,27.03.2020,01:00,0.0,0j
18842,27.03.2020,02:00,4.94,(4.049559974920766+0j)
18843,27.03.2020,03:00,3.15,(3.4855317007074618+0j)
18844,27.03.2020,04:00,8.59,(4.869636832735187+0j)
18845,27.03.2020,05:00,0.64,(2.0490796663584443+0j)
18846,27.03.2020,06:00,2.87,(3.3790359938848673+0j)
18847,27.03.2020,07:00,7.0,(4.548465089122639+0j)
18848,27.03.2020,08:00,5.31,(4.148238259799895+0j)
18849,27.03.2020,09:00,1.45,(2.6912550212381308+0j)
18850,27.03.2020,10:00,0.11,(1.139278095492899+0j)
18851,27.03.2020,11:00,0.01,(0.5122699165896111+0j)
18852,27.03.2020,12:00,0.07,(0.9799370974404779+0j)
18853,27.03.2020,13:00,3.24,(3.518416017310411+0j)
18854,27.03.2020,14:00,6.23,(4.37516934977872+0j)
18855,27.03.2020,15:00,1.3,(2.5950554164347115+0j)
18856,27.03.2020,16:00,5.31,(4.148238259799895+0j)
18857,27.03.2020,17:00,5.62,(4.227441672849658+0j)
18858,27.03.2020,18:00,4.25,(3.8514875268708564+0j)
18859,27.03.2020,19:00,2.24,(3.1111063586793573+0j)
18860,27.03.2020,20:00,1.72,(2.848885542985824+0j)
18861,27.03.2020,21:00,4.28,(3.860528610577734+0j)
18862,27.03.2020,22:00,5.63,(4.229947566544284+0j)
18863,27.03.2020,23:00,3.02,(3.436907417320852+0j)
18864,28.03.2020,00:00,7.51,(4.656348723298774+0j)
18865,28.03.2020,01:00,14.14,(5.749745943750857+0j)
18866,28.03.2020,02:00,19.3,(6.378001573435145+0j)
18867,28.03.2020,03:00,19.93,(6.446657813461209+0j)
18868,28.03.2020,04:00,19.9,(6.443421538914611+0j)
18869,28.03.2020,05:00,18.43,(6.280689121662588+0j)
18870,28.03.2020,06:00,16.95,(6.107855489894298+0j)
18871,28.03.2020,07:00,15.95,(5.985297585878303+0j)
18872,28.03.2020,08:00,13.8,(5.703286840709257+0j)
18873,28.03.2020,09:00,11.51,(5.368553601164822+0j)
18874,28.03.2020,10:00,13.84,(5.708791947255147+0j)
18875,28.03.2020,11:00,10.59,(5.221526731964749+0j)
18876,28.03.2020,12:00,12.81,(5.563506019721838+0j)
18877,28.03.2020,13:00,15.55,(5.9348395680096715+0j)
18878,28.03.2020,14:00,12.5,(5.518260394801988+0j)
18879,28.03.2020,15:00,17.95,(6.2256829984559285+0j)
18880,28.03.2020,16:00,47.25,(8.59606036574636+0j)
18881,28.03.2020,17:00,37.27,(7.942404166243495+0j)
18882,28.03.2020,18:00,43.88,(8.386634673996003+0j)
18883,28.03.2020,19:00,42.88,(8.322435626560006+0j)
18884,28.03.2020,20:00,44.14,(8.403166369660324+0j)
18885,28.03.2020,21:00,39.99,(8.131100340211173+0j)
18886,28.03.2020,22:00,37.76,(7.977059796972199+0j)
18887,28.03.2020,23:00,29.61,(7.356055346339618+0j)
18888,29.03.2020,00:00,37.26,(7.941693754418037+0j)
18889,29.03.2020,01:00,29.43,(7.341119152258128+0j)
18890,29.03.2020,02:00,35.51,(7.815361596117318+0j)
18891,29.03.2020,03:00,34.13,(7.712780084956442+0j)
18892,29.03.2020,04:00,31.12,(7.479031834745509+0j)
18893,29.03.2020,05:00,28.98,(7.303510300159624+0j)
18894,29.03.2020,06:00,17.8,(6.208292731897254+0j)
18895,29.03.2020,07:00,15.84,(5.971506528747432+0j)
18896,29.03.2020,08:00,16.87,(6.098231120214288+0j)
18897,29.03.2020,09:00,17.24,(6.14249209448558+0j)
18898,29.03.2020,10:00,17.18,(6.135357950906463+0j)
18899,29.03.2020,11:00,19.56,(6.406514339148231+0j)
18900,29.03.2020,12:00,25.22,(6.97290711041425+0j)
18901,29.03.2020,13:00,24.58,(6.9134179338838235+0j)
18902,29.03.2020,14:00,23.9,(6.849068125594443+0j)
18903,29.03.2020,15:00,31.07,(7.475024207874443+0j)
18904,29.03.2020,16:00,37.49,(7.95800117958277+0j)
18905,29.03.2020,17:00,40.19,(8.144633027808409+0j)
18906,29.03.2020,18:00,37.93,(7.989013099695337+0j)
18907,29.03.2020,19:00,43.45,(8.35914988797937+0j)
18908,29.03.2020,20:00,33.72,(7.6817713187318635+0j)
18909,29.03.2020,21:00,36.85,(7.912456761388663+0j)
18910,29.03.2020,22:00,35.03,(7.779987480908526+0j)
18911,29.03.2020,23:00,36.51,(7.888046522801313+0j)
18912,30.03.2020,00:00,46.17,(8.530061137437627+0j)
18913,30.03.2020,01:00,43.83,(8.383448020192004+0j)
18914,30.03.2020,02:00,41.35,(8.222250243083398+0j)
18915,30.03.2020,03:00,32.26,(7.569263778343467+0j)
18916,30.03.2020,04:00,30.44,(7.424155649469585+0j)
18917,30.03.2020,05:00,37.66,(7.970011675439792+0j)
18918,30.03.2020,06:00,14.98,(5.861419302245411+0j)
18919,30.03.2020,07:00,19.67,(6.418501381511438+0j)
18920,30.03.2020,08:00,16.6,(6.06552245779884+0j)
18921,30.03.2020,09:00,11.82,(5.416324527582787+0j)
18922,30.03.2020,10:00,8.51,(4.85447243144649+0j)
18923,30.03.2020,11:00,11.45,(5.359208841452788+0j)
18924,30.03.2020,12:00,5.91,(4.298939626443039+0j)
18925,30.03.2020,13:00,3.4,(3.575404299504533+0j)
18926,30.03.2020,14:00,2.36,(3.1656982783317256+0j)
18927,30.03.2020,15:00,0.49,(1.8745522308493552+0j)
18928,30.03.2020,16:00,0.28,(1.5555531793396786+0j)
18929,30.03.2020,17:00,5.35,(4.15862838024463+0j)
18930,30.03.2020,18:00,8.7,(4.890334919654705+0j)
18931,30.03.2020,19:00,11.88,(5.425473741809264+0j)
18932,30.03.2020,20:00,12.46,(5.512367960641075+0j)
18933,30.03.2020,21:00,13.12,(5.608027449850476+0j)
18934,30.03.2020,22:00,10.13,(5.144802024804178+0j)
18935,30.03.2020,23:00,6.59,(4.457869224360004+0j)
18936,31.03.2020,00:00,7.78,(4.711494820714871+0j)
18937,31.03.2020,01:00,8.52,(4.856373164777538+0j)
18938,31.03.2020,02:00,6.18,(4.363433324120932+0j)
18939,31.03.2020,03:00,8.71,(4.892207893763395+0j)
18940,31.03.2020,04:00,20.27,(6.483110669708771+0j)
18941,31.03.2020,05:00,23.16,(6.777638026271033+0j)
18942,31.03.2020,06:00,17.13,(6.129400132097253+0j)
18943,31.03.2020,07:00,9.13,(4.9696115669804986+0j)
18944,31.03.2020,08:00,8.33,(4.820001641910274+0j)
18945,31.03.2020,09:00,9.51,(5.037623327373744+0j)
18946,31.03.2020,10:00,9.36,(5.010996914062112+0j)
18947,31.03.2020,11:00,5.25,(4.132554789611411+0j)
18948,31.03.2020,12:00,1.23,(2.5476155410728025+0j)
18949,31.03.2020,13:00,0.94,(2.3292072696649533+0j)
18950,31.03.2020,14:00,1.5,(2.721840082992058+0j)
18951,31.03.2020,15:00,11.77,(5.408676501979603+0j)
18952,31.03.2020,16:00,9.81,(5.090047730569547+0j)
18953,31.03.2020,17:00,5.98,(4.315845742758249+0j)
18954,31.03.2020,18:00,14.96,(5.858809587162132+0j)
18955,31.03.2020,19:00,27.19,(7.149932167011196+0j)
18956,31.03.2020,20:00,26.94,(7.127951174367876+0j)
18957,31.03.2020,21:00,16.9,(6.101843817220572+0j)
18958,31.03.2020,22:00,14.4,(5.784773376272439+0j)
18959,31.03.2020,23:00,13.5,(5.661655525566032+0j)
18960,01.04.2020,00:00,14.05,(5.737521074955278+0j)
18961,01.04.2020,01:00,14.61,(5.812758202732633+0j)
18962,01.04.2020,02:00,10.27,(5.168394633975468+0j)
18963,01.04.2020,03:00,3.94,(3.7554696767414004+0j)
18964,01.04.2020,04:00,6.03,(4.327840928799577+0j)
18965,01.04.2020,05:00,5.71,(4.2498886865959+0j)
18966,01.04.2020,06:00,9.41,(5.0199037883229165+0j)
18967,01.04.2020,07:00,7.81,(4.71754295934566+0j)
18968,01.04.2020,08:00,1.42,(2.6725651472632648+0j)
18969,01.04.2020,09:00,0.06,(0.9308562145233849+0j)
18970,01.04.2020,10:00,0.0,0j
18971,01.04.2020,11:00,0.0,0j
18972,01.04.2020,12:00,0.05,(0.8759692355743128+0j)
18973,01.04.2020,13:00,0.16,(1.2908393022782838+0j)
18974,01.04.2020,14:00,2.19,(3.0877838447712636+0j)
18975,01.04.2020,15:00,7.5,(4.654281072616924+0j)
18976,01.04.2020,16:00,15.13,(5.880918512078407+0j)
18977,01.04.2020,17:00,15.63,(5.944999809660139+0j)
18978,01.04.2020,18:00,17.58,(6.182609391981943+0j)
18979,01.04.2020,19:00,18.75,(6.3168312680478085+0j)
18980,01.04.2020,20:00,10.4,(5.190110832869423+0j)
18981,01.04.2020,21:00,6.47,(4.430644916554569+0j)
18982,01.04.2020,22:00,4.22,(3.842403796148273+0j)
18983,01.04.2020,23:00,1.36,(2.6343804119497936+0j)
18984,02.04.2020,00:00,0.4,(1.7519384711486257+0j)
18985,02.04.2020,01:00,0.05,(0.8759692355743128+0j)
18986,02.04.2020,02:00,0.0,0j
18987,02.04.2020,03:00,0.0,0j
18988,02.04.2020,04:00,0.0,0j
18989,02.04.2020,05:00,0.12,(1.1728053391034703+0j)
18990,02.04.2020,06:00,1.86,(2.924173702462053+0j)
18991,02.04.2020,07:00,6.99,(4.546298121148585+0j)
18992,02.04.2020,08:00,13.67,(5.685321437229882+0j)
18993,02.04.2020,09:00,19.15,(6.361435260975127+0j)
18994,02.04.2020,10:00,35.93,(7.846053373140006+0j)
18995,02.04.2020,11:00,47.59,(8.616629523796494+0j)
18996,02.04.2020,12:00,47.92,(8.636500228285856+0j)
18997,02.04.2020,13:00,48.45,(8.66822374494105+0j)
18998,02.04.2020,14:00,56.88,(9.144333323047018+0j)
18999,02.04.2020,15:00,57.72,(9.18912783303133+0j)
19000,02.04.2020,16:00,58.05,(9.206606762608466+0j)
19001,02.04.2020,17:00,57.8,(9.19337125447631+0j)
19002,02.04.2020,18:00,53.81,(8.976764868883857+0j)
19003,02.04.2020,19:00,59.53,(9.2841927126903+0j)
19004,02.04.2020,20:00,53.51,(8.960051434451655+0j)
19005,02.04.2020,21:00,54.5,(9.014971397397051+0j)
19006,02.04.2020,22:00,49.02,(8.702084337724099+0j)
19007,02.04.2020,23:00,39.23,(8.079260693804889+0j)
19008,03.04.2020,00:00,31.41,(7.502191824881245+0j)
19009,03.04.2020,01:00,36.46,(7.884444016581042+0j)
19010,03.04.2020,02:00,25.75,(7.021414258122027+0j)
19011,03.04.2020,03:00,14.19,(5.756515135243145+0j)
19012,03.04.2020,04:00,10.82,(5.2590577433326775+0j)
19013,03.04.2020,05:00,9.42,(5.0216813747987965+0j)
19014,03.04.2020,06:00,11.56,(5.376316124413+0j)
19015,03.04.2020,07:00,8.15,(4.785030628057569+0j)
19016,03.04.2020,08:00,11.08,(5.300849074279276+0j)
19017,03.04.2020,09:00,17.94,(6.224526668006142+0j)
19018,03.04.2020,10:00,12.32,(5.491644577192998+0j)
19019,03.04.2020,11:00,10.78,(5.2525690782076895+0j)
19020,03.04.2020,12:00,10.49,(5.205039325922048+0j)
19021,03.04.2020,13:00,10.49,(5.205039325922048+0j)
19022,03.04.2020,14:00,6.69,(4.480304777007117+0j)
19023,03.04.2020,15:00,8.63,(4.8771837442022345+0j)
19024,03.04.2020,16:00,6.76,(4.495876964484936+0j)
19025,03.04.2020,17:00,7.03,(4.5549536358494365+0j)
19026,03.04.2020,18:00,4.8,(4.0109378400018825+0j)
19027,03.04.2020,19:00,10.29,(5.171747469579449+0j)
19028,03.04.2020,20:00,17.14,(6.130592622425414+0j)
19029,03.04.2020,21:00,10.64,(5.229731532907936+0j)
19030,03.04.2020,22:00,3.79,(3.707193506166306+0j)
19031,03.04.2020,23:00,1.4,(2.6599585204473124+0j)
19032,04.04.2020,00:00,2.96,(3.4139940200015038+0j)
19033,04.04.2020,01:00,4.18,(3.830224938551887+0j)
19034,04.04.2020,02:00,1.65,(2.8097013951248098+0j)
19035,04.04.2020,03:00,3.37,(3.5648573228921507+0j)
19036,04.04.2020,04:00,3.02,(3.436907417320852+0j)
19037,04.04.2020,05:00,2.56,(3.2527112179440416+0j)
19038,04.04.2020,06:00,0.72,(2.1311287330683966+0j)
19039,04.04.2020,07:00,0.97,(2.353727042805112+0j)
19040,04.04.2020,08:00,4.04,(3.786976767026399+0j)
19041,04.04.2020,09:00,10.02,(5.1261120244445495+0j)
19042,04.04.2020,10:00,12.18,(5.470763597692234+0j)
19043,04.04.2020,11:00,11.47,(5.3623273809063186+0j)
19044,04.04.2020,12:00,10.58,(5.21988267432082+0j)
19045,04.04.2020,13:00,12.3,(5.488671298551593+0j)
19046,04.04.2020,14:00,31.0,(7.469406300512834+0j)
19047,04.04.2020,15:00,43.85,(8.384722972385669+0j)
19048,04.04.2020,16:00,40.9,(8.19231460096392+0j)
19049,04.04.2020,17:00,47.75,(8.626275237606876+0j)
19050,04.04.2020,18:00,34.7,(7.755479912374304+0j)
19051,04.04.2020,19:00,44.36,(8.417104095754127+0j)
19052,04.04.2020,20:00,40.66,(8.176259068187969+0j)
19053,04.04.2020,21:00,37.47,(7.956585794727737+0j)
19054,04.04.2020,22:00,32.97,(7.624391141493721+0j)
19055,04.04.2020,23:00,45.9,(8.513400819367678+0j)
19056,05.04.2020,00:00,40.8,(8.185632449058515+0j)
19057,05.04.2020,01:00,37.49,(7.95800117958277+0j)
19058,05.04.2020,02:00,46.04,(8.522047634036705+0j)
19059,05.04.2020,03:00,54.06,(8.990645341370305+0j)
19060,05.04.2020,04:00,51.64,(8.854436551308668+0j)
19061,05.04.2020,05:00,51.62,(8.853293305776102+0j)
19062,05.04.2020,06:00,56.24,(9.109907271698873+0j)
19063,05.04.2020,07:00,48.09,(8.646701064827935+0j)
