,Tarih,Saat,Toplam (MWh),ISPARTA WindSpeed(m/s)
6280,20.10.2018,16:00,10.83,(5.260677410125356+0j)
6281,20.10.2018,17:00,8.25,(4.804521803007383+0j)
6282,20.10.2018,18:00,10.46,(5.2000726823277015+0j)
6283,20.10.2018,19:00,11.19,(5.318333260794811+0j)
6284,20.10.2018,20:00,14.63,(5.815409404104899+0j)
6285,20.10.2018,21:00,16.25,(6.022590121764858+0j)
6286,20.10.2018,22:00,9.73,(5.076173596391804+0j)
6287,20.10.2018,23:00,6.72,(4.486991808985948+0j)
6288,21.10.2018,00:00,5.92,(4.301362930015113+0j)
6289,21.10.2018,01:00,3.8,(3.7104511471274044+0j)
6290,21.10.2018,02:00,5.29,(4.143023624183724+0j)
6291,21.10.2018,03:00,6.87,(4.520131797055225+0j)
6292,21.10.2018,04:00,12.65,(5.540245728161461+0j)
6293,21.10.2018,05:00,22.63,(6.725538095784399+0j)
6294,21.10.2018,06:00,27.46,(7.173520823780982+0j)
6295,21.10.2018,07:00,22.19,(6.681663803817834+0j)
6296,21.10.2018,08:00,18.34,(6.270448849497112+0j)
6297,21.10.2018,09:00,9.54,(5.04291495240636+0j)
6298,21.10.2018,10:00,7.1,(4.570022117746647+0j)
6299,21.10.2018,11:00,2.76,(3.335302377669977+0j)
6300,21.10.2018,12:00,5.59,(4.21990611021905+0j)
6301,21.10.2018,13:00,3.66,(3.6643128663444564+0j)
6302,21.10.2018,14:00,1.38,(2.6472312514726792+0j)
6303,21.10.2018,15:00,0.49,(1.8745522308493552+0j)
6304,21.10.2018,16:00,1.12,(2.469286753276283+0j)
6305,21.10.2018,17:00,2.6,(3.269564944809799+0j)
6306,21.10.2018,18:00,4.53,(3.9342768709443674+0j)
6307,21.10.2018,19:00,7.49,(4.6522115832055375+0j)
6308,21.10.2018,20:00,12.22,(5.476745848054561+0j)
6309,21.10.2018,21:00,8.24,(4.802579797216589+0j)
6310,21.10.2018,22:00,5.68,(4.242432726219252+0j)
6311,21.10.2018,23:00,5.6,(4.22242095354984+0j)
6312,22.10.2018,00:00,6.79,(4.50251785591654+0j)
6313,22.10.2018,01:00,8.24,(4.802579797216589+0j)
6314,22.10.2018,02:00,10.69,(5.237910669683328+0j)
6315,22.10.2018,03:00,7.63,(4.68101858093406+0j)
6316,22.10.2018,04:00,8.99,(4.94407916719491+0j)
6317,22.10.2018,05:00,5.22,(4.124668215502584+0j)
6318,22.10.2018,06:00,5.12,(4.098159332716889+0j)
6319,22.10.2018,07:00,5.55,(4.209816636909864+0j)
6320,22.10.2018,08:00,6.74,(4.491438780983706+0j)
6321,22.10.2018,09:00,6.64,(4.469115158048317+0j)
6322,22.10.2018,10:00,9.86,(5.098680799571944+0j)
6323,22.10.2018,11:00,16.79,(6.088576275458642+0j)
6324,22.10.2018,12:00,22.55,(6.717603520541685+0j)
6325,22.10.2018,13:00,17.05,(6.119843460768645+0j)
6326,22.10.2018,14:00,21.92,(6.654453106770695+0j)
6327,22.10.2018,15:00,26.7,(7.106721112143121+0j)
6328,22.10.2018,16:00,22.64,(6.72652860214567+0j)
6329,22.10.2018,17:00,14.88,(5.848347404924106+0j)
6330,22.10.2018,18:00,14.37,(5.780753379580762+0j)
6331,22.10.2018,19:00,17.38,(6.159074297834452+0j)
6332,22.10.2018,20:00,23.09,(6.770802772219868+0j)
6333,22.10.2018,21:00,26.42,(7.081791291742067+0j)
6334,22.10.2018,22:00,19.72,(6.423935266075515+0j)
6335,22.10.2018,23:00,16.79,(6.088576275458642+0j)
6336,23.10.2018,00:00,15.27,(5.899001836776208+0j)
6337,23.10.2018,01:00,18.98,(6.3425551919401215+0j)
6338,23.10.2018,02:00,13.02,(5.593743059282651+0j)
6339,23.10.2018,03:00,10.41,(5.191773797043736+0j)
6340,23.10.2018,04:00,15.49,(5.92719649507441+0j)
6341,23.10.2018,05:00,13.82,(5.706040721794233+0j)
6342,23.10.2018,06:00,8.11,(4.777189515069275+0j)
6343,23.10.2018,07:00,4.58,(3.9486988359408253+0j)
6344,23.10.2018,08:00,3.49,(3.6066776452662426+0j)
6345,23.10.2018,09:00,1.39,(2.653610146620624+0j)
6346,23.10.2018,10:00,0.32,(1.6263556089720208+0j)
6347,23.10.2018,11:00,2.37,(3.170163302977427+0j)
6348,23.10.2018,12:00,1.45,(2.6912550212381308+0j)
6349,23.10.2018,13:00,2.8,(3.3513377317587913+0j)
6350,23.10.2018,14:00,1.62,(2.7925686435701547+0j)
6351,23.10.2018,15:00,0.27,(1.5368097497688333+0j)
6352,23.10.2018,16:00,0.15,(1.2633662536095618+0j)
6353,23.10.2018,17:00,0.0,0j
6354,23.10.2018,18:00,0.0,0j
6355,23.10.2018,19:00,0.1,(1.1036520789603976+0j)
6356,23.10.2018,20:00,1.74,(2.8598852101744296+0j)
6357,23.10.2018,21:00,2.56,(3.2527112179440416+0j)
6358,23.10.2018,22:00,1.08,(2.4395334134580313+0j)
6359,23.10.2018,23:00,0.05,(0.8759692355743128+0j)
6360,24.10.2018,00:00,0.62,(2.0275088047617027+0j)
6361,24.10.2018,01:00,5.23,(4.1273004231190455+0j)
6362,24.10.2018,02:00,10.29,(5.171747469579449+0j)
6363,24.10.2018,03:00,10.5,(5.206692769275295+0j)
6364,24.10.2018,04:00,12.59,(5.531472561103287+0j)
6365,24.10.2018,05:00,14.22,(5.760569020481037+0j)
6366,24.10.2018,06:00,16.55,(6.059426451221674+0j)
6367,24.10.2018,07:00,11.53,(5.371661302930451+0j)
6368,24.10.2018,08:00,13.75,(5.696390477464495+0j)
6369,24.10.2018,09:00,11.32,(5.33884928957011+0j)
6370,24.10.2018,10:00,18.67,(6.307834522715364+0j)
6371,24.10.2018,11:00,22.68,(6.730487713478922+0j)
6372,24.10.2018,12:00,39.38,(8.089544896217722+0j)
6373,24.10.2018,13:00,44.87,(8.449237973436128+0j)
6374,24.10.2018,14:00,35.61,(7.822691021397669+0j)
6375,24.10.2018,15:00,31.35,(7.497411835167391+0j)
6376,24.10.2018,16:00,26.75,(7.11115450138539+0j)
6377,24.10.2018,17:00,46.92,(8.576001602981453+0j)
6378,24.10.2018,18:00,46.56,(8.554011758774127+0j)
6379,24.10.2018,19:00,37.0,(7.92317826062989+0j)
6380,24.10.2018,20:00,44.8,(8.44484190709968+0j)
6381,24.10.2018,21:00,59.14,(9.263873707456629+0j)
6382,24.10.2018,22:00,57.11,(9.156642091134216+0j)
6383,24.10.2018,23:00,48.36,(8.662853096884055+0j)
6384,25.10.2018,00:00,45.28,(8.474894978563267+0j)
6385,25.10.2018,01:00,38.69,(8.042019014612071+0j)
6386,25.10.2018,02:00,33.16,(7.639009081589507+0j)
6387,25.10.2018,03:00,31.64,(7.520458931926372+0j)
6388,25.10.2018,04:00,38.5,(8.028833077836412+0j)
6389,25.10.2018,05:00,47.01,(8.581481477701313+0j)
6390,25.10.2018,06:00,51.92,(8.87041108487354+0j)
6391,25.10.2018,07:00,43.11,(8.337289077753454+0j)
6392,25.10.2018,08:00,21.57,(6.618845353141236+0j)
6393,25.10.2018,09:00,20.91,(6.550636940835316+0j)
6394,25.10.2018,10:00,42.02,(8.266421293191716+0j)
6395,25.10.2018,11:00,39.47,(8.095702887605785+0j)
6396,25.10.2018,12:00,32.93,(7.621306528578327+0j)
6397,25.10.2018,13:00,46.07,(8.52389824161584+0j)
6398,25.10.2018,14:00,50.78,(8.805007925608535+0j)
6399,25.10.2018,15:00,57.95,(9.201317128141767+0j)
6400,25.10.2018,16:00,56.19,(9.107206759513698+0j)
6401,25.10.2018,17:00,47.02,(8.58208992080302+0j)
6402,25.10.2018,18:00,40.99,(8.198319231455482+0j)
6403,25.10.2018,19:00,40.2,(8.145308482532672+0j)
6404,25.10.2018,20:00,42.8,(8.31725676048926+0j)
6405,25.10.2018,21:00,39.4,(8.090914148934496+0j)
6406,25.10.2018,22:00,43.45,(8.35914988797937+0j)
6407,25.10.2018,23:00,57.87,(9.197081037480052+0j)
6408,26.10.2018,00:00,52.02,(8.876102354935417+0j)
6409,26.10.2018,01:00,45.23,(8.471774389512253+0j)
6410,26.10.2018,02:00,54.35,(9.006693182091722+0j)
6411,26.10.2018,03:00,55.37,(9.062687958914928+0j)
6412,26.10.2018,04:00,58.36,(9.222966123486081+0j)
6413,26.10.2018,05:00,57.42,(9.173179991481813+0j)
6414,26.10.2018,06:00,53.5,(8.959493245350133+0j)
6415,26.10.2018,07:00,53.14,(8.939351941195131+0j)
6416,26.10.2018,08:00,51.91,(8.869841556070376+0j)
6417,26.10.2018,09:00,40.25,(8.148684076985615+0j)
6418,26.10.2018,10:00,30.13,(7.398867152780062+0j)
6419,26.10.2018,11:00,21.09,(6.569379924074017+0j)
6420,26.10.2018,12:00,18.14,(6.247572145402301+0j)
6421,26.10.2018,13:00,14.58,(5.8087768602522765+0j)
6422,26.10.2018,14:00,9.69,(5.069207997801118+0j)
6423,26.10.2018,15:00,10.17,(5.151564835119469+0j)
6424,26.10.2018,16:00,7.0,(4.548465089122639+0j)
6425,26.10.2018,17:00,6.68,(4.4780713246046+0j)
6426,26.10.2018,18:00,8.81,(4.910859267033149+0j)
6427,26.10.2018,19:00,10.64,(5.229731532907936+0j)
6428,26.10.2018,20:00,21.14,(6.5745673708947745+0j)
6429,26.10.2018,21:00,18.18,(6.252160888987673+0j)
6430,26.10.2018,22:00,19.54,(6.404330051785217+0j)
6431,26.10.2018,23:00,13.14,(5.610875610548262+0j)
6432,27.10.2018,00:00,20.02,(6.456347193493745+0j)
6433,27.10.2018,01:00,16.69,(6.076464494368942+0j)
6434,27.10.2018,02:00,19.11,(6.3570029757840665+0j)
6435,27.10.2018,03:00,28.75,(7.284137502802553+0j)
6436,27.10.2018,04:00,26.02,(7.045869845779538+0j)
6437,27.10.2018,05:00,8.93,(4.933055542732378+0j)
6438,27.10.2018,06:00,5.2,(4.119393697964235+0j)
6439,27.10.2018,07:00,4.29,(3.8635329142109054+0j)
6440,27.10.2018,08:00,3.85,(3.7266541961026407+0j)
6441,27.10.2018,09:00,5.56,(4.212343538259067+0j)
6442,27.10.2018,10:00,6.35,(4.403081870918389+0j)
6443,27.10.2018,11:00,3.67,(3.6676470928121616+0j)
6444,27.10.2018,12:00,3.77,(3.70066099306151+0j)
6445,27.10.2018,13:00,2.23,(3.1064698296648907+0j)
6446,27.10.2018,14:00,2.23,(3.1064698296648907+0j)
6447,27.10.2018,15:00,3.34,(3.554247565732985+0j)
6448,27.10.2018,16:00,4.54,(3.9371697226270794+0j)
6449,27.10.2018,17:00,2.26,(3.1203381824018313+0j)
6450,27.10.2018,18:00,1.81,(2.8977330712606904+0j)
6451,27.10.2018,19:00,0.28,(1.5555531793396786+0j)
6452,27.10.2018,20:00,0.01,(0.5122699165896111+0j)
6453,27.10.2018,21:00,0.18,(1.3425269754143325+0j)
6454,27.10.2018,22:00,0.01,(0.5122699165896111+0j)
6455,27.10.2018,23:00,0.0,0j
6456,28.10.2018,00:00,0.0,0j
6457,28.10.2018,01:00,0.0,0j
6458,28.10.2018,02:00,0.0,0j
6459,28.10.2018,03:00,1.69,(2.8322250126460182+0j)
6460,28.10.2018,04:00,6.02,(4.325447210983381+0j)
6461,28.10.2018,05:00,6.37,(4.407699684340418+0j)
6462,28.10.2018,06:00,7.31,(4.614641612772842+0j)
6463,28.10.2018,07:00,5.74,(4.257318577047988+0j)
6464,28.10.2018,08:00,6.51,(4.439756808372548+0j)
6465,28.10.2018,09:00,3.89,(3.739515917372755+0j)
6466,28.10.2018,10:00,9.25,(4.991289536318523+0j)
6467,28.10.2018,11:00,10.63,(5.228092632288894+0j)
6468,28.10.2018,12:00,11.52,(5.37010790165733+0j)
6469,28.10.2018,13:00,9.22,(4.985887703595734+0j)
6470,28.10.2018,14:00,6.52,(4.442028946337431+0j)
6471,28.10.2018,15:00,7.25,(4.601981352690087+0j)
6472,28.10.2018,16:00,6.28,(4.38684274915435+0j)
6473,28.10.2018,17:00,5.04,(4.076702607988751+0j)
6474,28.10.2018,18:00,10.32,(5.176768586781312+0j)
6475,28.10.2018,19:00,11.3,(5.335703237404015+0j)
6476,28.10.2018,20:00,3.73,(3.687526327126056+0j)
6477,28.10.2018,21:00,0.99,(2.3697939363921616+0j)
6478,28.10.2018,22:00,4.58,(3.9486988359408253+0j)
6479,28.10.2018,23:00,4.86,(4.027580926242997+0j)
6480,29.10.2018,00:00,3.5,(3.610119133656954+0j)
6481,29.10.2018,01:00,2.35,(3.161220622739736+0j)
6482,29.10.2018,02:00,4.09,(3.802535597327706+0j)
6483,29.10.2018,03:00,5.27,(4.137795828568974+0j)
6484,29.10.2018,04:00,5.15,(4.106147967617908+0j)
6485,29.10.2018,05:00,5.51,(4.199678568438255+0j)
6486,29.10.2018,06:00,3.18,(3.4965619378423445+0j)
6487,29.10.2018,07:00,1.38,(2.6472312514726792+0j)
6488,29.10.2018,08:00,0.76,(2.1698849941945615+0j)
6489,29.10.2018,09:00,1.11,(2.4619157041896154+0j)
6490,29.10.2018,10:00,1.68,(2.826627715423636+0j)
6491,29.10.2018,11:00,2.1,(3.0448924029571267+0j)
6492,29.10.2018,12:00,0.71,(2.1212163631096264+0j)
6493,29.10.2018,13:00,0.0,0j
6494,29.10.2018,14:00,0.0,0j
6495,29.10.2018,15:00,0.0,0j
6496,29.10.2018,16:00,0.0,0j
6497,29.10.2018,17:00,0.0,0j
6498,29.10.2018,18:00,0.0,0j
6499,29.10.2018,19:00,0.0,0j
6500,29.10.2018,20:00,0.0,0j
6501,29.10.2018,21:00,0.0,0j
6502,29.10.2018,22:00,0.0,0j
6503,29.10.2018,23:00,0.0,0j
6504,30.10.2018,00:00,0.0,0j
6505,30.10.2018,01:00,0.0,0j
6506,30.10.2018,02:00,0.05,(0.8759692355743128+0j)
6507,30.10.2018,03:00,0.38,(1.7222388612172288+0j)
6508,30.10.2018,04:00,1.08,(2.4395334134580313+0j)
6509,30.10.2018,05:00,1.19,(2.519694218651766+0j)
6510,30.10.2018,06:00,1.06,(2.424380641068293+0j)
6511,30.10.2018,07:00,0.25,(1.497886322860848+0j)
6512,30.10.2018,08:00,0.2,(1.3905144860424437+0j)
6513,30.10.2018,09:00,0.48,(1.8617124290467697+0j)
6514,30.10.2018,10:00,0.51,(1.8997170085804216+0j)
6515,30.10.2018,11:00,0.0,0j
6516,30.10.2018,12:00,0.0,0j
6517,30.10.2018,13:00,0.0,0j
6518,30.10.2018,14:00,0.0,0j
6519,30.10.2018,15:00,0.0,0j
6520,30.10.2018,16:00,0.0,0j
6521,30.10.2018,17:00,0.0,0j
6522,30.10.2018,18:00,0.0,0j
6523,30.10.2018,19:00,0.03,(0.7388210670827785+0j)
6524,30.10.2018,20:00,0.01,(0.5122699165896111+0j)
6525,30.10.2018,21:00,0.08,(1.0245398331792221+0j)
6526,30.10.2018,22:00,0.72,(2.1311287330683966+0j)
6527,30.10.2018,23:00,0.22,(1.4354004541956449+0j)
6528,31.10.2018,00:00,0.2,(1.3905144860424437+0j)
6529,31.10.2018,01:00,0.17,(1.3171902059748968+0j)
6530,31.10.2018,02:00,0.77,(2.179360594717906+0j)
6531,31.10.2018,03:00,2.22,(3.101819418775256+0j)
6532,31.10.2018,04:00,2.83,(3.3632643010728356+0j)
6533,31.10.2018,05:00,7.12,(4.574309195417932+0j)
6534,31.10.2018,06:00,8.71,(4.892207893763395+0j)
6535,31.10.2018,07:00,11.12,(5.307220293241248+0j)
6536,31.10.2018,08:00,20.65,(6.523372889058899+0j)
6537,31.10.2018,09:00,13.47,(5.657458596284765+0j)
6538,31.10.2018,10:00,9.83,(5.093504470328501+0j)
6539,31.10.2018,11:00,6.01,(4.323050840846918+0j)
6540,31.10.2018,12:00,5.6,(4.22242095354984+0j)
6541,31.10.2018,13:00,5.81,(4.274554872615689+0j)
6542,31.10.2018,14:00,5.78,(4.267184935803394+0j)
6543,31.10.2018,15:00,5.57,(4.214867411564097+0j)
6544,31.10.2018,16:00,12.16,(5.467767560073486+0j)
6545,31.10.2018,17:00,24.11,(6.8690696896609085+0j)
6546,31.10.2018,18:00,31.0,(7.469406300512834+0j)
6547,31.10.2018,19:00,27.67,(7.19176087533422+0j)
6548,31.10.2018,20:00,32.65,(7.599643983273706+0j)
6549,31.10.2018,21:00,31.1,(7.47742929948438+0j)
6550,31.10.2018,22:00,29.08,(7.311901289042203+0j)
6551,31.10.2018,23:00,28.82,(7.290044475099208+0j)
6552,01.11.2018,00:00,21.96,(6.658498368014276+0j)
6553,01.11.2018,01:00,19.63,(6.414147640049017+0j)
6554,01.11.2018,02:00,26.52,(7.090714929321911+0j)
6555,01.11.2018,03:00,34.03,(7.705239968618998+0j)
6556,01.11.2018,04:00,34.24,(7.721057221155468+0j)
6557,01.11.2018,05:00,34.45,(7.736809931845558+0j)
6558,01.11.2018,06:00,37.11,(7.931022290671022+0j)
6559,01.11.2018,07:00,38.1,(8.00093073957167+0j)
6560,01.11.2018,08:00,39.38,(8.089544896217722+0j)
6561,01.11.2018,09:00,41.0,(8.198985869873729+0j)
6562,01.11.2018,10:00,39.68,(8.11003521904681+0j)
6563,01.11.2018,11:00,36.13,(7.860584480275624+0j)
6564,01.11.2018,12:00,38.41,(8.022571962941035+0j)
6565,01.11.2018,13:00,37.19,(7.936717309082991+0j)
6566,01.11.2018,14:00,32.59,(7.594985910403802+0j)
6567,01.11.2018,15:00,25.73,(7.019595945401043+0j)
6568,01.11.2018,16:00,16.18,(6.0139298528641+0j)
6569,01.11.2018,17:00,23.96,(6.854794773852281+0j)
6570,01.11.2018,18:00,26.51,(7.089823576084447+0j)
6571,01.11.2018,19:00,27.37,(7.165675187746648+0j)
6572,01.11.2018,20:00,34.56,(7.745035813669703+0j)
6573,01.11.2018,21:00,37.95,(7.990417020838322+0j)
6574,01.11.2018,22:00,43.55,(8.365557824477271+0j)
6575,01.11.2018,23:00,44.62,(8.433516669675514+0j)
6576,02.11.2018,00:00,44.26,(8.410774491851162+0j)
6577,02.11.2018,01:00,44.24,(8.409507427280644+0j)
6578,02.11.2018,02:00,43.57,(8.366838234357905+0j)
6579,02.11.2018,03:00,46.48,(8.549109745231378+0j)
6580,02.11.2018,04:00,44.25,(8.410141007289615+0j)
6581,02.11.2018,05:00,43.79,(8.38089695178948+0j)
6582,02.11.2018,06:00,41.46,(8.229534779164307+0j)
6583,02.11.2018,07:00,36.89,(7.915318668415106+0j)
6584,02.11.2018,08:00,39.12,(8.071702272346199+0j)
6585,02.11.2018,09:00,40.4,(8.158794117226465+0j)
6586,02.11.2018,10:00,35.2,(7.792552559473977+0j)
6587,02.11.2018,11:00,27.13,(7.14466905714681+0j)
6588,02.11.2018,12:00,25.9,(7.035021684133259+0j)
6589,02.11.2018,13:00,23.11,(6.772757109973724+0j)
6590,02.11.2018,14:00,24.89,(6.942360331559335+0j)
6591,02.11.2018,15:00,28.77,(7.285826186647172+0j)
6592,02.11.2018,16:00,24.08,(6.866219452947933+0j)
6593,02.11.2018,17:00,18.39,(6.276142014826649+0j)
6594,02.11.2018,18:00,20.42,(6.499063270118732+0j)
6595,02.11.2018,19:00,30.13,(7.398867152780062+0j)
6596,02.11.2018,20:00,34.66,(7.752498755089476+0j)
6597,02.11.2018,21:00,23.1,(6.771780082102412+0j)
6598,02.11.2018,22:00,19.88,(6.441262215180891+0j)
6599,02.11.2018,23:00,18.47,(6.285229653966375+0j)
6600,03.11.2018,00:00,20.23,(6.478843358507272+0j)
6601,03.11.2018,01:00,16.21,(6.017644449146976+0j)
6602,03.11.2018,02:00,16.66,(6.0728215291706045+0j)
6603,03.11.2018,03:00,13.75,(5.696390477464495+0j)
6604,03.11.2018,04:00,18.14,(6.247572145402301+0j)
6605,03.11.2018,05:00,20.54,(6.5117691935094+0j)
6606,03.11.2018,06:00,19.96,(6.449890841993861+0j)
6607,03.11.2018,07:00,15.3,(5.902862441174512+0j)
6608,03.11.2018,08:00,9.65,(5.0622232035628905+0j)
6609,03.11.2018,09:00,12.18,(5.470763597692234+0j)
6610,03.11.2018,10:00,10.17,(5.151564835119469+0j)
6611,03.11.2018,11:00,4.91,(4.041345834770828+0j)
6612,03.11.2018,12:00,10.11,(5.141413942148422+0j)
6613,03.11.2018,13:00,10.41,(5.191773797043736+0j)
6614,03.11.2018,14:00,8.81,(4.910859267033149+0j)
6615,03.11.2018,15:00,11.39,(5.349831379002995+0j)
6616,03.11.2018,16:00,17.48,(6.170864285065319+0j)
6617,03.11.2018,17:00,18.56,(6.29542193612379+0j)
6618,03.11.2018,18:00,22.97,(6.759052982410857+0j)
6619,03.11.2018,19:00,32.66,(7.600419773804134+0j)
6620,03.11.2018,20:00,37.04,(7.926032431719929+0j)
6621,03.11.2018,21:00,34.67,(7.753244259349779+0j)
6622,03.11.2018,22:00,33.44,(7.6604498771037735+0j)
6623,03.11.2018,23:00,40.58,(8.170893187028577+0j)
6624,04.11.2018,00:00,35.43,(7.809488142259222+0j)
6625,04.11.2018,01:00,33.89,(7.694658948975234+0j)
6626,04.11.2018,02:00,30.8,(7.453308392205281+0j)
6627,04.11.2018,03:00,32.5,(7.587988069300471+0j)
6628,04.11.2018,04:00,30.2,(7.404592566303932+0j)
6629,04.11.2018,05:00,29.78,(7.3701062727184725+0j)
6630,04.11.2018,06:00,31.55,(7.513321510113655+0j)
6631,04.11.2018,07:00,39.85,(8.121600589863842+0j)
6632,04.11.2018,08:00,31.09,(7.476627774202274+0j)
6633,04.11.2018,09:00,21.25,(6.585951029874483+0j)
6634,04.11.2018,10:00,11.05,(5.296060590124494+0j)
6635,04.11.2018,11:00,7.91,(4.7375922566019755+0j)
6636,04.11.2018,12:00,11.05,(5.296060590124494+0j)
6637,04.11.2018,13:00,14.24,(5.7632684440347335+0j)
6638,04.11.2018,14:00,18.41,(6.278416391548589+0j)
6639,04.11.2018,15:00,20.03,(6.457421997441267+0j)
6640,04.11.2018,16:00,19.95,(6.4488135259821755+0j)
6641,04.11.2018,17:00,16.32,(6.031225555724884+0j)
6642,04.11.2018,18:00,19.51,(6.401050824354877+0j)
6643,04.11.2018,19:00,30.26,(7.4094930260840215+0j)
6644,04.11.2018,20:00,38.97,(8.061372465472543+0j)
6645,04.11.2018,21:00,23.57,(6.81739901012007+0j)
6646,04.11.2018,22:00,23.39,(6.800000213053888+0j)
6647,04.11.2018,23:00,24.86,(6.939569993504919+0j)
6648,05.11.2018,00:00,20.44,(6.501184374469762+0j)
6649,05.11.2018,01:00,20.5,(6.50753939745498+0j)
6650,05.11.2018,02:00,17.36,(6.156710876920192+0j)
6651,05.11.2018,03:00,24.24,(6.8813934679405495+0j)
6652,05.11.2018,04:00,27.25,(7.155187539845655+0j)
6653,05.11.2018,05:00,40.51,(8.16619225294999+0j)
6654,05.11.2018,06:00,38.5,(8.028833077836412+0j)
6655,05.11.2018,07:00,46.13,(8.527597047999615+0j)
6656,05.11.2018,08:00,43.83,(8.383448020192004+0j)
6657,05.11.2018,09:00,41.27,(8.216944280333374+0j)
6658,05.11.2018,10:00,43.38,(8.35465848020529+0j)
6659,05.11.2018,11:00,41.12,(8.20697708923028+0j)
6660,05.11.2018,12:00,33.23,(7.644380561367617+0j)
6661,05.11.2018,13:00,30.95,(7.465388329699597+0j)
6662,05.11.2018,14:00,34.3,(7.725564552722783+0j)
6663,05.11.2018,15:00,43.34,(8.352089791809657+0j)
6664,05.11.2018,16:00,39.8,(8.118202430224535+0j)
6665,05.11.2018,17:00,43.04,(8.332774066539022+0j)
6666,05.11.2018,18:00,46.22,(8.533139248681062+0j)
6667,05.11.2018,19:00,37.16,(7.934582635147569+0j)
6668,05.11.2018,20:00,31.55,(7.513321510113655+0j)
6669,05.11.2018,21:00,30.89,(7.460561048476628+0j)
6670,05.11.2018,22:00,32.84,(7.614357005093395+0j)
6671,05.11.2018,23:00,32.86,(7.615902439884176+0j)
6672,06.11.2018,00:00,32.97,(7.624391141493721+0j)
6673,06.11.2018,01:00,40.09,(8.137872309977693+0j)
6674,06.11.2018,02:00,49.65,(8.739205195583803+0j)
6675,06.11.2018,03:00,48.86,(8.692606226112169+0j)
6676,06.11.2018,04:00,37.5,(7.958708683247557+0j)
6677,06.11.2018,05:00,36.52,(7.888766629298175+0j)
6678,06.11.2018,06:00,35.72,(7.8307375579509335+0j)
6679,06.11.2018,07:00,39.14,(8.073077583715861+0j)
6680,06.11.2018,08:00,41.85,(8.255258426169673+0j)
6681,06.11.2018,09:00,42.22,(8.279515598767736+0j)
6682,06.11.2018,10:00,32.58,(7.594209009220968+0j)
6683,06.11.2018,11:00,29.87,(7.3775233588437255+0j)
6684,06.11.2018,12:00,28.71,(7.280757784185934+0j)
6685,06.11.2018,13:00,27.67,(7.19176087533422+0j)
6686,06.11.2018,14:00,25.43,(6.992207465783529+0j)
6687,06.11.2018,15:00,19.95,(6.4488135259821755+0j)
6688,06.11.2018,16:00,21.27,(6.588016562714903+0j)
6689,06.11.2018,17:00,22.71,(6.733453993154914+0j)
6690,06.11.2018,18:00,20.03,(6.457421997441267+0j)
6691,06.11.2018,19:00,27.07,(7.139398181713063+0j)
6692,06.11.2018,20:00,30.56,(7.4338986470653134+0j)
6693,06.11.2018,21:00,32.44,(7.583315661672419+0j)
6694,06.11.2018,22:00,26.6,(7.097837701493593+0j)
6695,06.11.2018,23:00,29.39,(7.337791732356513+0j)
6696,07.11.2018,00:00,30.44,(7.424155649469585+0j)
6697,07.11.2018,01:00,30.69,(7.444424821936775+0j)
6698,07.11.2018,02:00,26.66,(7.1031704140191545+0j)
6699,07.11.2018,03:00,29.81,(7.372580293136829+0j)
6700,07.11.2018,04:00,30.59,(7.436330409962695+0j)
6701,07.11.2018,05:00,22.58,(6.720581182066627+0j)
6702,07.11.2018,06:00,19.34,(6.382404751618978+0j)
6703,07.11.2018,07:00,22.56,(6.71859636766234+0j)
6704,07.11.2018,08:00,16.27,(6.025059914997111+0j)
6705,07.11.2018,09:00,10.61,(5.224811744930669+0j)
6706,07.11.2018,10:00,7.68,(4.691221356413881+0j)
6707,07.11.2018,11:00,4.29,(3.8635329142109054+0j)
6708,07.11.2018,12:00,0.32,(1.6263556089720208+0j)
6709,07.11.2018,13:00,0.05,(0.8759692355743128+0j)
6710,07.11.2018,14:00,0.25,(1.497886322860848+0j)
6711,07.11.2018,15:00,0.26,(1.5175976138600946+0j)
6712,07.11.2018,16:00,0.02,(0.6454196511391419+0j)
6713,07.11.2018,17:00,0.0,0j
6714,07.11.2018,18:00,0.0,0j
6715,07.11.2018,19:00,0.0,0j
6716,07.11.2018,20:00,0.0,0j
6717,07.11.2018,21:00,0.0,0j
6718,07.11.2018,22:00,0.0,0j
6719,07.11.2018,23:00,0.0,0j
6720,08.11.2018,00:00,0.01,(0.5122699165896111+0j)
6721,08.11.2018,01:00,1.42,(2.6725651472632648+0j)
6722,08.11.2018,02:00,0.37,(1.7069970100007519+0j)
6723,08.11.2018,03:00,0.0,0j
6724,08.11.2018,04:00,0.0,0j
6725,08.11.2018,05:00,0.0,0j
6726,08.11.2018,06:00,0.0,0j
6727,08.11.2018,07:00,0.0,0j
6728,08.11.2018,08:00,0.0,0j
6729,08.11.2018,09:00,0.0,0j
6730,08.11.2018,10:00,0.0,0j
6731,08.11.2018,11:00,0.0,0j
6732,08.11.2018,12:00,0.09,(1.0655643665341983+0j)
6733,08.11.2018,13:00,1.1,(2.454500250523359+0j)
6734,08.11.2018,14:00,2.3,(3.1386397046000076+0j)
6735,08.11.2018,15:00,1.69,(2.8322250126460182+0j)
6736,08.11.2018,16:00,3.18,(3.4965619378423445+0j)
6737,08.11.2018,17:00,2.39,(3.1790558132412374+0j)
6738,08.11.2018,18:00,0.43,(1.7946854321745125+0j)
6739,08.11.2018,19:00,0.09,(1.0655643665341983+0j)
6740,08.11.2018,20:00,0.01,(0.5122699165896111+0j)
