,Tarih,Saat,Toplam (MWh),BURSA WindSpeed(m/s)
3745,07.07.2018,01:00,4.0,(4.5836522562319715+0j)
3746,07.07.2018,02:00,1.0,(2.887519981512395+0j)
3747,07.07.2018,03:00,6.0,(5.2469720206204515+0j)
3748,07.07.2018,04:00,8.0,(5.77503996302479+0j)
3749,07.07.2018,05:00,9.0,(6.006283602283066+0j)
3750,07.07.2018,06:00,4.0,(4.5836522562319715+0j)
3751,07.07.2018,07:00,0.0,0j
3752,07.07.2018,08:00,0.0,0j
3753,07.07.2018,09:00,1.0,(2.887519981512395+0j)
3754,07.07.2018,10:00,5.0,(4.937589713934536+0j)
3755,07.07.2018,11:00,11.0,(6.421786950004645+0j)
3756,07.07.2018,12:00,16.0,(7.276094413399043+0j)
3757,07.07.2018,13:00,16.0,(7.276094413399043+0j)
3758,07.07.2018,14:00,19.0,(7.7050630793852335+0j)
3759,07.07.2018,15:00,26.0,(8.554266592678193+0j)
3760,07.07.2018,16:00,24.0,(8.329048905180615+0j)
3761,07.07.2018,17:00,25.0,(8.443159645386329+0j)
3762,07.07.2018,18:00,21.0,(7.966448686778112+0j)
3763,07.07.2018,19:00,27.0,(8.662559944537184+0j)
3764,07.07.2018,20:00,42.0,(10.037096393379112+0j)
3765,07.07.2018,21:00,42.0,(10.037096393379112+0j)
3766,07.07.2018,22:00,35.0,(9.445269331521574+0j)
3767,07.07.2018,23:00,24.0,(8.329048905180615+0j)
3768,08.07.2018,00:00,6.0,(5.2469720206204515+0j)
3769,08.07.2018,01:00,3.0,(4.164524452590308+0j)
3770,08.07.2018,02:00,11.0,(6.421786950004645+0j)
3771,08.07.2018,03:00,19.0,(7.7050630793852335+0j)
3772,08.07.2018,04:00,13.0,(6.789525894016894+0j)
3773,08.07.2018,05:00,2.0,(3.6380472066995213+0j)
3774,08.07.2018,06:00,3.0,(4.164524452590308+0j)
3775,08.07.2018,07:00,3.0,(4.164524452590308+0j)
3776,08.07.2018,08:00,4.0,(4.5836522562319715+0j)
3777,08.07.2018,09:00,2.0,(3.6380472066995213+0j)
3778,08.07.2018,10:00,5.0,(4.937589713934536+0j)
3779,08.07.2018,11:00,10.0,(6.220973216330527+0j)
3780,08.07.2018,12:00,10.0,(6.220973216330527+0j)
3781,08.07.2018,13:00,10.0,(6.220973216330527+0j)
3782,08.07.2018,14:00,9.0,(6.006283602283066+0j)
3783,08.07.2018,15:00,11.0,(6.421786950004645+0j)
3784,08.07.2018,16:00,17.0,(7.424626971120629+0j)
3785,08.07.2018,17:00,18.0,(7.567443142154841+0j)
3786,08.07.2018,18:00,18.0,(7.567443142154841+0j)
3787,08.07.2018,19:00,19.0,(7.7050630793852335+0j)
3788,08.07.2018,20:00,34.0,(9.354443808532094+0j)
3789,08.07.2018,21:00,38.0,(9.707771164485267+0j)
3790,08.07.2018,22:00,38.0,(9.707771164485267+0j)
3791,08.07.2018,23:00,25.0,(8.443159645386329+0j)
3792,09.07.2018,00:00,25.0,(8.443159645386329+0j)
3793,09.07.2018,01:00,10.0,(6.220973216330527+0j)
3794,09.07.2018,02:00,7.0,(5.523627013513412+0j)
3795,09.07.2018,03:00,7.0,(5.523627013513412+0j)
3796,09.07.2018,04:00,7.0,(5.523627013513412+0j)
3797,09.07.2018,05:00,8.0,(5.77503996302479+0j)
3798,09.07.2018,06:00,8.0,(5.77503996302479+0j)
3799,09.07.2018,07:00,3.0,(4.164524452590308+0j)
3800,09.07.2018,08:00,2.0,(3.6380472066995213+0j)
3801,09.07.2018,09:00,2.0,(3.6380472066995213+0j)
3802,09.07.2018,10:00,6.0,(5.2469720206204515+0j)
3803,09.07.2018,11:00,7.0,(5.523627013513412+0j)
3804,09.07.2018,12:00,11.0,(6.421786950004645+0j)
3805,09.07.2018,13:00,14.0,(6.959333946093501+0j)
3806,09.07.2018,14:00,14.0,(6.959333946093501+0j)
3807,09.07.2018,15:00,13.0,(6.789525894016894+0j)
3808,09.07.2018,16:00,11.0,(6.421786950004645+0j)
3809,09.07.2018,17:00,7.0,(5.523627013513412+0j)
3810,09.07.2018,18:00,7.0,(5.523627013513412+0j)
3811,09.07.2018,19:00,11.0,(6.421786950004645+0j)
3812,09.07.2018,20:00,13.0,(6.789525894016894+0j)
3813,09.07.2018,21:00,13.0,(6.789525894016894+0j)
3814,09.07.2018,22:00,13.0,(6.789525894016894+0j)
3815,09.07.2018,23:00,5.0,(4.937589713934536+0j)
3816,10.07.2018,00:00,1.0,(2.887519981512395+0j)
3817,10.07.2018,01:00,0.0,0j
3818,10.07.2018,02:00,0.0,0j
3819,10.07.2018,03:00,0.0,0j
3820,10.07.2018,04:00,0.0,0j
3821,10.07.2018,05:00,1.0,(2.887519981512395+0j)
3822,10.07.2018,06:00,3.0,(4.164524452590308+0j)
3823,10.07.2018,07:00,2.0,(3.6380472066995213+0j)
3824,10.07.2018,08:00,2.0,(3.6380472066995213+0j)
3825,10.07.2018,09:00,1.0,(2.887519981512395+0j)
3826,10.07.2018,10:00,1.0,(2.887519981512395+0j)
3827,10.07.2018,11:00,5.0,(4.937589713934536+0j)
3828,10.07.2018,12:00,5.0,(4.937589713934536+0j)
3829,10.07.2018,13:00,10.0,(6.220973216330527+0j)
3830,10.07.2018,14:00,7.0,(5.523627013513412+0j)
3831,10.07.2018,15:00,7.0,(5.523627013513412+0j)
3832,10.07.2018,16:00,7.0,(5.523627013513412+0j)
3833,10.07.2018,17:00,6.0,(5.2469720206204515+0j)
3834,10.07.2018,18:00,8.0,(5.77503996302479+0j)
3835,10.07.2018,19:00,10.0,(6.220973216330527+0j)
3836,10.07.2018,20:00,18.0,(7.567443142154841+0j)
3837,10.07.2018,21:00,13.0,(6.789525894016894+0j)
3838,10.07.2018,22:00,10.0,(6.220973216330527+0j)
3839,10.07.2018,23:00,12.0,(6.610770496989144+0j)
3840,11.07.2018,00:00,12.0,(6.610770496989144+0j)
3841,11.07.2018,01:00,14.0,(6.959333946093501+0j)
3842,11.07.2018,02:00,17.0,(7.424626971120629+0j)
3843,11.07.2018,03:00,15.0,(7.121236643276363+0j)
3844,11.07.2018,04:00,16.0,(7.276094413399043+0j)
3845,11.07.2018,05:00,13.0,(6.789525894016894+0j)
3846,11.07.2018,06:00,19.0,(7.7050630793852335+0j)
3847,11.07.2018,07:00,26.0,(8.554266592678193+0j)
3848,11.07.2018,08:00,26.0,(8.554266592678193+0j)
3849,11.07.2018,09:00,14.0,(6.959333946093501+0j)
3850,11.07.2018,10:00,17.0,(7.424626971120629+0j)
3851,11.07.2018,11:00,21.0,(7.966448686778112+0j)
3852,11.07.2018,12:00,26.0,(8.554266592678193+0j)
3853,11.07.2018,13:00,29.0,(8.871376223704617+0j)
3854,11.07.2018,14:00,31.0,(9.07079940331659+0j)
3855,11.07.2018,15:00,36.0,(9.534380908683485+0j)
3856,11.07.2018,16:00,37.0,(9.621857179459921+0j)
3857,11.07.2018,17:00,47.0,(10.42055741620353+0j)
3858,11.07.2018,18:00,52.0,(10.777700546527747+0j)
3859,11.07.2018,19:00,52.0,(10.777700546527747+0j)
3860,11.07.2018,20:00,45.0,(10.270600488822707+0j)
3861,11.07.2018,21:00,34.0,(9.354443808532094+0j)
3862,11.07.2018,22:00,35.0,(9.445269331521574+0j)
3863,11.07.2018,23:00,27.0,(8.662559944537184+0j)
3864,12.07.2018,00:00,25.0,(8.443159645386329+0j)
3865,12.07.2018,01:00,18.0,(7.567443142154841+0j)
3866,12.07.2018,02:00,12.0,(6.610770496989144+0j)
3867,12.07.2018,03:00,10.0,(6.220973216330527+0j)
3868,12.07.2018,04:00,21.0,(7.966448686778112+0j)
3869,12.07.2018,05:00,30.0,(8.972195948146599+0j)
3870,12.07.2018,06:00,44.0,(10.193951359953028+0j)
3871,12.07.2018,07:00,43.0,(10.116131902558433+0j)
3872,12.07.2018,08:00,44.0,(10.193951359953028+0j)
3873,12.07.2018,09:00,36.0,(9.534380908683485+0j)
3874,12.07.2018,10:00,33.0,(9.26181946924992+0j)
3875,12.07.2018,11:00,33.0,(9.26181946924992+0j)
3876,12.07.2018,12:00,31.0,(9.07079940331659+0j)
3877,12.07.2018,13:00,32.0,(9.167304512463943+0j)
3878,12.07.2018,14:00,36.0,(9.534380908683485+0j)
3879,12.07.2018,15:00,39.0,(9.792190803236888+0j)
3880,12.07.2018,16:00,37.0,(9.621857179459921+0j)
3881,12.07.2018,17:00,42.0,(10.037096393379112+0j)
3882,12.07.2018,18:00,49.0,(10.566318356153731+0j)
3883,12.07.2018,19:00,48.0,(10.493944041240903+0j)
3884,12.07.2018,20:00,46.0,(10.346122322273992+0j)
3885,12.07.2018,21:00,37.0,(9.621857179459921+0j)
3886,12.07.2018,22:00,33.0,(9.26181946924992+0j)
3887,12.07.2018,23:00,26.0,(8.554266592678193+0j)
3888,13.07.2018,00:00,27.0,(8.662559944537184+0j)
3889,13.07.2018,01:00,22.0,(8.090944556251047+0j)
3890,13.07.2018,02:00,9.0,(6.006283602283066+0j)
3891,13.07.2018,03:00,11.0,(6.421786950004645+0j)
3892,13.07.2018,04:00,18.0,(7.567443142154841+0j)
3893,13.07.2018,05:00,24.0,(8.329048905180615+0j)
3894,13.07.2018,06:00,21.0,(7.966448686778112+0j)
3895,13.07.2018,07:00,14.0,(6.959333946093501+0j)
3896,13.07.2018,08:00,12.0,(6.610770496989144+0j)
3897,13.07.2018,09:00,12.0,(6.610770496989144+0j)
3898,13.07.2018,10:00,20.0,(7.837935106087043+0j)
3899,13.07.2018,11:00,17.0,(7.424626971120629+0j)
3900,13.07.2018,12:00,23.0,(8.211722729084702+0j)
3901,13.07.2018,13:00,18.0,(7.567443142154841+0j)
3902,13.07.2018,14:00,12.0,(6.610770496989144+0j)
3903,13.07.2018,15:00,12.0,(6.610770496989144+0j)
3904,13.07.2018,16:00,14.0,(6.959333946093501+0j)
3905,13.07.2018,17:00,13.0,(6.789525894016894+0j)
3906,13.07.2018,18:00,12.0,(6.610770496989144+0j)
3907,13.07.2018,19:00,13.0,(6.789525894016894+0j)
3908,13.07.2018,20:00,27.0,(8.662559944537184+0j)
3909,13.07.2018,21:00,14.0,(6.959333946093501+0j)
3910,13.07.2018,22:00,17.0,(7.424626971120629+0j)
3911,13.07.2018,23:00,22.0,(8.090944556251047+0j)
3912,14.07.2018,00:00,16.0,(7.276094413399043+0j)
3913,14.07.2018,01:00,17.0,(7.424626971120629+0j)
3914,14.07.2018,02:00,12.0,(6.610770496989144+0j)
3915,14.07.2018,03:00,13.0,(6.789525894016894+0j)
3916,14.07.2018,04:00,12.0,(6.610770496989144+0j)
3917,14.07.2018,05:00,16.0,(7.276094413399043+0j)
3918,14.07.2018,06:00,10.0,(6.220973216330527+0j)
3919,14.07.2018,07:00,11.0,(6.421786950004645+0j)
3920,14.07.2018,08:00,18.0,(7.567443142154841+0j)
3921,14.07.2018,09:00,19.0,(7.7050630793852335+0j)
3922,14.07.2018,10:00,14.0,(6.959333946093501+0j)
3923,14.07.2018,11:00,16.0,(7.276094413399043+0j)
3924,14.07.2018,12:00,16.0,(7.276094413399043+0j)
3925,14.07.2018,13:00,18.0,(7.567443142154841+0j)
3926,14.07.2018,14:00,25.0,(8.443159645386329+0j)
3927,14.07.2018,15:00,24.0,(8.329048905180615+0j)
3928,14.07.2018,16:00,29.0,(8.871376223704617+0j)
3929,14.07.2018,17:00,27.0,(8.662559944537184+0j)
3930,14.07.2018,18:00,29.0,(8.871376223704617+0j)
3931,14.07.2018,19:00,32.0,(9.167304512463943+0j)
3932,14.07.2018,20:00,23.0,(8.211722729084702+0j)
3933,14.07.2018,21:00,21.0,(7.966448686778112+0j)
3934,14.07.2018,22:00,23.0,(8.211722729084702+0j)
3935,14.07.2018,23:00,13.0,(6.789525894016894+0j)
3936,15.07.2018,00:00,11.0,(6.421786950004645+0j)
3937,15.07.2018,01:00,6.0,(5.2469720206204515+0j)
3938,15.07.2018,02:00,4.0,(4.5836522562319715+0j)
3939,15.07.2018,03:00,2.0,(3.6380472066995213+0j)
3940,15.07.2018,04:00,2.0,(3.6380472066995213+0j)
3941,15.07.2018,05:00,3.0,(4.164524452590308+0j)
3942,15.07.2018,06:00,4.0,(4.5836522562319715+0j)
3943,15.07.2018,07:00,4.0,(4.5836522562319715+0j)
3944,15.07.2018,08:00,7.0,(5.523627013513412+0j)
3945,15.07.2018,09:00,11.0,(6.421786950004645+0j)
3946,15.07.2018,10:00,9.0,(6.006283602283066+0j)
3947,15.07.2018,11:00,11.0,(6.421786950004645+0j)
3948,15.07.2018,12:00,13.0,(6.789525894016894+0j)
3949,15.07.2018,13:00,14.0,(6.959333946093501+0j)
3950,15.07.2018,14:00,10.0,(6.220973216330527+0j)
3951,15.07.2018,15:00,17.0,(7.424626971120629+0j)
3952,15.07.2018,16:00,15.0,(7.121236643276363+0j)
3953,15.07.2018,17:00,10.0,(6.220973216330527+0j)
3954,15.07.2018,18:00,8.0,(5.77503996302479+0j)
3955,15.07.2018,19:00,16.0,(7.276094413399043+0j)
3956,15.07.2018,20:00,20.0,(7.837935106087043+0j)
3957,15.07.2018,21:00,13.0,(6.789525894016894+0j)
3958,15.07.2018,22:00,3.0,(4.164524452590308+0j)
3959,15.07.2018,23:00,1.0,(2.887519981512395+0j)
3960,16.07.2018,00:00,0.0,0j
3961,16.07.2018,01:00,0.0,0j
3962,16.07.2018,02:00,0.0,0j
3963,16.07.2018,03:00,0.0,0j
3964,16.07.2018,04:00,0.0,0j
3965,16.07.2018,05:00,0.0,0j
3966,16.07.2018,06:00,0.0,0j
3967,16.07.2018,07:00,0.0,0j
3968,16.07.2018,08:00,0.0,0j
3969,16.07.2018,09:00,0.0,0j
3970,16.07.2018,10:00,0.0,0j
3971,16.07.2018,11:00,3.0,(4.164524452590308+0j)
3972,16.07.2018,12:00,4.0,(4.5836522562319715+0j)
3973,16.07.2018,13:00,5.0,(4.937589713934536+0j)
3974,16.07.2018,14:00,7.0,(5.523627013513412+0j)
3975,16.07.2018,15:00,10.0,(6.220973216330527+0j)
3976,16.07.2018,16:00,11.0,(6.421786950004645+0j)
3977,16.07.2018,17:00,4.0,(4.5836522562319715+0j)
3978,16.07.2018,18:00,1.0,(2.887519981512395+0j)
3979,16.07.2018,19:00,0.0,0j
3980,16.07.2018,20:00,1.0,(2.887519981512395+0j)
3981,16.07.2018,21:00,1.0,(2.887519981512395+0j)
3982,16.07.2018,22:00,1.0,(2.887519981512395+0j)
3983,16.07.2018,23:00,3.0,(4.164524452590308+0j)
3984,17.07.2018,00:00,4.0,(4.5836522562319715+0j)
3985,17.07.2018,01:00,4.0,(4.5836522562319715+0j)
3986,17.07.2018,02:00,3.0,(4.164524452590308+0j)
3987,17.07.2018,03:00,2.0,(3.6380472066995213+0j)
3988,17.07.2018,04:00,1.0,(2.887519981512395+0j)
3989,17.07.2018,05:00,1.0,(2.887519981512395+0j)
3990,17.07.2018,06:00,4.0,(4.5836522562319715+0j)
3991,17.07.2018,07:00,5.0,(4.937589713934536+0j)
3992,17.07.2018,08:00,6.0,(5.2469720206204515+0j)
3993,17.07.2018,09:00,8.0,(5.77503996302479+0j)
3994,17.07.2018,10:00,7.0,(5.523627013513412+0j)
3995,17.07.2018,11:00,5.0,(4.937589713934536+0j)
3996,17.07.2018,12:00,2.0,(3.6380472066995213+0j)
3997,17.07.2018,13:00,2.0,(3.6380472066995213+0j)
3998,17.07.2018,14:00,0.0,0j
3999,17.07.2018,15:00,0.0,0j
4000,17.07.2018,16:00,0.0,0j
4001,17.07.2018,17:00,0.0,0j
4002,17.07.2018,18:00,4.0,(4.5836522562319715+0j)
4003,17.07.2018,19:00,42.0,(10.037096393379112+0j)
4004,17.07.2018,20:00,23.0,(8.211722729084702+0j)
4005,17.07.2018,21:00,9.0,(6.006283602283066+0j)
4006,17.07.2018,22:00,2.0,(3.6380472066995213+0j)
4007,17.07.2018,23:00,0.0,0j
4008,18.07.2018,00:00,14.0,(6.959333946093501+0j)
4009,18.07.2018,01:00,7.0,(5.523627013513412+0j)
4010,18.07.2018,02:00,5.0,(4.937589713934536+0j)
4011,18.07.2018,03:00,10.0,(6.220973216330527+0j)
4012,18.07.2018,04:00,27.0,(8.662559944537184+0j)
4013,18.07.2018,05:00,4.0,(4.5836522562319715+0j)
4014,18.07.2018,06:00,1.0,(2.887519981512395+0j)
4015,18.07.2018,07:00,0.0,0j
4016,18.07.2018,08:00,0.0,0j
4017,18.07.2018,09:00,0.0,0j
4018,18.07.2018,10:00,2.0,(3.6380472066995213+0j)
4019,18.07.2018,11:00,4.0,(4.5836522562319715+0j)
4020,18.07.2018,12:00,6.0,(5.2469720206204515+0j)
4021,18.07.2018,13:00,5.0,(4.937589713934536+0j)
4022,18.07.2018,14:00,8.0,(5.77503996302479+0j)
4023,18.07.2018,15:00,9.0,(6.006283602283066+0j)
4024,18.07.2018,16:00,7.0,(5.523627013513412+0j)
4025,18.07.2018,17:00,7.0,(5.523627013513412+0j)
4026,18.07.2018,18:00,0.0,0j
4027,18.07.2018,19:00,0.0,0j
4028,18.07.2018,20:00,0.0,0j
4029,18.07.2018,21:00,0.0,0j
4030,18.07.2018,22:00,0.0,0j
4031,18.07.2018,23:00,3.0,(4.164524452590308+0j)
4032,19.07.2018,00:00,8.0,(5.77503996302479+0j)
4033,19.07.2018,01:00,10.0,(6.220973216330527+0j)
4034,19.07.2018,02:00,13.0,(6.789525894016894+0j)
4035,19.07.2018,03:00,10.0,(6.220973216330527+0j)
4036,19.07.2018,04:00,5.0,(4.937589713934536+0j)
4037,19.07.2018,05:00,2.0,(3.6380472066995213+0j)
4038,19.07.2018,06:00,0.0,0j
4039,19.07.2018,07:00,2.0,(3.6380472066995213+0j)
4040,19.07.2018,08:00,4.0,(4.5836522562319715+0j)
4041,19.07.2018,09:00,5.0,(4.937589713934536+0j)
4042,19.07.2018,10:00,7.0,(5.523627013513412+0j)
4043,19.07.2018,11:00,11.0,(6.421786950004645+0j)
4044,19.07.2018,12:00,11.0,(6.421786950004645+0j)
4045,19.07.2018,13:00,9.0,(6.006283602283066+0j)
4046,19.07.2018,14:00,5.0,(4.937589713934536+0j)
4047,19.07.2018,15:00,6.0,(5.2469720206204515+0j)
4048,19.07.2018,16:00,5.0,(4.937589713934536+0j)
4049,19.07.2018,17:00,3.0,(4.164524452590308+0j)
4050,19.07.2018,18:00,3.0,(4.164524452590308+0j)
4051,19.07.2018,19:00,4.0,(4.5836522562319715+0j)
4052,19.07.2018,20:00,5.0,(4.937589713934536+0j)
4053,19.07.2018,21:00,2.0,(3.6380472066995213+0j)
4054,19.07.2018,22:00,1.0,(2.887519981512395+0j)
4055,19.07.2018,23:00,3.0,(4.164524452590308+0j)
4056,20.07.2018,00:00,5.0,(4.937589713934536+0j)
4057,20.07.2018,01:00,4.0,(4.5836522562319715+0j)
4058,20.07.2018,02:00,9.0,(6.006283602283066+0j)
4059,20.07.2018,03:00,11.0,(6.421786950004645+0j)
4060,20.07.2018,04:00,7.0,(5.523627013513412+0j)
4061,20.07.2018,05:00,6.0,(5.2469720206204515+0j)
4062,20.07.2018,06:00,7.0,(5.523627013513412+0j)
4063,20.07.2018,07:00,1.0,(2.887519981512395+0j)
4064,20.07.2018,08:00,1.0,(2.887519981512395+0j)
4065,20.07.2018,09:00,2.0,(3.6380472066995213+0j)
4066,20.07.2018,10:00,2.0,(3.6380472066995213+0j)
4067,20.07.2018,11:00,3.0,(4.164524452590308+0j)
4068,20.07.2018,12:00,7.0,(5.523627013513412+0j)
4069,20.07.2018,13:00,8.0,(5.77503996302479+0j)
4070,20.07.2018,14:00,6.0,(5.2469720206204515+0j)
4071,20.07.2018,15:00,3.0,(4.164524452590308+0j)
4072,20.07.2018,16:00,3.0,(4.164524452590308+0j)
4073,20.07.2018,17:00,4.0,(4.5836522562319715+0j)
4074,20.07.2018,18:00,7.0,(5.523627013513412+0j)
4075,20.07.2018,19:00,7.0,(5.523627013513412+0j)
4076,20.07.2018,20:00,8.0,(5.77503996302479+0j)
4077,20.07.2018,21:00,5.0,(4.937589713934536+0j)
4078,20.07.2018,22:00,4.0,(4.5836522562319715+0j)
4079,20.07.2018,23:00,1.0,(2.887519981512395+0j)
4080,21.07.2018,00:00,1.0,(2.887519981512395+0j)
4081,21.07.2018,01:00,2.0,(3.6380472066995213+0j)
4082,21.07.2018,02:00,2.0,(3.6380472066995213+0j)
4083,21.07.2018,03:00,3.0,(4.164524452590308+0j)
4084,21.07.2018,04:00,2.0,(3.6380472066995213+0j)
4085,21.07.2018,05:00,1.0,(2.887519981512395+0j)
4086,21.07.2018,06:00,0.0,0j
4087,21.07.2018,07:00,0.0,0j
4088,21.07.2018,08:00,0.0,0j
4089,21.07.2018,09:00,0.0,0j
4090,21.07.2018,10:00,3.0,(4.164524452590308+0j)
4091,21.07.2018,11:00,7.0,(5.523627013513412+0j)
4092,21.07.2018,12:00,7.0,(5.523627013513412+0j)
4093,21.07.2018,13:00,7.0,(5.523627013513412+0j)
4094,21.07.2018,14:00,5.0,(4.937589713934536+0j)
4095,21.07.2018,15:00,7.0,(5.523627013513412+0j)
4096,21.07.2018,16:00,8.0,(5.77503996302479+0j)
4097,21.07.2018,17:00,10.0,(6.220973216330527+0j)
4098,21.07.2018,18:00,9.0,(6.006283602283066+0j)
4099,21.07.2018,19:00,5.0,(4.937589713934536+0j)
4100,21.07.2018,20:00,7.0,(5.523627013513412+0j)
4101,21.07.2018,21:00,7.0,(5.523627013513412+0j)
4102,21.07.2018,22:00,1.0,(2.887519981512395+0j)
4103,21.07.2018,23:00,0.0,0j
4104,22.07.2018,00:00,0.0,0j
4105,22.07.2018,01:00,0.0,0j
4106,22.07.2018,02:00,0.0,0j
4107,22.07.2018,03:00,0.0,0j
4108,22.07.2018,04:00,0.0,0j
4109,22.07.2018,05:00,0.0,0j
4110,22.07.2018,06:00,0.0,0j
4111,22.07.2018,07:00,0.0,0j
4112,22.07.2018,08:00,0.0,0j
4113,22.07.2018,09:00,0.0,0j
4114,22.07.2018,10:00,0.0,0j
4115,22.07.2018,11:00,0.0,0j
4116,22.07.2018,12:00,2.0,(3.6380472066995213+0j)
4117,22.07.2018,13:00,3.0,(4.164524452590308+0j)
4118,22.07.2018,14:00,4.0,(4.5836522562319715+0j)
4119,22.07.2018,15:00,5.0,(4.937589713934536+0j)
4120,22.07.2018,16:00,5.0,(4.937589713934536+0j)
4121,22.07.2018,17:00,3.0,(4.164524452590308+0j)
4122,22.07.2018,18:00,1.0,(2.887519981512395+0j)
4123,22.07.2018,19:00,0.0,0j
4124,22.07.2018,20:00,1.0,(2.887519981512395+0j)
4125,22.07.2018,21:00,2.0,(3.6380472066995213+0j)
4126,22.07.2018,22:00,0.0,0j
4127,22.07.2018,23:00,0.0,0j
4128,23.07.2018,00:00,1.0,(2.887519981512395+0j)
4129,23.07.2018,01:00,1.0,(2.887519981512395+0j)
4130,23.07.2018,02:00,1.0,(2.887519981512395+0j)
4131,23.07.2018,03:00,2.0,(3.6380472066995213+0j)
4132,23.07.2018,04:00,0.0,0j
4133,23.07.2018,05:00,3.0,(4.164524452590308+0j)
4134,23.07.2018,06:00,3.0,(4.164524452590308+0j)
4135,23.07.2018,07:00,6.0,(5.2469720206204515+0j)
4136,23.07.2018,08:00,10.0,(6.220973216330527+0j)
4137,23.07.2018,09:00,5.0,(4.937589713934536+0j)
4138,23.07.2018,10:00,0.0,0j
4139,23.07.2018,11:00,0.0,0j
4140,23.07.2018,12:00,1.0,(2.887519981512395+0j)
4141,23.07.2018,13:00,7.0,(5.523627013513412+0j)
4142,23.07.2018,14:00,10.0,(6.220973216330527+0j)
4143,23.07.2018,15:00,7.0,(5.523627013513412+0j)
4144,23.07.2018,16:00,7.0,(5.523627013513412+0j)
4145,23.07.2018,17:00,8.0,(5.77503996302479+0j)
4146,23.07.2018,18:00,6.0,(5.2469720206204515+0j)
4147,23.07.2018,19:00,1.0,(2.887519981512395+0j)
4148,23.07.2018,20:00,2.0,(3.6380472066995213+0j)
4149,23.07.2018,21:00,8.0,(5.77503996302479+0j)
4150,23.07.2018,22:00,25.0,(8.443159645386329+0j)
4151,23.07.2018,23:00,36.0,(9.534380908683485+0j)
4152,24.07.2018,00:00,19.0,(7.7050630793852335+0j)
4153,24.07.2018,01:00,14.0,(6.959333946093501+0j)
4154,24.07.2018,02:00,26.0,(8.554266592678193+0j)
4155,24.07.2018,03:00,37.0,(9.621857179459921+0j)
4156,24.07.2018,04:00,37.0,(9.621857179459921+0j)
4157,24.07.2018,05:00,16.0,(7.276094413399043+0j)
4158,24.07.2018,06:00,19.0,(7.7050630793852335+0j)
4159,24.07.2018,07:00,33.0,(9.26181946924992+0j)
4160,24.07.2018,08:00,13.0,(6.789525894016894+0j)
4161,24.07.2018,09:00,3.0,(4.164524452590308+0j)
4162,24.07.2018,10:00,5.0,(4.937589713934536+0j)
4163,24.07.2018,11:00,3.0,(4.164524452590308+0j)
4164,24.07.2018,12:00,0.0,0j
4165,24.07.2018,13:00,1.0,(2.887519981512395+0j)
4166,24.07.2018,14:00,1.0,(2.887519981512395+0j)
4167,24.07.2018,15:00,1.0,(2.887519981512395+0j)
4168,24.07.2018,16:00,4.0,(4.5836522562319715+0j)
4169,24.07.2018,17:00,5.0,(4.937589713934536+0j)
4170,24.07.2018,18:00,3.0,(4.164524452590308+0j)
4171,24.07.2018,19:00,3.0,(4.164524452590308+0j)
4172,24.07.2018,20:00,7.0,(5.523627013513412+0j)
4173,24.07.2018,21:00,1.0,(2.887519981512395+0j)
4174,24.07.2018,22:00,2.0,(3.6380472066995213+0j)
4175,24.07.2018,23:00,1.0,(2.887519981512395+0j)
4176,25.07.2018,00:00,0.0,0j
4177,25.07.2018,01:00,0.0,0j
4178,25.07.2018,02:00,0.0,0j
4179,25.07.2018,03:00,0.0,0j
4180,25.07.2018,04:00,0.0,0j
4181,25.07.2018,05:00,1.0,(2.887519981512395+0j)
4182,25.07.2018,06:00,4.0,(4.5836522562319715+0j)
4183,25.07.2018,07:00,3.0,(4.164524452590308+0j)
4184,25.07.2018,08:00,0.0,0j
4185,25.07.2018,09:00,0.0,0j
4186,25.07.2018,10:00,0.0,0j
4187,25.07.2018,11:00,2.0,(3.6380472066995213+0j)
4188,25.07.2018,12:00,1.0,(2.887519981512395+0j)
4189,25.07.2018,13:00,2.0,(3.6380472066995213+0j)
4190,25.07.2018,14:00,3.0,(4.164524452590308+0j)
4191,25.07.2018,15:00,2.0,(3.6380472066995213+0j)
4192,25.07.2018,16:00,2.0,(3.6380472066995213+0j)
4193,25.07.2018,17:00,3.0,(4.164524452590308+0j)
4194,25.07.2018,18:00,1.0,(2.887519981512395+0j)
4195,25.07.2018,19:00,0.0,0j
4196,25.07.2018,20:00,1.0,(2.887519981512395+0j)
4197,25.07.2018,21:00,0.0,0j
4198,25.07.2018,22:00,0.0,0j
4199,25.07.2018,23:00,0.0,0j
4200,26.07.2018,00:00,0.0,0j
4201,26.07.2018,01:00,0.0,0j
4202,26.07.2018,02:00,0.0,0j
4203,26.07.2018,03:00,0.0,0j
4204,26.07.2018,04:00,0.0,0j
4205,26.07.2018,05:00,0.0,0j
4206,26.07.2018,06:00,0.0,0j
4207,26.07.2018,07:00,0.0,0j
4208,26.07.2018,08:00,0.0,0j
4209,26.07.2018,09:00,0.0,0j
4210,26.07.2018,10:00,1.0,(2.887519981512395+0j)
4211,26.07.2018,11:00,1.0,(2.887519981512395+0j)
4212,26.07.2018,12:00,3.0,(4.164524452590308+0j)
4213,26.07.2018,13:00,6.0,(5.2469720206204515+0j)
4214,26.07.2018,14:00,7.0,(5.523627013513412+0j)
4215,26.07.2018,15:00,10.0,(6.220973216330527+0j)
4216,26.07.2018,16:00,11.0,(6.421786950004645+0j)
4217,26.07.2018,17:00,16.0,(7.276094413399043+0j)
