,Tarih,Saat,Toplam (MWh),BURSA WindSpeed(m/s)
13107,01.08.2019,03:00,12.5,(6.701340251510855+0j)
13108,01.08.2019,04:00,21.7,(8.053999089209194+0j)
13109,01.08.2019,05:00,22.6,(8.163839875378573+0j)
13110,01.08.2019,06:00,25.0,(8.443159645386329+0j)
13111,01.08.2019,07:00,28.5,(8.82009544674411+0j)
13112,01.08.2019,08:00,26.7,(8.630356822220165+0j)
13113,01.08.2019,09:00,13.4,(6.858459803895693+0j)
13114,01.08.2019,10:00,13.1,(6.806890485995064+0j)
13115,01.08.2019,11:00,23.8,(8.305848091671942+0j)
13116,01.08.2019,12:00,25.2,(8.46561496295832+0j)
13117,01.08.2019,13:00,37.4,(9.65640633470161+0j)
13118,01.08.2019,14:00,35.1,(9.45425627255809+0j)
13119,01.08.2019,15:00,38.5,(9.750163716059575+0j)
13120,01.08.2019,16:00,41.1,(9.964884566084343+0j)
13121,01.08.2019,17:00,47.8,(10.479348829024556+0j)
13122,01.08.2019,18:00,49.0,(10.566318356153731+0j)
13123,01.08.2019,19:00,52.0,(10.777700546527747+0j)
13124,01.08.2019,20:00,44.2,(10.209373397626953+0j)
13125,01.08.2019,21:00,33.9,(9.34526377927067+0j)
13126,01.08.2019,22:00,26.0,(8.554266592678193+0j)
13127,01.08.2019,23:00,20.7,(7.928331124256052+0j)
13128,02.08.2019,00:00,22.1,(8.10318503566459+0j)
13129,02.08.2019,01:00,22.4,(8.139686361809735+0j)
13130,02.08.2019,02:00,17.8,(7.53931112359518+0j)
13131,02.08.2019,03:00,13.1,(6.806890485995064+0j)
13132,02.08.2019,04:00,9.1,(6.028447211232609+0j)
13133,02.08.2019,05:00,9.4,(6.093978945408952+0j)
13134,02.08.2019,06:00,14.9,(7.105376375528876+0j)
13135,02.08.2019,07:00,14.9,(7.105376375528876+0j)
13136,02.08.2019,08:00,20.3,(7.876930449991491+0j)
13137,02.08.2019,09:00,17.7,(7.525166041357553+0j)
13138,02.08.2019,10:00,12.1,(6.6290829741869866+0j)
13139,02.08.2019,11:00,17.1,(7.439156610863209+0j)
13140,02.08.2019,12:00,21.9,(8.078666928047461+0j)
13141,02.08.2019,13:00,26.2,(8.576144607634324+0j)
13142,02.08.2019,14:00,24.2,(8.352121180677896+0j)
13143,02.08.2019,15:00,29.1,(8.881561509600248+0j)
13144,02.08.2019,16:00,30.5,(9.021767097488539+0j)
13145,02.08.2019,17:00,36.6,(9.587058115315926+0j)
13146,02.08.2019,18:00,43.6,(10.162966514233375+0j)
13147,02.08.2019,19:00,46.0,(10.346122322273992+0j)
13148,02.08.2019,20:00,39.3,(9.817234878555967+0j)
13149,02.08.2019,21:00,33.4,(9.299090774117092+0j)
13150,02.08.2019,22:00,19.0,(7.7050630793852335+0j)
13151,02.08.2019,23:00,4.4,(4.731613080274977+0j)
13152,03.08.2019,00:00,1.1,(2.9807294598981824+0j)
13153,03.08.2019,01:00,0.5,(2.2918261281159857+0j)
13154,03.08.2019,02:00,0.2,(1.688631929077266+0j)
13155,03.08.2019,03:00,0.9,(2.7878698899868617+0j)
13156,03.08.2019,04:00,6.1,(5.2759614046163374+0j)
13157,03.08.2019,05:00,5.1,(4.9702899365369255+0j)
13158,03.08.2019,06:00,0.9,(2.7878698899868617+0j)
13159,03.08.2019,07:00,0.5,(2.2918261281159857+0j)
13160,03.08.2019,08:00,0.3,(1.9330010196450542+0j)
13161,03.08.2019,09:00,0.0,0j
13162,03.08.2019,10:00,0.0,0j
13163,03.08.2019,11:00,0.0,0j
13164,03.08.2019,12:00,0.0,0j
13165,03.08.2019,13:00,0.5,(2.2918261281159857+0j)
13166,03.08.2019,14:00,0.1,(1.340268050302171+0j)
13167,03.08.2019,15:00,0.0,0j
13168,03.08.2019,16:00,0.0,0j
13169,03.08.2019,17:00,0.0,0j
13170,03.08.2019,18:00,0.0,0j
13171,03.08.2019,19:00,0.0,0j
13172,03.08.2019,20:00,0.1,(1.340268050302171+0j)
13173,03.08.2019,21:00,2.3,(3.811544052404381+0j)
13174,03.08.2019,22:00,23.6,(8.282516934805006+0j)
13175,03.08.2019,23:00,36.3,(9.560792071053337+0j)
13176,04.08.2019,00:00,12.2,(6.647294832109046+0j)
13177,04.08.2019,01:00,27.0,(8.662559944537184+0j)
13178,04.08.2019,02:00,17.6,(7.510967581134992+0j)
13179,04.08.2019,03:00,21.1,(7.979073824678268+0j)
13180,04.08.2019,04:00,14.2,(6.992317064165295+0j)
13181,04.08.2019,05:00,16.7,(7.380693238590625+0j)
13182,04.08.2019,06:00,12.6,(6.719163048878883+0j)
13183,04.08.2019,07:00,18.0,(7.567443142154841+0j)
13184,04.08.2019,08:00,31.5,(9.119307274325193+0j)
13185,04.08.2019,09:00,39.8,(9.858693287983025+0j)
13186,04.08.2019,10:00,37.2,(9.63916271527089+0j)
13187,04.08.2019,11:00,40.9,(9.9486946357575+0j)
13188,04.08.2019,12:00,50.8,(10.694149119920938+0j)
13189,04.08.2019,13:00,52.6,(10.818994821710984+0j)
13190,04.08.2019,14:00,53.5,(10.880351491705731+0j)
13191,04.08.2019,15:00,52.5,(10.812134328544934+0j)
13192,04.08.2019,16:00,51.6,(10.74999425323531+0j)
13193,04.08.2019,17:00,49.5,(10.602136658408124+0j)
13194,04.08.2019,18:00,53.0,(10.846350171583701+0j)
13195,04.08.2019,19:00,53.6,(10.887126307585634+0j)
13196,04.08.2019,20:00,50.4,(10.666006492136194+0j)
13197,04.08.2019,21:00,40.5,(9.916155745483715+0j)
13198,04.08.2019,22:00,37.4,(9.65640633470161+0j)
13199,04.08.2019,23:00,19.1,(7.718557087827363+0j)
13200,05.08.2019,00:00,12.8,(6.754527716309063+0j)
13201,05.08.2019,01:00,10.6,(6.342984059315781+0j)
13202,05.08.2019,02:00,10.6,(6.342984059315781+0j)
13203,05.08.2019,03:00,10.5,(6.322974512921129+0j)
13204,05.08.2019,04:00,10.4,(6.3028375150387275+0j)
13205,05.08.2019,05:00,13.6,(6.892413128578755+0j)
13206,05.08.2019,06:00,24.8,(8.420584244475148+0j)
13207,05.08.2019,07:00,18.4,(7.623088104808762+0j)
13208,05.08.2019,08:00,11.9,(6.5923559991040515+0j)
13209,05.08.2019,09:00,16.2,(7.30628602235717+0j)
13210,05.08.2019,10:00,35.68,(9.506046771603247+0j)
13211,05.08.2019,11:00,40.0,(9.875179427869071+0j)
13212,05.08.2019,12:00,43.0,(10.116131902558433+0j)
13213,05.08.2019,13:00,44.0,(10.193951359953028+0j)
13214,05.08.2019,14:00,42.0,(10.037096393379112+0j)
13215,05.08.2019,15:00,51.0,(10.708165058791522+0j)
13216,05.08.2019,16:00,54.0,(10.914141620098563+0j)
13217,05.08.2019,17:00,53.4,(10.873568228419012+0j)
13218,05.08.2019,18:00,52.7,(10.825846625202866+0j)
13219,05.08.2019,19:00,50.0,(10.637714564845169+0j)
13220,05.08.2019,20:00,43.5,(10.155190714323668+0j)
13221,05.08.2019,21:00,28.4,(8.809767456680976+0j)
13222,05.08.2019,22:00,15.4,(7.183982049372815+0j)
13223,05.08.2019,23:00,11.6,(6.536485888883443+0j)
13224,06.08.2019,00:00,21.3,(8.004204931798713+0j)
13225,06.08.2019,01:00,22.8,(8.187851307401276+0j)
13226,06.08.2019,02:00,26.9,(8.651852195743787+0j)
13227,06.08.2019,03:00,34.4,(9.390984975653843+0j)
13228,06.08.2019,04:00,33.1,(9.27116540845607+0j)
13229,06.08.2019,05:00,21.8,(8.066351867905823+0j)
13230,06.08.2019,06:00,22.7,(8.175863220992213+0j)
13231,06.08.2019,07:00,18.4,(7.623088104808762+0j)
13232,06.08.2019,08:00,20.5,(7.902714366929142+0j)
13233,06.08.2019,09:00,14.6,(7.05736560945347+0j)
13234,06.08.2019,10:00,19.0,(7.7050630793852335+0j)
13235,06.08.2019,11:00,44.0,(10.193951359953028+0j)
13236,06.08.2019,12:00,46.0,(10.346122322273992+0j)
13237,06.08.2019,13:00,38.0,(9.707771164485267+0j)
13238,06.08.2019,14:00,45.0,(10.270600488822707+0j)
13239,06.08.2019,15:00,52.0,(10.777700546527747+0j)
13240,06.08.2019,16:00,53.5,(10.880351491705731+0j)
13241,06.08.2019,17:00,52.8,(10.832689766484815+0j)
13242,06.08.2019,18:00,53.9,(10.907400332639105+0j)
13243,06.08.2019,19:00,53.8,(10.900650701996778+0j)
13244,06.08.2019,20:00,53.7,(10.893892702309238+0j)
13245,06.08.2019,21:00,53.0,(10.846350171583701+0j)
13246,06.08.2019,22:00,44.5,(10.232419465438348+0j)
13247,06.08.2019,23:00,25.2,(8.46561496295832+0j)
13248,07.08.2019,00:00,23.1,(8.223606570164534+0j)
13249,07.08.2019,01:00,17.7,(7.525166041357553+0j)
13250,07.08.2019,02:00,10.0,(6.220973216330527+0j)
13251,07.08.2019,03:00,15.2,(7.152746950311319+0j)
13252,07.08.2019,04:00,9.5,(6.115512618848728+0j)
13253,07.08.2019,05:00,5.8,(5.188012288094434+0j)
13254,07.08.2019,06:00,7.8,(5.726507920925911+0j)
13255,07.08.2019,07:00,4.0,(4.5836522562319715+0j)
13256,07.08.2019,08:00,2.2,(3.755483790567496+0j)
13257,07.08.2019,09:00,1.8,(3.512495958762551+0j)
13258,07.08.2019,10:00,2.0,(3.6380472066995213+0j)
13259,07.08.2019,11:00,4.3,(4.695492487826922+0j)
13260,07.08.2019,12:00,7.5,(5.652129269425695+0j)
13261,07.08.2019,13:00,28.7,(8.840679174711417+0j)
13262,07.08.2019,14:00,32.0,(9.167304512463943+0j)
13263,07.08.2019,15:00,26.5,(8.608753836193715+0j)
13264,07.08.2019,16:00,30.6,(9.031616196027596+0j)
13265,07.08.2019,17:00,45.5,(10.308499727017974+0j)
13266,07.08.2019,18:00,50.7,(10.687127352229153+0j)
13267,07.08.2019,19:00,53.0,(10.846350171583701+0j)
13268,07.08.2019,20:00,50.5,(10.673056068869396+0j)
13269,07.08.2019,21:00,51.0,(10.708165058791522+0j)
13270,07.08.2019,22:00,23.0,(8.211722729084702+0j)
13271,07.08.2019,23:00,7.6,(5.67713901669326+0j)
13272,08.08.2019,00:00,2.3,(3.811544052404381+0j)
13273,08.08.2019,01:00,2.0,(3.6380472066995213+0j)
13274,08.08.2019,02:00,0.3,(1.9330010196450542+0j)
13275,08.08.2019,03:00,0.3,(1.9330010196450542+0j)
13276,08.08.2019,04:00,0.0,0j
13277,08.08.2019,05:00,2.1,(3.6976979268098478+0j)
13278,08.08.2019,06:00,2.3,(3.811544052404381+0j)
13279,08.08.2019,07:00,0.3,(1.9330010196450542+0j)
13280,08.08.2019,08:00,0.0,0j
13281,08.08.2019,09:00,2.3,(3.811544052404381+0j)
13282,08.08.2019,10:00,3.9,(4.545132348891009+0j)
13283,08.08.2019,11:00,5.3,(5.0344297841876955+0j)
13284,08.08.2019,12:00,12.7,(6.736891793451561+0j)
13285,08.08.2019,13:00,13.6,(6.892413128578755+0j)
13286,08.08.2019,14:00,13.9,(6.942724494053199+0j)
13287,08.08.2019,15:00,15.5,(7.199498257508635+0j)
13288,08.08.2019,16:00,22.1,(8.10318503566459+0j)
13289,08.08.2019,17:00,21.2,(7.991659135479583+0j)
13290,08.08.2019,18:00,25.2,(8.46561496295832+0j)
13291,08.08.2019,19:00,32.1,(9.176843858069228+0j)
13292,08.08.2019,20:00,46.9,(10.41316170228109+0j)
13293,08.08.2019,21:00,50.3,(10.658947584387933+0j)
13294,08.08.2019,22:00,43.2,(10.131791574463596+0j)
13295,08.08.2019,23:00,34.7,(9.41820537420339+0j)
13296,09.08.2019,00:00,19.7,(7.798547832765037+0j)
13297,09.08.2019,01:00,13.1,(6.806890485995064+0j)
13298,09.08.2019,02:00,2.1,(3.6976979268098478+0j)
13299,09.08.2019,03:00,4.3,(4.695492487826922+0j)
13300,09.08.2019,04:00,2.2,(3.755483790567496+0j)
13301,09.08.2019,05:00,6.4,(5.3610722012086836+0j)
13302,09.08.2019,06:00,15.0,(7.121236643276363+0j)
13303,09.08.2019,07:00,21.5,(8.02917921198516+0j)
13304,09.08.2019,08:00,18.6,(7.6506085171568285+0j)
13305,09.08.2019,09:00,15.2,(7.152746950311319+0j)
13306,09.08.2019,10:00,15.0,(7.121236643276363+0j)
13307,09.08.2019,11:00,26.3,(8.58704188061126+0j)
13308,09.08.2019,12:00,35.5,(9.490034309893728+0j)
13309,09.08.2019,13:00,40.3,(9.899805912454651+0j)
13310,09.08.2019,14:00,48.9,(10.559125489154713+0j)
13311,09.08.2019,15:00,46.7,(10.398338676260812+0j)
13312,09.08.2019,16:00,44.0,(10.193951359953028+0j)
13313,09.08.2019,17:00,52.8,(10.832689766484815+0j)
13314,09.08.2019,18:00,53.1,(10.853167489639832+0j)
13315,09.08.2019,19:00,53.9,(10.907400332639105+0j)
13316,09.08.2019,20:00,52.2,(10.791500434259728+0j)
13317,09.08.2019,21:00,51.1,(10.715159290080484+0j)
13318,09.08.2019,22:00,38.4,(9.741714696476228+0j)
13319,09.08.2019,23:00,14.0,(6.959333946093501+0j)
13320,10.08.2019,00:00,7.1,(5.54980573167559+0j)
13321,10.08.2019,01:00,9.7,(6.158130806519974+0j)
13322,10.08.2019,02:00,15.0,(7.121236643276363+0j)
13323,10.08.2019,03:00,15.9,(7.260904192987523+0j)
13324,10.08.2019,04:00,30.2,(8.992090017598949+0j)
13325,10.08.2019,05:00,27.6,(8.726257525813475+0j)
13326,10.08.2019,06:00,12.9,(6.772072022950042+0j)
13327,10.08.2019,07:00,13.6,(6.892413128578755+0j)
13328,10.08.2019,08:00,17.2,(7.453629714685234+0j)
13329,10.08.2019,09:00,11.3,(6.479644003137941+0j)
13330,10.08.2019,10:00,38.6,(9.758598117943734+0j)
13331,10.08.2019,11:00,46.9,(10.41316170228109+0j)
13332,10.08.2019,12:00,46.3,(10.368565174210037+0j)
13333,10.08.2019,13:00,41.1,(9.964884566084343+0j)
13334,10.08.2019,14:00,38.1,(9.716279294313019+0j)
13335,10.08.2019,15:00,42.3,(10.06093756701798+0j)
13336,10.08.2019,16:00,41.5,(9.997107537528638+0j)
13337,10.08.2019,17:00,46.5,(10.383473268320765+0j)
13338,10.08.2019,18:00,48.2,(10.508498767301703+0j)
13339,10.08.2019,19:00,48.6,(10.537487876287653+0j)
13340,10.08.2019,20:00,36.8,(9.604489168451774+0j)
13341,10.08.2019,21:00,32.9,(9.25245463023565+0j)
13342,10.08.2019,22:00,18.7,(7.66429478696886+0j)
13343,10.08.2019,23:00,11.7,(6.5552151771783596+0j)
13344,11.08.2019,00:00,18.3,(7.6092530687663835+0j)
13345,11.08.2019,01:00,25.7,(8.521238207454218+0j)
13346,11.08.2019,02:00,31.2,(9.090264697782018+0j)
13347,11.08.2019,03:00,32.0,(9.167304512463943+0j)
13348,11.08.2019,04:00,34.9,(9.43626525615782+0j)
13349,11.08.2019,05:00,33.1,(9.27116540845607+0j)
13350,11.08.2019,06:00,45.8,(10.331106158468081+0j)
13351,11.08.2019,07:00,34.5,(9.400075963882173+0j)
13352,11.08.2019,08:00,12.7,(6.736891793451561+0j)
13353,11.08.2019,09:00,8.0,(5.77503996302479+0j)
13354,11.08.2019,10:00,31.4,(9.109646983964828+0j)
13355,11.08.2019,11:00,40.0,(9.875179427869071+0j)
13356,11.08.2019,12:00,44.5,(10.232419465438348+0j)
13357,11.08.2019,13:00,45.3,(10.293373513467158+0j)
13358,11.08.2019,14:00,47.2,(10.435317432271589+0j)
13359,11.08.2019,15:00,50.5,(10.673056068869396+0j)
13360,11.08.2019,16:00,51.6,(10.74999425323531+0j)
13361,11.08.2019,17:00,53.6,(10.887126307585634+0j)
13362,11.08.2019,18:00,54.0,(10.914141620098563+0j)
13363,11.08.2019,19:00,54.1,(10.920874590109856+0j)
13364,11.08.2019,20:00,53.8,(10.900650701996778+0j)
13365,11.08.2019,21:00,53.9,(10.907400332639105+0j)
13366,11.08.2019,22:00,52.2,(10.791500434259728+0j)
13367,11.08.2019,23:00,46.1,(10.35361408616795+0j)
13368,12.08.2019,00:00,42.4,(10.068859568375391+0j)
13369,12.08.2019,01:00,44.3,(10.217066975065778+0j)
13370,12.08.2019,02:00,40.3,(9.899805912454651+0j)
13371,12.08.2019,03:00,41.4,(9.989071273986884+0j)
13372,12.08.2019,04:00,39.6,(9.842151825220771+0j)
13373,12.08.2019,05:00,35.0,(9.445269331521574+0j)
13374,12.08.2019,06:00,23.2,(8.23545616374505+0j)
13375,12.08.2019,07:00,15.3,(7.168398525273617+0j)
13376,12.08.2019,08:00,10.5,(6.322974512921129+0j)
13377,12.08.2019,09:00,15.2,(7.152746950311319+0j)
13378,12.08.2019,10:00,31.7,(9.138566692196754+0j)
13379,12.08.2019,11:00,44.9,(10.262986994195014+0j)
13380,12.08.2019,12:00,48.5,(10.530255555637925+0j)
13381,12.08.2019,13:00,46.7,(10.398338676260812+0j)
13382,12.08.2019,14:00,49.7,(10.616396442451173+0j)
13383,12.08.2019,15:00,51.3,(10.729120425466977+0j)
13384,12.08.2019,16:00,53.7,(10.893892702309238+0j)
13385,12.08.2019,17:00,53.7,(10.893892702309238+0j)
13386,12.08.2019,18:00,53.9,(10.907400332639105+0j)
13387,12.08.2019,19:00,54.2,(10.927599268280916+0j)
13388,12.08.2019,20:00,54.2,(10.927599268280916+0j)
13389,12.08.2019,21:00,54.3,(10.934315680093762+0j)
13390,12.08.2019,22:00,49.9,(10.630618022001926+0j)
13391,12.08.2019,23:00,46.1,(10.35361408616795+0j)
13392,13.08.2019,00:00,49.3,(10.587838412255271+0j)
13393,13.08.2019,01:00,53.9,(10.907400332639105+0j)
13394,13.08.2019,02:00,50.9,(10.701161678730456+0j)
13395,13.08.2019,03:00,43.0,(10.116131902558433+0j)
13396,13.08.2019,04:00,34.4,(9.390984975653843+0j)
13397,13.08.2019,05:00,14.5,(7.041215974957191+0j)
13398,13.08.2019,06:00,7.1,(5.54980573167559+0j)
13399,13.08.2019,07:00,4.4,(4.731613080274977+0j)
13400,13.08.2019,08:00,5.0,(4.937589713934536+0j)
13401,13.08.2019,09:00,10.4,(6.3028375150387275+0j)
13402,13.08.2019,10:00,16.5,(7.351110984313437+0j)
13403,13.08.2019,11:00,20.3,(7.876930449991491+0j)
13404,13.08.2019,12:00,31.7,(9.138566692196754+0j)
13405,13.08.2019,13:00,35.1,(9.45425627255809+0j)
13406,13.08.2019,14:00,49.8,(10.623511991794878+0j)
13407,13.08.2019,15:00,53.0,(10.846350171583701+0j)
13408,13.08.2019,16:00,53.0,(10.846350171583701+0j)
13409,13.08.2019,17:00,52.2,(10.791500434259728+0j)
13410,13.08.2019,18:00,53.2,(10.859976253966314+0j)
13411,13.08.2019,19:00,53.1,(10.853167489639832+0j)
13412,13.08.2019,20:00,53.8,(10.900650701996778+0j)
13413,13.08.2019,21:00,54.2,(10.927599268280916+0j)
13414,13.08.2019,22:00,52.2,(10.791500434259728+0j)
13415,13.08.2019,23:00,47.3,(10.442681808344858+0j)
13416,14.08.2019,00:00,46.4,(10.376024576188868+0j)
13417,14.08.2019,01:00,40.0,(9.875179427869071+0j)
13418,14.08.2019,02:00,42.0,(10.037096393379112+0j)
13419,14.08.2019,03:00,48.8,(10.551922809232675+0j)
13420,14.08.2019,04:00,40.0,(9.875179427869071+0j)
13421,14.08.2019,05:00,42.2,(10.053003070377345+0j)
13422,14.08.2019,06:00,15.2,(7.152746950311319+0j)
13423,14.08.2019,07:00,7.6,(5.67713901669326+0j)
13424,14.08.2019,08:00,1.2,(3.068447852040161+0j)
13425,14.08.2019,09:00,0.1,(1.340268050302171+0j)
13426,14.08.2019,10:00,2.2,(3.755483790567496+0j)
13427,14.08.2019,11:00,6.7,(5.443563153792817+0j)
13428,14.08.2019,12:00,16.3,(7.321288705188581+0j)
13429,14.08.2019,13:00,20.9,(7.953783405186381+0j)
13430,14.08.2019,14:00,19.6,(7.785329929746492+0j)
13431,14.08.2019,15:00,15.2,(7.152746950311319+0j)
13432,14.08.2019,16:00,16.8,(7.395395853619695+0j)
13433,14.08.2019,17:00,21.8,(8.066351867905823+0j)
13434,14.08.2019,18:00,25.9,(8.543285493838237+0j)
13435,14.08.2019,19:00,32.6,(9.224245752024673+0j)
13436,14.08.2019,20:00,24.1,(8.340600998910626+0j)
13437,14.08.2019,21:00,39.5,(9.833860202235016+0j)
13438,14.08.2019,22:00,30.8,(9.05125020607172+0j)
13439,14.08.2019,23:00,5.2,(5.002565450878554+0j)
13440,15.08.2019,00:00,12.3,(6.6654074416174725+0j)
13441,15.08.2019,01:00,30.0,(8.972195948146599+0j)
13442,15.08.2019,02:00,22.0,(8.090944556251047+0j)
13443,15.08.2019,03:00,15.5,(7.199498257508635+0j)
13444,15.08.2019,04:00,15.7,(7.230331602702352+0j)
13445,15.08.2019,05:00,10.3,(6.2825710165532405+0j)
13446,15.08.2019,06:00,9.1,(6.028447211232609+0j)
13447,15.08.2019,07:00,18.1,(7.581431054101938+0j)
13448,15.08.2019,08:00,15.3,(7.168398525273617+0j)
13449,15.08.2019,09:00,18.6,(7.6506085171568285+0j)
13450,15.08.2019,10:00,25.7,(8.521238207454218+0j)
13451,15.08.2019,11:00,18.3,(7.6092530687663835+0j)
13452,15.08.2019,12:00,16.7,(7.380693238590625+0j)
13453,15.08.2019,13:00,25.7,(8.521238207454218+0j)
13454,15.08.2019,14:00,23.8,(8.305848091671942+0j)
13455,15.08.2019,15:00,23.8,(8.305848091671942+0j)
13456,15.08.2019,16:00,25.9,(8.543285493838237+0j)
13457,15.08.2019,17:00,32.0,(9.167304512463943+0j)
13458,15.08.2019,18:00,32.7,(9.233667868638467+0j)
13459,15.08.2019,19:00,23.9,(8.31746467756765+0j)
13460,15.08.2019,20:00,27.7,(8.736783781526071+0j)
13461,15.08.2019,21:00,32.3,(9.195863277986165+0j)
13462,15.08.2019,22:00,20.5,(7.902714366929142+0j)
13463,15.08.2019,23:00,23.3,(8.247271755505503+0j)
13464,16.08.2019,00:00,10.3,(6.2825710165532405+0j)
13465,16.08.2019,01:00,13.4,(6.858459803895693+0j)
13466,16.08.2019,02:00,18.6,(7.6506085171568285+0j)
13467,16.08.2019,03:00,21.8,(8.066351867905823+0j)
13468,16.08.2019,04:00,29.6,(8.932140968559624+0j)
13469,16.08.2019,05:00,47.8,(10.479348829024556+0j)
13470,16.08.2019,06:00,46.3,(10.368565174210037+0j)
13471,16.08.2019,07:00,36.4,(9.569563444845402+0j)
13472,16.08.2019,08:00,42.1,(10.045056029064934+0j)
13473,16.08.2019,09:00,41.2,(9.972959840741535+0j)
13474,16.08.2019,10:00,40.8,(9.940579873073851+0j)
13475,16.08.2019,11:00,42.9,(10.108283852936152+0j)
13476,16.08.2019,12:00,37.0,(9.621857179459921+0j)
13477,16.08.2019,13:00,34.8,(9.427243964562583+0j)
13478,16.08.2019,14:00,35.3,(9.47217907616455+0j)
13479,16.08.2019,15:00,40.3,(9.899805912454651+0j)
13480,16.08.2019,16:00,38.1,(9.716279294313019+0j)
13481,16.08.2019,17:00,39.1,(9.800553053930273+0j)
13482,16.08.2019,18:00,44.3,(10.217066975065778+0j)
13483,16.08.2019,19:00,36.2,(9.55200457338971+0j)
13484,16.08.2019,20:00,31.2,(9.090264697782018+0j)
13485,16.08.2019,21:00,21.2,(7.991659135479583+0j)
13486,16.08.2019,22:00,17.7,(7.525166041357553+0j)
13487,16.08.2019,23:00,17.2,(7.453629714685234+0j)
13488,17.08.2019,00:00,11.9,(6.5923559991040515+0j)
13489,17.08.2019,01:00,11.8,(6.573838047626946+0j)
13490,17.08.2019,02:00,8.4,(5.869729578878582+0j)
13491,17.08.2019,03:00,11.0,(6.421786950004645+0j)
13492,17.08.2019,04:00,17.9,(7.553403326712211+0j)
13493,17.08.2019,05:00,13.7,(6.909265061497211+0j)
13494,17.08.2019,06:00,17.1,(7.439156610863209+0j)
13495,17.08.2019,07:00,19.1,(7.718557087827363+0j)
13496,17.08.2019,08:00,22.2,(8.115388646024652+0j)
13497,17.08.2019,09:00,37.4,(9.65640633470161+0j)
13498,17.08.2019,10:00,31.8,(9.148166034014928+0j)
13499,17.08.2019,11:00,24.1,(8.340600998910626+0j)
13500,17.08.2019,12:00,35.5,(9.490034309893728+0j)
13501,17.08.2019,13:00,51.4,(10.736087388740025+0j)
13502,17.08.2019,14:00,43.1,(10.123967794074632+0j)
13503,17.08.2019,15:00,51.5,(10.743045321594206+0j)
13504,17.08.2019,16:00,38.5,(9.750163716059575+0j)
13505,17.08.2019,17:00,11.7,(6.5552151771783596+0j)
13506,17.08.2019,18:00,14.8,(7.089444984909899+0j)
13507,17.08.2019,19:00,3.3,(4.298955782740786+0j)
13508,17.08.2019,20:00,1.0,(2.887519981512395+0j)
13509,17.08.2019,21:00,1.4,(3.2302366733569956+0j)
13510,17.08.2019,22:00,2.2,(3.755483790567496+0j)
13511,17.08.2019,23:00,2.9,(4.117728081872525+0j)
13512,18.08.2019,00:00,1.2,(3.068447852040161+0j)
13513,18.08.2019,01:00,1.4,(3.2302366733569956+0j)
13514,18.08.2019,02:00,0.5,(2.2918261281159857+0j)
13515,18.08.2019,03:00,1.8,(3.512495958762551+0j)
13516,18.08.2019,04:00,3.1,(4.210292122237575+0j)
13517,18.08.2019,05:00,3.2,(4.2550858259380675+0j)
13518,18.08.2019,06:00,1.4,(3.2302366733569956+0j)
13519,18.08.2019,07:00,1.4,(3.2302366733569956+0j)
13520,18.08.2019,08:00,1.1,(2.9807294598981824+0j)
13521,18.08.2019,09:00,1.4,(3.2302366733569956+0j)
13522,18.08.2019,10:00,4.6,(4.802244584225887+0j)
13523,18.08.2019,11:00,10.1,(6.241641053262919+0j)
13524,18.08.2019,12:00,11.1,(6.441188236915157+0j)
13525,18.08.2019,13:00,12.1,(6.6290829741869866+0j)
13526,18.08.2019,14:00,12.4,(6.683422143933348+0j)
13527,18.08.2019,15:00,20.8,(7.941077659264387+0j)
13528,18.08.2019,16:00,25.0,(8.443159645386329+0j)
13529,18.08.2019,17:00,16.9,(7.41004024008913+0j)
13530,18.08.2019,18:00,20.9,(7.953783405186381+0j)
13531,18.08.2019,19:00,36.1,(9.543200877550793+0j)
13532,18.08.2019,20:00,27.8,(8.74728473367836+0j)
13533,18.08.2019,21:00,20.1,(7.850976619498931+0j)
13534,18.08.2019,22:00,18.6,(7.6506085171568285+0j)
13535,18.08.2019,23:00,9.5,(6.115512618848728+0j)
13536,19.08.2019,00:00,6.0,(5.2469720206204515+0j)
13537,19.08.2019,01:00,8.7,(5.938791556723398+0j)
13538,19.08.2019,02:00,20.6,(7.91554347121486+0j)
13539,19.08.2019,03:00,15.8,(7.2456501476519835+0j)
13540,19.08.2019,04:00,18.0,(7.567443142154841+0j)
13541,19.08.2019,05:00,21.8,(8.066351867905823+0j)
13542,19.08.2019,06:00,17.1,(7.439156610863209+0j)
13543,19.08.2019,07:00,11.7,(6.5552151771783596+0j)
13544,19.08.2019,08:00,8.5,(5.892930332214177+0j)
13545,19.08.2019,09:00,9.4,(6.093978945408952+0j)
13546,19.08.2019,10:00,12.0,(6.610770496989144+0j)
13547,19.08.2019,11:00,30.3,(9.002004127081525+0j)
13548,19.08.2019,12:00,38.3,(9.73325099569357+0j)
13549,19.08.2019,13:00,45.1,(10.278202712537615+0j)
13550,19.08.2019,14:00,45.2,(10.285793706960602+0j)
13551,19.08.2019,15:00,40.2,(9.891610705139195+0j)
13552,19.08.2019,16:00,48.0,(10.493944041240903+0j)
13553,19.08.2019,17:00,50.3,(10.658947584387933+0j)
13554,19.08.2019,18:00,51.7,(10.756934212718285+0j)
13555,19.08.2019,19:00,51.7,(10.756934212718285+0j)
13556,19.08.2019,20:00,49.5,(10.602136658408124+0j)
13557,19.08.2019,21:00,44.4,(10.224748983204313+0j)
13558,19.08.2019,22:00,41.7,(10.013141418310946+0j)
