,Tarih,Saat,Toplam (MWh),KIRLARELI WindSpeed(m/s)
5678,25.09.2018,14:00,24.86,(8.08038302295431+0j)
5679,25.09.2018,15:00,25.14,(8.110606484201876+0j)
5680,25.09.2018,16:00,20.55,(7.583485280575027+0j)
5681,25.09.2018,17:00,14.48,(6.748197117684+0j)
5682,25.09.2018,18:00,12.47,(6.420276378870641+0j)
5683,25.09.2018,19:00,26.75,(8.280174731342148+0j)
5684,25.09.2018,20:00,38.45,(9.344663937626283+0j)
5685,25.09.2018,21:00,46.79,(9.976600637738299+0j)
5686,25.09.2018,22:00,50.36,(10.224140601106054+0j)
5687,25.09.2018,23:00,55.8,(10.579771931992465+0j)
5688,26.09.2018,00:00,56.01,(10.593027432436203+0j)
5689,26.09.2018,01:00,52.89,(10.392565293797862+0j)
5690,26.09.2018,02:00,58.45,(10.744669908904823+0j)
5691,26.09.2018,03:00,58.8,(10.76607369038961+0j)
5692,26.09.2018,04:00,58.6,(10.753853391929974+0j)
5693,26.09.2018,05:00,57.96,(10.714560587984064+0j)
5694,26.09.2018,06:00,59.04,(10.78070152589404+0j)
5695,26.09.2018,07:00,58.76,(10.763631850049476+0j)
5696,26.09.2018,08:00,58.37,(10.73976562572957+0j)
5697,26.09.2018,09:00,56.43,(10.619439364390455+0j)
5698,26.09.2018,10:00,57.87,(10.709011876174566+0j)
5699,26.09.2018,11:00,57.63,(10.694187130623913+0j)
5700,26.09.2018,12:00,59.36,(10.80014377094361+0j)
5701,26.09.2018,13:00,58.98,(10.777048288906123+0j)
5702,26.09.2018,14:00,58.31,(10.736084471841982+0j)
5703,26.09.2018,15:00,59.37,(10.800750213966444+0j)
5704,26.09.2018,16:00,59.72,(10.821932956648482+0j)
5705,26.09.2018,17:00,59.0,(10.778266309744806+0j)
5706,26.09.2018,18:00,59.25,(10.79346839802983+0j)
5707,26.09.2018,19:00,59.1,(10.784352288626836+0j)
5708,26.09.2018,20:00,56.0,(10.59239697014258+0j)
5709,26.09.2018,21:00,56.13,(10.60058713343731+0j)
5710,26.09.2018,22:00,56.82,(10.643847638327793+0j)
5711,26.09.2018,23:00,59.5,(10.808627783679082+0j)
5712,27.09.2018,00:00,59.15,(10.787392703867885+0j)
5713,27.09.2018,01:00,58.71,(10.760577990766791+0j)
5714,27.09.2018,02:00,59.14,(10.786784757929725+0j)
5715,27.09.2018,03:00,59.3,(10.79650368176633+0j)
5716,27.09.2018,04:00,59.2,(10.790431406198712+0j)
5717,27.09.2018,05:00,59.22,(10.791646408056318+0j)
5718,27.09.2018,06:00,59.28,(10.795289773089385+0j)
5719,27.09.2018,07:00,58.41,(10.742218327071075+0j)
5720,27.09.2018,08:00,58.85,(10.769124434018579+0j)
5721,27.09.2018,09:00,55.3,(10.548076799191595+0j)
5722,27.09.2018,10:00,58.98,(10.777048288906123+0j)
5723,27.09.2018,11:00,60.62,(10.87602548959551+0j)
5724,27.09.2018,12:00,57.0,(10.655075334034416+0j)
5725,27.09.2018,13:00,57.67,(10.69666077603235+0j)
5726,27.09.2018,14:00,60.17,(10.849046648450125+0j)
5727,27.09.2018,15:00,53.57,(10.436914399618413+0j)
5728,27.09.2018,16:00,52.53,(10.368932317873847+0j)
5729,27.09.2018,17:00,46.65,(9.966640393725994+0j)
5730,27.09.2018,18:00,46.72,(9.971623002951649+0j)
5731,27.09.2018,19:00,45.92,(9.914379359379303+0j)
5732,27.09.2018,20:00,49.11,(10.138838783674244+0j)
5733,27.09.2018,21:00,46.1,(9.927316798187775+0j)
5734,27.09.2018,22:00,44.51,(9.81184707619322+0j)
5735,27.09.2018,23:00,52.71,(10.380762256619555+0j)
5736,28.09.2018,00:00,56.24,(10.607507400000317+0j)
5737,28.09.2018,01:00,58.92,(10.773392573466586+0j)
5738,28.09.2018,02:00,54.28,(10.482821378868943+0j)
5739,28.09.2018,03:00,49.86,(10.19019115270919+0j)
5740,28.09.2018,04:00,57.8,(10.704692232791713+0j)
5741,28.09.2018,05:00,46.99,(9.99079515163451+0j)
5742,28.09.2018,06:00,46.83,(9.979442771824885+0j)
5743,28.09.2018,07:00,40.31,(9.49297867896395+0j)
5744,28.09.2018,08:00,47.94,(10.057674647052385+0j)
5745,28.09.2018,09:00,40.16,(9.48118907582652+0j)
5746,28.09.2018,10:00,35.72,(9.118051821611411+0j)
5747,28.09.2018,11:00,35.45,(9.095019877770822+0j)
5748,28.09.2018,12:00,37.88,(9.29825736647275+0j)
5749,28.09.2018,13:00,39.55,(9.432939927229162+0j)
5750,28.09.2018,14:00,34.85,(9.04341581746192+0j)
5751,28.09.2018,15:00,30.3,(8.631357711846869+0j)
5752,28.09.2018,16:00,24.27,(8.015946897782523+0j)
5753,28.09.2018,17:00,23.93,(7.97833875602218+0j)
5754,28.09.2018,18:00,25.4,(8.138470837406024+0j)
5755,28.09.2018,19:00,23.9,(7.97500332973212+0j)
5756,28.09.2018,20:00,21.9,(7.74603778297215+0j)
5757,28.09.2018,21:00,17.66,(7.20988723870257+0j)
5758,28.09.2018,22:00,18.17,(7.278634000794076+0j)
5759,28.09.2018,23:00,12.7,(6.459508584355418+0j)
5760,29.09.2018,00:00,8.64,(5.681148658053976+0j)
5761,29.09.2018,01:00,6.48,(5.161666108745277+0j)
5762,29.09.2018,02:00,5.49,(4.884150309716323+0j)
5763,29.09.2018,03:00,5.84,(4.985811501475824+0j)
5764,29.09.2018,04:00,11.27,(6.207349682013806+0j)
5765,29.09.2018,05:00,10.61,(6.083731436008915+0j)
5766,29.09.2018,06:00,7.77,(5.483677584860474+0j)
5767,29.09.2018,07:00,11.51,(6.251103370565306+0j)
5768,29.09.2018,08:00,11.85,(6.312058610535846+0j)
5769,29.09.2018,09:00,14.31,(6.721684398974373+0j)
5770,29.09.2018,10:00,6.76,(5.23496526890239+0j)
5771,29.09.2018,11:00,2.84,(3.9207668667299544+0j)
5772,29.09.2018,12:00,4.73,(4.647491665959059+0j)
5773,29.09.2018,13:00,5.39,(4.854313582810763+0j)
5774,29.09.2018,14:00,4.44,(4.550501160342941+0j)
5775,29.09.2018,15:00,6.21,(5.08895690104135+0j)
5776,29.09.2018,16:00,6.04,(5.042089521989345+0j)
5777,29.09.2018,17:00,7.07,(5.313793958133881+0j)
5778,29.09.2018,18:00,7.16,(5.336246875344173+0j)
5779,29.09.2018,19:00,10.43,(6.049131267299443+0j)
5780,29.09.2018,20:00,17.13,(7.1370273395394985+0j)
5781,29.09.2018,21:00,26.2,(8.223032432780853+0j)
5782,29.09.2018,22:00,32.25,(8.812682944891103+0j)
5783,29.09.2018,23:00,41.36,(9.574697960236294+0j)
5784,30.09.2018,00:00,38.43,(9.343043428803774+0j)
5785,30.09.2018,01:00,41.6,(9.593181979012943+0j)
5786,30.09.2018,02:00,52.36,(10.357734758064092+0j)
5787,30.09.2018,03:00,56.7,(10.636349328245974+0j)
5788,30.09.2018,04:00,54.2,(10.477668848484244+0j)
5789,30.09.2018,05:00,54.2,(10.477668848484244+0j)
5790,30.09.2018,06:00,55.81,(10.580403899733769+0j)
5791,30.09.2018,07:00,57.14,(10.663791655245065+0j)
5792,30.09.2018,08:00,58.94,(10.774611420922788+0j)
5793,30.09.2018,09:00,58.62,(10.755076671816754+0j)
5794,30.09.2018,10:00,58.65,(10.756911070056628+0j)
5795,30.09.2018,11:00,59.0,(10.778266309744806+0j)
5796,30.09.2018,12:00,58.39,(10.74099211641867+0j)
5797,30.09.2018,13:00,56.39,(10.616929600193144+0j)
5798,30.09.2018,14:00,58.11,(10.723795690459772+0j)
5799,30.09.2018,15:00,56.05,(10.59554853146218+0j)
5800,30.09.2018,16:00,57.52,(10.687378698500181+0j)
5801,30.09.2018,17:00,58.28,(10.734242947882729+0j)
5802,30.09.2018,18:00,59.0,(10.778266309744806+0j)
5803,30.09.2018,19:00,58.7,(10.759967010865934+0j)
5804,30.09.2018,20:00,58.8,(10.76607369038961+0j)
5805,30.09.2018,21:00,57.24,(10.670008885930155+0j)
5806,30.09.2018,22:00,58.71,(10.760577990766791+0j)
5807,30.09.2018,23:00,58.02,(10.718256538807719+0j)
5808,01.10.2018,00:00,56.04,(10.594918369183338+0j)
5809,01.10.2018,01:00,56.46,(10.621320909320756+0j)
5810,01.10.2018,02:00,55.54,(10.563314201088156+0j)
5811,01.10.2018,03:00,46.74,(9.973045691372002+0j)
5812,01.10.2018,04:00,40.88,(9.53751429259833+0j)
5813,01.10.2018,05:00,37.32,(9.25220935203053+0j)
5814,01.10.2018,06:00,32.05,(8.79442772338694+0j)
5815,01.10.2018,07:00,27.94,(8.401181615675767+0j)
5816,01.10.2018,08:00,21.82,(7.736594265187356+0j)
5817,01.10.2018,09:00,8.99,(5.756848537320761+0j)
5818,01.10.2018,10:00,9.81,(5.926813232897199+0j)
5819,01.10.2018,11:00,4.47,(4.560727040034771+0j)
5820,01.10.2018,12:00,1.82,(3.3803009598582845+0j)
5821,01.10.2018,13:00,7.78,(5.486029076394331+0j)
5822,01.10.2018,14:00,9.8,(5.924798680317499+0j)
5823,01.10.2018,15:00,7.82,(5.495414944268682+0j)
5824,01.10.2018,16:00,8.27,(5.598866031668632+0j)
5825,01.10.2018,17:00,9.51,(5.865770652741894+0j)
5826,01.10.2018,18:00,18.82,(7.364412600973682+0j)
5827,01.10.2018,19:00,11.13,(6.1815391981114+0j)
5828,01.10.2018,20:00,21.76,(7.729496468298969+0j)
5829,01.10.2018,21:00,13.12,(6.529944915959644+0j)
5830,01.10.2018,22:00,13.97,(6.668022267249806+0j)
5831,01.10.2018,23:00,12.9,(6.493240311301949+0j)
5832,02.10.2018,00:00,6.44,(5.15102346801757+0j)
5833,02.10.2018,01:00,2.53,(3.772579609893761+0j)
5834,02.10.2018,02:00,14.96,(6.821953747441986+0j)
5835,02.10.2018,03:00,17.09,(7.131467822322136+0j)
5836,02.10.2018,04:00,16.64,(7.0683169165746005+0j)
5837,02.10.2018,05:00,11.16,(6.187088159078515+0j)
5838,02.10.2018,06:00,13.6,(6.608626520356857+0j)
5839,02.10.2018,07:00,11.47,(6.243853606599949+0j)
5840,02.10.2018,08:00,7.73,(5.474251390797243+0j)
5841,02.10.2018,09:00,6.85,(5.258095018158781+0j)
5842,02.10.2018,10:00,2.61,(3.8119313891887328+0j)
5843,02.10.2018,11:00,4.04,(4.4095272193007276+0j)
5844,02.10.2018,12:00,10.2,(6.004335670238526+0j)
5845,02.10.2018,13:00,15.62,(6.920836390580839+0j)
5846,02.10.2018,14:00,15.34,(6.879233105620314+0j)
5847,02.10.2018,15:00,13.59,(6.607006361792212+0j)
5848,02.10.2018,16:00,11.12,(6.179687328857948+0j)
5849,02.10.2018,17:00,9.5,(5.863713930745543+0j)
5850,02.10.2018,18:00,3.35,(4.14266525386251+0j)
5851,02.10.2018,19:00,2.64,(3.8264808866719626+0j)
5852,02.10.2018,20:00,7.59,(5.441001321319767+0j)
5853,02.10.2018,21:00,15.8,(6.94731944091609+0j)
5854,02.10.2018,22:00,17.8,(7.228889288429316+0j)
5855,02.10.2018,23:00,24.8,(8.073877075678503+0j)
5856,03.10.2018,00:00,22.29,(7.791748551063815+0j)
5857,03.10.2018,01:00,17.52,(7.190784495637242+0j)
5858,03.10.2018,02:00,17.56,(7.196252774927617+0j)
5859,03.10.2018,03:00,17.57,(7.197618546980705+0j)
5860,03.10.2018,04:00,16.8,(7.090899552163982+0j)
5861,03.10.2018,05:00,22.56,(7.823082997671734+0j)
5862,03.10.2018,06:00,6.86,(5.260652457773187+0j)
5863,03.10.2018,07:00,0.01,(0.5964832318220179+0j)
5864,03.10.2018,08:00,1.72,(3.3172208648991566+0j)
5865,03.10.2018,09:00,2.54,(3.777543536158704+0j)
5866,03.10.2018,10:00,2.03,(3.505609889446289+0j)
5867,03.10.2018,11:00,0.49,(2.182714496139266+0j)
5868,03.10.2018,12:00,0.2,(1.6191045924611491+0j)
5869,03.10.2018,13:00,0.0,0j
5870,03.10.2018,14:00,0.0,0j
5871,03.10.2018,15:00,0.52,(2.226380317630091+0j)
5872,03.10.2018,16:00,0.79,(2.5594143651451593+0j)
5873,03.10.2018,17:00,0.0,0j
5874,03.10.2018,18:00,0.0,0j
5875,03.10.2018,19:00,1.41,(3.1045925450346616+0j)
5876,03.10.2018,20:00,3.13,(4.049919136935232+0j)
5877,03.10.2018,21:00,5.06,(4.7531524629093385+0j)
5878,03.10.2018,22:00,4.0,(4.3949260288862595+0j)
5879,03.10.2018,23:00,1.24,(2.9744417462950143+0j)
5880,04.10.2018,00:00,0.59,(2.322107083611615+0j)
5881,04.10.2018,01:00,1.95,(3.458940646778048+0j)
5882,04.10.2018,02:00,8.64,(5.681148658053976+0j)
5883,04.10.2018,03:00,16.05,(6.983769842820104+0j)
5884,04.10.2018,04:00,27.86,(8.393155643161032+0j)
5885,04.10.2018,05:00,18.97,(7.383926239091882+0j)
5886,04.10.2018,06:00,22.81,(7.851874229483678+0j)
5887,04.10.2018,07:00,26.55,(8.259487138007099+0j)
5888,04.10.2018,08:00,20.58,(7.58717374675999+0j)
5889,04.10.2018,09:00,17.56,(7.196252774927617+0j)
5890,04.10.2018,10:00,9.44,(5.851343189504536+0j)
5891,04.10.2018,11:00,10.9,(6.138662244658552+0j)
5892,04.10.2018,12:00,8.36,(5.619103072781972+0j)
5893,04.10.2018,13:00,0.72,(2.4814702424693964+0j)
5894,04.10.2018,14:00,0.12,(1.3656057018218093+0j)
5895,04.10.2018,15:00,0.0,0j
5896,04.10.2018,16:00,0.53,(2.2405614663247913+0j)
5897,04.10.2018,17:00,4.03,(4.405885989552867+0j)
5898,04.10.2018,18:00,3.69,(4.278324235789843+0j)
5899,04.10.2018,19:00,3.37,(4.1508930118310605+0j)
5900,04.10.2018,20:00,4.64,(4.617826017172048+0j)
5901,04.10.2018,21:00,6.65,(5.206415064182802+0j)
5902,04.10.2018,22:00,5.19,(4.793514278598449+0j)
5903,04.10.2018,23:00,3.54,(4.219548600392049+0j)
5904,05.10.2018,00:00,3.45,(4.183482318365183+0j)
5905,05.10.2018,01:00,2.81,(3.9069124513173943+0j)
5906,05.10.2018,02:00,5.19,(4.793514278598449+0j)
5907,05.10.2018,03:00,10.61,(6.083731436008915+0j)
5908,05.10.2018,04:00,13.42,(6.579341232786623+0j)
5909,05.10.2018,05:00,10.76,(6.112267179246901+0j)
5910,05.10.2018,06:00,11.01,(6.159243101058639+0j)
5911,05.10.2018,07:00,7.69,(5.464792622251468+0j)
5912,05.10.2018,08:00,7.41,(5.397644886544692+0j)
5913,05.10.2018,09:00,5.42,(4.863303072941693+0j)
5914,05.10.2018,10:00,14.61,(6.768331862328652+0j)
5915,05.10.2018,11:00,27.63,(8.369995047946706+0j)
5916,05.10.2018,12:00,30.86,(8.6842079279176+0j)
5917,05.10.2018,13:00,35.03,(9.058958814216009+0j)
5918,05.10.2018,14:00,32.83,(8.865199915609685+0j)
5919,05.10.2018,15:00,39.32,(9.414618852708145+0j)
5920,05.10.2018,16:00,42.48,(9.66035476002951+0j)
5921,05.10.2018,17:00,44.63,(9.820656820163729+0j)
5922,05.10.2018,18:00,37.8,(9.291706989266737+0j)
5923,05.10.2018,19:00,36.05,(9.146044899842957+0j)
5924,05.10.2018,20:00,44.15,(9.78532246719853+0j)
5925,05.10.2018,21:00,45.2,(9.862288839432384+0j)
5926,05.10.2018,22:00,46.1,(9.927316798187775+0j)
5927,05.10.2018,23:00,46.75,(9.973756883394051+0j)
5928,06.10.2018,00:00,51.65,(10.310704682056194+0j)
5929,06.10.2018,01:00,52.24,(10.349815997516941+0j)
5930,06.10.2018,02:00,54.51,(10.497606760070148+0j)
5931,06.10.2018,03:00,57.4,(10.679941410991427+0j)
5932,06.10.2018,04:00,54.45,(10.493753719988279+0j)
5933,06.10.2018,05:00,55.16,(10.539167946305142+0j)
5934,06.10.2018,06:00,49.63,(10.174498165272716+0j)
5935,06.10.2018,07:00,44.41,(9.80449351945809+0j)
5936,06.10.2018,08:00,39.7,(9.444850217565538+0j)
5937,06.10.2018,09:00,42.25,(9.642888472462424+0j)
5938,06.10.2018,10:00,45.77,(9.903572309873027+0j)
5939,06.10.2018,11:00,44.62,(9.819923278420623+0j)
5940,06.10.2018,12:00,41.02,(9.548389460847863+0j)
5941,06.10.2018,13:00,41.82,(9.610063313107476+0j)
5942,06.10.2018,14:00,46.62,(9.964503463901979+0j)
5943,06.10.2018,15:00,52.22,(10.34849502545441+0j)
5944,06.10.2018,16:00,54.32,(10.485395745715772+0j)
5945,06.10.2018,17:00,55.98,(10.59113582035448+0j)
5946,06.10.2018,18:00,55.08,(10.534070403577013+0j)
5947,06.10.2018,19:00,54.25,(10.480889773632867+0j)
5948,06.10.2018,20:00,56.45,(10.620693801749521+0j)
5949,06.10.2018,21:00,52.41,(10.361030670829681+0j)
5950,06.10.2018,22:00,53.23,(10.414787059463805+0j)
5951,06.10.2018,23:00,51.96,(10.331291613255472+0j)
5952,07.10.2018,00:00,45.7,(9.898520938684179+0j)
5953,07.10.2018,01:00,52.19,(10.346512934805384+0j)
5954,07.10.2018,02:00,45.09,(9.854281958856424+0j)
5955,07.10.2018,03:00,44.37,(9.80154900587326+0j)
5956,07.10.2018,04:00,43.3,(9.722117632949804+0j)
5957,07.10.2018,05:00,40.08,(9.474889280565815+0j)
5958,07.10.2018,06:00,41.83,(9.610829238297066+0j)
5959,07.10.2018,07:00,40.91,(9.53984677356503+0j)
5960,07.10.2018,08:00,31.18,(8.714121474537318+0j)
5961,07.10.2018,09:00,29.1,(8.515874170564702+0j)
5962,07.10.2018,10:00,30.71,(8.670114738713213+0j)
5963,07.10.2018,11:00,32.97,(8.8777836087468+0j)
5964,07.10.2018,12:00,23.47,(7.9268858201470165+0j)
5965,07.10.2018,13:00,21.64,(7.715261635957873+0j)
5966,07.10.2018,14:00,27.35,(8.341625400285904+0j)
5967,07.10.2018,15:00,29.26,(8.531453211321192+0j)
5968,07.10.2018,16:00,29.77,(8.580735549644213+0j)
5969,07.10.2018,17:00,31.93,(8.78343811153531+0j)
5970,07.10.2018,18:00,33.13,(8.892121428928174+0j)
5971,07.10.2018,19:00,30.2,(8.621851803592385+0j)
5972,07.10.2018,20:00,13.71,(6.626396073433476+0j)
5973,07.10.2018,21:00,17.48,(7.185307886895881+0j)
5974,07.10.2018,22:00,20.88,(7.6238627783774655+0j)
5975,07.10.2018,23:00,9.64,(5.892377792343071+0j)
5976,08.10.2018,00:00,9.06,(5.7717516880501245+0j)
5977,08.10.2018,01:00,6.29,(5.110716468312665+0j)
5978,08.10.2018,02:00,7.56,(5.433823210978481+0j)
5979,08.10.2018,03:00,7.08,(5.316298102688393+0j)
5980,08.10.2018,04:00,6.33,(5.121527111776+0j)
5981,08.10.2018,05:00,7.41,(5.397644886544692+0j)
5982,08.10.2018,06:00,6.88,(5.265759890551782+0j)
5983,08.10.2018,07:00,5.98,(5.025338270543185+0j)
5984,08.10.2018,08:00,2.54,(3.777543536158704+0j)
5985,08.10.2018,09:00,0.63,(2.373440902970735+0j)
5986,08.10.2018,10:00,0.0,0j
5987,08.10.2018,11:00,1.52,(3.183313678457733+0j)
5988,08.10.2018,12:00,4.76,(4.65729652976013+0j)
5989,08.10.2018,13:00,4.83,(4.680015408948176+0j)
5990,08.10.2018,14:00,10.38,(6.039449542577824+0j)
5991,08.10.2018,15:00,18.06,(7.263916134530657+0j)
5992,08.10.2018,16:00,20.75,(7.608007634850549+0j)
5993,08.10.2018,17:00,29.45,(8.549879733383484+0j)
5994,08.10.2018,18:00,25.39,(8.137402656420214+0j)
5995,08.10.2018,19:00,30.01,(8.60373260581555+0j)
5996,08.10.2018,20:00,33.92,(8.962245865299163+0j)
5997,08.10.2018,21:00,37.51,(9.267884101363963+0j)
5998,08.10.2018,22:00,41.32,(9.571610343782204+0j)
5999,08.10.2018,23:00,36.0,(9.141814536196053+0j)
6000,09.10.2018,00:00,30.41,(8.64179008490937+0j)
6001,09.10.2018,01:00,29.89,(8.5922494655685+0j)
6002,09.10.2018,02:00,25.76,(8.176740071843973+0j)
6003,09.10.2018,03:00,28.39,(8.446044596654366+0j)
6004,09.10.2018,04:00,25.6,(8.159775832093045+0j)
6005,09.10.2018,05:00,21.99,(7.756634291098435+0j)
6006,09.10.2018,06:00,27.24,(8.330427207740254+0j)
6007,09.10.2018,07:00,24.17,(8.004922338556838+0j)
6008,09.10.2018,08:00,23.4,(7.918997245026929+0j)
6009,09.10.2018,09:00,20.6,(7.589630733248692+0j)
6010,09.10.2018,10:00,22.18,(7.77891011647458+0j)
6011,09.10.2018,11:00,21.51,(7.699781057050914+0j)
6012,09.10.2018,12:00,32.13,(8.8017389001707+0j)
6013,09.10.2018,13:00,34.68,(9.028687101138447+0j)
6014,09.10.2018,14:00,45.2,(9.862288839432384+0j)
6015,09.10.2018,15:00,51.18,(10.27933452959868+0j)
6016,09.10.2018,16:00,54.44,(10.49311127149151+0j)
6017,09.10.2018,17:00,53.62,(10.4401605165233+0j)
6018,09.10.2018,18:00,56.41,(10.618184630596724+0j)
6019,09.10.2018,19:00,54.25,(10.480889773632867+0j)
6020,09.10.2018,20:00,51.51,(10.301380352601637+0j)
6021,09.10.2018,21:00,49.31,(10.15258358296581+0j)
6022,09.10.2018,22:00,51.14,(10.276655875528322+0j)
6023,09.10.2018,23:00,44.54,(9.814050995197306+0j)
6024,10.10.2018,00:00,51.95,(10.330628798625229+0j)
6025,10.10.2018,01:00,49.25,(10.14846405174343+0j)
6026,10.10.2018,02:00,54.0,(10.464765302364704+0j)
6027,10.10.2018,03:00,56.55,(10.626961548144882+0j)
6028,10.10.2018,04:00,57.85,(10.707778047962002+0j)
6029,10.10.2018,05:00,52.54,(10.369590245053143+0j)
6030,10.10.2018,06:00,56.45,(10.620693801749521+0j)
6031,10.10.2018,07:00,56.94,(10.651335398545003+0j)
6032,10.10.2018,08:00,50.54,(10.23630738045677+0j)
6033,10.10.2018,09:00,48.63,(10.105698318322519+0j)
6034,10.10.2018,10:00,42.5,(9.661870585373709+0j)
6035,10.10.2018,11:00,50.3,(10.22007856627204+0j)
6036,10.10.2018,12:00,51.33,(10.289367070155187+0j)
6037,10.10.2018,13:00,49.77,(10.184056177624415+0j)
6038,10.10.2018,14:00,50.15,(10.209909327152241+0j)
6039,10.10.2018,15:00,43.12,(9.708627165621525+0j)
6040,10.10.2018,16:00,45.04,(9.850638162503346+0j)
6041,10.10.2018,17:00,38.85,(9.376956769441572+0j)
6042,10.10.2018,18:00,31.76,(8.767822260999486+0j)
6043,10.10.2018,19:00,35.21,(9.074448657116726+0j)
6044,10.10.2018,20:00,39.96,(9.465423850408271+0j)
6045,10.10.2018,21:00,34.3,(8.995589166617798+0j)
6046,10.10.2018,22:00,37.21,(9.243110168433898+0j)
6047,10.10.2018,23:00,31.1,(8.706662347010724+0j)
6048,11.10.2018,00:00,32.8,(8.862498757637601+0j)
6049,11.10.2018,01:00,30.77,(8.675757509416917+0j)
6050,11.10.2018,02:00,19.13,(7.404627735155612+0j)
6051,11.10.2018,03:00,22.34,(7.79757024222476+0j)
6052,11.10.2018,04:00,34.01,(8.97016537975746+0j)
6053,11.10.2018,05:00,25.67,(8.167206359267114+0j)
6054,11.10.2018,06:00,28.33,(8.440090386294123+0j)
6055,11.10.2018,07:00,37.21,(9.243110168433898+0j)
6056,11.10.2018,08:00,38.02,(9.309698369675436+0j)
6057,11.10.2018,09:00,42.21,(9.639844390980867+0j)
6058,11.10.2018,10:00,43.8,(9.759396056047626+0j)
6059,11.10.2018,11:00,41.82,(9.610063313107476+0j)
6060,11.10.2018,12:00,48.19,(10.075127438785156+0j)
6061,11.10.2018,13:00,53.65,(10.442107218137785+0j)
6062,11.10.2018,14:00,56.29,(10.6106499928843+0j)
6063,11.10.2018,15:00,57.31,(10.674356640192176+0j)
6064,11.10.2018,16:00,53.66,(10.442755957404996+0j)
6065,11.10.2018,17:00,50.45,(10.230227608260062+0j)
6066,11.10.2018,18:00,54.39,(10.489897848349583+0j)
6067,11.10.2018,19:00,56.4,(10.617557152482123+0j)
6068,11.10.2018,20:00,56.02,(10.593657819692659+0j)
6069,11.10.2018,21:00,57.51,(10.686759319843418+0j)
6070,11.10.2018,22:00,58.29,(10.73485685940525+0j)
6071,11.10.2018,23:00,59.08,(10.783135642374564+0j)
6072,12.10.2018,00:00,57.11,(10.661925071685975+0j)
6073,12.10.2018,01:00,57.14,(10.663791655245065+0j)
6074,12.10.2018,02:00,58.6,(10.753853391929974+0j)
6075,12.10.2018,03:00,55.8,(10.579771931992465+0j)
6076,12.10.2018,04:00,57.85,(10.707778047962002+0j)
6077,12.10.2018,05:00,56.78,(10.641349375675688+0j)
6078,12.10.2018,06:00,53.07,(10.404341581826104+0j)
6079,12.10.2018,07:00,52.87,(10.391255168943918+0j)
6080,12.10.2018,08:00,49.53,(10.167660003279167+0j)
6081,12.10.2018,09:00,36.31,(9.167979968393862+0j)
6082,12.10.2018,10:00,46.99,(9.99079515163451+0j)
6083,12.10.2018,11:00,52.28,(10.35245693052197+0j)
6084,12.10.2018,12:00,54.68,(10.508508375412923+0j)
6085,12.10.2018,13:00,57.41,(10.680561580635175+0j)
6086,12.10.2018,14:00,55.87,(10.584194121766638+0j)
6087,12.10.2018,15:00,55.99,(10.591766432789454+0j)
6088,12.10.2018,16:00,58.65,(10.756911070056628+0j)
6089,12.10.2018,17:00,59.04,(10.78070152589404+0j)
6090,12.10.2018,18:00,58.87,(10.770344247636535+0j)
6091,12.10.2018,19:00,58.75,(10.763021216823565+0j)
6092,12.10.2018,20:00,58.25,(10.732400791857561+0j)
6093,12.10.2018,21:00,58.57,(10.752017950113828+0j)
6094,12.10.2018,22:00,57.9,(10.710862085588744+0j)
6095,12.10.2018,23:00,57.46,(10.683661349087782+0j)
6096,13.10.2018,00:00,58.17,(10.727485281561302+0j)
6097,13.10.2018,01:00,58.9,(10.772173450159418+0j)
6098,13.10.2018,02:00,58.35,(10.738538854843837+0j)
6099,13.10.2018,03:00,58.15,(10.726255699880344+0j)
6100,13.10.2018,04:00,57.9,(10.710862085588744+0j)
6101,13.10.2018,05:00,58.0,(10.717024838436174+0j)
6102,13.10.2018,06:00,58.1,(10.723180511724458+0j)
6103,13.10.2018,07:00,58.47,(10.745895280405316+0j)
6104,13.10.2018,08:00,58.97,(10.776439175227727+0j)
6105,13.10.2018,09:00,59.04,(10.78070152589404+0j)
6106,13.10.2018,10:00,59.18,(10.789216130661213+0j)
6107,13.10.2018,11:00,57.49,(10.685520347097999+0j)
6108,13.10.2018,12:00,50.31,(10.220755796316187+0j)
6109,13.10.2018,13:00,54.01,(10.465411235660731+0j)
6110,13.10.2018,14:00,56.74,(10.63884993944149+0j)
6111,13.10.2018,15:00,57.91,(10.711478680034041+0j)
6112,13.10.2018,16:00,56.79,(10.641974051308217+0j)
6113,13.10.2018,17:00,57.19,(10.666901176519819+0j)
6114,13.10.2018,18:00,58.5,(10.747732813833814+0j)
6115,13.10.2018,19:00,57.9,(10.710862085588744+0j)
6116,13.10.2018,20:00,56.85,(10.645720565981852+0j)
6117,13.10.2018,21:00,58.69,(10.759355961571027+0j)
6118,13.10.2018,22:00,58.26,(10.733014914128976+0j)
6119,13.10.2018,23:00,58.6,(10.753853391929974+0j)
6120,14.10.2018,00:00,58.0,(10.717024838436174+0j)
6121,14.10.2018,01:00,53.95,(10.461534439145359+0j)
6122,14.10.2018,02:00,48.2,(10.075824293638588+0j)
6123,14.10.2018,03:00,44.35,(9.800076085420418+0j)
6124,14.10.2018,04:00,38.95,(9.384995313257761+0j)
6125,14.10.2018,05:00,35.15,(9.069291254097806+0j)
6126,14.10.2018,06:00,33.65,(8.938402946623206+0j)
6127,14.10.2018,07:00,38.98,(9.387404193064075+0j)
6128,14.10.2018,08:00,45.8,(9.905735606645607+0j)
