,Tarih,Saat,Toplam (MWh),KIRLARELI WindSpeed(m/s)
20191,22.05.2020,07:00,42.62,(9.67095556541858+0j)
20192,22.05.2020,08:00,13.84,(6.647274337653969+0j)
20193,22.05.2020,09:00,12.62,(6.445916732339145+0j)
20194,22.05.2020,10:00,33.57,(8.93131389600651+0j)
20195,22.05.2020,11:00,44.1,(9.781627103377636+0j)
20196,22.05.2020,12:00,45.69,(9.897798893241491+0j)
20197,22.05.2020,13:00,37.15,(9.23813941718301+0j)
20198,22.05.2020,14:00,29.45,(8.549879733383484+0j)
20199,22.05.2020,15:00,16.53,(7.052707252017477+0j)
20200,22.05.2020,16:00,13.35,(6.567881794654292+0j)
20201,22.05.2020,17:00,12.02,(6.34209965558307+0j)
20202,22.05.2020,18:00,6.45,(5.153688250421516+0j)
20203,22.05.2020,19:00,3.55,(4.223518074605315+0j)
20204,22.05.2020,20:00,0.24,(1.7205553695817593+0j)
20205,22.05.2020,21:00,0.0,0j
20206,22.05.2020,22:00,2.55,(3.7824944507840805+0j)
20207,22.05.2020,23:00,5.41,(4.86031027029484+0j)
20208,23.05.2020,00:00,6.45,(5.153688250421516+0j)
20209,23.05.2020,01:00,4.94,(4.71527712846922+0j)
20210,23.05.2020,02:00,9.0,(5.758982284194173+0j)
20211,23.05.2020,03:00,9.12,(5.784464838569775+0j)
20212,23.05.2020,04:00,18.15,(7.275962452012786+0j)
20213,23.05.2020,05:00,19.9,(7.502671500037352+0j)
20214,23.05.2020,06:00,15.07,(6.8386334073491994+0j)
20215,23.05.2020,07:00,34.32,(8.997337240732268+0j)
20216,23.05.2020,08:00,4.0,(4.3949260288862595+0j)
20217,23.05.2020,09:00,4.22,(4.474066034464833+0j)
20218,23.05.2020,10:00,0.38,(2.005361955953589+0j)
20219,23.05.2020,11:00,15.96,(6.970691591536283+0j)
20220,23.05.2020,12:00,13.86,(6.650474759110235+0j)
20221,23.05.2020,13:00,26.45,(8.24910436510359+0j)
20222,23.05.2020,14:00,35.02,(9.058096713067464+0j)
20223,23.05.2020,15:00,32.28,(8.815414712872919+0j)
20224,23.05.2020,16:00,22.76,(7.846132874533943+0j)
20225,23.05.2020,17:00,18.39,(7.307892482347015+0j)
20226,23.05.2020,18:00,10.62,(6.085642155806658+0j)
20227,23.05.2020,19:00,14.08,(6.685477902566916+0j)
20228,23.05.2020,20:00,17.09,(7.131467822322136+0j)
20229,23.05.2020,21:00,9.43,(5.849276307245152+0j)
20230,23.05.2020,22:00,3.03,(4.006321357422597+0j)
20231,23.05.2020,23:00,4.14,(4.4456133346346975+0j)
20232,24.05.2020,00:00,0.23,(1.6963189670137833+0j)
20233,24.05.2020,01:00,0.0,0j
20234,24.05.2020,02:00,0.41,(2.056803763567891+0j)
20235,24.05.2020,03:00,4.23,(4.477597264055824+0j)
20236,24.05.2020,04:00,3.85,(4.339288072141826+0j)
20237,24.05.2020,05:00,1.29,(3.0138951722903493+0j)
20238,24.05.2020,06:00,0.73,(2.492905750737912+0j)
20239,24.05.2020,07:00,2.59,(3.8021696783668686+0j)
20240,24.05.2020,08:00,0.15,(1.4710541484551216+0j)
20241,24.05.2020,09:00,1.23,(2.9664243442124514+0j)
20242,24.05.2020,10:00,3.01,(3.997487103048684+0j)
20243,24.05.2020,11:00,4.66,(4.624451314660718+0j)
20244,24.05.2020,12:00,5.54,(4.898932937115061+0j)
20245,24.05.2020,13:00,5.72,(4.951425500444711+0j)
20246,24.05.2020,14:00,10.58,(6.077992063322705+0j)
20247,24.05.2020,15:00,13.3,(6.5596719338536795+0j)
20248,24.05.2020,16:00,12.91,(6.4949177178119335+0j)
20249,24.05.2020,17:00,13.91,(6.658462365585121+0j)
20250,24.05.2020,18:00,20.66,(7.596992164374786+0j)
20251,24.05.2020,19:00,19.93,(7.506439793739762+0j)
20252,24.05.2020,20:00,15.07,(6.8386334073491994+0j)
20253,24.05.2020,21:00,13.8,(6.640864233063253+0j)
20254,24.05.2020,22:00,5.48,(4.881183024472156+0j)
20255,24.05.2020,23:00,0.13,(1.4025317136268929+0j)
20256,25.05.2020,00:00,0.0,0j
20257,25.05.2020,01:00,0.0,0j
20258,25.05.2020,02:00,0.02,(0.7515217796818838+0j)
20259,25.05.2020,03:00,1.47,(3.1480190441606077+0j)
20260,25.05.2020,04:00,0.29,(1.8325854693662575+0j)
20261,25.05.2020,05:00,0.88,(2.653133663861219+0j)
20262,25.05.2020,06:00,3.02,(4.001909105661861+0j)
20263,25.05.2020,07:00,7.91,(5.51641673414289+0j)
20264,25.05.2020,08:00,11.08,(6.172268729494583+0j)
20265,25.05.2020,09:00,16.83,(7.095117815831196+0j)
20266,25.05.2020,10:00,13.29,(6.558027493590777+0j)
20267,25.05.2020,11:00,15.94,(6.967778640260383+0j)
20268,25.05.2020,12:00,16.55,(7.0555505126568745+0j)
20269,25.05.2020,13:00,15.48,(6.900097458566981+0j)
20270,25.05.2020,14:00,17.05,(7.125899623437217+0j)
20271,25.05.2020,15:00,15.1,(6.843168311468235+0j)
20272,25.05.2020,16:00,17.06,(7.127292488919024+0j)
20273,25.05.2020,17:00,14.58,(6.7636960171369545+0j)
20274,25.05.2020,18:00,8.44,(5.636969975441924+0j)
20275,25.05.2020,19:00,9.76,(5.916726737515335+0j)
20276,25.05.2020,20:00,3.18,(4.071370379964952+0j)
20277,25.05.2020,21:00,2.75,(3.8789049474899477+0j)
20278,25.05.2020,22:00,1.53,(3.1902793761138932+0j)
20279,25.05.2020,23:00,1.8,(3.367873270607482+0j)
20280,26.05.2020,00:00,0.19,(1.5916568392288668+0j)
20281,26.05.2020,01:00,1.27,(2.9982382915769996+0j)
20282,26.05.2020,02:00,1.11,(2.8666360997435585+0j)
20283,26.05.2020,03:00,0.0,0j
20284,26.05.2020,04:00,0.0,0j
20285,26.05.2020,05:00,1.23,(2.9664243442124514+0j)
20286,26.05.2020,06:00,7.82,(5.495414944268682+0j)
20287,26.05.2020,07:00,9.23,(5.807628213914688+0j)
20288,26.05.2020,08:00,4.76,(4.65729652976013+0j)
20289,26.05.2020,09:00,8.22,(5.587559728622826+0j)
20290,26.05.2020,10:00,10.98,(6.153643786062159+0j)
20291,26.05.2020,11:00,11.68,(6.2817288615173545+0j)
20292,26.05.2020,12:00,8.08,(5.555656163681394+0j)
20293,26.05.2020,13:00,13.86,(6.650474759110235+0j)
20294,26.05.2020,14:00,10.44,(6.0510638972287945+0j)
20295,26.05.2020,15:00,8.67,(5.687716465819326+0j)
20296,26.05.2020,16:00,13.39,(6.574434936237167+0j)
20297,26.05.2020,17:00,14.95,(6.820433365455501+0j)
20298,26.05.2020,18:00,10.88,(6.134905412481133+0j)
20299,26.05.2020,19:00,8.86,(5.728964705604456+0j)
20300,26.05.2020,20:00,11.28,(6.209185090069322+0j)
20301,26.05.2020,21:00,18.07,(7.265256587806062+0j)
20302,26.05.2020,22:00,26.16,(8.218845551999614+0j)
20303,26.05.2020,23:00,32.57,(8.841734958287168+0j)
20304,27.05.2020,00:00,39.69,(9.444057132481822+0j)
20305,27.05.2020,01:00,42.04,(9.626885546111923+0j)
20306,27.05.2020,02:00,45.5,(9.884059967123601+0j)
20307,27.05.2020,03:00,49.14,(10.140902879574853+0j)
20308,27.05.2020,04:00,54.86,(10.520026661990416+0j)
20309,27.05.2020,05:00,54.76,(10.51363072980707+0j)
20310,27.05.2020,06:00,54.83,(10.518108699019562+0j)
20311,27.05.2020,07:00,55.0,(10.528967922563854+0j)
20312,27.05.2020,08:00,54.78,(10.514910538794735+0j)
20313,27.05.2020,09:00,53.1,(10.406301706511107+0j)
20314,27.05.2020,10:00,51.84,(10.323332217490554+0j)
20315,27.05.2020,11:00,52.08,(10.339238763784051+0j)
20316,27.05.2020,12:00,51.95,(10.330628798625229+0j)
20317,27.05.2020,13:00,51.42,(10.295377215838522+0j)
20318,27.05.2020,14:00,43.92,(9.768300619432646+0j)
20319,27.05.2020,15:00,30.33,(8.634205405128984+0j)
20320,27.05.2020,16:00,22.18,(7.77891011647458+0j)
20321,27.05.2020,17:00,20.9,(7.626296185110978+0j)
20322,27.05.2020,18:00,15.35,(6.880727616444135+0j)
20323,27.05.2020,19:00,6.06,(5.047648610860132+0j)
20324,27.05.2020,20:00,4.7,(4.637645255814774+0j)
20325,27.05.2020,21:00,8.05,(5.548771824332697+0j)
20326,27.05.2020,22:00,10.31,(6.025842754673054+0j)
20327,27.05.2020,23:00,8.42,(5.632513870837355+0j)
20328,28.05.2020,00:00,3.96,(4.380227169831498+0j)
20329,28.05.2020,01:00,5.33,(4.836234035111786+0j)
20330,28.05.2020,02:00,4.85,(4.68646616199092+0j)
20331,28.05.2020,03:00,10.0,(5.964832318220179+0j)
20332,28.05.2020,04:00,6.72,(5.224619460773424+0j)
20333,28.05.2020,05:00,12.74,(6.46628311326835+0j)
20334,28.05.2020,06:00,10.17,(5.998443286011692+0j)
20335,28.05.2020,07:00,5.02,(4.74059453791326+0j)
20336,28.05.2020,08:00,0.75,(2.5154672101172286+0j)
20337,28.05.2020,09:00,0.66,(2.4105319080692023+0j)
20338,28.05.2020,10:00,0.15,(1.4710541484551216+0j)
20339,28.05.2020,11:00,1.67,(3.284760652952141+0j)
20340,28.05.2020,12:00,4.79,(4.667060282719379+0j)
20341,28.05.2020,13:00,7.89,(5.51176349133226+0j)
20342,28.05.2020,14:00,1.82,(3.3803009598582845+0j)
20343,28.05.2020,15:00,0.06,(1.0838819638228558+0j)
20344,28.05.2020,16:00,0.0,0j
20345,28.05.2020,17:00,0.27,(1.7894496954660537+0j)
20346,28.05.2020,18:00,0.37,(1.987614459217727+0j)
20347,28.05.2020,19:00,1.29,(3.0138951722903493+0j)
20348,28.05.2020,20:00,0.31,(1.8737808839215773+0j)
20349,28.05.2020,21:00,6.04,(5.042089521989345+0j)
20350,28.05.2020,22:00,4.92,(4.708905124586921+0j)
20351,28.05.2020,23:00,2.23,(3.617150067862654+0j)
20352,29.05.2020,00:00,4.88,(4.696109123670108+0j)
20353,29.05.2020,01:00,9.76,(5.916726737515335+0j)
20354,29.05.2020,02:00,5.98,(5.025338270543185+0j)
20355,29.05.2020,03:00,0.12,(1.3656057018218093+0j)
20356,29.05.2020,04:00,0.94,(2.7121113983082283+0j)
20357,29.05.2020,05:00,0.0,0j
20358,29.05.2020,06:00,0.0,0j
20359,29.05.2020,07:00,0.0,0j
20360,29.05.2020,08:00,0.0,0j
20361,29.05.2020,09:00,0.0,0j
20362,29.05.2020,10:00,0.5,(2.1974630144431297+0j)
20363,29.05.2020,11:00,1.58,(3.22466003404971+0j)
20364,29.05.2020,12:00,5.63,(4.925319081251674+0j)
20365,29.05.2020,13:00,4.18,(4.459885064425922+0j)
20366,29.05.2020,14:00,0.31,(1.8737808839215773+0j)
20367,29.05.2020,15:00,10.6,(6.081819515255728+0j)
20368,29.05.2020,16:00,0.87,(2.643045605745085+0j)
20369,29.05.2020,17:00,3.55,(4.223518074605315+0j)
20370,29.05.2020,18:00,3.37,(4.1508930118310605+0j)
20371,29.05.2020,19:00,4.79,(4.667060282719379+0j)
20372,29.05.2020,20:00,7.96,(5.528015626017826+0j)
20373,29.05.2020,21:00,10.18,(6.000408700073048+0j)
20374,29.05.2020,22:00,11.1,(6.175980256985222+0j)
20375,29.05.2020,23:00,11.22,(6.19815631891261+0j)
20376,30.05.2020,00:00,12.27,(6.3857673739303955+0j)
20377,30.05.2020,01:00,11.98,(6.335056785097197+0j)
20378,30.05.2020,02:00,15.0,(6.828028509109047+0j)
20379,30.05.2020,03:00,13.53,(6.597268681708629+0j)
20380,30.05.2020,04:00,13.76,(6.634441729798313+0j)
20381,30.05.2020,05:00,13.51,(6.594016391962099+0j)
20382,30.05.2020,06:00,16.98,(7.116134282822842+0j)
20383,30.05.2020,07:00,16.54,(7.054129168840685+0j)
20384,30.05.2020,08:00,6.34,(5.124222652858807+0j)
20385,30.05.2020,09:00,5.39,(4.854313582810763+0j)
20386,30.05.2020,10:00,4.11,(4.434849095575511+0j)
20387,30.05.2020,11:00,4.37,(4.526460328337886+0j)
20388,30.05.2020,12:00,14.73,(6.786812041045825+0j)
20389,30.05.2020,13:00,17.17,(7.142578208850462+0j)
20390,30.05.2020,14:00,15.65,(6.925264310144895+0j)
20391,30.05.2020,15:00,25.7,(8.170386735896688+0j)
20392,30.05.2020,16:00,32.0,(8.789852057772519+0j)
20393,30.05.2020,17:00,22.29,(7.791748551063815+0j)
20394,30.05.2020,18:00,32.38,(8.824508400683397+0j)
20395,30.05.2020,19:00,17.07,(7.12868481020643+0j)
20396,30.05.2020,20:00,17.0,(7.118927114460756+0j)
20397,30.05.2020,21:00,18.94,(7.380031762504952+0j)
20398,30.05.2020,22:00,25.9,(8.191526252460951+0j)
20399,30.05.2020,23:00,42.05,(9.62764879716928+0j)
20400,31.05.2020,00:00,33.75,(8.947248477330268+0j)
20401,31.05.2020,01:00,23.2,(7.896371415302053+0j)
20402,31.05.2020,02:00,32.42,(8.828140633405019+0j)
20403,31.05.2020,03:00,26.22,(8.2251242752605+0j)
20404,31.05.2020,04:00,18.61,(7.336918537979427+0j)
20405,31.05.2020,05:00,14.12,(6.691802861781613+0j)
20406,31.05.2020,06:00,19.17,(7.409785060685155+0j)
20407,31.05.2020,07:00,14.51,(6.752854260030196+0j)
20408,31.05.2020,08:00,14.33,(6.72481440380344+0j)
20409,31.05.2020,09:00,13.14,(6.533261292820253+0j)
20410,31.05.2020,10:00,16.29,(7.018407829629987+0j)
20411,31.05.2020,11:00,11.42,(6.234767660110586+0j)
20412,31.05.2020,12:00,7.38,(5.39035076294702+0j)
20413,31.05.2020,13:00,6.63,(5.201190359153891+0j)
20414,31.05.2020,14:00,9.73,(5.91065829557789+0j)
20415,31.05.2020,15:00,10.1,(5.984649182462324+0j)
20416,31.05.2020,16:00,13.73,(6.629616679565536+0j)
20417,31.05.2020,17:00,22.08,(7.767201925816133+0j)
20418,31.05.2020,18:00,1.06,(2.8229305550059274+0j)
20419,31.05.2020,19:00,1.88,(3.417046240388356+0j)
20420,31.05.2020,20:00,0.44,(2.1057935845127713+0j)
20421,31.05.2020,21:00,2.4,(3.7068241743475703+0j)
20422,31.05.2020,22:00,1.26,(2.990348154334324+0j)
20423,31.05.2020,23:00,5.95,(5.016920602740167+0j)
20424,01.06.2020,00:00,5.6,(4.916555149780764+0j)
20425,01.06.2020,01:00,8.21,(5.585292969863476+0j)
20426,01.06.2020,02:00,11.75,(6.294252990950707+0j)
20427,01.06.2020,03:00,8.82,(5.720330231771989+0j)
20428,01.06.2020,04:00,3.79,(4.316628191382108+0j)
20429,01.06.2020,05:00,0.5,(2.1974630144431297+0j)
20430,01.06.2020,06:00,0.0,0j
20431,01.06.2020,07:00,0.47,(2.152604243364713+0j)
20432,01.06.2020,08:00,4.62,(4.611181654013403+0j)
20433,01.06.2020,09:00,3.59,(4.239321844201168+0j)
20434,01.06.2020,10:00,1.05,(2.8140253521264853+0j)
20435,01.06.2020,11:00,1.56,(3.21099605644287+0j)
20436,01.06.2020,12:00,6.56,(5.182820714444367+0j)
20437,01.06.2020,13:00,7.42,(5.400071885471805+0j)
20438,01.06.2020,14:00,8.92,(5.74186782285202+0j)
20439,01.06.2020,15:00,2.45,(3.732389286860691+0j)
20440,01.06.2020,16:00,1.43,(3.119202607498274+0j)
20441,01.06.2020,17:00,0.57,(2.2955663924546807+0j)
20442,01.06.2020,18:00,0.0,0j
20443,01.06.2020,19:00,0.0,0j
20444,01.06.2020,20:00,0.0,0j
20445,01.06.2020,21:00,0.0,0j
20446,01.06.2020,22:00,0.0,0j
20447,01.06.2020,23:00,0.3,(1.8534120871737854+0j)
20448,02.06.2020,00:00,3.05,(4.015116822222433+0j)
20449,02.06.2020,01:00,12.24,(6.3805587522277865+0j)
20450,02.06.2020,02:00,9.37,(5.836844226604453+0j)
20451,02.06.2020,03:00,7.31,(5.373253930685604+0j)
20452,02.06.2020,04:00,2.79,(3.8976213045891703+0j)
20453,02.06.2020,05:00,1.65,(3.271595138313588+0j)
20454,02.06.2020,06:00,1.99,(3.4824316256838217+0j)
20455,02.06.2020,07:00,1.03,(2.7960438684337316+0j)
20456,02.06.2020,08:00,0.0,0j
20457,02.06.2020,09:00,0.0,0j
20458,02.06.2020,10:00,0.0,0j
20459,02.06.2020,11:00,0.0,0j
20460,02.06.2020,12:00,3.01,(3.997487103048684+0j)
20461,02.06.2020,13:00,3.58,(4.235381951741679+0j)
20462,02.06.2020,14:00,5.44,(4.869277652748975+0j)
20463,02.06.2020,15:00,1.13,(2.8837507505879074+0j)
20464,02.06.2020,16:00,1.29,(3.0138951722903493+0j)
20465,02.06.2020,17:00,0.47,(2.152604243364713+0j)
20466,02.06.2020,18:00,2.11,(3.5510685648423332+0j)
20467,02.06.2020,19:00,0.67,(2.422645337154417+0j)
20468,02.06.2020,20:00,2.08,(3.5341584582873007+0j)
20469,02.06.2020,21:00,3.1,(4.036938537839252+0j)
20470,02.06.2020,22:00,2.18,(3.589911458455843+0j)
20471,02.06.2020,23:00,10.77,(6.114160108193945+0j)
20472,03.06.2020,00:00,9.49,(5.86165576492861+0j)
20473,03.06.2020,01:00,4.73,(4.647491665959059+0j)
20474,03.06.2020,02:00,1.85,(3.398772916529124+0j)
20475,03.06.2020,03:00,3.51,(4.207595140880678+0j)
20476,03.06.2020,04:00,5.4,(4.857313777383447+0j)
20477,03.06.2020,05:00,0.04,(0.9468581096756626+0j)
20478,03.06.2020,06:00,0.22,(1.6713694756417292+0j)
20479,03.06.2020,07:00,0.0,0j
20480,03.06.2020,08:00,0.0,0j
20481,03.06.2020,09:00,0.0,0j
20482,03.06.2020,10:00,0.0,0j
20483,03.06.2020,11:00,0.21,(1.64565200907971+0j)
20484,03.06.2020,12:00,2.29,(3.6493041992086055+0j)
20485,03.06.2020,13:00,1.69,(3.2978214688793486+0j)
20486,03.06.2020,14:00,0.66,(2.4105319080692023+0j)
20487,03.06.2020,15:00,3.29,(4.117783781300525+0j)
20488,03.06.2020,16:00,4.15,(4.449189855352384+0j)
20489,03.06.2020,17:00,5.37,(4.848302042812028+0j)
20490,03.06.2020,18:00,28.45,(8.451990423747754+0j)
20491,03.06.2020,19:00,11.25,(6.203675606173491+0j)
20492,03.06.2020,20:00,7.55,(5.431426288210061+0j)
20493,03.06.2020,21:00,6.03,(5.039305374807029+0j)
20494,03.06.2020,22:00,0.22,(1.6713694756417292+0j)
20495,03.06.2020,23:00,0.62,(2.360815978543417+0j)
20496,04.06.2020,00:00,7.07,(5.313793958133881+0j)
20497,04.06.2020,01:00,13.47,(6.5875021704907795+0j)
20498,04.06.2020,02:00,18.72,(7.3513458371854705+0j)
20499,04.06.2020,03:00,21.2,(7.662612428932126+0j)
20500,04.06.2020,04:00,13.45,(6.584240222856427+0j)
20501,04.06.2020,05:00,17.04,(7.124506213228945+0j)
20502,04.06.2020,06:00,30.86,(8.6842079279176+0j)
20503,04.06.2020,07:00,29.54,(8.558580431110585+0j)
20504,04.06.2020,08:00,17.55,(7.194886484259707+0j)
20505,04.06.2020,09:00,11.85,(6.312058610535846+0j)
20506,04.06.2020,10:00,11.92,(6.324463024887813+0j)
20507,04.06.2020,11:00,14.73,(6.786812041045825+0j)
20508,04.06.2020,12:00,17.89,(7.241052333163469+0j)
20509,04.06.2020,13:00,12.24,(6.3805587522277865+0j)
20510,04.06.2020,14:00,17.55,(7.194886484259707+0j)
20511,04.06.2020,15:00,29.85,(8.58841492329173+0j)
20512,04.06.2020,16:00,34.48,(9.011297445030023+0j)
20513,04.06.2020,17:00,13.25,(6.551441471089918+0j)
20514,04.06.2020,18:00,43.29,(9.721369144407856+0j)
20515,04.06.2020,19:00,44.72,(9.827253770302649+0j)
20516,04.06.2020,20:00,46.77,(9.975178963242708+0j)
20517,04.06.2020,21:00,26.76,(8.28120640027026+0j)
20518,04.06.2020,22:00,42.63,(9.671711876954113+0j)
20519,04.06.2020,23:00,35.61,(9.108682495065324+0j)
20520,05.06.2020,00:00,39.42,(9.422593292276032+0j)
20521,05.06.2020,01:00,53.88,(10.45700787527986+0j)
20522,05.06.2020,02:00,54.94,(10.525137813851021+0j)
20523,05.06.2020,03:00,54.94,(10.525137813851021+0j)
20524,05.06.2020,04:00,54.69,(10.509148942825385+0j)
20525,05.06.2020,05:00,51.02,(10.268611523219015+0j)
20526,05.06.2020,06:00,54.9,(10.522582858582815+0j)
20527,05.06.2020,07:00,50.0,(10.199719790116307+0j)
20528,05.06.2020,08:00,39.84,(9.455939451421104+0j)
20529,05.06.2020,09:00,27.2,(8.326347663891115+0j)
20530,05.06.2020,10:00,23.2,(7.896371415302053+0j)
20531,05.06.2020,11:00,21.61,(7.71169470912681+0j)
20532,05.06.2020,12:00,21.73,(7.725942676318355+0j)
20533,05.06.2020,13:00,23.82,(7.966095192377108+0j)
20534,05.06.2020,14:00,29.45,(8.549879733383484+0j)
20535,05.06.2020,15:00,35.81,(9.125703337220127+0j)
20536,05.06.2020,16:00,39.67,(9.44247056258511+0j)
20537,05.06.2020,17:00,44.91,(9.84115165421918+0j)
20538,05.06.2020,18:00,44.79,(9.83237861488738+0j)
20539,05.06.2020,19:00,43.13,(9.709377619915742+0j)
20540,05.06.2020,20:00,54.21,(10.478313191936362+0j)
20541,05.06.2020,21:00,54.97,(10.527053216589184+0j)
20542,05.06.2020,22:00,54.88,(10.521304915546374+0j)
20543,05.06.2020,23:00,45.13,(9.85719505693724+0j)
20544,06.06.2020,00:00,44.81,(9.833841875362126+0j)
20545,06.06.2020,01:00,41.53,(9.587798166942294+0j)
20546,06.06.2020,02:00,51.14,(10.276655875528322+0j)
20547,06.06.2020,03:00,48.11,(10.069549126376884+0j)
20548,06.06.2020,04:00,22.09,(7.768374333671799+0j)
20549,06.06.2020,05:00,7.09,(5.3187998904001+0j)
20550,06.06.2020,06:00,2.19,(3.5953922478186215+0j)
20551,06.06.2020,07:00,5.52,(4.893030602559872+0j)
20552,06.06.2020,08:00,3.76,(4.305208486729426+0j)
20553,06.06.2020,09:00,3.73,(4.293727876265325+0j)
20554,06.06.2020,10:00,1.69,(3.2978214688793486+0j)
20555,06.06.2020,11:00,1.4,(3.0972356630889126+0j)
20556,06.06.2020,12:00,0.31,(1.8737808839215773+0j)
20557,06.06.2020,13:00,1.18,(2.925671594752268+0j)
20558,06.06.2020,14:00,1.45,(3.133677072845525+0j)
20559,06.06.2020,15:00,3.42,(4.171320963942786+0j)
20560,06.06.2020,16:00,4.98,(4.727969725710553+0j)
20561,06.06.2020,17:00,3.07,(4.023873920458757+0j)
20562,06.06.2020,18:00,0.83,(2.6019020115454214+0j)
20563,06.06.2020,19:00,0.71,(2.4699283535617185+0j)
20564,06.06.2020,20:00,0.21,(1.64565200907971+0j)
20565,06.06.2020,21:00,0.32,(1.8937162193513253+0j)
20566,06.06.2020,22:00,1.44,(3.1264565931749275+0j)
20567,06.06.2020,23:00,0.95,(2.7216949104448203+0j)
20568,07.06.2020,00:00,0.7,(2.4582775748903822+0j)
20569,07.06.2020,01:00,0.9,(2.6730827863289486+0j)
20570,07.06.2020,02:00,2.55,(3.7824944507840805+0j)
20571,07.06.2020,03:00,0.26,(1.7670792291436503+0j)
20572,07.06.2020,04:00,0.0,0j
20573,07.06.2020,05:00,8.28,(5.601121819999596+0j)
20574,07.06.2020,06:00,24.65,(8.057566168475484+0j)
20575,07.06.2020,07:00,24.01,(7.987219619072329+0j)
20576,07.06.2020,08:00,20.65,(7.595766249852232+0j)
20577,07.06.2020,09:00,11.88,(6.3173807535383135+0j)
20578,07.06.2020,10:00,6.36,(5.129605243636331+0j)
20579,07.06.2020,11:00,7.4,(5.395215703099357+0j)
20580,07.06.2020,12:00,11.95,(6.329764337533331+0j)
20581,07.06.2020,13:00,13.61,(6.610245884920656+0j)
20582,07.06.2020,14:00,12.09,(6.354387175256052+0j)
20583,07.06.2020,15:00,9.65,(5.894414563259635+0j)
20584,07.06.2020,16:00,7.94,(5.523381914185056+0j)
20585,07.06.2020,17:00,13.68,(6.621559286259782+0j)
20586,07.06.2020,18:00,21.21,(7.663817052820692+0j)
20587,07.06.2020,19:00,31.09,(8.705729057010325+0j)
20588,07.06.2020,20:00,38.14,(9.319482610580732+0j)
20589,07.06.2020,21:00,24.59,(8.051023277925847+0j)
20590,07.06.2020,22:00,19.57,(7.460968068427454+0j)
20591,07.06.2020,23:00,21.67,(7.718825267705241+0j)
20592,08.06.2020,00:00,26.18,(8.220939525479261+0j)
20593,08.06.2020,01:00,24.31,(8.020348242193476+0j)
20594,08.06.2020,02:00,14.27,(6.715415629285984+0j)
20595,08.06.2020,03:00,16.3,(7.019843674152377+0j)
20596,08.06.2020,04:00,16.33,(7.024147687293313+0j)
20597,08.06.2020,05:00,24.4,(8.030233644444866+0j)
20598,08.06.2020,06:00,30.09,(8.611371036289205+0j)
20599,08.06.2020,07:00,25.0,(8.095522962305745+0j)
20600,08.06.2020,08:00,19.22,(7.416221638852743+0j)
20601,08.06.2020,09:00,8.72,(5.698629225625498+0j)
20602,08.06.2020,10:00,5.18,(4.790433613046438+0j)
20603,08.06.2020,11:00,4.18,(4.459885064425922+0j)
20604,08.06.2020,12:00,1.55,(3.204120240848497+0j)
20605,08.06.2020,13:00,2.02,(3.4998440733001925+0j)
20606,08.06.2020,14:00,1.04,(2.8050634272537853+0j)
20607,08.06.2020,15:00,0.35,(1.9511362042054134+0j)
20608,08.06.2020,16:00,0.0,0j
20609,08.06.2020,17:00,0.0,0j
20610,08.06.2020,18:00,0.0,0j
20611,08.06.2020,19:00,1.27,(2.9982382915769996+0j)
20612,08.06.2020,20:00,2.84,(3.9207668667299544+0j)
20613,08.06.2020,21:00,5.51,(4.890074087880801+0j)
20614,08.06.2020,22:00,5.73,(4.9543092666764+0j)
20615,08.06.2020,23:00,6.15,(5.072514276239486+0j)
20616,09.06.2020,00:00,3.78,(4.31282834065823+0j)
20617,09.06.2020,01:00,2.11,(3.5510685648423332+0j)
20618,09.06.2020,02:00,1.24,(2.9744417462950143+0j)
20619,09.06.2020,03:00,2.41,(3.7119654072530586+0j)
20620,09.06.2020,04:00,6.6,(5.193333564173037+0j)
20621,09.06.2020,05:00,4.73,(4.647491665959059+0j)
20622,09.06.2020,06:00,5.13,(4.7749705176866+0j)
20623,09.06.2020,07:00,4.91,(4.705712645557766+0j)
20624,09.06.2020,08:00,4.54,(4.584410765361787+0j)
20625,09.06.2020,09:00,2.57,(3.7923575839636032+0j)
20626,09.06.2020,10:00,1.47,(3.1480190441606077+0j)
20627,09.06.2020,11:00,1.14,(2.892232419284888+0j)
20628,09.06.2020,12:00,0.3,(1.8534120871737854+0j)
20629,09.06.2020,13:00,0.0,0j
20630,09.06.2020,14:00,1.21,(2.9502582230232868+0j)
20631,09.06.2020,15:00,4.15,(4.449189855352384+0j)
20632,09.06.2020,16:00,4.19,(4.4634387592079365+0j)
20633,09.06.2020,17:00,0.93,(2.7024596746861307+0j)
20634,09.06.2020,18:00,0.0,0j
20635,09.06.2020,19:00,0.56,(2.28206274830638+0j)
20636,09.06.2020,20:00,1.78,(3.3553531800596543+0j)
20637,09.06.2020,21:00,1.39,(3.089843664428974+0j)
20638,09.06.2020,22:00,2.12,(3.5566696286433848+0j)
20639,09.06.2020,23:00,3.57,(4.2314347155763965+0j)
20640,10.06.2020,00:00,3.13,(4.049919136935232+0j)
20641,10.06.2020,01:00,9.28,(5.818096203787268+0j)
20642,10.06.2020,02:00,4.01,(4.398585419443582+0j)
20643,10.06.2020,03:00,1.22,(2.9583633687576674+0j)
20644,10.06.2020,04:00,0.46,(2.1372279738765925+0j)
20645,10.06.2020,05:00,0.13,(1.4025317136268929+0j)
20646,10.06.2020,06:00,1.02,(2.7869657400242045+0j)
20647,10.06.2020,07:00,5.31,(4.830177380014756+0j)
