,Tarih,Saat,Toplam (MWh),YALOVA WindSpeed(m/s)
13485,16.08.2019,21:00,20.0,(7.039757752078289+0j)
13486,16.08.2019,22:00,11.0,(5.76782326615353+0j)
13487,16.08.2019,23:00,5.46,(4.566799348208051+0j)
13488,17.08.2019,00:00,5.0,(4.434769489002025+0j)
13489,17.08.2019,01:00,3.0,(3.7404294501078543+0j)
13490,17.08.2019,02:00,8.0,(5.186937860290851+0j)
13491,17.08.2019,03:00,12.0,(5.937561643914042+0j)
13492,17.08.2019,04:00,15.0,(6.396044389925575+0j)
13493,17.08.2019,05:00,16.0,(6.535132194677116+0j)
13494,17.08.2019,06:00,11.0,(5.76782326615353+0j)
13495,17.08.2019,07:00,13.0,(6.098113456976981+0j)
13496,17.08.2019,08:00,9.0,(5.394632767183229+0j)
13497,17.08.2019,09:00,17.0,(6.668538916027042+0j)
13498,17.08.2019,10:00,15.0,(6.396044389925575+0j)
13499,17.08.2019,11:00,12.0,(5.937561643914042+0j)
13500,17.08.2019,12:00,18.0,(6.796811379826778+0j)
13501,17.08.2019,13:00,34.0,(8.40183255234561+0j)
13502,17.08.2019,14:00,45.0,(9.22469227303727+0j)
13503,17.08.2019,15:00,38.0,(8.71917876144614+0j)
13504,17.08.2019,16:00,33.0,(8.318640627219+0j)
13505,17.08.2019,17:00,28.0,(7.875299152181772+0j)
13506,17.08.2019,18:00,35.0,(8.483408843919547+0j)
13507,17.08.2019,19:00,17.0,(6.668538916027042+0j)
13508,17.08.2019,20:00,27.0,(7.7804067904362775+0j)
13509,17.08.2019,21:00,12.0,(5.937561643914042+0j)
13510,17.08.2019,22:00,9.0,(5.394632767183229+0j)
13511,17.08.2019,23:00,17.69,(6.7575664833095646+0j)
13512,18.08.2019,00:00,24.0,(7.480858900215709+0j)
13513,18.08.2019,01:00,24.0,(7.480858900215709+0j)
13514,18.08.2019,02:00,16.0,(6.535132194677116+0j)
13515,18.08.2019,03:00,17.0,(6.668538916027042+0j)
13516,18.08.2019,04:00,10.0,(5.587459430625182+0j)
13517,18.08.2019,05:00,16.0,(6.535132194677116+0j)
13518,18.08.2019,06:00,14.0,(6.2506290793688075+0j)
13519,18.08.2019,07:00,13.0,(6.098113456976981+0j)
13520,18.08.2019,08:00,14.0,(6.2506290793688075+0j)
13521,18.08.2019,09:00,11.0,(5.76782326615353+0j)
13522,18.08.2019,10:00,9.0,(5.394632767183229+0j)
13523,18.08.2019,11:00,6.0,(4.712645799837591+0j)
13524,18.08.2019,12:00,10.0,(5.587459430625182+0j)
13525,18.08.2019,13:00,14.0,(6.2506290793688075+0j)
13526,18.08.2019,14:00,28.0,(7.875299152181772+0j)
13527,18.08.2019,15:00,25.0,(7.583349155249169+0j)
13528,18.08.2019,16:00,26.0,(7.683141509092493+0j)
13529,18.08.2019,17:00,25.0,(7.583349155249169+0j)
13530,18.08.2019,18:00,21.0,(7.155184132071494+0j)
13531,18.08.2019,19:00,25.0,(7.583349155249169+0j)
13532,18.08.2019,20:00,28.0,(7.875299152181772+0j)
13533,18.08.2019,21:00,28.0,(7.875299152181772+0j)
13534,18.08.2019,22:00,26.0,(7.683141509092493+0j)
13535,18.08.2019,23:00,31.32,(8.175010151459489+0j)
13536,19.08.2019,00:00,20.0,(7.039757752078289+0j)
13537,19.08.2019,01:00,15.0,(6.396044389925575+0j)
13538,19.08.2019,02:00,19.0,(6.920416769109193+0j)
13539,19.08.2019,03:00,22.0,(7.2670019451002315+0j)
13540,19.08.2019,04:00,18.0,(6.796811379826778+0j)
13541,19.08.2019,05:00,18.0,(6.796811379826778+0j)
13542,19.08.2019,06:00,29.0,(7.9679582309792645+0j)
13543,19.08.2019,07:00,22.0,(7.2670019451002315+0j)
13544,19.08.2019,08:00,10.0,(5.587459430625182+0j)
13545,19.08.2019,09:00,13.0,(6.098113456976981+0j)
13546,19.08.2019,10:00,7.0,(4.961127588026532+0j)
13547,19.08.2019,11:00,16.0,(6.535132194677116+0j)
13548,19.08.2019,12:00,13.0,(6.098113456976981+0j)
13549,19.08.2019,13:00,17.0,(6.668538916027042+0j)
13550,19.08.2019,14:00,16.0,(6.535132194677116+0j)
13551,19.08.2019,15:00,16.0,(6.535132194677116+0j)
13552,19.08.2019,16:00,22.0,(7.2670019451002315+0j)
13553,19.08.2019,17:00,26.0,(7.683141509092493+0j)
13554,19.08.2019,18:00,32.0,(8.233750615919378+0j)
13555,19.08.2019,19:00,29.0,(7.9679582309792645+0j)
13556,19.08.2019,20:00,33.0,(8.318640627219+0j)
13557,19.08.2019,21:00,32.0,(8.233750615919378+0j)
13558,19.08.2019,22:00,34.0,(8.40183255234561+0j)
13559,19.08.2019,23:00,30.6,(8.111880140523711+0j)
13560,20.08.2019,00:00,32.0,(8.233750615919378+0j)
13561,20.08.2019,01:00,31.0,(8.147073119737046+0j)
13562,20.08.2019,02:00,34.0,(8.40183255234561+0j)
13563,20.08.2019,03:00,33.0,(8.318640627219+0j)
13564,20.08.2019,04:00,29.0,(7.9679582309792645+0j)
13565,20.08.2019,05:00,31.0,(8.147073119737046+0j)
13566,20.08.2019,06:00,32.0,(8.233750615919378+0j)
13567,20.08.2019,07:00,30.0,(8.058510962929244+0j)
13568,20.08.2019,08:00,32.0,(8.233750615919378+0j)
13569,20.08.2019,09:00,31.0,(8.147073119737046+0j)
13570,20.08.2019,10:00,26.0,(7.683141509092493+0j)
13571,20.08.2019,11:00,24.0,(7.480858900215709+0j)
13572,20.08.2019,12:00,24.0,(7.480858900215709+0j)
13573,20.08.2019,13:00,26.0,(7.683141509092493+0j)
13574,20.08.2019,14:00,30.0,(8.058510962929244+0j)
13575,20.08.2019,15:00,24.0,(7.480858900215709+0j)
13576,20.08.2019,16:00,27.0,(7.7804067904362775+0j)
13577,20.08.2019,17:00,32.0,(8.233750615919378+0j)
13578,20.08.2019,18:00,34.0,(8.40183255234561+0j)
13579,20.08.2019,19:00,36.0,(8.563445729608777+0j)
13580,20.08.2019,20:00,30.0,(8.058510962929244+0j)
13581,20.08.2019,21:00,30.0,(8.058510962929244+0j)
13582,20.08.2019,22:00,22.0,(7.2670019451002315+0j)
13583,20.08.2019,23:00,28.38,(7.910765542913744+0j)
13584,21.08.2019,00:00,27.0,(7.7804067904362775+0j)
13585,21.08.2019,01:00,29.0,(7.9679582309792645+0j)
13586,21.08.2019,02:00,23.0,(7.375480653711542+0j)
13587,21.08.2019,03:00,15.0,(6.396044389925575+0j)
13588,21.08.2019,04:00,18.0,(6.796811379826778+0j)
13589,21.08.2019,05:00,15.0,(6.396044389925575+0j)
13590,21.08.2019,06:00,16.0,(6.535132194677116+0j)
13591,21.08.2019,07:00,16.0,(6.535132194677116+0j)
13592,21.08.2019,08:00,9.0,(5.394632767183229+0j)
13593,21.08.2019,09:00,7.0,(4.961127588026532+0j)
13594,21.08.2019,10:00,5.0,(4.434769489002025+0j)
13595,21.08.2019,11:00,3.0,(3.7404294501078543+0j)
13596,21.08.2019,12:00,7.0,(4.961127588026532+0j)
13597,21.08.2019,13:00,10.0,(5.587459430625182+0j)
13598,21.08.2019,14:00,11.0,(5.76782326615353+0j)
13599,21.08.2019,15:00,20.0,(7.039757752078289+0j)
13600,21.08.2019,16:00,21.0,(7.155184132071494+0j)
13601,21.08.2019,17:00,21.0,(7.155184132071494+0j)
13602,21.08.2019,18:00,15.0,(6.396044389925575+0j)
13603,21.08.2019,19:00,21.0,(7.155184132071494+0j)
13604,21.08.2019,20:00,19.0,(6.920416769109193+0j)
13605,21.08.2019,21:00,15.0,(6.396044389925575+0j)
13606,21.08.2019,22:00,7.0,(4.961127588026532+0j)
13607,21.08.2019,23:00,5.69,(4.630044214203321+0j)
13608,22.08.2019,00:00,3.0,(3.7404294501078543+0j)
13609,22.08.2019,01:00,3.0,(3.7404294501078543+0j)
13610,22.08.2019,02:00,5.0,(4.434769489002025+0j)
13611,22.08.2019,03:00,6.0,(4.712645799837591+0j)
13612,22.08.2019,04:00,4.0,(4.116875307959689+0j)
13613,22.08.2019,05:00,8.0,(5.186937860290851+0j)
13614,22.08.2019,06:00,15.0,(6.396044389925575+0j)
13615,22.08.2019,07:00,9.0,(5.394632767183229+0j)
13616,22.08.2019,08:00,6.0,(4.712645799837591+0j)
13617,22.08.2019,09:00,1.0,(2.5934689301454257+0j)
13618,22.08.2019,10:00,0.0,0j
13619,22.08.2019,11:00,1.0,(2.5934689301454257+0j)
13620,22.08.2019,12:00,2.0,(3.267566097338558+0j)
13621,22.08.2019,13:00,5.0,(4.434769489002025+0j)
13622,22.08.2019,14:00,9.0,(5.394632767183229+0j)
13623,22.08.2019,15:00,11.0,(5.76782326615353+0j)
13624,22.08.2019,16:00,18.0,(6.796811379826778+0j)
13625,22.08.2019,17:00,14.0,(6.2506290793688075+0j)
13626,22.08.2019,18:00,20.0,(7.039757752078289+0j)
13627,22.08.2019,19:00,20.0,(7.039757752078289+0j)
13628,22.08.2019,20:00,24.0,(7.480858900215709+0j)
13629,22.08.2019,21:00,27.0,(7.7804067904362775+0j)
13630,22.08.2019,22:00,23.0,(7.375480653711542+0j)
13631,22.08.2019,23:00,26.44,(7.726240093771008+0j)
13632,23.08.2019,00:00,23.0,(7.375480653711542+0j)
13633,23.08.2019,01:00,26.0,(7.683141509092493+0j)
13634,23.08.2019,02:00,27.0,(7.7804067904362775+0j)
13635,23.08.2019,03:00,27.0,(7.7804067904362775+0j)
13636,23.08.2019,04:00,19.0,(6.920416769109193+0j)
13637,23.08.2019,05:00,20.0,(7.039757752078289+0j)
13638,23.08.2019,06:00,21.0,(7.155184132071494+0j)
13639,23.08.2019,07:00,16.0,(6.535132194677116+0j)
13640,23.08.2019,08:00,7.0,(4.961127588026532+0j)
13641,23.08.2019,09:00,8.0,(5.186937860290851+0j)
13642,23.08.2019,10:00,8.0,(5.186937860290851+0j)
13643,23.08.2019,11:00,12.0,(5.937561643914042+0j)
13644,23.08.2019,12:00,13.0,(6.098113456976981+0j)
13645,23.08.2019,13:00,14.0,(6.2506290793688075+0j)
13646,23.08.2019,14:00,22.0,(7.2670019451002315+0j)
13647,23.08.2019,15:00,25.0,(7.583349155249169+0j)
13648,23.08.2019,16:00,41.0,(8.942844277324411+0j)
13649,23.08.2019,17:00,26.0,(7.683141509092493+0j)
13650,23.08.2019,18:00,22.0,(7.2670019451002315+0j)
13651,23.08.2019,19:00,22.0,(7.2670019451002315+0j)
13652,23.08.2019,20:00,21.0,(7.155184132071494+0j)
13653,23.08.2019,21:00,24.0,(7.480858900215709+0j)
13654,23.08.2019,22:00,21.0,(7.155184132071494+0j)
13655,23.08.2019,23:00,23.27,(7.404229028294718+0j)
13656,24.08.2019,00:00,24.0,(7.480858900215709+0j)
13657,24.08.2019,01:00,29.0,(7.9679582309792645+0j)
13658,24.08.2019,02:00,27.0,(7.7804067904362775+0j)
13659,24.08.2019,03:00,24.0,(7.480858900215709+0j)
13660,24.08.2019,04:00,22.0,(7.2670019451002315+0j)
13661,24.08.2019,05:00,22.0,(7.2670019451002315+0j)
13662,24.08.2019,06:00,23.0,(7.375480653711542+0j)
13663,24.08.2019,07:00,22.0,(7.2670019451002315+0j)
13664,24.08.2019,08:00,16.0,(6.535132194677116+0j)
13665,24.08.2019,09:00,13.0,(6.098113456976981+0j)
13666,24.08.2019,10:00,9.0,(5.394632767183229+0j)
13667,24.08.2019,11:00,8.0,(5.186937860290851+0j)
13668,24.08.2019,12:00,9.0,(5.394632767183229+0j)
13669,24.08.2019,13:00,10.0,(5.587459430625182+0j)
13670,24.08.2019,14:00,17.0,(6.668538916027042+0j)
13671,24.08.2019,15:00,21.0,(7.155184132071494+0j)
13672,24.08.2019,16:00,32.0,(8.233750615919378+0j)
13673,24.08.2019,17:00,32.0,(8.233750615919378+0j)
13674,24.08.2019,18:00,35.0,(8.483408843919547+0j)
13675,24.08.2019,19:00,40.0,(8.86953897800405+0j)
13676,24.08.2019,20:00,34.0,(8.40183255234561+0j)
13677,24.08.2019,21:00,37.0,(8.642013840595439+0j)
13678,24.08.2019,22:00,38.0,(8.71917876144614+0j)
13679,24.08.2019,23:00,34.79,(8.466407979029766+0j)
13680,25.08.2019,00:00,37.0,(8.642013840595439+0j)
13681,25.08.2019,01:00,34.0,(8.40183255234561+0j)
13682,25.08.2019,02:00,34.0,(8.40183255234561+0j)
13683,25.08.2019,03:00,31.0,(8.147073119737046+0j)
13684,25.08.2019,04:00,31.0,(8.147073119737046+0j)
13685,25.08.2019,05:00,28.0,(7.875299152181772+0j)
13686,25.08.2019,06:00,30.0,(8.058510962929244+0j)
13687,25.08.2019,07:00,21.0,(7.155184132071494+0j)
13688,25.08.2019,08:00,22.0,(7.2670019451002315+0j)
13689,25.08.2019,09:00,17.0,(6.668538916027042+0j)
13690,25.08.2019,10:00,16.0,(6.535132194677116+0j)
13691,25.08.2019,11:00,14.0,(6.2506290793688075+0j)
13692,25.08.2019,12:00,12.0,(5.937561643914042+0j)
13693,25.08.2019,13:00,23.0,(7.375480653711542+0j)
13694,25.08.2019,14:00,28.0,(7.875299152181772+0j)
13695,25.08.2019,15:00,32.0,(8.233750615919378+0j)
13696,25.08.2019,16:00,36.0,(8.563445729608777+0j)
13697,25.08.2019,17:00,36.0,(8.563445729608777+0j)
13698,25.08.2019,18:00,36.0,(8.563445729608777+0j)
13699,25.08.2019,19:00,29.0,(7.9679582309792645+0j)
13700,25.08.2019,20:00,31.0,(8.147073119737046+0j)
13701,25.08.2019,21:00,33.0,(8.318640627219+0j)
13702,25.08.2019,22:00,29.0,(7.9679582309792645+0j)
13703,25.08.2019,23:00,31.69,(8.207076140224967+0j)
13704,26.08.2019,00:00,31.0,(8.147073119737046+0j)
13705,26.08.2019,01:00,33.0,(8.318640627219+0j)
13706,26.08.2019,02:00,34.0,(8.40183255234561+0j)
13707,26.08.2019,03:00,34.0,(8.40183255234561+0j)
13708,26.08.2019,04:00,34.0,(8.40183255234561+0j)
13709,26.08.2019,05:00,33.0,(8.318640627219+0j)
13710,26.08.2019,06:00,32.0,(8.233750615919378+0j)
13711,26.08.2019,07:00,33.0,(8.318640627219+0j)
13712,26.08.2019,08:00,34.0,(8.40183255234561+0j)
13713,26.08.2019,09:00,33.0,(8.318640627219+0j)
13714,26.08.2019,10:00,33.0,(8.318640627219+0j)
13715,26.08.2019,11:00,25.0,(7.583349155249169+0j)
13716,26.08.2019,12:00,23.0,(7.375480653711542+0j)
13717,26.08.2019,13:00,25.0,(7.583349155249169+0j)
13718,26.08.2019,14:00,31.0,(8.147073119737046+0j)
13719,26.08.2019,15:00,38.0,(8.71917876144614+0j)
13720,26.08.2019,16:00,43.0,(9.085954019544717+0j)
13721,26.08.2019,17:00,44.0,(9.155848720258769+0j)
13722,26.08.2019,18:00,39.0,(8.795001513010876+0j)
13723,26.08.2019,19:00,36.0,(8.563445729608777+0j)
13724,26.08.2019,20:00,34.0,(8.40183255234561+0j)
13725,26.08.2019,21:00,34.0,(8.40183255234561+0j)
13726,26.08.2019,22:00,32.0,(8.233750615919378+0j)
13727,26.08.2019,23:00,27.91,(7.8668522749611265+0j)
13728,27.08.2019,00:00,30.0,(8.058510962929244+0j)
13729,27.08.2019,01:00,30.0,(8.058510962929244+0j)
13730,27.08.2019,02:00,31.0,(8.147073119737046+0j)
13731,27.08.2019,03:00,31.0,(8.147073119737046+0j)
13732,27.08.2019,04:00,27.0,(7.7804067904362775+0j)
13733,27.08.2019,05:00,28.0,(7.875299152181772+0j)
13734,27.08.2019,06:00,32.0,(8.233750615919378+0j)
13735,27.08.2019,07:00,34.0,(8.40183255234561+0j)
13736,27.08.2019,08:00,33.0,(8.318640627219+0j)
13737,27.08.2019,09:00,34.0,(8.40183255234561+0j)
13738,27.08.2019,10:00,41.0,(8.942844277324411+0j)
13739,27.08.2019,11:00,34.0,(8.40183255234561+0j)
13740,27.08.2019,12:00,37.0,(8.642013840595439+0j)
13741,27.08.2019,13:00,36.0,(8.563445729608777+0j)
13742,27.08.2019,14:00,36.0,(8.563445729608777+0j)
13743,27.08.2019,15:00,36.0,(8.563445729608777+0j)
13744,27.08.2019,16:00,42.0,(9.014967103870655+0j)
13745,27.08.2019,17:00,43.0,(9.085954019544717+0j)
13746,27.08.2019,18:00,42.0,(9.014967103870655+0j)
13747,27.08.2019,19:00,41.0,(8.942844277324411+0j)
13748,27.08.2019,20:00,42.0,(9.014967103870655+0j)
13749,27.08.2019,21:00,41.0,(8.942844277324411+0j)
13750,27.08.2019,22:00,40.0,(8.86953897800405+0j)
13751,27.08.2019,23:00,40.11,(8.87766194722289+0j)
13752,28.08.2019,00:00,39.0,(8.795001513010876+0j)
13753,28.08.2019,01:00,40.0,(8.86953897800405+0j)
13754,28.08.2019,02:00,39.0,(8.795001513010876+0j)
13755,28.08.2019,03:00,35.0,(8.483408843919547+0j)
13756,28.08.2019,04:00,40.0,(8.86953897800405+0j)
13757,28.08.2019,05:00,41.0,(8.942844277324411+0j)
13758,28.08.2019,06:00,38.0,(8.71917876144614+0j)
13759,28.08.2019,07:00,34.0,(8.40183255234561+0j)
13760,28.08.2019,08:00,27.0,(7.7804067904362775+0j)
13761,28.08.2019,09:00,26.0,(7.683141509092493+0j)
13762,28.08.2019,10:00,33.0,(8.318640627219+0j)
13763,28.08.2019,11:00,36.0,(8.563445729608777+0j)
13764,28.08.2019,12:00,36.0,(8.563445729608777+0j)
13765,28.08.2019,13:00,41.0,(8.942844277324411+0j)
13766,28.08.2019,14:00,39.0,(8.795001513010876+0j)
13767,28.08.2019,15:00,41.0,(8.942844277324411+0j)
13768,28.08.2019,16:00,43.0,(9.085954019544717+0j)
13769,28.08.2019,17:00,39.0,(8.795001513010876+0j)
13770,28.08.2019,18:00,45.0,(9.22469227303727+0j)
13771,28.08.2019,19:00,37.0,(8.642013840595439+0j)
13772,28.08.2019,20:00,42.0,(9.014967103870655+0j)
13773,28.08.2019,21:00,43.0,(9.085954019544717+0j)
13774,28.08.2019,22:00,43.0,(9.085954019544717+0j)
13775,28.08.2019,23:00,41.24,(8.960259792155163+0j)
13776,29.08.2019,00:00,37.0,(8.642013840595439+0j)
13777,29.08.2019,01:00,35.0,(8.483408843919547+0j)
13778,29.08.2019,02:00,33.0,(8.318640627219+0j)
13779,29.08.2019,03:00,32.0,(8.233750615919378+0j)
13780,29.08.2019,04:00,30.0,(8.058510962929244+0j)
13781,29.08.2019,05:00,30.0,(8.058510962929244+0j)
13782,29.08.2019,06:00,29.0,(7.9679582309792645+0j)
13783,29.08.2019,07:00,27.0,(7.7804067904362775+0j)
13784,29.08.2019,08:00,18.0,(6.796811379826778+0j)
13785,29.08.2019,09:00,23.0,(7.375480653711542+0j)
13786,29.08.2019,10:00,18.0,(6.796811379826778+0j)
13787,29.08.2019,11:00,22.0,(7.2670019451002315+0j)
13788,29.08.2019,12:00,24.0,(7.480858900215709+0j)
13789,29.08.2019,13:00,23.0,(7.375480653711542+0j)
13790,29.08.2019,14:00,27.0,(7.7804067904362775+0j)
13791,29.08.2019,15:00,39.0,(8.795001513010876+0j)
13792,29.08.2019,16:00,38.0,(8.71917876144614+0j)
13793,29.08.2019,17:00,36.0,(8.563445729608777+0j)
13794,29.08.2019,18:00,42.0,(9.014967103870655+0j)
13795,29.08.2019,19:00,41.0,(8.942844277324411+0j)
13796,29.08.2019,20:00,40.0,(8.86953897800405+0j)
13797,29.08.2019,21:00,36.0,(8.563445729608777+0j)
13798,29.08.2019,22:00,36.0,(8.563445729608777+0j)
13799,29.08.2019,23:00,30.75,(8.12511324740862+0j)
13800,30.08.2019,00:00,24.0,(7.480858900215709+0j)
13801,30.08.2019,01:00,25.0,(7.583349155249169+0j)
13802,30.08.2019,02:00,23.0,(7.375480653711542+0j)
13803,30.08.2019,03:00,21.0,(7.155184132071494+0j)
13804,30.08.2019,04:00,23.0,(7.375480653711542+0j)
13805,30.08.2019,05:00,29.0,(7.9679582309792645+0j)
13806,30.08.2019,06:00,28.0,(7.875299152181772+0j)
13807,30.08.2019,07:00,23.0,(7.375480653711542+0j)
13808,30.08.2019,08:00,17.0,(6.668538916027042+0j)
13809,30.08.2019,09:00,15.0,(6.396044389925575+0j)
13810,30.08.2019,10:00,15.0,(6.396044389925575+0j)
13811,30.08.2019,11:00,19.0,(6.920416769109193+0j)
13812,30.08.2019,12:00,33.0,(8.318640627219+0j)
13813,30.08.2019,13:00,32.0,(8.233750615919378+0j)
13814,30.08.2019,14:00,30.0,(8.058510962929244+0j)
13815,30.08.2019,15:00,31.0,(8.147073119737046+0j)
13816,30.08.2019,16:00,39.0,(8.795001513010876+0j)
13817,30.08.2019,17:00,34.0,(8.40183255234561+0j)
13818,30.08.2019,18:00,40.0,(8.86953897800405+0j)
13819,30.08.2019,19:00,38.0,(8.71917876144614+0j)
13820,30.08.2019,20:00,37.0,(8.642013840595439+0j)
13821,30.08.2019,21:00,37.0,(8.642013840595439+0j)
13822,30.08.2019,22:00,36.0,(8.563445729608777+0j)
13823,30.08.2019,23:00,34.85,(8.471272334009194+0j)
13824,31.08.2019,00:00,35.0,(8.483408843919547+0j)
13825,31.08.2019,01:00,32.0,(8.233750615919378+0j)
13826,31.08.2019,02:00,24.0,(7.480858900215709+0j)
13827,31.08.2019,03:00,15.0,(6.396044389925575+0j)
13828,31.08.2019,04:00,22.0,(7.2670019451002315+0j)
13829,31.08.2019,05:00,25.0,(7.583349155249169+0j)
13830,31.08.2019,06:00,20.0,(7.039757752078289+0j)
13831,31.08.2019,07:00,23.0,(7.375480653711542+0j)
13832,31.08.2019,08:00,25.0,(7.583349155249169+0j)
13833,31.08.2019,09:00,26.0,(7.683141509092493+0j)
13834,31.08.2019,10:00,27.0,(7.7804067904362775+0j)
13835,31.08.2019,11:00,18.0,(6.796811379826778+0j)
13836,31.08.2019,12:00,16.0,(6.535132194677116+0j)
13837,31.08.2019,13:00,22.0,(7.2670019451002315+0j)
13838,31.08.2019,14:00,23.0,(7.375480653711542+0j)
13839,31.08.2019,15:00,23.0,(7.375480653711542+0j)
13840,31.08.2019,16:00,30.0,(8.058510962929244+0j)
13841,31.08.2019,17:00,37.0,(8.642013840595439+0j)
13842,31.08.2019,18:00,39.0,(8.795001513010876+0j)
13843,31.08.2019,19:00,36.0,(8.563445729608777+0j)
13844,31.08.2019,20:00,40.0,(8.86953897800405+0j)
13845,31.08.2019,21:00,39.0,(8.795001513010876+0j)
13846,31.08.2019,22:00,37.0,(8.642013840595439+0j)
13847,31.08.2019,23:00,31.95,(8.229459968651588+0j)
13848,01.09.2019,00:00,31.0,(8.147073119737046+0j)
13849,01.09.2019,01:00,30.0,(8.058510962929244+0j)
13850,01.09.2019,02:00,29.0,(7.9679582309792645+0j)
13851,01.09.2019,03:00,23.0,(7.375480653711542+0j)
13852,01.09.2019,04:00,28.0,(7.875299152181772+0j)
13853,01.09.2019,05:00,32.0,(8.233750615919378+0j)
13854,01.09.2019,06:00,30.0,(8.058510962929244+0j)
13855,01.09.2019,07:00,24.0,(7.480858900215709+0j)
13856,01.09.2019,08:00,20.0,(7.039757752078289+0j)
13857,01.09.2019,09:00,19.0,(6.920416769109193+0j)
13858,01.09.2019,10:00,11.0,(5.76782326615353+0j)
13859,01.09.2019,11:00,16.0,(6.535132194677116+0j)
13860,01.09.2019,12:00,17.0,(6.668538916027042+0j)
13861,01.09.2019,13:00,28.0,(7.875299152181772+0j)
13862,01.09.2019,14:00,32.0,(8.233750615919378+0j)
13863,01.09.2019,15:00,34.0,(8.40183255234561+0j)
13864,01.09.2019,16:00,36.0,(8.563445729608777+0j)
13865,01.09.2019,17:00,38.0,(8.71917876144614+0j)
13866,01.09.2019,18:00,37.0,(8.642013840595439+0j)
13867,01.09.2019,19:00,35.0,(8.483408843919547+0j)
13868,01.09.2019,20:00,33.0,(8.318640627219+0j)
13869,01.09.2019,21:00,35.0,(8.483408843919547+0j)
13870,01.09.2019,22:00,32.0,(8.233750615919378+0j)
13871,01.09.2019,23:00,35.17,(8.497121708934058+0j)
13872,02.09.2019,00:00,26.0,(7.683141509092493+0j)
13873,02.09.2019,01:00,34.0,(8.40183255234561+0j)
13874,02.09.2019,02:00,31.0,(8.147073119737046+0j)
13875,02.09.2019,03:00,26.0,(7.683141509092493+0j)
13876,02.09.2019,04:00,27.0,(7.7804067904362775+0j)
13877,02.09.2019,05:00,25.0,(7.583349155249169+0j)
13878,02.09.2019,06:00,23.0,(7.375480653711542+0j)
13879,02.09.2019,07:00,22.0,(7.2670019451002315+0j)
13880,02.09.2019,08:00,20.0,(7.039757752078289+0j)
13881,02.09.2019,09:00,18.0,(6.796811379826778+0j)
13882,02.09.2019,10:00,11.0,(5.76782326615353+0j)
13883,02.09.2019,11:00,13.0,(6.098113456976981+0j)
13884,02.09.2019,12:00,17.0,(6.668538916027042+0j)
13885,02.09.2019,13:00,27.0,(7.7804067904362775+0j)
13886,02.09.2019,14:00,35.0,(8.483408843919547+0j)
13887,02.09.2019,15:00,32.0,(8.233750615919378+0j)
13888,02.09.2019,16:00,39.0,(8.795001513010876+0j)
13889,02.09.2019,17:00,40.0,(8.86953897800405+0j)
13890,02.09.2019,18:00,36.0,(8.563445729608777+0j)
13891,02.09.2019,19:00,37.0,(8.642013840595439+0j)
13892,02.09.2019,20:00,31.0,(8.147073119737046+0j)
13893,02.09.2019,21:00,33.0,(8.318640627219+0j)
13894,02.09.2019,22:00,34.0,(8.40183255234561+0j)
13895,02.09.2019,23:00,32.85,(8.306017480926233+0j)
13896,03.09.2019,00:00,29.0,(7.9679582309792645+0j)
13897,03.09.2019,01:00,29.0,(7.9679582309792645+0j)
13898,03.09.2019,02:00,29.0,(7.9679582309792645+0j)
13899,03.09.2019,03:00,32.0,(8.233750615919378+0j)
13900,03.09.2019,04:00,34.0,(8.40183255234561+0j)
13901,03.09.2019,05:00,29.0,(7.9679582309792645+0j)
13902,03.09.2019,06:00,33.0,(8.318640627219+0j)
13903,03.09.2019,07:00,33.0,(8.318640627219+0j)
13904,03.09.2019,08:00,28.0,(7.875299152181772+0j)
13905,03.09.2019,09:00,35.0,(8.483408843919547+0j)
13906,03.09.2019,10:00,23.0,(7.375480653711542+0j)
13907,03.09.2019,11:00,31.0,(8.147073119737046+0j)
13908,03.09.2019,12:00,34.0,(8.40183255234561+0j)
13909,03.09.2019,13:00,44.0,(9.155848720258769+0j)
13910,03.09.2019,14:00,36.0,(8.563445729608777+0j)
13911,03.09.2019,15:00,40.0,(8.86953897800405+0j)
13912,03.09.2019,16:00,37.0,(8.642013840595439+0j)
13913,03.09.2019,17:00,36.0,(8.563445729608777+0j)
13914,03.09.2019,18:00,42.0,(9.014967103870655+0j)
13915,03.09.2019,19:00,35.0,(8.483408843919547+0j)
13916,03.09.2019,20:00,40.0,(8.86953897800405+0j)
13917,03.09.2019,21:00,36.0,(8.563445729608777+0j)
13918,03.09.2019,22:00,42.0,(9.014967103870655+0j)
13919,03.09.2019,23:00,34.85,(8.471272334009194+0j)
13920,04.09.2019,00:00,33.0,(8.318640627219+0j)
13921,04.09.2019,01:00,37.0,(8.642013840595439+0j)
13922,04.09.2019,02:00,35.0,(8.483408843919547+0j)
13923,04.09.2019,03:00,37.0,(8.642013840595439+0j)
13924,04.09.2019,04:00,38.0,(8.71917876144614+0j)
13925,04.09.2019,05:00,39.0,(8.795001513010876+0j)
13926,04.09.2019,06:00,32.0,(8.233750615919378+0j)
13927,04.09.2019,07:00,35.0,(8.483408843919547+0j)
13928,04.09.2019,08:00,25.0,(7.583349155249169+0j)
13929,04.09.2019,09:00,29.0,(7.9679582309792645+0j)
13930,04.09.2019,10:00,37.0,(8.642013840595439+0j)
13931,04.09.2019,11:00,36.0,(8.563445729608777+0j)
13932,04.09.2019,12:00,40.0,(8.86953897800405+0j)
13933,04.09.2019,13:00,40.0,(8.86953897800405+0j)
