,Tarih,Saat,Toplam (MWh),YALOVA WindSpeed(m/s)
5863,03.10.2018,07:00,0.0,0j
5864,03.10.2018,08:00,0.0,0j
5865,03.10.2018,09:00,0.0,0j
5866,03.10.2018,10:00,0.0,0j
5867,03.10.2018,11:00,0.0,0j
5868,03.10.2018,12:00,0.0,0j
5869,03.10.2018,13:00,0.0,0j
5870,03.10.2018,14:00,0.0,0j
5871,03.10.2018,15:00,1.0,(2.5934689301454257+0j)
5872,03.10.2018,16:00,1.0,(2.5934689301454257+0j)
5873,03.10.2018,17:00,0.0,0j
5874,03.10.2018,18:00,0.0,0j
5875,03.10.2018,19:00,0.0,0j
5876,03.10.2018,20:00,1.0,(2.5934689301454257+0j)
5877,03.10.2018,21:00,1.0,(2.5934689301454257+0j)
5878,03.10.2018,22:00,1.0,(2.5934689301454257+0j)
5879,03.10.2018,23:00,0.98,(2.576062573935856+0j)
5880,04.10.2018,00:00,1.0,(2.5934689301454257+0j)
5881,04.10.2018,01:00,0.0,0j
5882,04.10.2018,02:00,1.0,(2.5934689301454257+0j)
5883,04.10.2018,03:00,0.0,0j
5884,04.10.2018,04:00,0.0,0j
5885,04.10.2018,05:00,1.0,(2.5934689301454257+0j)
5886,04.10.2018,06:00,11.0,(5.76782326615353+0j)
5887,04.10.2018,07:00,32.0,(8.233750615919378+0j)
5888,04.10.2018,08:00,44.0,(9.155848720258769+0j)
5889,04.10.2018,09:00,34.0,(8.40183255234561+0j)
5890,04.10.2018,10:00,29.0,(7.9679582309792645+0j)
5891,04.10.2018,11:00,30.0,(8.058510962929244+0j)
5892,04.10.2018,12:00,14.0,(6.2506290793688075+0j)
5893,04.10.2018,13:00,12.0,(5.937561643914042+0j)
5894,04.10.2018,14:00,6.0,(4.712645799837591+0j)
5895,04.10.2018,15:00,3.0,(3.7404294501078543+0j)
5896,04.10.2018,16:00,1.0,(2.5934689301454257+0j)
5897,04.10.2018,17:00,6.0,(4.712645799837591+0j)
5898,04.10.2018,18:00,6.0,(4.712645799837591+0j)
5899,04.10.2018,19:00,14.0,(6.2506290793688075+0j)
5900,04.10.2018,20:00,24.0,(7.480858900215709+0j)
5901,04.10.2018,21:00,32.0,(8.233750615919378+0j)
5902,04.10.2018,22:00,34.0,(8.40183255234561+0j)
5903,04.10.2018,23:00,31.75,(8.212252474703723+0j)
5904,05.10.2018,00:00,30.0,(8.058510962929244+0j)
5905,05.10.2018,01:00,23.0,(7.375480653711542+0j)
5906,05.10.2018,02:00,22.0,(7.2670019451002315+0j)
5907,05.10.2018,03:00,27.0,(7.7804067904362775+0j)
5908,05.10.2018,04:00,25.0,(7.583349155249169+0j)
5909,05.10.2018,05:00,26.0,(7.683141509092493+0j)
5910,05.10.2018,06:00,34.0,(8.40183255234561+0j)
5911,05.10.2018,07:00,31.0,(8.147073119737046+0j)
5912,05.10.2018,08:00,31.0,(8.147073119737046+0j)
5913,05.10.2018,09:00,32.0,(8.233750615919378+0j)
5914,05.10.2018,10:00,27.0,(7.7804067904362775+0j)
5915,05.10.2018,11:00,19.0,(6.920416769109193+0j)
5916,05.10.2018,12:00,27.0,(7.7804067904362775+0j)
5917,05.10.2018,13:00,29.0,(7.9679582309792645+0j)
5918,05.10.2018,14:00,35.0,(8.483408843919547+0j)
5919,05.10.2018,15:00,41.0,(8.942844277324411+0j)
5920,05.10.2018,16:00,42.0,(9.014967103870655+0j)
5921,05.10.2018,17:00,43.0,(9.085954019544717+0j)
5922,05.10.2018,18:00,43.0,(9.085954019544717+0j)
5923,05.10.2018,19:00,46.0,(9.292523328703572+0j)
5924,05.10.2018,20:00,44.0,(9.155848720258769+0j)
5925,05.10.2018,21:00,46.0,(9.292523328703572+0j)
5926,05.10.2018,22:00,45.0,(9.22469227303727+0j)
5927,05.10.2018,23:00,45.83,(9.281061886571846+0j)
5928,06.10.2018,00:00,43.0,(9.085954019544717+0j)
5929,06.10.2018,01:00,38.0,(8.71917876144614+0j)
5930,06.10.2018,02:00,32.0,(8.233750615919378+0j)
5931,06.10.2018,03:00,32.0,(8.233750615919378+0j)
5932,06.10.2018,04:00,36.0,(8.563445729608777+0j)
5933,06.10.2018,05:00,32.0,(8.233750615919378+0j)
5934,06.10.2018,06:00,32.0,(8.233750615919378+0j)
5935,06.10.2018,07:00,30.0,(8.058510962929244+0j)
5936,06.10.2018,08:00,26.0,(7.683141509092493+0j)
5937,06.10.2018,09:00,21.0,(7.155184132071494+0j)
5938,06.10.2018,10:00,9.0,(5.394632767183229+0j)
5939,06.10.2018,11:00,7.0,(4.961127588026532+0j)
5940,06.10.2018,12:00,7.0,(4.961127588026532+0j)
5941,06.10.2018,13:00,16.0,(6.535132194677116+0j)
5942,06.10.2018,14:00,29.0,(7.9679582309792645+0j)
5943,06.10.2018,15:00,34.0,(8.40183255234561+0j)
5944,06.10.2018,16:00,35.0,(8.483408843919547+0j)
5945,06.10.2018,17:00,38.0,(8.71917876144614+0j)
5946,06.10.2018,18:00,35.0,(8.483408843919547+0j)
5947,06.10.2018,19:00,27.0,(7.7804067904362775+0j)
5948,06.10.2018,20:00,27.0,(7.7804067904362775+0j)
5949,06.10.2018,21:00,25.0,(7.583349155249169+0j)
5950,06.10.2018,22:00,11.0,(5.76782326615353+0j)
5951,06.10.2018,23:00,2.15,(3.347294080320097+0j)
5952,07.10.2018,00:00,1.0,(2.5934689301454257+0j)
5953,07.10.2018,01:00,0.0,0j
5954,07.10.2018,02:00,1.0,(2.5934689301454257+0j)
5955,07.10.2018,03:00,0.0,0j
5956,07.10.2018,04:00,0.0,0j
5957,07.10.2018,05:00,4.0,(4.116875307959689+0j)
5958,07.10.2018,06:00,6.0,(4.712645799837591+0j)
5959,07.10.2018,07:00,3.0,(3.7404294501078543+0j)
5960,07.10.2018,08:00,1.0,(2.5934689301454257+0j)
5961,07.10.2018,09:00,1.0,(2.5934689301454257+0j)
5962,07.10.2018,10:00,0.0,0j
5963,07.10.2018,11:00,0.0,0j
5964,07.10.2018,12:00,0.0,0j
5965,07.10.2018,13:00,2.0,(3.267566097338558+0j)
5966,07.10.2018,14:00,6.0,(4.712645799837591+0j)
5967,07.10.2018,15:00,13.0,(6.098113456976981+0j)
5968,07.10.2018,16:00,17.0,(6.668538916027042+0j)
5969,07.10.2018,17:00,20.0,(7.039757752078289+0j)
5970,07.10.2018,18:00,16.0,(6.535132194677116+0j)
5971,07.10.2018,19:00,6.0,(4.712645799837591+0j)
5972,07.10.2018,20:00,0.0,0j
5973,07.10.2018,21:00,1.0,(2.5934689301454257+0j)
5974,07.10.2018,22:00,0.0,0j
5975,07.10.2018,23:00,0.02,(0.703975775207829+0j)
5976,08.10.2018,00:00,0.0,0j
5977,08.10.2018,01:00,0.0,0j
5978,08.10.2018,02:00,0.0,0j
5979,08.10.2018,03:00,0.0,0j
5980,08.10.2018,04:00,0.0,0j
5981,08.10.2018,05:00,0.0,0j
5982,08.10.2018,06:00,1.0,(2.5934689301454257+0j)
5983,08.10.2018,07:00,0.0,0j
5984,08.10.2018,08:00,2.0,(3.267566097338558+0j)
5985,08.10.2018,09:00,1.0,(2.5934689301454257+0j)
5986,08.10.2018,10:00,0.0,0j
5987,08.10.2018,11:00,1.0,(2.5934689301454257+0j)
5988,08.10.2018,12:00,2.0,(3.267566097338558+0j)
5989,08.10.2018,13:00,6.0,(4.712645799837591+0j)
5990,08.10.2018,14:00,10.0,(5.587459430625182+0j)
5991,08.10.2018,15:00,13.0,(6.098113456976981+0j)
5992,08.10.2018,16:00,15.0,(6.396044389925575+0j)
5993,08.10.2018,17:00,20.0,(7.039757752078289+0j)
5994,08.10.2018,18:00,20.0,(7.039757752078289+0j)
5995,08.10.2018,19:00,22.0,(7.2670019451002315+0j)
5996,08.10.2018,20:00,17.0,(6.668538916027042+0j)
5997,08.10.2018,21:00,15.0,(6.396044389925575+0j)
5998,08.10.2018,22:00,6.0,(4.712645799837591+0j)
5999,08.10.2018,23:00,2.39,(3.4674777512669563+0j)
6000,09.10.2018,00:00,3.0,(3.7404294501078543+0j)
6001,09.10.2018,01:00,11.0,(5.76782326615353+0j)
6002,09.10.2018,02:00,19.0,(6.920416769109193+0j)
6003,09.10.2018,03:00,27.0,(7.7804067904362775+0j)
6004,09.10.2018,04:00,30.0,(8.058510962929244+0j)
6005,09.10.2018,05:00,41.0,(8.942844277324411+0j)
6006,09.10.2018,06:00,37.0,(8.642013840595439+0j)
6007,09.10.2018,07:00,19.0,(6.920416769109193+0j)
6008,09.10.2018,08:00,33.0,(8.318640627219+0j)
6009,09.10.2018,09:00,28.0,(7.875299152181772+0j)
6010,09.10.2018,10:00,27.0,(7.7804067904362775+0j)
6011,09.10.2018,11:00,38.0,(8.71917876144614+0j)
6012,09.10.2018,12:00,38.0,(8.71917876144614+0j)
6013,09.10.2018,13:00,38.0,(8.71917876144614+0j)
6014,09.10.2018,14:00,36.0,(8.563445729608777+0j)
6015,09.10.2018,15:00,35.0,(8.483408843919547+0j)
6016,09.10.2018,16:00,35.0,(8.483408843919547+0j)
6017,09.10.2018,17:00,28.0,(7.875299152181772+0j)
6018,09.10.2018,18:00,21.0,(7.155184132071494+0j)
6019,09.10.2018,19:00,20.0,(7.039757752078289+0j)
6020,09.10.2018,20:00,30.0,(8.058510962929244+0j)
6021,09.10.2018,21:00,32.0,(8.233750615919378+0j)
6022,09.10.2018,22:00,29.0,(7.9679582309792645+0j)
6023,09.10.2018,23:00,30.41,(8.095055976664538+0j)
6024,10.10.2018,00:00,33.0,(8.318640627219+0j)
6025,10.10.2018,01:00,34.0,(8.40183255234561+0j)
6026,10.10.2018,02:00,34.0,(8.40183255234561+0j)
6027,10.10.2018,03:00,33.0,(8.318640627219+0j)
6028,10.10.2018,04:00,29.0,(7.9679582309792645+0j)
6029,10.10.2018,05:00,30.0,(8.058510962929244+0j)
6030,10.10.2018,06:00,30.0,(8.058510962929244+0j)
6031,10.10.2018,07:00,27.0,(7.7804067904362775+0j)
6032,10.10.2018,08:00,25.0,(7.583349155249169+0j)
6033,10.10.2018,09:00,19.0,(6.920416769109193+0j)
6034,10.10.2018,10:00,18.0,(6.796811379826778+0j)
6035,10.10.2018,11:00,27.0,(7.7804067904362775+0j)
6036,10.10.2018,12:00,25.0,(7.583349155249169+0j)
6037,10.10.2018,13:00,29.0,(7.9679582309792645+0j)
6038,10.10.2018,14:00,34.0,(8.40183255234561+0j)
6039,10.10.2018,15:00,32.0,(8.233750615919378+0j)
6040,10.10.2018,16:00,36.0,(8.563445729608777+0j)
6041,10.10.2018,17:00,29.0,(7.9679582309792645+0j)
6042,10.10.2018,18:00,31.0,(8.147073119737046+0j)
6043,10.10.2018,19:00,28.0,(7.875299152181772+0j)
6044,10.10.2018,20:00,25.0,(7.583349155249169+0j)
6045,10.10.2018,21:00,25.0,(7.583349155249169+0j)
6046,10.10.2018,22:00,30.0,(8.058510962929244+0j)
6047,10.10.2018,23:00,31.49,(8.18977435782289+0j)
6048,11.10.2018,00:00,29.0,(7.9679582309792645+0j)
6049,11.10.2018,01:00,23.0,(7.375480653711542+0j)
6050,11.10.2018,02:00,17.0,(6.668538916027042+0j)
6051,11.10.2018,03:00,19.0,(6.920416769109193+0j)
6052,11.10.2018,04:00,16.0,(6.535132194677116+0j)
6053,11.10.2018,05:00,15.0,(6.396044389925575+0j)
6054,11.10.2018,06:00,15.0,(6.396044389925575+0j)
6055,11.10.2018,07:00,13.0,(6.098113456976981+0j)
6056,11.10.2018,08:00,11.0,(5.76782326615353+0j)
6057,11.10.2018,09:00,6.0,(4.712645799837591+0j)
6058,11.10.2018,10:00,5.0,(4.434769489002025+0j)
6059,11.10.2018,11:00,10.0,(5.587459430625182+0j)
6060,11.10.2018,12:00,21.0,(7.155184132071494+0j)
6061,11.10.2018,13:00,15.0,(6.396044389925575+0j)
6062,11.10.2018,14:00,13.0,(6.098113456976981+0j)
6063,11.10.2018,15:00,18.0,(6.796811379826778+0j)
6064,11.10.2018,16:00,19.0,(6.920416769109193+0j)
6065,11.10.2018,17:00,16.0,(6.535132194677116+0j)
6066,11.10.2018,18:00,25.0,(7.583349155249169+0j)
6067,11.10.2018,19:00,27.0,(7.7804067904362775+0j)
6068,11.10.2018,20:00,12.0,(5.937561643914042+0j)
6069,11.10.2018,21:00,2.0,(3.267566097338558+0j)
6070,11.10.2018,22:00,0.0,0j
6071,11.10.2018,23:00,0.0,0j
6072,12.10.2018,00:00,0.0,0j
6073,12.10.2018,01:00,0.0,0j
6074,12.10.2018,02:00,0.0,0j
6075,12.10.2018,03:00,7.0,(4.961127588026532+0j)
6076,12.10.2018,04:00,8.0,(5.186937860290851+0j)
6077,12.10.2018,05:00,10.0,(5.587459430625182+0j)
6078,12.10.2018,06:00,13.0,(6.098113456976981+0j)
6079,12.10.2018,07:00,17.0,(6.668538916027042+0j)
6080,12.10.2018,08:00,23.0,(7.375480653711542+0j)
6081,12.10.2018,09:00,19.0,(6.920416769109193+0j)
6082,12.10.2018,10:00,20.0,(7.039757752078289+0j)
6083,12.10.2018,11:00,24.0,(7.480858900215709+0j)
6084,12.10.2018,12:00,30.0,(8.058510962929244+0j)
6085,12.10.2018,13:00,32.0,(8.233750615919378+0j)
6086,12.10.2018,14:00,32.0,(8.233750615919378+0j)
6087,12.10.2018,15:00,32.0,(8.233750615919378+0j)
6088,12.10.2018,16:00,40.0,(8.86953897800405+0j)
6089,12.10.2018,17:00,44.0,(9.155848720258769+0j)
6090,12.10.2018,18:00,41.0,(8.942844277324411+0j)
6091,12.10.2018,19:00,41.0,(8.942844277324411+0j)
6092,12.10.2018,20:00,35.0,(8.483408843919547+0j)
6093,12.10.2018,21:00,33.0,(8.318640627219+0j)
6094,12.10.2018,22:00,29.0,(7.9679582309792645+0j)
6095,12.10.2018,23:00,20.0,(7.039757752078289+0j)
6096,13.10.2018,00:00,16.0,(6.535132194677116+0j)
6097,13.10.2018,01:00,14.0,(6.2506290793688075+0j)
6098,13.10.2018,02:00,23.0,(7.375480653711542+0j)
6099,13.10.2018,03:00,26.0,(7.683141509092493+0j)
6100,13.10.2018,04:00,26.0,(7.683141509092493+0j)
6101,13.10.2018,05:00,32.0,(8.233750615919378+0j)
6102,13.10.2018,06:00,31.0,(8.147073119737046+0j)
6103,13.10.2018,07:00,33.0,(8.318640627219+0j)
6104,13.10.2018,08:00,34.0,(8.40183255234561+0j)
6105,13.10.2018,09:00,35.0,(8.483408843919547+0j)
6106,13.10.2018,10:00,22.0,(7.2670019451002315+0j)
6107,13.10.2018,11:00,22.0,(7.2670019451002315+0j)
6108,13.10.2018,12:00,27.0,(7.7804067904362775+0j)
6109,13.10.2018,13:00,24.0,(7.480858900215709+0j)
6110,13.10.2018,14:00,26.0,(7.683141509092493+0j)
6111,13.10.2018,15:00,37.0,(8.642013840595439+0j)
6112,13.10.2018,16:00,40.0,(8.86953897800405+0j)
6113,13.10.2018,17:00,42.0,(9.014967103870655+0j)
6114,13.10.2018,18:00,38.0,(8.71917876144614+0j)
6115,13.10.2018,19:00,41.0,(8.942844277324411+0j)
6116,13.10.2018,20:00,35.0,(8.483408843919547+0j)
6117,13.10.2018,21:00,33.0,(8.318640627219+0j)
6118,13.10.2018,22:00,25.0,(7.583349155249169+0j)
6119,13.10.2018,23:00,35.58,(8.530013085764175+0j)
6120,14.10.2018,00:00,35.0,(8.483408843919547+0j)
6121,14.10.2018,01:00,33.0,(8.318640627219+0j)
6122,14.10.2018,02:00,19.0,(6.920416769109193+0j)
6123,14.10.2018,03:00,21.0,(7.155184132071494+0j)
6124,14.10.2018,04:00,26.0,(7.683141509092493+0j)
6125,14.10.2018,05:00,20.0,(7.039757752078289+0j)
6126,14.10.2018,06:00,22.0,(7.2670019451002315+0j)
6127,14.10.2018,07:00,20.0,(7.039757752078289+0j)
6128,14.10.2018,08:00,13.0,(6.098113456976981+0j)
6129,14.10.2018,09:00,10.0,(5.587459430625182+0j)
6130,14.10.2018,10:00,10.0,(5.587459430625182+0j)
6131,14.10.2018,11:00,5.0,(4.434769489002025+0j)
6132,14.10.2018,12:00,7.0,(4.961127588026532+0j)
6133,14.10.2018,13:00,10.0,(5.587459430625182+0j)
6134,14.10.2018,14:00,14.0,(6.2506290793688075+0j)
6135,14.10.2018,15:00,20.0,(7.039757752078289+0j)
6136,14.10.2018,16:00,28.0,(7.875299152181772+0j)
6137,14.10.2018,17:00,39.0,(8.795001513010876+0j)
6138,14.10.2018,18:00,38.0,(8.71917876144614+0j)
6139,14.10.2018,19:00,43.0,(9.085954019544717+0j)
6140,14.10.2018,20:00,36.0,(8.563445729608777+0j)
6141,14.10.2018,21:00,32.0,(8.233750615919378+0j)
6142,14.10.2018,22:00,29.0,(7.9679582309792645+0j)
6143,14.10.2018,23:00,20.0,(7.039757752078289+0j)
6144,15.10.2018,00:00,14.0,(6.2506290793688075+0j)
6145,15.10.2018,01:00,18.0,(6.796811379826778+0j)
6146,15.10.2018,02:00,15.0,(6.396044389925575+0j)
6147,15.10.2018,03:00,15.0,(6.396044389925575+0j)
6148,15.10.2018,04:00,11.0,(5.76782326615353+0j)
6149,15.10.2018,05:00,13.0,(6.098113456976981+0j)
6150,15.10.2018,06:00,10.0,(5.587459430625182+0j)
6151,15.10.2018,07:00,8.0,(5.186937860290851+0j)
6152,15.10.2018,08:00,6.0,(4.712645799837591+0j)
6153,15.10.2018,09:00,13.0,(6.098113456976981+0j)
6154,15.10.2018,10:00,10.0,(5.587459430625182+0j)
6155,15.10.2018,11:00,10.0,(5.587459430625182+0j)
6156,15.10.2018,12:00,13.0,(6.098113456976981+0j)
6157,15.10.2018,13:00,12.0,(5.937561643914042+0j)
6158,15.10.2018,14:00,18.0,(6.796811379826778+0j)
6159,15.10.2018,15:00,17.0,(6.668538916027042+0j)
6160,15.10.2018,16:00,20.0,(7.039757752078289+0j)
6161,15.10.2018,17:00,25.0,(7.583349155249169+0j)
6162,15.10.2018,18:00,19.0,(6.920416769109193+0j)
6163,15.10.2018,19:00,23.0,(7.375480653711542+0j)
6164,15.10.2018,20:00,18.0,(6.796811379826778+0j)
6165,15.10.2018,21:00,10.0,(5.587459430625182+0j)
6166,15.10.2018,22:00,6.0,(4.712645799837591+0j)
6167,15.10.2018,23:00,3.0,(3.7404294501078543+0j)
6168,16.10.2018,00:00,2.0,(3.267566097338558+0j)
6169,16.10.2018,01:00,1.0,(2.5934689301454257+0j)
6170,16.10.2018,02:00,0.0,0j
6171,16.10.2018,03:00,0.0,0j
6172,16.10.2018,04:00,0.0,0j
6173,16.10.2018,05:00,1.0,(2.5934689301454257+0j)
6174,16.10.2018,06:00,1.0,(2.5934689301454257+0j)
6175,16.10.2018,07:00,2.0,(3.267566097338558+0j)
6176,16.10.2018,08:00,0.0,0j
6177,16.10.2018,09:00,0.0,0j
6178,16.10.2018,10:00,0.0,0j
6179,16.10.2018,11:00,3.0,(3.7404294501078543+0j)
6180,16.10.2018,12:00,5.0,(4.434769489002025+0j)
6181,16.10.2018,13:00,4.0,(4.116875307959689+0j)
6182,16.10.2018,14:00,9.0,(5.394632767183229+0j)
6183,16.10.2018,15:00,17.0,(6.668538916027042+0j)
6184,16.10.2018,16:00,10.0,(5.587459430625182+0j)
6185,16.10.2018,17:00,9.0,(5.394632767183229+0j)
6186,16.10.2018,18:00,16.0,(6.535132194677116+0j)
6187,16.10.2018,19:00,17.0,(6.668538916027042+0j)
6188,16.10.2018,20:00,13.0,(6.098113456976981+0j)
6189,16.10.2018,21:00,13.0,(6.098113456976981+0j)
6190,16.10.2018,22:00,14.0,(6.2506290793688075+0j)
6191,16.10.2018,23:00,7.91,(5.167413442670309+0j)
6192,17.10.2018,00:00,13.0,(6.098113456976981+0j)
6193,17.10.2018,01:00,13.0,(6.098113456976981+0j)
6194,17.10.2018,02:00,8.0,(5.186937860290851+0j)
6195,17.10.2018,03:00,1.0,(2.5934689301454257+0j)
6196,17.10.2018,04:00,1.0,(2.5934689301454257+0j)
6197,17.10.2018,05:00,0.0,0j
6198,17.10.2018,06:00,28.0,(7.875299152181772+0j)
6199,17.10.2018,07:00,24.0,(7.480858900215709+0j)
6200,17.10.2018,08:00,19.0,(6.920416769109193+0j)
6201,17.10.2018,09:00,17.0,(6.668538916027042+0j)
6202,17.10.2018,10:00,15.0,(6.396044389925575+0j)
6203,17.10.2018,11:00,14.0,(6.2506290793688075+0j)
6204,17.10.2018,12:00,15.0,(6.396044389925575+0j)
6205,17.10.2018,13:00,19.0,(6.920416769109193+0j)
6206,17.10.2018,14:00,22.0,(7.2670019451002315+0j)
6207,17.10.2018,15:00,26.0,(7.683141509092493+0j)
6208,17.10.2018,16:00,24.0,(7.480858900215709+0j)
6209,17.10.2018,17:00,29.0,(7.9679582309792645+0j)
6210,17.10.2018,18:00,27.0,(7.7804067904362775+0j)
6211,17.10.2018,19:00,30.0,(8.058510962929244+0j)
6212,17.10.2018,20:00,19.0,(6.920416769109193+0j)
6213,17.10.2018,21:00,13.0,(6.098113456976981+0j)
6214,17.10.2018,22:00,11.0,(5.76782326615353+0j)
6215,17.10.2018,23:00,8.86,(5.3665142898098885+0j)
6216,18.10.2018,00:00,6.0,(4.712645799837591+0j)
6217,18.10.2018,01:00,6.0,(4.712645799837591+0j)
6218,18.10.2018,02:00,4.0,(4.116875307959689+0j)
6219,18.10.2018,03:00,5.0,(4.434769489002025+0j)
6220,18.10.2018,04:00,3.0,(3.7404294501078543+0j)
6221,18.10.2018,05:00,1.0,(2.5934689301454257+0j)
6222,18.10.2018,06:00,14.0,(6.2506290793688075+0j)
6223,18.10.2018,07:00,0.0,0j
6224,18.10.2018,08:00,0.0,0j
6225,18.10.2018,09:00,0.0,0j
6226,18.10.2018,10:00,1.0,(2.5934689301454257+0j)
6227,18.10.2018,11:00,4.0,(4.116875307959689+0j)
6228,18.10.2018,12:00,2.0,(3.267566097338558+0j)
6229,18.10.2018,13:00,2.0,(3.267566097338558+0j)
6230,18.10.2018,14:00,3.0,(3.7404294501078543+0j)
6231,18.10.2018,15:00,5.0,(4.434769489002025+0j)
6232,18.10.2018,16:00,6.0,(4.712645799837591+0j)
6233,18.10.2018,17:00,5.0,(4.434769489002025+0j)
6234,18.10.2018,18:00,6.0,(4.712645799837591+0j)
6235,18.10.2018,19:00,8.0,(5.186937860290851+0j)
6236,18.10.2018,20:00,4.0,(4.116875307959689+0j)
6237,18.10.2018,21:00,1.0,(2.5934689301454257+0j)
6238,18.10.2018,22:00,0.0,0j
6239,18.10.2018,23:00,-0.07,(0.5344212688659286+0.9256447903212154j)
6240,19.10.2018,00:00,0.0,0j
6241,19.10.2018,01:00,0.0,0j
6242,19.10.2018,02:00,0.0,0j
6243,19.10.2018,03:00,0.0,0j
6244,19.10.2018,04:00,0.0,0j
6245,19.10.2018,05:00,0.0,0j
6246,19.10.2018,06:00,0.0,0j
6247,19.10.2018,07:00,0.0,0j
6248,19.10.2018,08:00,0.0,0j
6249,19.10.2018,09:00,0.0,0j
6250,19.10.2018,10:00,0.0,0j
6251,19.10.2018,11:00,0.0,0j
6252,19.10.2018,12:00,0.0,0j
6253,19.10.2018,13:00,0.0,0j
6254,19.10.2018,14:00,0.0,0j
6255,19.10.2018,15:00,0.0,0j
6256,19.10.2018,16:00,1.0,(2.5934689301454257+0j)
6257,19.10.2018,17:00,1.0,(2.5934689301454257+0j)
6258,19.10.2018,18:00,1.0,(2.5934689301454257+0j)
6259,19.10.2018,19:00,1.0,(2.5934689301454257+0j)
6260,19.10.2018,20:00,0.0,0j
6261,19.10.2018,21:00,0.0,0j
6262,19.10.2018,22:00,0.0,0j
6263,19.10.2018,23:00,0.01,(0.5587459430625182+0j)
6264,20.10.2018,00:00,0.0,0j
6265,20.10.2018,01:00,0.0,0j
6266,20.10.2018,02:00,0.0,0j
6267,20.10.2018,03:00,0.0,0j
6268,20.10.2018,04:00,0.0,0j
6269,20.10.2018,05:00,2.0,(3.267566097338558+0j)
6270,20.10.2018,06:00,1.0,(2.5934689301454257+0j)
6271,20.10.2018,07:00,2.0,(3.267566097338558+0j)
6272,20.10.2018,08:00,1.0,(2.5934689301454257+0j)
6273,20.10.2018,09:00,0.0,0j
6274,20.10.2018,10:00,0.0,0j
6275,20.10.2018,11:00,1.0,(2.5934689301454257+0j)
6276,20.10.2018,12:00,2.0,(3.267566097338558+0j)
6277,20.10.2018,13:00,6.0,(4.712645799837591+0j)
6278,20.10.2018,14:00,6.0,(4.712645799837591+0j)
6279,20.10.2018,15:00,7.0,(4.961127588026532+0j)
6280,20.10.2018,16:00,7.0,(4.961127588026532+0j)
6281,20.10.2018,17:00,7.0,(4.961127588026532+0j)
6282,20.10.2018,18:00,9.0,(5.394632767183229+0j)
6283,20.10.2018,19:00,11.0,(5.76782326615353+0j)
6284,20.10.2018,20:00,16.0,(6.535132194677116+0j)
6285,20.10.2018,21:00,30.0,(8.058510962929244+0j)
6286,20.10.2018,22:00,29.0,(7.9679582309792645+0j)
6287,20.10.2018,23:00,28.72,(7.942231249479626+0j)
6288,21.10.2018,00:00,30.0,(8.058510962929244+0j)
6289,21.10.2018,01:00,32.0,(8.233750615919378+0j)
6290,21.10.2018,02:00,30.0,(8.058510962929244+0j)
6291,21.10.2018,03:00,21.0,(7.155184132071494+0j)
6292,21.10.2018,04:00,13.0,(6.098113456976981+0j)
6293,21.10.2018,05:00,14.0,(6.2506290793688075+0j)
6294,21.10.2018,06:00,14.0,(6.2506290793688075+0j)
6295,21.10.2018,07:00,14.0,(6.2506290793688075+0j)
6296,21.10.2018,08:00,12.0,(5.937561643914042+0j)
6297,21.10.2018,09:00,10.0,(5.587459430625182+0j)
6298,21.10.2018,10:00,7.0,(4.961127588026532+0j)
6299,21.10.2018,11:00,7.0,(4.961127588026532+0j)
6300,21.10.2018,12:00,7.0,(4.961127588026532+0j)
6301,21.10.2018,13:00,5.0,(4.434769489002025+0j)
6302,21.10.2018,14:00,5.0,(4.434769489002025+0j)
6303,21.10.2018,15:00,5.0,(4.434769489002025+0j)
6304,21.10.2018,16:00,12.0,(5.937561643914042+0j)
6305,21.10.2018,17:00,17.0,(6.668538916027042+0j)
6306,21.10.2018,18:00,16.0,(6.535132194677116+0j)
6307,21.10.2018,19:00,21.0,(7.155184132071494+0j)
6308,21.10.2018,20:00,22.0,(7.2670019451002315+0j)
6309,21.10.2018,21:00,14.0,(6.2506290793688075+0j)
6310,21.10.2018,22:00,14.0,(6.2506290793688075+0j)
6311,21.10.2018,23:00,6.47,(4.832618102496711+0j)
6312,22.10.2018,00:00,10.0,(5.587459430625182+0j)
6313,22.10.2018,01:00,12.0,(5.937561643914042+0j)
6314,22.10.2018,02:00,7.0,(4.961127588026532+0j)
6315,22.10.2018,03:00,11.0,(5.76782326615353+0j)
6316,22.10.2018,04:00,13.0,(6.098113456976981+0j)
6317,22.10.2018,05:00,14.0,(6.2506290793688075+0j)
6318,22.10.2018,06:00,17.0,(6.668538916027042+0j)
6319,22.10.2018,07:00,16.0,(6.535132194677116+0j)
6320,22.10.2018,08:00,19.0,(6.920416769109193+0j)
6321,22.10.2018,09:00,16.0,(6.535132194677116+0j)
6322,22.10.2018,10:00,12.0,(5.937561643914042+0j)
6323,22.10.2018,11:00,10.0,(5.587459430625182+0j)
6324,22.10.2018,12:00,11.0,(5.76782326615353+0j)
6325,22.10.2018,13:00,14.0,(6.2506290793688075+0j)
6326,22.10.2018,14:00,18.0,(6.796811379826778+0j)
6327,22.10.2018,15:00,20.0,(7.039757752078289+0j)
6328,22.10.2018,16:00,22.0,(7.2670019451002315+0j)
6329,22.10.2018,17:00,30.0,(8.058510962929244+0j)
6330,22.10.2018,18:00,33.0,(8.318640627219+0j)
6331,22.10.2018,19:00,35.0,(8.483408843919547+0j)
6332,22.10.2018,20:00,31.0,(8.147073119737046+0j)
