,Tarih,Saat,Toplam (MWh),CNK WindSpeed(m/s)
23271,27.09.2020,15:00,9.71,(6.277039992005794+0j)
23272,27.09.2020,16:00,14.3,(7.141572204592052+0j)
23273,27.09.2020,17:00,14.8,(7.223855621760407+0j)
23274,27.09.2020,18:00,14.82,(7.227108146117829+0j)
23275,27.09.2020,19:00,13.6,(7.023088187066546+0j)
23276,27.09.2020,20:00,8.9,(6.097406572073657+0j)
23277,27.09.2020,21:00,2.67,(4.081804869393677+0j)
23278,27.09.2020,22:00,0.02,(0.7986536562399142+0j)
23279,27.09.2020,23:00,0.0,0j
23280,28.09.2020,00:00,0.0,0j
23281,28.09.2020,01:00,0.0,0j
23282,28.09.2020,02:00,1.1,(3.037241887293664+0j)
23283,28.09.2020,03:00,4.07,(4.697642417475447+0j)
23284,28.09.2020,04:00,3.23,(4.349266233085637+0j)
23285,28.09.2020,05:00,1.39,(3.2836239833934138+0j)
23286,28.09.2020,06:00,0.16,(1.5973073124798285+0j)
23287,28.09.2020,07:00,0.0,0j
23288,28.09.2020,08:00,0.0,0j
23289,28.09.2020,09:00,0.0,0j
23290,28.09.2020,10:00,0.0,0j
23291,28.09.2020,11:00,0.0,0j
23292,28.09.2020,12:00,0.11,(1.4097628029043276+0j)
23293,28.09.2020,13:00,0.82,(2.753931306541175+0j)
23294,28.09.2020,14:00,4.26,(4.769633606227762+0j)
23295,28.09.2020,15:00,1.79,(3.5724500289591594+0j)
23296,28.09.2020,16:00,0.43,(2.220775397335527+0j)
23297,28.09.2020,17:00,2.04,(3.7315724220557174+0j)
23298,28.09.2020,18:00,3.2,(4.3357591081111115+0j)
23299,28.09.2020,19:00,11.04,(6.551461252131685+0j)
23300,28.09.2020,20:00,4.61,(4.896834889136312+0j)
23301,28.09.2020,21:00,42.7,(10.283898398893543+0j)
23302,28.09.2020,22:00,55.0,(11.189294781779834+0j)
23303,28.09.2020,23:00,52.34,(11.005921015443487+0j)
23304,29.09.2020,00:00,41.95,(10.223332221624919+0j)
23305,29.09.2020,01:00,10.45,(6.432610408642672+0j)
23306,29.09.2020,02:00,0.92,(2.8616142826695263+0j)
23307,29.09.2020,03:00,0.07,(1.21259144244315+0j)
23308,29.09.2020,04:00,0.0,0j
23309,29.09.2020,05:00,0.24,(1.828460430330245+0j)
23310,29.09.2020,06:00,0.3,(1.969649290227053+0j)
23311,29.09.2020,07:00,2.68,(4.08689440692169+0j)
23312,29.09.2020,08:00,18.84,(7.829044924509771+0j)
23313,29.09.2020,09:00,12.33,(6.797295928148814+0j)
23314,29.09.2020,10:00,17.34,(7.615495807328896+0j)
23315,29.09.2020,11:00,35.13,(9.636245789402476+0j)
23316,29.09.2020,12:00,46.87,(10.608324683452706+0j)
23317,29.09.2020,13:00,55.28,(11.208250544898394+0j)
23318,29.09.2020,14:00,49.91,(10.832890225525542+0j)
23319,29.09.2020,15:00,51.05,(10.914748535264572+0j)
23320,29.09.2020,16:00,47.32,(10.642166867236021+0j)
23321,29.09.2020,17:00,33.9,(9.522443073105578+0j)
23322,29.09.2020,18:00,27.6,(8.891700918612585+0j)
23323,29.09.2020,19:00,34.97,(9.621594057915276+0j)
23324,29.09.2020,20:00,20.81,(8.092931150711193+0j)
23325,29.09.2020,21:00,17.59,(7.651920198344701+0j)
23326,29.09.2020,22:00,9.29,(6.185199664354889+0j)
23327,29.09.2020,23:00,5.75,(5.271138577156875+0j)
23328,30.09.2020,00:00,12.31,(6.7936187319060775+0j)
23329,30.09.2020,01:00,5.09,(5.061210648434611+0j)
23330,30.09.2020,02:00,2.74,(4.117168802204421+0j)
23331,30.09.2020,03:00,10.24,(6.389229249919313+0j)
23332,30.09.2020,04:00,12.98,(6.914700644973409+0j)
23333,30.09.2020,05:00,20.0,(7.986536562399142+0j)
23334,30.09.2020,06:00,18.12,(7.72801370206091+0j)
23335,30.09.2020,07:00,12.59,(6.844741677013971+0j)
23336,30.09.2020,08:00,7.33,(5.715441850192202+0j)
23337,30.09.2020,09:00,5.37,(5.152364519211035+0j)
23338,30.09.2020,10:00,3.88,(4.6233743669756135+0j)
23339,30.09.2020,11:00,0.34,(2.053563443601582+0j)
23340,30.09.2020,12:00,0.0,0j
23341,30.09.2020,13:00,0.0,0j
23342,30.09.2020,14:00,0.02,(0.7986536562399142+0j)
23343,30.09.2020,15:00,1.04,(2.9809836823483673+0j)
23344,30.09.2020,16:00,0.0,0j
23345,30.09.2020,17:00,0.0,0j
23346,30.09.2020,18:00,0.0,0j
23347,30.09.2020,19:00,0.0,0j
23348,30.09.2020,20:00,0.0,0j
23349,30.09.2020,21:00,0.0,0j
23350,30.09.2020,22:00,0.0,0j
23351,30.09.2020,23:00,0.34,(2.053563443601582+0j)
23352,01.10.2020,00:00,0.16,(1.5973073124798285+0j)
23353,01.10.2020,01:00,0.0,0j
23354,01.10.2020,02:00,0.0,0j
23355,01.10.2020,03:00,0.0,0j
23356,01.10.2020,04:00,0.0,0j
23357,01.10.2020,05:00,0.0,0j
23358,01.10.2020,06:00,0.0,0j
23359,01.10.2020,07:00,0.0,0j
23360,01.10.2020,08:00,1.59,(3.434109933303215+0j)
23361,01.10.2020,09:00,2.96,(4.224536395263232+0j)
23362,01.10.2020,10:00,0.05,(1.0839397770277779+0j)
23363,01.10.2020,11:00,0.36,(2.0930646965442254+0j)
23364,01.10.2020,12:00,0.28,(1.9248689313418927+0j)
23365,01.10.2020,13:00,0.27,(1.901675481110233+0j)
23366,01.10.2020,14:00,0.45,(2.2546855953579685+0j)
23367,01.10.2020,15:00,0.02,(0.7986536562399142+0j)
23368,01.10.2020,16:00,1.46,(3.3378445298566555+0j)
23369,01.10.2020,17:00,4.71,(4.931989250481239+0j)
23370,01.10.2020,18:00,16.33,(7.464668868014143+0j)
23371,01.10.2020,19:00,20.32,(8.028906249491975+0j)
23372,01.10.2020,20:00,21.66,(8.201651340110228+0j)
23373,01.10.2020,21:00,14.0,(7.091277773817792+0j)
23374,01.10.2020,22:00,11.16,(6.575112941927492+0j)
23375,01.10.2020,23:00,5.59,(5.221786225391872+0j)
23376,02.10.2020,00:00,3.07,(4.276232180766821+0j)
23377,02.10.2020,01:00,1.44,(3.322533101131804+0j)
23378,02.10.2020,02:00,0.81,(2.7426906454953675+0j)
23379,02.10.2020,03:00,2.66,(4.076702607988751+0j)
23380,02.10.2020,04:00,1.92,(3.6569208606604895+0j)
23381,02.10.2020,05:00,0.57,(2.4395334134580313+0j)
23382,02.10.2020,06:00,0.15,(1.5633116776574207+0j)
23383,02.10.2020,07:00,0.45,(2.2546855953579685+0j)
23384,02.10.2020,08:00,1.63,(3.4626693313693115+0j)
23385,02.10.2020,09:00,0.62,(2.508875143673713+0j)
23386,02.10.2020,10:00,0.69,(2.5999491208906838+0j)
23387,02.10.2020,11:00,0.0,0j
23388,02.10.2020,12:00,0.0,0j
23389,02.10.2020,13:00,0.23,(1.802704035707577+0j)
23390,02.10.2020,14:00,0.9,(2.840725842486259+0j)
23391,02.10.2020,15:00,1.79,(3.5724500289591594+0j)
23392,02.10.2020,16:00,0.99,(2.9324248006616016+0j)
23393,02.10.2020,17:00,0.01,(0.6338918270367443+0j)
23394,02.10.2020,18:00,0.0,0j
23395,02.10.2020,19:00,0.0,0j
23396,02.10.2020,20:00,0.0,0j
23397,02.10.2020,21:00,0.0,0j
23398,02.10.2020,22:00,0.0,0j
23399,02.10.2020,23:00,0.19,(1.6914779963762145+0j)
23400,03.10.2020,00:00,0.0,0j
23401,03.10.2020,01:00,0.0,0j
23402,03.10.2020,02:00,0.0,0j
23403,03.10.2020,03:00,0.0,0j
23404,03.10.2020,04:00,0.0,0j
23405,03.10.2020,05:00,0.0,0j
23406,03.10.2020,06:00,1.8,(3.5790902859287854+0j)
23407,03.10.2020,07:00,1.96,(3.682141801513671+0j)
23408,03.10.2020,08:00,3.14,(4.308489461509831+0j)
23409,03.10.2020,09:00,0.28,(1.9248689313418927+0j)
23410,03.10.2020,10:00,0.0,0j
23411,03.10.2020,11:00,0.0,0j
23412,03.10.2020,12:00,0.0,0j
23413,03.10.2020,13:00,0.0,0j
23414,03.10.2020,14:00,0.89,(2.830165425893426+0j)
23415,03.10.2020,15:00,0.27,(1.901675481110233+0j)
23416,03.10.2020,16:00,0.01,(0.6338918270367443+0j)
23417,03.10.2020,17:00,0.0,0j
23418,03.10.2020,18:00,0.22,(1.7761898307379596+0j)
23419,03.10.2020,19:00,0.02,(0.7986536562399142+0j)
23420,03.10.2020,20:00,0.24,(1.828460430330245+0j)
23421,03.10.2020,21:00,0.0,0j
23422,03.10.2020,22:00,0.0,0j
23423,03.10.2020,23:00,0.0,0j
23424,04.10.2020,00:00,0.0,0j
23425,04.10.2020,01:00,0.0,0j
23426,04.10.2020,02:00,0.22,(1.7761898307379596+0j)
23427,04.10.2020,03:00,0.3,(1.969649290227053+0j)
23428,04.10.2020,04:00,0.08,(1.2677836540734886+0j)
23429,04.10.2020,05:00,0.0,0j
23430,04.10.2020,06:00,0.0,0j
23431,04.10.2020,07:00,0.0,0j
23432,04.10.2020,08:00,0.0,0j
23433,04.10.2020,09:00,0.0,0j
23434,04.10.2020,10:00,0.0,0j
23435,04.10.2020,11:00,0.0,0j
23436,04.10.2020,12:00,0.0,0j
23437,04.10.2020,13:00,0.0,0j
23438,04.10.2020,14:00,0.0,0j
23439,04.10.2020,15:00,0.36,(2.0930646965442254+0j)
23440,04.10.2020,16:00,1.32,(3.2275511182129786+0j)
23441,04.10.2020,17:00,0.24,(1.828460430330245+0j)
23442,04.10.2020,18:00,0.0,0j
23443,04.10.2020,19:00,0.0,0j
23444,04.10.2020,20:00,0.0,0j
23445,04.10.2020,21:00,0.74,(2.6612911652195774+0j)
23446,04.10.2020,22:00,1.22,(3.1438978680626737+0j)
23447,04.10.2020,23:00,1.73,(3.53207990595051+0j)
23448,05.10.2020,00:00,0.61,(2.4953133915216337+0j)
23449,05.10.2020,01:00,0.03,(0.9142302151651225+0j)
23450,05.10.2020,02:00,0.42,(2.203424880755476+0j)
23451,05.10.2020,03:00,0.0,0j
23452,05.10.2020,04:00,0.0,0j
23453,05.10.2020,05:00,0.0,0j
23454,05.10.2020,06:00,0.07,(1.21259144244315+0j)
23455,05.10.2020,07:00,5.25,(5.113696161109593+0j)
23456,05.10.2020,08:00,8.05,(5.896764438444063+0j)
23457,05.10.2020,09:00,0.0,0j
23458,05.10.2020,10:00,0.0,0j
23459,05.10.2020,11:00,0.0,0j
23460,05.10.2020,12:00,0.56,(2.4251828848863+0j)
23461,05.10.2020,13:00,0.39,(2.149661217480164+0j)
23462,05.10.2020,14:00,0.0,0j
23463,05.10.2020,15:00,1.11,(3.0464179004082026+0j)
23464,05.10.2020,16:00,9.71,(6.277039992005794+0j)
23465,05.10.2020,17:00,14.56,(7.184594761644508+0j)
23466,05.10.2020,18:00,10.85,(6.513659692903298+0j)
23467,05.10.2020,19:00,1.43,(3.3148241799273865+0j)
23468,05.10.2020,20:00,0.12,(1.4512500052942288+0j)
23469,05.10.2020,21:00,2.91,(4.200614385301822+0j)
23470,05.10.2020,22:00,4.66,(4.914474936602149+0j)
23471,05.10.2020,23:00,3.68,(4.542529522636831+0j)
23472,06.10.2020,00:00,5.83,(5.295471933380294+0j)
23473,06.10.2020,01:00,11.66,(6.6718765579933335+0j)
23474,06.10.2020,02:00,19.05,(7.858026317528648+0j)
23475,06.10.2020,03:00,11.85,(6.707920946534623+0j)
23476,06.10.2020,04:00,1.77,(3.5590949509208616+0j)
23477,06.10.2020,05:00,0.0,0j
23478,06.10.2020,06:00,0.0,0j
23479,06.10.2020,07:00,0.0,0j
23480,06.10.2020,08:00,0.0,0j
23481,06.10.2020,09:00,0.0,0j
23482,06.10.2020,10:00,0.0,0j
23483,06.10.2020,11:00,0.0,0j
23484,06.10.2020,12:00,0.0,0j
23485,06.10.2020,13:00,0.0,0j
23486,06.10.2020,14:00,2.63,(4.061318678240893+0j)
23487,06.10.2020,15:00,17.96,(7.705200244744334+0j)
23488,06.10.2020,16:00,15.75,(7.375226091042954+0j)
23489,06.10.2020,17:00,25.68,(8.68054165479946+0j)
23490,06.10.2020,18:00,22.21,(8.270491859185572+0j)
23491,06.10.2020,19:00,14.09,(7.106440922854384+0j)
23492,06.10.2020,20:00,9.71,(6.277039992005794+0j)
23493,06.10.2020,21:00,4.35,(4.802988771058063+0j)
23494,06.10.2020,22:00,2.72,(4.107126887203164+0j)
23495,06.10.2020,23:00,7.57,(5.777151795145828+0j)
23496,07.10.2020,00:00,19.92,(7.975873617059253+0j)
23497,07.10.2020,01:00,11.62,(6.664238455656943+0j)
23498,07.10.2020,02:00,11.98,(6.732361457371237+0j)
23499,07.10.2020,03:00,10.76,(6.495599545614128+0j)
23500,07.10.2020,04:00,5.27,(5.120181515124715+0j)
23501,07.10.2020,05:00,0.46,(2.2712647613184154+0j)
23502,07.10.2020,06:00,0.0,0j
23503,07.10.2020,07:00,0.0,0j
23504,07.10.2020,08:00,0.64,(2.535567308146977+0j)
23505,07.10.2020,09:00,0.39,(2.149661217480164+0j)
23506,07.10.2020,10:00,0.0,0j
23507,07.10.2020,11:00,0.0,0j
23508,07.10.2020,12:00,0.0,0j
23509,07.10.2020,13:00,0.05,(1.0839397770277779+0j)
23510,07.10.2020,14:00,1.89,(3.6377743273294496+0j)
23511,07.10.2020,15:00,0.18,(1.661266550565902+0j)
23512,07.10.2020,16:00,0.01,(0.6338918270367443+0j)
23513,07.10.2020,17:00,1.2,(3.1266233553148415+0j)
23514,07.10.2020,18:00,0.39,(2.149661217480164+0j)
23515,07.10.2020,19:00,0.66,(2.56170902016621+0j)
23516,07.10.2020,20:00,0.97,(2.9125433432484797+0j)
23517,07.10.2020,21:00,4.42,(4.828614958375689+0j)
23518,07.10.2020,22:00,3.5,(4.467225068942345+0j)
23519,07.10.2020,23:00,5.49,(5.190461019148933+0j)
23520,08.10.2020,00:00,16.81,(7.537101956378431+0j)
23521,08.10.2020,01:00,26.18,(8.736517805951634+0j)
23522,08.10.2020,02:00,5.51,(5.196756308544028+0j)
23523,08.10.2020,03:00,16.47,(7.4859401745649015+0j)
23524,08.10.2020,04:00,47.89,(10.684727027649137+0j)
23525,08.10.2020,05:00,55.65,(11.23320130831213+0j)
23526,08.10.2020,06:00,56.8,(11.31005189257488+0j)
23527,08.10.2020,07:00,59.79,(11.505124874662773+0j)
23528,08.10.2020,08:00,58.55,(11.425032709582077+0j)
23529,08.10.2020,09:00,56.73,(11.305403834560195+0j)
23530,08.10.2020,10:00,41.7,(10.202983178529708+0j)
23531,08.10.2020,11:00,15.46,(7.329679453153857+0j)
23532,08.10.2020,12:00,18.71,(7.8109959894057+0j)
23533,08.10.2020,13:00,37.8,(9.874438719299743+0j)
23534,08.10.2020,14:00,35.4,(9.66087003391357+0j)
23535,08.10.2020,15:00,35.0,(9.624344656709463+0j)
23536,08.10.2020,16:00,28.7,(9.008291917400483+0j)
23537,08.10.2020,17:00,16.49,(7.488969080489005+0j)
23538,08.10.2020,18:00,10.32,(6.405824725112855+0j)
23539,08.10.2020,19:00,5.0,(5.031202765360859+0j)
23540,08.10.2020,20:00,3.17,(4.322167297584766+0j)
23541,08.10.2020,21:00,2.84,(4.166658742350317+0j)
23542,08.10.2020,22:00,9.06,(6.1337285401380734+0j)
23543,08.10.2020,23:00,10.17,(6.3746371584185875+0j)
23544,09.10.2020,00:00,6.11,(5.378925828663334+0j)
23545,09.10.2020,01:00,2.11,(3.7737747189049573+0j)
23546,09.10.2020,02:00,6.49,(5.488201538937989+0j)
23547,09.10.2020,03:00,6.9,(5.601420578364789+0j)
23548,09.10.2020,04:00,5.75,(5.271138577156875+0j)
23549,09.10.2020,05:00,2.79,(4.142061600485327+0j)
23550,09.10.2020,06:00,1.09,(3.028010092088052+0j)
23551,09.10.2020,07:00,1.48,(3.3530167589594004+0j)
23552,09.10.2020,08:00,0.12,(1.4512500052942288+0j)
23553,09.10.2020,09:00,0.15,(1.5633116776574207+0j)
23554,09.10.2020,10:00,0.81,(2.7426906454953675+0j)
23555,09.10.2020,11:00,0.88,(2.819525605808655+0j)
23556,09.10.2020,12:00,0.87,(2.8088048726021984+0j)
23557,09.10.2020,13:00,0.0,0j
23558,09.10.2020,14:00,0.0,0j
23559,09.10.2020,15:00,0.82,(2.753931306541175+0j)
23560,09.10.2020,16:00,0.58,(2.453717065961409+0j)
23561,09.10.2020,17:00,0.66,(2.56170902016621+0j)
23562,09.10.2020,18:00,0.06,(1.1518578925364569+0j)
23563,09.10.2020,19:00,0.46,(2.2712647613184154+0j)
23564,09.10.2020,20:00,0.01,(0.6338918270367443+0j)
23565,09.10.2020,21:00,0.0,0j
23566,09.10.2020,22:00,0.02,(0.7986536562399142+0j)
23567,09.10.2020,23:00,0.6,(2.4816026016675603+0j)
23568,10.10.2020,00:00,0.72,(2.637096269967895+0j)
23569,10.10.2020,01:00,3.25,(4.358224582254866+0j)
23570,10.10.2020,02:00,2.05,(3.737659826683796+0j)
23571,10.10.2020,03:00,1.78,(3.5657849947678164+0j)
23572,10.10.2020,04:00,1.81,(3.585705994673447+0j)
23573,10.10.2020,05:00,3.6,(4.509371190715937+0j)
23574,10.10.2020,06:00,3.37,(4.4112173062540725+0j)
23575,10.10.2020,07:00,3.42,(4.432926402496671+0j)
23576,10.10.2020,08:00,4.09,(4.70532459374016+0j)
23577,10.10.2020,09:00,4.9,(4.997435286414608+0j)
23578,10.10.2020,10:00,1.6,(3.4412942846481402+0j)
23579,10.10.2020,11:00,1.16,(3.0914897818910663+0j)
23580,10.10.2020,12:00,0.4,(2.1678795540555558+0j)
23581,10.10.2020,13:00,0.0,0j
23582,10.10.2020,14:00,0.0,0j
23583,10.10.2020,15:00,0.0,0j
23584,10.10.2020,16:00,0.0,0j
23585,10.10.2020,17:00,0.0,0j
23586,10.10.2020,18:00,0.0,0j
23587,10.10.2020,19:00,0.0,0j
23588,10.10.2020,20:00,0.0,0j
23589,10.10.2020,21:00,0.0,0j
23590,10.10.2020,22:00,0.0,0j
23591,10.10.2020,23:00,0.0,0j
23592,11.10.2020,00:00,0.0,0j
23593,11.10.2020,01:00,0.0,0j
23594,11.10.2020,02:00,0.0,0j
23595,11.10.2020,03:00,0.0,0j
23596,11.10.2020,04:00,0.0,0j
23597,11.10.2020,05:00,0.0,0j
23598,11.10.2020,06:00,0.0,0j
23599,11.10.2020,07:00,0.0,0j
23600,11.10.2020,08:00,0.0,0j
23601,11.10.2020,09:00,0.28,(1.9248689313418927+0j)
23602,11.10.2020,10:00,0.35,(2.073502199723787+0j)
23603,11.10.2020,11:00,0.26,(1.87790204539192+0j)
23604,11.10.2020,12:00,0.37,(2.112268197631616+0j)
23605,11.10.2020,13:00,0.19,(1.6914779963762145+0j)
23606,11.10.2020,14:00,1.65,(3.476774046464619+0j)
23607,11.10.2020,15:00,1.92,(3.6569208606604895+0j)
23608,11.10.2020,16:00,1.23,(3.1524643896111884+0j)
23609,11.10.2020,17:00,0.48,(2.3037157850729137+0j)
23610,11.10.2020,18:00,0.02,(0.7986536562399142+0j)
23611,11.10.2020,19:00,0.17,(1.629914385328295+0j)
23612,11.10.2020,20:00,0.39,(2.149661217480164+0j)
23613,11.10.2020,21:00,0.49,(2.319603982212452+0j)
23614,11.10.2020,22:00,0.28,(1.9248689313418927+0j)
23615,11.10.2020,23:00,0.14,(1.5277694832565123+0j)
23616,12.10.2020,00:00,0.18,(1.661266550565902+0j)
23617,12.10.2020,01:00,1.9,(3.644178872818541+0j)
23618,12.10.2020,02:00,2.01,(3.7131899937739483+0j)
23619,12.10.2020,03:00,0.31,(1.9912955211622598+0j)
23620,12.10.2020,04:00,0.32,(2.0124811061443437+0j)
23621,12.10.2020,05:00,0.13,(1.4904918411741837+0j)
23622,12.10.2020,06:00,0.77,(2.6967792259882937+0j)
23623,12.10.2020,07:00,0.4,(2.1678795540555558+0j)
23624,12.10.2020,08:00,0.0,0j
23625,12.10.2020,09:00,0.0,0j
23626,12.10.2020,10:00,0.0,0j
23627,12.10.2020,11:00,0.0,0j
23628,12.10.2020,12:00,0.0,0j
23629,12.10.2020,13:00,0.0,0j
23630,12.10.2020,14:00,0.06,(1.1518578925364569+0j)
23631,12.10.2020,15:00,0.43,(2.220775397335527+0j)
23632,12.10.2020,16:00,0.0,0j
23633,12.10.2020,17:00,0.0,0j
23634,12.10.2020,18:00,0.0,0j
23635,12.10.2020,19:00,0.0,0j
23636,12.10.2020,20:00,0.0,0j
23637,12.10.2020,21:00,0.0,0j
23638,12.10.2020,22:00,0.0,0j
23639,12.10.2020,23:00,0.0,0j
23640,13.10.2020,00:00,0.02,(0.7986536562399142+0j)
23641,13.10.2020,01:00,0.0,0j
23642,13.10.2020,02:00,0.05,(1.0839397770277779+0j)
23643,13.10.2020,03:00,3.45,(4.4458504593062935+0j)
23644,13.10.2020,04:00,8.0,(5.88453045218431+0j)
23645,13.10.2020,05:00,8.2,(5.9331651407771355+0j)
23646,13.10.2020,06:00,14.3,(7.141572204592052+0j)
23647,13.10.2020,07:00,10.0,(6.338918270367443+0j)
23648,13.10.2020,08:00,30.86,(9.228840202229247+0j)
23649,13.10.2020,09:00,40.01,(10.06324399464783+0j)
23650,13.10.2020,10:00,22.0,(8.244342884729884+0j)
23651,13.10.2020,11:00,20.0,(7.986536562399142+0j)
23652,13.10.2020,12:00,32.0,(9.34110983013628+0j)
23653,13.10.2020,13:00,42.5,(10.26781721800791+0j)
23654,13.10.2020,14:00,35.42,(9.662689064277387+0j)
23655,13.10.2020,15:00,18.77,(7.819336621465166+0j)
23656,13.10.2020,16:00,15.38,(7.317014755003776+0j)
23657,13.10.2020,17:00,8.93,(6.104249907303227+0j)
23658,13.10.2020,18:00,11.37,(6.616098675800906+0j)
23659,13.10.2020,19:00,17.77,(7.677932591716855+0j)
23660,13.10.2020,20:00,20.68,(8.076043765369374+0j)
23661,13.10.2020,21:00,27.67,(8.899211710940898+0j)
23662,13.10.2020,22:00,34.0,(9.531797148936509+0j)
23663,13.10.2020,23:00,35.0,(9.624344656709463+0j)
23664,14.10.2020,00:00,38.92,(9.971016375758873+0j)
23665,14.10.2020,01:00,29.69,(9.110702906718974+0j)
23666,14.10.2020,02:00,7.73,(5.817570437263065+0j)
23667,14.10.2020,03:00,7.1,(5.65502594628744+0j)
23668,14.10.2020,04:00,0.56,(2.4251828848863+0j)
23669,14.10.2020,05:00,1.22,(3.1438978680626737+0j)
23670,14.10.2020,06:00,6.85,(5.587857763599315+0j)
23671,14.10.2020,07:00,22.64,(8.323525093207687+0j)
23672,14.10.2020,08:00,13.65,(7.031684386818352+0j)
23673,14.10.2020,09:00,7.4,(5.733578006624431+0j)
23674,14.10.2020,10:00,3.78,(4.583308449769536+0j)
23675,14.10.2020,11:00,1.22,(3.1438978680626737+0j)
23676,14.10.2020,12:00,0.29,(1.9475165258697325+0j)
23677,14.10.2020,13:00,1.06,(2.999971351490563+0j)
23678,14.10.2020,14:00,5.3,(5.129878851768045+0j)
23679,14.10.2020,15:00,21.75,(8.212995270667557+0j)
23680,14.10.2020,16:00,26.46,(8.767553653828324+0j)
23681,14.10.2020,17:00,6.06,(5.364213157181168+0j)
23682,14.10.2020,18:00,7.54,(5.769510051047463+0j)
23683,14.10.2020,19:00,6.97,(5.620298883836847+0j)
23684,14.10.2020,20:00,9.26,(6.178534573347261+0j)
23685,14.10.2020,21:00,7.09,(5.652369757100859+0j)
23686,14.10.2020,22:00,4.31,(4.788221610147511+0j)
23687,14.10.2020,23:00,2.51,(3.9985855554981544+0j)
23688,15.10.2020,00:00,3.21,(4.340270827399731+0j)
23689,15.10.2020,01:00,3.03,(4.257578804345521+0j)
23690,15.10.2020,02:00,1.75,(3.545638886908896+0j)
23691,15.10.2020,03:00,2.81,(4.151935443806673+0j)
23692,15.10.2020,04:00,3.73,(4.563010094970382+0j)
23693,15.10.2020,05:00,1.67,(3.490765239649747+0j)
23694,15.10.2020,06:00,0.62,(2.508875143673713+0j)
23695,15.10.2020,07:00,0.23,(1.802704035707577+0j)
23696,15.10.2020,08:00,0.07,(1.21259144244315+0j)
23697,15.10.2020,09:00,0.0,0j
23698,15.10.2020,10:00,0.0,0j
23699,15.10.2020,11:00,0.0,0j
23700,15.10.2020,12:00,0.0,0j
23701,15.10.2020,13:00,0.97,(2.9125433432484797+0j)
23702,15.10.2020,14:00,0.73,(2.649248959000378+0j)
23703,15.10.2020,15:00,0.4,(2.1678795540555558+0j)
23704,15.10.2020,16:00,0.5,(2.33527745753407+0j)
23705,15.10.2020,17:00,1.58,(3.426895395386515+0j)
23706,15.10.2020,18:00,0.63,(2.5222918433971704+0j)
23707,15.10.2020,19:00,2.29,(3.878171225674037+0j)
23708,15.10.2020,20:00,2.41,(3.9447622470683816+0j)
23709,15.10.2020,21:00,0.78,(2.7084034180459+0j)
23710,15.10.2020,22:00,1.34,(3.2437702404152207+0j)
23711,15.10.2020,23:00,4.71,(4.931989250481239+0j)
23712,16.10.2020,00:00,4.25,(4.765898574468254+0j)
23713,16.10.2020,01:00,5.54,(5.20617074272585+0j)
23714,16.10.2020,02:00,7.65,(5.797431564066248+0j)
23715,16.10.2020,03:00,2.48,(3.9825910423245197+0j)
23716,16.10.2020,04:00,2.68,(4.08689440692169+0j)
23717,16.10.2020,05:00,2.6,(4.045817311074181+0j)
23718,16.10.2020,06:00,3.8,(4.591377671446251+0j)
23719,16.10.2020,07:00,2.92,(4.205420584442857+0j)
23720,16.10.2020,08:00,1.36,(3.25982877065659+0j)
23721,16.10.2020,09:00,7.3,(5.707633859801269+0j)
23722,16.10.2020,10:00,5.49,(5.190461019148933+0j)
23723,16.10.2020,11:00,0.01,(0.6338918270367443+0j)
23724,16.10.2020,12:00,0.0,0j
23725,16.10.2020,13:00,0.0,0j
23726,16.10.2020,14:00,0.0,0j
23727,16.10.2020,15:00,0.04,(1.0062405530721719+0j)
23728,16.10.2020,16:00,0.29,(1.9475165258697325+0j)
23729,16.10.2020,17:00,0.0,0j
23730,16.10.2020,18:00,0.0,0j
23731,16.10.2020,19:00,0.25,(1.8535109463636024+0j)
23732,16.10.2020,20:00,2.02,(3.719337670551577+0j)
23733,16.10.2020,21:00,0.27,(1.901675481110233+0j)
23734,16.10.2020,22:00,0.01,(0.6338918270367443+0j)
23735,16.10.2020,23:00,1.01,(2.952040265429263+0j)
23736,17.10.2020,00:00,2.92,(4.205420584442857+0j)
23737,17.10.2020,01:00,5.93,(5.325577594059773+0j)
23738,17.10.2020,02:00,8.21,(5.935576016759962+0j)
23739,17.10.2020,03:00,10.13,(6.366268737693819+0j)
23740,17.10.2020,04:00,13.2,(6.953548092929238+0j)
23741,17.10.2020,05:00,4.89,(4.994033355284031+0j)
23742,17.10.2020,06:00,1.65,(3.476774046464619+0j)
23743,17.10.2020,07:00,1.46,(3.3378445298566555+0j)
23744,17.10.2020,08:00,0.76,(2.685053950828665+0j)
23745,17.10.2020,09:00,1.18,(3.109155821266061+0j)
23746,17.10.2020,10:00,19.42,(7.908574816960046+0j)
23747,17.10.2020,11:00,38.5,(9.935019613419914+0j)
23748,17.10.2020,12:00,34.6,(9.587539919932945+0j)
23749,17.10.2020,13:00,29.54,(9.095333945508836+0j)
23750,17.10.2020,14:00,12.59,(6.844741677013971+0j)
23751,17.10.2020,15:00,44.67,(10.439678791318103+0j)
23752,17.10.2020,16:00,48.92,(10.760785350315652+0j)
23753,17.10.2020,17:00,42.02,(10.229015460212192+0j)
23754,17.10.2020,18:00,10.78,(6.49962158970415+0j)
23755,17.10.2020,19:00,0.29,(1.9475165258697325+0j)
23756,17.10.2020,20:00,1.18,(3.109155821266061+0j)
23757,17.10.2020,21:00,9.84,(6.304928779222377+0j)
23758,17.10.2020,22:00,5.41,(5.16512584568672+0j)
