,Tarih,Saat,Toplam (MWh),CNK WindSpeed(m/s)
2895,01.06.2018,15:00,16.85,(7.543075489258436+0j)
2896,01.06.2018,16:00,16.58,(7.502568933146929+0j)
2897,01.06.2018,17:00,16.88,(7.547549437809914+0j)
2898,01.06.2018,18:00,15.21,(7.289955719322498+0j)
2899,01.06.2018,19:00,11.18,(6.579038383422314+0j)
2900,01.06.2018,20:00,8.07,(5.90164384856326+0j)
2901,01.06.2018,21:00,20.24,(8.018355769205215+0j)
2902,01.06.2018,22:00,17.45,(7.631565383826495+0j)
2903,01.06.2018,23:00,24.41,(8.535017425357669+0j)
2904,02.06.2018,00:00,21.55,(8.187743780709809+0j)
2905,02.06.2018,01:00,9.07,(6.135984416965272+0j)
2906,02.06.2018,02:00,12.56,(6.839300703594607+0j)
2907,02.06.2018,03:00,10.83,(6.509654982583684+0j)
2908,02.06.2018,04:00,2.44,(3.961063102691777+0j)
2909,02.06.2018,05:00,4.22,(4.754658205909464+0j)
2910,02.06.2018,06:00,4.37,(4.810338421039802+0j)
2911,02.06.2018,07:00,5.54,(5.20617074272585+0j)
2912,02.06.2018,08:00,11.79,(6.696580399215854+0j)
2913,02.06.2018,09:00,12.83,(6.887961396278614+0j)
2914,02.06.2018,10:00,10.14,(6.368362905192788+0j)
2915,02.06.2018,11:00,11.84,(6.706033517918801+0j)
2916,02.06.2018,12:00,13.02,(6.921796289403065+0j)
2917,02.06.2018,13:00,15.1,(7.272339325325573+0j)
2918,02.06.2018,14:00,15.27,(7.2995288829400975+0j)
2919,02.06.2018,15:00,18.75,(7.816558388287103+0j)
2920,02.06.2018,16:00,23.9,(8.475157660117492+0j)
2921,02.06.2018,17:00,28.07,(8.941889317123328+0j)
2922,02.06.2018,18:00,22.56,(8.31370960639832+0j)
2923,02.06.2018,19:00,21.71,(8.207957394678314+0j)
2924,02.06.2018,20:00,27.19,(8.847452129745912+0j)
2925,02.06.2018,21:00,36.48,(9.758133653832125+0j)
2926,02.06.2018,22:00,27.26,(8.85503814092293+0j)
2927,02.06.2018,23:00,19.77,(7.955803392276102+0j)
2928,03.06.2018,00:00,11.95,(6.726737092633425+0j)
2929,03.06.2018,01:00,12.82,(6.886171385440142+0j)
2930,03.06.2018,02:00,15.17,(7.283559615385496+0j)
2931,03.06.2018,03:00,15.17,(7.283559615385496+0j)
2932,03.06.2018,04:00,15.5,(7.33599542306329+0j)
2933,03.06.2018,05:00,11.62,(6.664238455656943+0j)
2934,03.06.2018,06:00,6.01,(5.349419333699677+0j)
2935,03.06.2018,07:00,4.28,(4.777086170857866+0j)
2936,03.06.2018,08:00,4.17,(4.735805279100251+0j)
2937,03.06.2018,09:00,5.74,(5.26808107149572+0j)
2938,03.06.2018,10:00,5.73,(5.2650200126592255+0j)
2939,03.06.2018,11:00,5.42,(5.168306342700826+0j)
2940,03.06.2018,12:00,5.85,(5.3015204502695195+0j)
2941,03.06.2018,13:00,3.55,(4.488397068022072+0j)
2942,03.06.2018,14:00,3.36,(4.406849761510951+0j)
2943,03.06.2018,15:00,3.05,(4.266925878922245+0j)
2944,03.06.2018,16:00,1.91,(3.6505609854589953+0j)
2945,03.06.2018,17:00,1.54,(3.397728913741854+0j)
2946,03.06.2018,18:00,0.18,(1.661266550565902+0j)
2947,03.06.2018,19:00,0.09,(1.3185481349839474+0j)
2948,03.06.2018,20:00,0.21,(1.7488594868220735+0j)
2949,03.06.2018,21:00,0.0,0j
2950,03.06.2018,22:00,0.0,0j
2951,03.06.2018,23:00,0.0,0j
2952,04.06.2018,00:00,0.0,0j
2953,04.06.2018,01:00,0.0,0j
2954,04.06.2018,02:00,0.0,0j
2955,04.06.2018,03:00,0.0,0j
2956,04.06.2018,04:00,0.0,0j
2957,04.06.2018,05:00,0.0,0j
2958,04.06.2018,06:00,0.0,0j
2959,04.06.2018,07:00,0.0,0j
2960,04.06.2018,08:00,0.0,0j
2961,04.06.2018,09:00,0.0,0j
2962,04.06.2018,10:00,0.0,0j
2963,04.06.2018,11:00,0.0,0j
2964,04.06.2018,12:00,0.0,0j
2965,04.06.2018,13:00,0.0,0j
2966,04.06.2018,14:00,0.12,(1.4512500052942288+0j)
2967,04.06.2018,15:00,0.66,(2.56170902016621+0j)
2968,04.06.2018,16:00,0.03,(0.9142302151651225+0j)
2969,04.06.2018,17:00,0.0,0j
2970,04.06.2018,18:00,0.0,0j
2971,04.06.2018,19:00,1.07,(3.0093757119127615+0j)
2972,04.06.2018,20:00,2.17,(3.8092112965462825+0j)
2973,04.06.2018,21:00,1.13,(3.0646059008649487+0j)
2974,04.06.2018,22:00,0.51,(2.350743321877597+0j)
2975,04.06.2018,23:00,1.04,(2.9809836823483673+0j)
2976,05.06.2018,00:00,0.49,(2.319603982212452+0j)
2977,05.06.2018,01:00,0.07,(1.21259144244315+0j)
2978,05.06.2018,02:00,1.52,(3.3829559927524286+0j)
2979,05.06.2018,03:00,5.34,(5.142751876512487+0j)
2980,05.06.2018,04:00,4.5,(4.857572861754399+0j)
2981,05.06.2018,05:00,1.29,(3.2029123625564275+0j)
2982,05.06.2018,06:00,2.42,(3.950210820632904+0j)
2983,05.06.2018,07:00,0.85,(2.7871143940537175+0j)
2984,05.06.2018,08:00,0.0,0j
2985,05.06.2018,09:00,0.0,0j
2986,05.06.2018,10:00,0.0,0j
2987,05.06.2018,11:00,0.0,0j
2988,05.06.2018,12:00,0.0,0j
2989,05.06.2018,13:00,0.0,0j
2990,05.06.2018,14:00,0.0,0j
2991,05.06.2018,15:00,0.18,(1.661266550565902+0j)
2992,05.06.2018,16:00,0.0,0j
2993,05.06.2018,17:00,1.47,(3.3454478466292623+0j)
2994,05.06.2018,18:00,0.0,0j
2995,05.06.2018,19:00,0.24,(1.828460430330245+0j)
2996,05.06.2018,20:00,0.02,(0.7986536562399142+0j)
2997,05.06.2018,21:00,0.0,0j
2998,05.06.2018,22:00,0.0,0j
2999,05.06.2018,23:00,0.0,0j
3000,06.06.2018,00:00,0.0,0j
3001,06.06.2018,01:00,0.0,0j
3002,06.06.2018,02:00,0.0,0j
3003,06.06.2018,03:00,0.34,(2.053563443601582+0j)
3004,06.06.2018,04:00,0.0,0j
3005,06.06.2018,05:00,0.0,0j
3006,06.06.2018,06:00,1.1,(3.037241887293664+0j)
3007,06.06.2018,07:00,2.85,(4.1715434581273305+0j)
3008,06.06.2018,08:00,0.03,(0.9142302151651225+0j)
3009,06.06.2018,09:00,0.0,0j
3010,06.06.2018,10:00,0.0,0j
3011,06.06.2018,11:00,0.01,(0.6338918270367443+0j)
3012,06.06.2018,12:00,0.0,0j
3013,06.06.2018,13:00,0.0,0j
3014,06.06.2018,14:00,0.4,(2.1678795540555558+0j)
3015,06.06.2018,15:00,0.21,(1.7488594868220735+0j)
3016,06.06.2018,16:00,4.1,(4.709156292985338+0j)
3017,06.06.2018,17:00,18.3,(7.753518882677989+0j)
3018,06.06.2018,18:00,20.32,(8.028906249491975+0j)
3019,06.06.2018,19:00,25.77,(8.690670650750025+0j)
3020,06.06.2018,20:00,22.73,(8.334539916504102+0j)
3021,06.06.2018,21:00,26.19,(8.73763002974544+0j)
3022,06.06.2018,22:00,22.67,(8.327199939200888+0j)
3023,06.06.2018,23:00,30.53,(9.195826182768538+0j)
3024,07.06.2018,00:00,30.87,(9.229836944887632+0j)
3025,07.06.2018,01:00,26.01,(8.717566514754571+0j)
3026,07.06.2018,02:00,24.14,(8.503431956831347+0j)
3027,07.06.2018,03:00,17.93,(7.700907653190313+0j)
3028,07.06.2018,04:00,26.71,(8.795079746935027+0j)
3029,07.06.2018,05:00,16.33,(7.464668868014143+0j)
3030,07.06.2018,06:00,16.56,(7.499551004851425+0j)
3031,07.06.2018,07:00,6.0,(5.346450731905966+0j)
3032,07.06.2018,08:00,4.44,(4.835886979842734+0j)
3033,07.06.2018,09:00,7.9,(5.85990869788807+0j)
3034,07.06.2018,10:00,3.1,(4.290116148897091+0j)
3035,07.06.2018,11:00,2.36,(3.917290866616292+0j)
3036,07.06.2018,12:00,4.13,(4.720614139349769+0j)
3037,07.06.2018,13:00,0.27,(1.901675481110233+0j)
3038,07.06.2018,14:00,0.62,(2.508875143673713+0j)
3039,07.06.2018,15:00,0.07,(1.21259144244315+0j)
3040,07.06.2018,16:00,0.56,(2.4251828848863+0j)
3041,07.06.2018,17:00,1.8,(3.5790902859287854+0j)
3042,07.06.2018,18:00,4.01,(4.674443805220401+0j)
3043,07.06.2018,19:00,9.36,(6.200695934434534+0j)
3044,07.06.2018,20:00,14.22,(7.128229675234548+0j)
3045,07.06.2018,21:00,23.73,(8.45501531097655+0j)
3046,07.06.2018,22:00,24.56,(8.55246436153364+0j)
3047,07.06.2018,23:00,21.09,(8.129066548145293+0j)
3048,08.06.2018,00:00,16.2,(7.4448078050026805+0j)
3049,08.06.2018,01:00,9.22,(6.169625354682467+0j)
3050,08.06.2018,02:00,6.61,(5.521820763526515+0j)
3051,08.06.2018,03:00,5.59,(5.221786225391872+0j)
3052,08.06.2018,04:00,7.24,(5.691953467993309+0j)
3053,08.06.2018,05:00,8.65,(6.039771680915463+0j)
3054,08.06.2018,06:00,8.84,(6.083673627894788+0j)
3055,08.06.2018,07:00,8.36,(5.971506528747432+0j)
3056,08.06.2018,08:00,7.87,(5.852481682707664+0j)
3057,08.06.2018,09:00,6.05,(5.361260920394888+0j)
3058,08.06.2018,10:00,3.53,(4.47995227466286+0j)
3059,08.06.2018,11:00,4.97,(5.021120167666855+0j)
3060,08.06.2018,12:00,5.0,(5.031202765360859+0j)
3061,08.06.2018,13:00,2.72,(4.107126887203164+0j)
3062,08.06.2018,14:00,2.71,(4.102087462648605+0j)
3063,08.06.2018,15:00,5.73,(5.2650200126592255+0j)
3064,08.06.2018,16:00,2.83,(4.1617625466038435+0j)
3065,08.06.2018,17:00,2.61,(4.050997620587875+0j)
3066,08.06.2018,18:00,6.0,(5.346450731905966+0j)
3067,08.06.2018,19:00,6.37,(5.454165305151341+0j)
3068,08.06.2018,20:00,12.45,(6.8192760194522934+0j)
3069,08.06.2018,21:00,17.25,(7.602297347935306+0j)
3070,08.06.2018,22:00,15.45,(7.328098758808281+0j)
3071,08.06.2018,23:00,11.78,(6.694686569816442+0j)
3072,09.06.2018,00:00,6.36,(5.4513097206999666+0j)
3073,09.06.2018,01:00,0.87,(2.8088048726021984+0j)
3074,09.06.2018,02:00,3.75,(4.571151075825612+0j)
3075,09.06.2018,03:00,9.58,(6.248901159049031+0j)
3076,09.06.2018,04:00,7.17,(5.67354979482395+0j)
3077,09.06.2018,05:00,7.1,(5.65502594628744+0j)
3078,09.06.2018,06:00,2.78,(4.137106976617015+0j)
3079,09.06.2018,07:00,3.6,(4.509371190715937+0j)
3080,09.06.2018,08:00,5.26,(5.116940893046924+0j)
3081,09.06.2018,09:00,4.44,(4.835886979842734+0j)
3082,09.06.2018,10:00,5.62,(5.231110863456639+0j)
3083,09.06.2018,11:00,4.21,(4.750899581255295+0j)
3084,09.06.2018,12:00,4.87,(4.987215553830677+0j)
3085,09.06.2018,13:00,2.52,(4.003888725579477+0j)
3086,09.06.2018,14:00,1.73,(3.53207990595051+0j)
3087,09.06.2018,15:00,1.92,(3.6569208606604895+0j)
3088,09.06.2018,16:00,3.14,(4.308489461509831+0j)
3089,09.06.2018,17:00,3.28,(4.371593453051619+0j)
3090,09.06.2018,18:00,2.49,(3.9879368085296267+0j)
3091,09.06.2018,19:00,7.4,(5.733578006624431+0j)
3092,09.06.2018,20:00,18.55,(7.788666774168516+0j)
3093,09.06.2018,21:00,12.83,(6.887961396278614+0j)
3094,09.06.2018,22:00,9.27,(6.180757867736109+0j)
3095,09.06.2018,23:00,11.54,(6.648909503410938+0j)
3096,10.06.2018,00:00,15.34,(7.310665932071808+0j)
3097,10.06.2018,01:00,6.5,(5.491018891352196+0j)
3098,10.06.2018,02:00,8.39,(5.9786409519348815+0j)
3099,10.06.2018,03:00,12.45,(6.8192760194522934+0j)
3100,10.06.2018,04:00,10.1,(6.3599779542117325+0j)
3101,10.06.2018,05:00,6.91,(5.604125272449197+0j)
3102,10.06.2018,06:00,10.72,(6.487540480830441+0j)
3103,10.06.2018,07:00,10.01,(6.34103053919101+0j)
3104,10.06.2018,08:00,15.81,(7.384579590084556+0j)
3105,10.06.2018,09:00,18.0,(7.710916270761109+0j)
3106,10.06.2018,10:00,19.2,(7.878597160908212+0j)
3107,10.06.2018,11:00,11.0,(6.543539284003379+0j)
3108,10.06.2018,12:00,13.35,(6.979788145691004+0j)
3109,10.06.2018,13:00,27.33,(8.862611176622117+0j)
3110,10.06.2018,14:00,38.62,(9.945331005993241+0j)
3111,10.06.2018,15:00,36.74,(9.78126149558327+0j)
3112,10.06.2018,16:00,51.24,(10.928272758187557+0j)
3113,10.06.2018,17:00,52.0,(10.982037782704392+0j)
3114,10.06.2018,18:00,50.0,(10.839397770277778+0j)
3115,10.06.2018,19:00,50.86,(10.901190713898135+0j)
3116,10.06.2018,20:00,47.29,(10.639917413170442+0j)
3117,10.06.2018,21:00,52.47,(11.015025504049738+0j)
3118,10.06.2018,22:00,51.04,(10.914035805176658+0j)
3119,10.06.2018,23:00,48.66,(10.741687670648876+0j)
3120,11.06.2018,00:00,44.1,(10.395084296019784+0j)
3121,11.06.2018,01:00,47.51,(10.656391377341162+0j)
3122,11.06.2018,02:00,51.74,(10.963703795717931+0j)
3123,11.06.2018,03:00,48.23,(10.709953197173906+0j)
3124,11.06.2018,04:00,40.74,(10.124078265518376+0j)
3125,11.06.2018,05:00,44.33,(10.413124544903056+0j)
3126,11.06.2018,06:00,50.73,(10.89189484325135+0j)
3127,11.06.2018,07:00,43.13,(10.318303668114746+0j)
3128,11.06.2018,08:00,41.41,(10.179276137557194+0j)
3129,11.06.2018,09:00,45.03,(10.46764859354696+0j)
3130,11.06.2018,10:00,38.73,(9.954764368643206+0j)
3131,11.06.2018,11:00,39.11,(9.987215575778208+0j)
3132,11.06.2018,12:00,43.71,(10.364350412797407+0j)
3133,11.06.2018,13:00,48.59,(10.73653436893997+0j)
3134,11.06.2018,14:00,55.37,(11.214329872005198+0j)
3135,11.06.2018,15:00,54.56,(11.159376738509136+0j)
3136,11.06.2018,16:00,51.95,(10.97851677002872+0j)
3137,11.06.2018,17:00,56.36,(11.280771796688912+0j)
3138,11.06.2018,18:00,53.95,(11.117632190566612+0j)
3139,11.06.2018,19:00,49.51,(10.803872768582446+0j)
3140,11.06.2018,20:00,52.49,(11.016424859397839+0j)
3141,11.06.2018,21:00,44.12,(10.396655499836944+0j)
3142,11.06.2018,22:00,48.68,(10.743159134731755+0j)
3143,11.06.2018,23:00,49.64,(10.813320529753115+0j)
3144,12.06.2018,00:00,31.28,(9.270519400840397+0j)
3145,12.06.2018,01:00,32.21,(9.361498971473964+0j)
3146,12.06.2018,02:00,27.17,(8.845282306941607+0j)
3147,12.06.2018,03:00,17.22,(7.597887661709294+0j)
3148,12.06.2018,04:00,12.21,(6.775172758061818+0j)
3149,12.06.2018,05:00,4.98,(5.024485530717056+0j)
3150,12.06.2018,06:00,5.33,(5.139539663386618+0j)
3151,12.06.2018,07:00,8.47,(5.9975833072588935+0j)
3152,12.06.2018,08:00,9.16,(6.156213083347767+0j)
3153,12.06.2018,09:00,7.07,(5.647049876539317+0j)
3154,12.06.2018,10:00,6.03,(5.355346672990246+0j)
3155,12.06.2018,11:00,7.5,(5.759289462682284+0j)
3156,12.06.2018,12:00,7.65,(5.797431564066248+0j)
3157,12.06.2018,13:00,7.93,(5.867316934218945+0j)
3158,12.06.2018,14:00,5.91,(5.319583691871828+0j)
3159,12.06.2018,15:00,11.65,(6.669968672113504+0j)
3160,12.06.2018,16:00,13.32,(6.974555918733374+0j)
3161,12.06.2018,17:00,12.37,(6.804638408530006+0j)
3162,12.06.2018,18:00,10.87,(6.517659484938799+0j)
3163,12.06.2018,19:00,10.45,(6.432610408642672+0j)
3164,12.06.2018,20:00,18.9,(7.837347205305967+0j)
3165,12.06.2018,21:00,23.83,(8.466875356416455+0j)
3166,12.06.2018,22:00,13.63,(7.028248430059795+0j)
3167,12.06.2018,23:00,6.82,(5.579688369254568+0j)
3168,13.06.2018,00:00,3.83,(4.603428586749035+0j)
3169,13.06.2018,01:00,3.79,(4.587346609082863+0j)
3170,13.06.2018,02:00,5.71,(5.258887194047848+0j)
3171,13.06.2018,03:00,5.07,(5.054572987509145+0j)
3172,13.06.2018,04:00,5.66,(5.243492237130275+0j)
3173,13.06.2018,05:00,5.63,(5.2342117004978235+0j)
3174,13.06.2018,06:00,4.61,(4.896834889136312+0j)
3175,13.06.2018,07:00,0.99,(2.9324248006616016+0j)
3176,13.06.2018,08:00,0.0,0j
3177,13.06.2018,09:00,0.01,(0.6338918270367443+0j)
3178,13.06.2018,10:00,0.03,(0.9142302151651225+0j)
3179,13.06.2018,11:00,0.21,(1.7488594868220735+0j)
3180,13.06.2018,12:00,1.74,(3.5388723840387972+0j)
3181,13.06.2018,13:00,1.39,(3.2836239833934138+0j)
3182,13.06.2018,14:00,1.77,(3.5590949509208616+0j)
3183,13.06.2018,15:00,2.81,(4.151935443806673+0j)
3184,13.06.2018,16:00,3.29,(4.376031622041839+0j)
3185,13.06.2018,17:00,6.47,(5.482558140059238+0j)
3186,13.06.2018,18:00,5.77,(5.277242970077941+0j)
3187,13.06.2018,19:00,9.53,(6.238010755035319+0j)
3188,13.06.2018,20:00,16.01,(7.415588056231304+0j)
3189,13.06.2018,21:00,15.45,(7.328098758808281+0j)
3190,13.06.2018,22:00,13.1,(6.935944098392325+0j)
3191,13.06.2018,23:00,9.26,(6.178534573347261+0j)
3192,14.06.2018,00:00,6.5,(5.491018891352196+0j)
3193,14.06.2018,01:00,1.09,(3.028010092088052+0j)
3194,14.06.2018,02:00,1.35,(3.251819331083334+0j)
3195,14.06.2018,03:00,2.56,(4.0249622122886874+0j)
3196,14.06.2018,04:00,5.19,(5.094140726648555+0j)
3197,14.06.2018,05:00,6.22,(5.41101345537623+0j)
3198,14.06.2018,06:00,6.79,(5.571494982476162+0j)
3199,14.06.2018,07:00,3.59,(4.505191974984641+0j)
3200,14.06.2018,08:00,2.36,(3.917290866616292+0j)
3201,14.06.2018,09:00,3.18,(4.3267073926218+0j)
3202,14.06.2018,10:00,3.09,(4.28549815162622+0j)
3203,14.06.2018,11:00,6.75,(5.560532839090807+0j)
3204,14.06.2018,12:00,6.21,(5.40811210712273+0j)
3205,14.06.2018,13:00,9.02,(6.124688396543115+0j)
3206,14.06.2018,14:00,7.07,(5.647049876539317+0j)
3207,14.06.2018,15:00,7.07,(5.647049876539317+0j)
3208,14.06.2018,16:00,4.9,(4.997435286414608+0j)
3209,14.06.2018,17:00,2.03,(3.7254650913007614+0j)
3210,14.06.2018,18:00,0.11,(1.4097628029043276+0j)
3211,14.06.2018,19:00,0.32,(2.0124811061443437+0j)
3212,14.06.2018,20:00,0.94,(2.882202143636726+0j)
3213,14.06.2018,21:00,1.53,(3.3903585458809737+0j)
3214,14.06.2018,22:00,7.28,(5.702416641299854+0j)
3215,14.06.2018,23:00,8.73,(6.058334292228671+0j)
3216,15.06.2018,00:00,11.62,(6.664238455656943+0j)
3217,15.06.2018,01:00,12.47,(6.822925619303112+0j)
3218,15.06.2018,02:00,8.36,(5.971506528747432+0j)
3219,15.06.2018,03:00,4.9,(4.997435286414608+0j)
3220,15.06.2018,04:00,4.81,(4.966649482860624+0j)
3221,15.06.2018,05:00,6.92,(5.606827358341579+0j)
3222,15.06.2018,06:00,11.65,(6.669968672113504+0j)
3223,15.06.2018,07:00,10.45,(6.432610408642672+0j)
3224,15.06.2018,08:00,5.85,(5.3015204502695195+0j)
3225,15.06.2018,09:00,4.13,(4.720614139349769+0j)
3226,15.06.2018,10:00,0.41,(2.1857967265258096+0j)
3227,15.06.2018,11:00,4.14,(4.724421087886279+0j)
3228,15.06.2018,12:00,4.85,(4.9803790606082305+0j)
3229,15.06.2018,13:00,3.5,(4.467225068942345+0j)
3230,15.06.2018,14:00,1.59,(3.434109933303215+0j)
3231,15.06.2018,15:00,0.7,(2.6124490684353225+0j)
3232,15.06.2018,16:00,4.03,(4.6822022324118056+0j)
3233,15.06.2018,17:00,6.01,(5.349419333699677+0j)
3234,15.06.2018,18:00,4.37,(4.810338421039802+0j)
3235,15.06.2018,19:00,6.73,(5.555035521775833+0j)
3236,15.06.2018,20:00,4.77,(4.952843575694964+0j)
3237,15.06.2018,21:00,3.09,(4.28549815162622+0j)
3238,15.06.2018,22:00,3.11,(4.294724225639155+0j)
3239,15.06.2018,23:00,14.7,(7.2075488944705475+0j)
3240,16.06.2018,00:00,13.0,(6.9182502865850415+0j)
3241,16.06.2018,01:00,11.72,(6.683301026466776+0j)
3242,16.06.2018,02:00,6.51,(5.493833355654002+0j)
3243,16.06.2018,03:00,5.61,(5.228006345894552+0j)
3244,16.06.2018,04:00,0.82,(2.753931306541175+0j)
3245,16.06.2018,05:00,1.55,(3.4050674439125017+0j)
3246,16.06.2018,06:00,1.64,(3.4697360230757166+0j)
3247,16.06.2018,07:00,0.0,0j
3248,16.06.2018,08:00,0.0,0j
3249,16.06.2018,09:00,0.07,(1.21259144244315+0j)
3250,16.06.2018,10:00,1.75,(3.545638886908896+0j)
3251,16.06.2018,11:00,8.78,(6.069878402257396+0j)
3252,16.06.2018,12:00,19.5,(7.9194196366025675+0j)
3253,16.06.2018,13:00,20.78,(8.089040317827505+0j)
3254,16.06.2018,14:00,23.04,(8.372258786176902+0j)
3255,16.06.2018,15:00,5.84,(5.298497918000756+0j)
3256,16.06.2018,16:00,0.29,(1.9475165258697325+0j)
3257,16.06.2018,17:00,0.0,0j
3258,16.06.2018,18:00,0.12,(1.4512500052942288+0j)
3259,16.06.2018,19:00,2.17,(3.8092112965462825+0j)
3260,16.06.2018,20:00,5.95,(5.331558034339129+0j)
3261,16.06.2018,21:00,3.28,(4.371593453051619+0j)
3262,16.06.2018,22:00,1.23,(3.1524643896111884+0j)
3263,16.06.2018,23:00,36.87,(9.792784514796928+0j)
3264,17.06.2018,00:00,18.94,(7.842872302099113+0j)
3265,17.06.2018,01:00,3.55,(4.488397068022072+0j)
3266,17.06.2018,02:00,1.87,(3.6248971423026513+0j)
3267,17.06.2018,03:00,0.99,(2.9324248006616016+0j)
3268,17.06.2018,04:00,1.76,(3.5523796614759187+0j)
3269,17.06.2018,05:00,2.09,(3.7618133875767774+0j)
3270,17.06.2018,06:00,0.93,(2.871945109751336+0j)
3271,17.06.2018,07:00,0.0,0j
3272,17.06.2018,08:00,0.0,0j
3273,17.06.2018,09:00,0.0,0j
3274,17.06.2018,10:00,0.0,0j
3275,17.06.2018,11:00,0.0,0j
3276,17.06.2018,12:00,0.01,(0.6338918270367443+0j)
3277,17.06.2018,13:00,0.45,(2.2546855953579685+0j)
3278,17.06.2018,14:00,1.05,(2.9905076565830977+0j)
3279,17.06.2018,15:00,7.03,(5.636379941103136+0j)
3280,17.06.2018,16:00,10.38,(6.418215132631279+0j)
3281,17.06.2018,17:00,0.34,(2.053563443601582+0j)
3282,17.06.2018,18:00,0.35,(2.073502199723787+0j)
3283,17.06.2018,19:00,1.1,(3.037241887293664+0j)
3284,17.06.2018,20:00,2.24,(3.8497378626837855+0j)
3285,17.06.2018,21:00,0.26,(1.87790204539192+0j)
3286,17.06.2018,22:00,0.0,0j
3287,17.06.2018,23:00,0.63,(2.5222918433971704+0j)
3288,18.06.2018,00:00,0.11,(1.4097628029043276+0j)
3289,18.06.2018,01:00,0.0,0j
3290,18.06.2018,02:00,0.07,(1.21259144244315+0j)
3291,18.06.2018,03:00,0.0,0j
3292,18.06.2018,04:00,0.0,0j
3293,18.06.2018,05:00,0.0,0j
3294,18.06.2018,06:00,0.0,0j
3295,18.06.2018,07:00,0.0,0j
3296,18.06.2018,08:00,0.0,0j
3297,18.06.2018,09:00,0.0,0j
3298,18.06.2018,10:00,0.0,0j
3299,18.06.2018,11:00,0.13,(1.4904918411741837+0j)
3300,18.06.2018,12:00,0.41,(2.1857967265258096+0j)
3301,18.06.2018,13:00,0.74,(2.6612911652195774+0j)
3302,18.06.2018,14:00,0.73,(2.649248959000378+0j)
3303,18.06.2018,15:00,9.32,(6.191850421805819+0j)
3304,18.06.2018,16:00,9.27,(6.180757867736109+0j)
3305,18.06.2018,17:00,6.03,(5.355346672990246+0j)
3306,18.06.2018,18:00,2.49,(3.9879368085296267+0j)
3307,18.06.2018,19:00,1.41,(3.2992978437387044+0j)
3308,18.06.2018,20:00,0.24,(1.828460430330245+0j)
3309,18.06.2018,21:00,0.02,(0.7986536562399142+0j)
3310,18.06.2018,22:00,0.41,(2.1857967265258096+0j)
3311,18.06.2018,23:00,1.17,(3.100347967217267+0j)
3312,19.06.2018,00:00,5.14,(5.077729077060533+0j)
3313,19.06.2018,01:00,6.08,(5.37010790165733+0j)
3314,19.06.2018,02:00,9.92,(6.32196921014507+0j)
3315,19.06.2018,03:00,11.48,(6.637366234530196+0j)
3316,19.06.2018,04:00,8.97,(6.113350554259354+0j)
3317,19.06.2018,05:00,8.26,(5.947601122598145+0j)
3318,19.06.2018,06:00,8.77,(6.067573093109631+0j)
3319,19.06.2018,07:00,7.88,(5.854959448322355+0j)
3320,19.06.2018,08:00,20.87,(8.100701612662435+0j)
3321,19.06.2018,09:00,28.75,(9.013520178537883+0j)
3322,19.06.2018,10:00,29.29,(9.069602977580438+0j)
3323,19.06.2018,11:00,32.04,(9.34500033863697+0j)
3324,19.06.2018,12:00,26.93,(8.819160981553614+0j)
3325,19.06.2018,13:00,26.54,(8.776380796617758+0j)
3326,19.06.2018,14:00,28.34,(8.970467992908693+0j)
3327,19.06.2018,15:00,35.25,(9.647205418739432+0j)
3328,19.06.2018,16:00,32.98,(9.43550978651995+0j)
3329,19.06.2018,17:00,34.31,(9.56067873602085+0j)
3330,19.06.2018,18:00,35.22,(9.644467846112672+0j)
3331,19.06.2018,19:00,24.67,(8.565213683562082+0j)
3332,19.06.2018,20:00,32.33,(9.37311014488978+0j)
3333,19.06.2018,21:00,32.91,(9.428829439540548+0j)
3334,19.06.2018,22:00,40.87,(10.134835365351359+0j)
3335,19.06.2018,23:00,34.72,(9.598610992032006+0j)
3336,20.06.2018,00:00,20.25,(8.01967609785895+0j)
3337,20.06.2018,01:00,19.75,(7.9531197005925485+0j)
3338,20.06.2018,02:00,18.9,(7.837347205305967+0j)
3339,20.06.2018,03:00,17.2,(7.59494502483027+0j)
3340,20.06.2018,04:00,14.0,(7.091277773817792+0j)
3341,20.06.2018,05:00,13.79,(7.055642610716898+0j)
3342,20.06.2018,06:00,13.08,(6.932412558016837+0j)
3343,20.06.2018,07:00,15.83,(7.387692163515336+0j)
3344,20.06.2018,08:00,22.03,(8.248088611226489+0j)
3345,20.06.2018,09:00,25.18,(8.623834119962638+0j)
3346,20.06.2018,10:00,21.04,(8.122637356481786+0j)
3347,20.06.2018,11:00,23.62,(8.44193071375802+0j)
3348,20.06.2018,12:00,23.59,(8.438355139118634+0j)
3349,20.06.2018,13:00,28.65,(9.003057580418712+0j)
3350,20.06.2018,14:00,23.54,(8.432389105498611+0j)
3351,20.06.2018,15:00,22.48,(8.303870887613344+0j)
3352,20.06.2018,16:00,26.25,(8.744297434110367+0j)
3353,20.06.2018,17:00,28.87,(9.02604332097627+0j)
3354,20.06.2018,18:00,28.16,(8.951435825423866+0j)
3355,20.06.2018,19:00,29.9,(9.13213273040858+0j)
3356,20.06.2018,20:00,29.4,(9.080942570289965+0j)
3357,20.06.2018,21:00,23.22,(8.394005010575043+0j)
3358,20.06.2018,22:00,29.45,(9.086087581345538+0j)
3359,20.06.2018,23:00,24.9,(8.591749401951265+0j)
3360,21.06.2018,00:00,30.72,(9.214863140291655+0j)
