,Tarih,Saat,Toplam (MWh),KONYA WindSpeed(m/s)
514,18.10.2018,10:00,0.0,0j
515,18.10.2018,11:00,0.0,0j
516,18.10.2018,12:00,0.0,0j
517,18.10.2018,13:00,0.0,0j
518,18.10.2018,14:00,0.0,0j
519,18.10.2018,15:00,0.0,0j
520,18.10.2018,16:00,0.0,0j
521,18.10.2018,17:00,0.0,0j
522,18.10.2018,18:00,0.0,0j
523,18.10.2018,19:00,0.0,0j
524,18.10.2018,20:00,0.81,(2.1504322516564622+0j)
525,18.10.2018,21:00,0.97,(2.2836068478797187+0j)
526,18.10.2018,22:00,0.4,(1.6997462394836356+0j)
527,18.10.2018,23:00,0.3,(1.544321947177352+0j)
528,19.10.2018,00:00,0.02,(0.6261918685953259+0j)
529,19.10.2018,01:00,0.01,(0.4970088154710765+0j)
530,19.10.2018,02:00,0.04,(0.7889523165162555+0j)
531,19.10.2018,03:00,0.08,(0.9940176309421529+0j)
532,19.10.2018,04:00,0.0,0j
533,19.10.2018,05:00,0.0,0j
534,19.10.2018,06:00,0.0,0j
535,19.10.2018,07:00,0.0,0j
536,19.10.2018,08:00,0.0,0j
537,19.10.2018,09:00,0.0,0j
538,19.10.2018,10:00,0.13,(1.1686340679201472+0j)
539,19.10.2018,11:00,0.19,(1.3262191426323613+0j)
540,19.10.2018,12:00,0.42,(1.7276158853209145+0j)
541,19.10.2018,13:00,0.26,(1.4723866617968684+0j)
542,19.10.2018,14:00,0.17,(1.2779496176156349+0j)
543,19.10.2018,15:00,0.02,(0.6261918685953259+0j)
544,19.10.2018,16:00,0.0,0j
545,19.10.2018,17:00,0.14,(1.1978619518345093+0j)
546,19.10.2018,18:00,1.59,(2.692546010771571+0j)
547,19.10.2018,19:00,5.75,(4.132885499823259+0j)
548,19.10.2018,20:00,3.89,(3.628111502041619+0j)
549,19.10.2018,21:00,3.39,(3.4654847440054266+0j)
550,19.10.2018,22:00,0.27,(1.4910264464132295+0j)
551,19.10.2018,23:00,0.02,(0.6261918685953259+0j)
552,20.10.2018,00:00,0.0,0j
553,20.10.2018,01:00,0.77,(2.1144349738046944+0j)
554,20.10.2018,02:00,0.82,(2.15924559707788+0j)
555,20.10.2018,03:00,0.52,(1.855090948782318+0j)
556,20.10.2018,04:00,0.03,(0.716810750552154+0j)
557,20.10.2018,05:00,0.0,0j
558,20.10.2018,06:00,0.0,0j
559,20.10.2018,07:00,0.0,0j
560,20.10.2018,08:00,0.61,(1.9564738020788404+0j)
561,20.10.2018,09:00,1.22,(2.4650025268069866+0j)
562,20.10.2018,10:00,2.22,(3.0094127045248737+0j)
563,20.10.2018,11:00,1.33,(2.536965953131107+0j)
564,20.10.2018,12:00,1.4,(2.580715342901568+0j)
565,20.10.2018,13:00,1.12,(2.3957239036690186+0j)
566,20.10.2018,14:00,0.21,(1.371209636877696+0j)
567,20.10.2018,15:00,0.0,0j
568,20.10.2018,16:00,0.0,0j
569,20.10.2018,17:00,0.0,0j
570,20.10.2018,18:00,0.0,0j
571,20.10.2018,19:00,0.0,0j
572,20.10.2018,20:00,0.0,0j
573,20.10.2018,21:00,0.0,0j
574,20.10.2018,22:00,0.0,0j
575,20.10.2018,23:00,0.0,0j
576,21.10.2018,00:00,0.0,0j
577,21.10.2018,01:00,0.0,0j
578,21.10.2018,02:00,0.0,0j
579,21.10.2018,03:00,0.0,0j
580,21.10.2018,04:00,0.0,0j
581,21.10.2018,05:00,0.0,0j
582,21.10.2018,06:00,0.0,0j
583,21.10.2018,07:00,0.0,0j
584,21.10.2018,08:00,0.0,0j
585,21.10.2018,09:00,0.0,0j
586,21.10.2018,10:00,0.0,0j
587,21.10.2018,11:00,0.0,0j
588,21.10.2018,12:00,0.0,0j
589,21.10.2018,13:00,0.0,0j
590,21.10.2018,14:00,0.0,0j
591,21.10.2018,15:00,0.0,0j
592,21.10.2018,16:00,0.0,0j
593,21.10.2018,17:00,0.0,0j
594,21.10.2018,18:00,0.0,0j
595,21.10.2018,19:00,0.0,0j
596,21.10.2018,20:00,0.0,0j
597,21.10.2018,21:00,0.0,0j
598,21.10.2018,22:00,0.0,0j
599,21.10.2018,23:00,0.0,0j
600,22.10.2018,00:00,0.0,0j
601,22.10.2018,01:00,0.0,0j
602,22.10.2018,02:00,0.0,0j
603,22.10.2018,03:00,0.0,0j
604,22.10.2018,04:00,0.0,0j
605,22.10.2018,05:00,0.0,0j
606,22.10.2018,06:00,0.0,0j
607,22.10.2018,07:00,0.0,0j
608,22.10.2018,08:00,0.02,(0.6261918685953259+0j)
609,22.10.2018,09:00,0.28,(1.509211487984457+0j)
610,22.10.2018,10:00,0.57,(1.9127389885949826+0j)
611,22.10.2018,11:00,0.33,(1.5941728379340387+0j)
612,22.10.2018,12:00,0.28,(1.509211487984457+0j)
613,22.10.2018,13:00,0.23,(1.4134269590133344+0j)
614,22.10.2018,14:00,0.0,0j
615,22.10.2018,15:00,0.0,0j
616,22.10.2018,16:00,0.0,0j
617,22.10.2018,17:00,0.0,0j
618,22.10.2018,18:00,0.0,0j
619,22.10.2018,19:00,0.0,0j
620,22.10.2018,20:00,0.0,0j
621,22.10.2018,21:00,0.0,0j
622,22.10.2018,22:00,0.0,0j
623,22.10.2018,23:00,0.0,0j
624,23.10.2018,00:00,0.0,0j
625,23.10.2018,01:00,0.0,0j
626,23.10.2018,02:00,0.0,0j
627,23.10.2018,03:00,0.0,0j
628,23.10.2018,04:00,0.0,0j
629,23.10.2018,05:00,0.0,0j
630,23.10.2018,06:00,0.0,0j
631,23.10.2018,07:00,0.0,0j
632,23.10.2018,08:00,0.0,0j
633,23.10.2018,09:00,0.0,0j
634,23.10.2018,10:00,0.0,0j
635,23.10.2018,11:00,0.0,0j
636,23.10.2018,12:00,0.0,0j
637,23.10.2018,13:00,0.0,0j
638,23.10.2018,14:00,0.0,0j
639,23.10.2018,15:00,0.0,0j
640,23.10.2018,16:00,0.0,0j
641,23.10.2018,17:00,0.0,0j
642,23.10.2018,18:00,0.0,0j
643,23.10.2018,19:00,0.0,0j
644,23.10.2018,20:00,0.0,0j
645,23.10.2018,21:00,0.0,0j
646,23.10.2018,22:00,0.0,0j
647,23.10.2018,23:00,0.0,0j
648,24.10.2018,00:00,0.0,0j
649,24.10.2018,01:00,0.0,0j
650,24.10.2018,02:00,0.0,0j
651,24.10.2018,03:00,0.0,0j
652,24.10.2018,04:00,0.0,0j
653,24.10.2018,05:00,0.0,0j
654,24.10.2018,06:00,0.0,0j
655,24.10.2018,07:00,0.0,0j
656,24.10.2018,08:00,0.0,0j
657,24.10.2018,09:00,0.0,0j
658,24.10.2018,10:00,0.0,0j
659,24.10.2018,11:00,0.0,0j
660,24.10.2018,12:00,0.0,0j
661,24.10.2018,13:00,0.0,0j
662,24.10.2018,14:00,0.0,0j
663,24.10.2018,15:00,0.0,0j
664,24.10.2018,16:00,0.0,0j
665,24.10.2018,17:00,0.0,0j
666,24.10.2018,18:00,0.0,0j
667,24.10.2018,19:00,0.0,0j
668,24.10.2018,20:00,0.0,0j
669,24.10.2018,21:00,0.0,0j
670,24.10.2018,22:00,0.0,0j
671,24.10.2018,23:00,0.0,0j
672,25.10.2018,00:00,0.0,0j
673,25.10.2018,01:00,0.0,0j
674,25.10.2018,02:00,0.0,0j
675,25.10.2018,03:00,0.0,0j
676,25.10.2018,04:00,0.09,(1.033819996975575+0j)
677,25.10.2018,05:00,0.0,0j
678,25.10.2018,06:00,0.0,0j
679,25.10.2018,07:00,0.0,0j
680,25.10.2018,08:00,0.0,0j
681,25.10.2018,09:00,0.0,0j
682,25.10.2018,10:00,0.0,0j
683,25.10.2018,11:00,0.0,0j
684,25.10.2018,12:00,0.0,0j
685,25.10.2018,13:00,0.0,0j
686,25.10.2018,14:00,0.0,0j
687,25.10.2018,15:00,0.0,0j
688,25.10.2018,16:00,0.0,0j
689,25.10.2018,17:00,0.0,0j
690,25.10.2018,18:00,0.0,0j
691,25.10.2018,19:00,0.0,0j
692,25.10.2018,20:00,0.0,0j
693,25.10.2018,21:00,0.0,0j
694,25.10.2018,22:00,0.0,0j
695,25.10.2018,23:00,0.0,0j
696,26.10.2018,00:00,0.0,0j
697,26.10.2018,01:00,0.0,0j
698,26.10.2018,02:00,0.0,0j
699,26.10.2018,03:00,0.0,0j
700,26.10.2018,04:00,0.0,0j
701,26.10.2018,05:00,0.0,0j
702,26.10.2018,06:00,0.0,0j
703,26.10.2018,07:00,0.0,0j
704,26.10.2018,08:00,0.0,0j
705,26.10.2018,09:00,0.0,0j
706,26.10.2018,10:00,0.0,0j
707,26.10.2018,11:00,0.06,(0.903124953411602+0j)
708,26.10.2018,12:00,0.0,0j
709,26.10.2018,13:00,0.0,0j
710,26.10.2018,14:00,0.0,0j
711,26.10.2018,15:00,0.61,(1.9564738020788404+0j)
712,26.10.2018,16:00,2.35,(3.067044279333108+0j)
713,26.10.2018,17:00,1.65,(2.725997207712534+0j)
714,26.10.2018,18:00,2.35,(3.067044279333108+0j)
715,26.10.2018,19:00,1.1,(2.3813779075833685+0j)
716,26.10.2018,20:00,0.62,(1.9671070206901704+0j)
717,26.10.2018,21:00,0.4,(1.6997462394836356+0j)
718,26.10.2018,22:00,0.62,(1.9671070206901704+0j)
719,26.10.2018,23:00,1.0,(2.3069105680976625+0j)
720,27.10.2018,00:00,0.0,0j
721,27.10.2018,01:00,0.0,0j
722,27.10.2018,02:00,0.25,(1.4532625924855926+0j)
723,27.10.2018,03:00,0.35,(1.6257487921541758+0j)
724,27.10.2018,04:00,0.15,(1.2257291417634533+0j)
725,27.10.2018,05:00,0.0,0j
726,27.10.2018,06:00,0.41,(1.713794366129565+0j)
727,27.10.2018,07:00,0.29,(1.5269685462859808+0j)
728,27.10.2018,08:00,0.27,(1.4910264464132295+0j)
729,27.10.2018,09:00,1.75,(2.7799913299223333+0j)
730,27.10.2018,10:00,3.46,(3.4891753166695203+0j)
731,27.10.2018,11:00,6.54,(4.314098015951172+0j)
732,27.10.2018,12:00,5.58,(4.091747491949451+0j)
733,27.10.2018,13:00,3.92,(3.637414392770127+0j)
734,27.10.2018,14:00,2.63,(3.1843148932192475+0j)
735,27.10.2018,15:00,1.14,(2.409900114685448+0j)
736,27.10.2018,16:00,0.52,(1.855090948782318+0j)
737,27.10.2018,17:00,0.57,(1.9127389885949826+0j)
738,27.10.2018,18:00,0.84,(2.1766596200485875+0j)
739,27.10.2018,19:00,1.06,(2.3521555954136963+0j)
740,27.10.2018,20:00,2.26,(3.027379773204814+0j)
741,27.10.2018,21:00,1.3,(2.5177457758802415+0j)
742,27.10.2018,22:00,1.12,(2.3957239036690186+0j)
743,27.10.2018,23:00,1.66,(2.7314931847031727+0j)
744,28.10.2018,00:00,3.3,(3.4345412639516684+0j)
745,28.10.2018,01:00,4.44,(3.7916224142519486+0j)
746,28.10.2018,02:00,3.0,(3.3271407755764733+0j)
747,28.10.2018,03:00,3.44,(3.482439440232945+0j)
748,28.10.2018,04:00,1.95,(2.8820994487786016+0j)
749,28.10.2018,05:00,1.11,(2.3885724464846243+0j)
750,28.10.2018,06:00,0.95,(2.2678028339235294+0j)
751,28.10.2018,07:00,1.4,(2.580715342901568+0j)
752,28.10.2018,08:00,2.93,(3.301059092141994+0j)
753,28.10.2018,09:00,4.35,(3.7658282659733304+0j)
754,28.10.2018,10:00,6.29,(4.258411641121408+0j)
755,28.10.2018,11:00,4.42,(3.7859207178090206+0j)
756,28.10.2018,12:00,3.03,(3.3381944806173847+0j)
757,28.10.2018,13:00,2.35,(3.067044279333108+0j)
758,28.10.2018,14:00,2.21,(3.00488726505912+0j)
759,28.10.2018,15:00,1.29,(2.5112733931487683+0j)
760,28.10.2018,16:00,0.42,(1.7276158853209145+0j)
761,28.10.2018,17:00,0.07,(0.9507436612273904+0j)
762,28.10.2018,18:00,0.4,(1.6997462394836356+0j)
763,28.10.2018,19:00,0.87,(2.2022697297538834+0j)
764,28.10.2018,20:00,1.27,(2.498227581762681+0j)
765,28.10.2018,21:00,1.57,(2.681208840658406+0j)
766,28.10.2018,22:00,2.0,(2.9065251849711853+0j)
767,28.10.2018,23:00,2.43,(3.1014599909267253+0j)
768,29.10.2018,00:00,1.76,(2.7852764972648036+0j)
769,29.10.2018,01:00,0.54,(1.878575605785978+0j)
770,29.10.2018,02:00,0.04,(0.7889523165162555+0j)
771,29.10.2018,03:00,0.0,0j
772,29.10.2018,04:00,0.0,0j
773,29.10.2018,05:00,0.11,(1.1053377104451128+0j)
774,29.10.2018,06:00,1.33,(2.536965953131107+0j)
775,29.10.2018,07:00,2.1,(2.9541816089953308+0j)
776,29.10.2018,08:00,2.45,(3.1099455598662704+0j)
777,29.10.2018,09:00,1.73,(2.769360284091336+0j)
778,29.10.2018,10:00,1.29,(2.5112733931487683+0j)
779,29.10.2018,11:00,0.49,(1.8187071963850634+0j)
780,29.10.2018,12:00,0.0,0j
781,29.10.2018,13:00,0.0,0j
782,29.10.2018,14:00,0.0,0j
783,29.10.2018,15:00,0.0,0j
784,29.10.2018,16:00,0.0,0j
785,29.10.2018,17:00,0.01,(0.4970088154710765+0j)
786,29.10.2018,18:00,0.0,0j
787,29.10.2018,19:00,0.0,0j
788,29.10.2018,20:00,0.0,0j
789,29.10.2018,21:00,0.0,0j
790,29.10.2018,22:00,0.0,0j
791,29.10.2018,23:00,0.0,0j
792,30.10.2018,00:00,0.0,0j
793,30.10.2018,01:00,0.0,0j
794,30.10.2018,02:00,0.0,0j
795,30.10.2018,03:00,0.0,0j
796,30.10.2018,04:00,0.0,0j
797,30.10.2018,05:00,0.0,0j
798,30.10.2018,06:00,0.0,0j
799,30.10.2018,07:00,0.0,0j
800,30.10.2018,08:00,0.0,0j
801,30.10.2018,09:00,0.0,0j
802,30.10.2018,10:00,0.0,0j
803,30.10.2018,11:00,0.0,0j
804,30.10.2018,12:00,0.0,0j
805,30.10.2018,13:00,0.0,0j
806,30.10.2018,14:00,0.0,0j
807,30.10.2018,15:00,0.0,0j
808,30.10.2018,16:00,0.0,0j
809,30.10.2018,17:00,0.0,0j
810,30.10.2018,18:00,0.01,(0.4970088154710765+0j)
811,30.10.2018,19:00,0.0,0j
812,30.10.2018,20:00,0.0,0j
813,30.10.2018,21:00,0.0,0j
814,30.10.2018,22:00,0.0,0j
815,30.10.2018,23:00,0.0,0j
816,31.10.2018,00:00,0.0,0j
817,31.10.2018,01:00,0.0,0j
818,31.10.2018,02:00,0.0,0j
819,31.10.2018,03:00,0.0,0j
820,31.10.2018,04:00,0.0,0j
821,31.10.2018,05:00,0.0,0j
822,31.10.2018,06:00,0.0,0j
823,31.10.2018,07:00,0.0,0j
824,31.10.2018,08:00,0.0,0j
825,31.10.2018,09:00,0.0,0j
826,31.10.2018,10:00,0.0,0j
827,31.10.2018,11:00,0.0,0j
828,31.10.2018,12:00,0.0,0j
829,31.10.2018,13:00,0.0,0j
830,31.10.2018,14:00,0.0,0j
831,31.10.2018,15:00,0.0,0j
832,31.10.2018,16:00,1.19,(2.4446296735489987+0j)
833,31.10.2018,17:00,2.82,(3.2592208854958327+0j)
834,31.10.2018,18:00,3.09,(3.360084905968935+0j)
835,31.10.2018,19:00,2.21,(3.00488726505912+0j)
836,31.10.2018,20:00,1.86,(2.8370592553390845+0j)
837,31.10.2018,21:00,1.4,(2.580715342901568+0j)
838,31.10.2018,22:00,0.9,(2.227297664732836+0j)
839,31.10.2018,23:00,0.65,(1.998336146610393+0j)
840,01.11.2018,00:00,0.42,(1.7276158853209145+0j)
841,01.11.2018,01:00,0.23,(1.4134269590133344+0j)
842,01.11.2018,02:00,0.93,(2.25177542321069+0j)
843,01.11.2018,03:00,2.21,(3.00488726505912+0j)
844,01.11.2018,04:00,3.46,(3.4891753166695203+0j)
845,01.11.2018,05:00,4.17,(3.7131524207691817+0j)
846,01.11.2018,06:00,2.65,(3.1923662925816094+0j)
847,01.11.2018,07:00,2.43,(3.1014599909267253+0j)
848,01.11.2018,08:00,1.72,(2.7640140154206625+0j)
849,01.11.2018,09:00,0.97,(2.2836068478797187+0j)
850,01.11.2018,10:00,0.74,(2.0866102278563563+0j)
851,01.11.2018,11:00,0.54,(1.878575605785978+0j)
852,01.11.2018,12:00,0.68,(2.028618567365417+0j)
853,01.11.2018,13:00,0.0,0j
854,01.11.2018,14:00,0.0,0j
855,01.11.2018,15:00,0.0,0j
856,01.11.2018,16:00,0.0,0j
857,01.11.2018,17:00,0.48,(1.8062499068232039+0j)
858,01.11.2018,18:00,4.29,(3.7484338920565463+0j)
859,01.11.2018,19:00,3.78,(3.5935858555035276+0j)
860,01.11.2018,20:00,1.58,(2.686889384843907+0j)
861,01.11.2018,21:00,1.04,(2.3372681358402945+0j)
862,01.11.2018,22:00,1.38,(2.5683672336872383+0j)
863,01.11.2018,23:00,0.42,(1.7276158853209145+0j)
864,02.11.2018,00:00,0.31,(1.5612938769888036+0j)
865,02.11.2018,01:00,0.08,(0.9940176309421529+0j)
866,02.11.2018,02:00,0.0,0j
867,02.11.2018,03:00,0.24,(1.433621501104308+0j)
868,02.11.2018,04:00,0.29,(1.5269685462859808+0j)
869,02.11.2018,05:00,0.47,(1.7936183753308608+0j)
870,02.11.2018,06:00,0.76,(2.105241662154974+0j)
871,02.11.2018,07:00,1.3,(2.5177457758802415+0j)
872,02.11.2018,08:00,2.07,(2.940046552509083+0j)
873,02.11.2018,09:00,2.16,(2.982052892826459+0j)
874,02.11.2018,10:00,2.41,(3.0929277332626515+0j)
875,02.11.2018,11:00,3.81,(3.603067656327343+0j)
876,02.11.2018,12:00,2.46,(3.114171034573736+0j)
877,02.11.2018,13:00,3.63,(3.5454086524916857+0j)
878,02.11.2018,14:00,3.28,(3.42758873225913+0j)
879,02.11.2018,15:00,1.94,(2.8771643373277374+0j)
880,02.11.2018,16:00,1.09,(2.3741396322119037+0j)
881,02.11.2018,17:00,0.63,(1.9776265095882346+0j)
882,02.11.2018,18:00,0.93,(2.25177542321069+0j)
883,02.11.2018,19:00,1.01,(2.3145747791111253+0j)
884,02.11.2018,20:00,1.35,(2.5496193592254532+0j)
885,02.11.2018,21:00,2.5,(3.1309593429766296+0j)
886,02.11.2018,22:00,2.77,(3.239843371110874+0j)
887,02.11.2018,23:00,1.97,(2.8919192842679697+0j)
888,03.11.2018,00:00,1.26,(2.491653268260342+0j)
889,03.11.2018,01:00,1.13,(2.4028329183462858+0j)
890,03.11.2018,02:00,1.32,(2.530591639955623+0j)
891,03.11.2018,03:00,2.3,(3.045136072324601+0j)
892,03.11.2018,04:00,1.18,(2.4377627000905835+0j)
893,03.11.2018,05:00,0.86,(2.1937993778668035+0j)
894,03.11.2018,06:00,0.0,0j
895,03.11.2018,07:00,0.0,0j
896,03.11.2018,08:00,0.52,(1.855090948782318+0j)
897,03.11.2018,09:00,1.47,(2.623029672501349+0j)
898,03.11.2018,10:00,1.45,(2.6110794854809094+0j)
899,03.11.2018,11:00,0.57,(1.9127389885949826+0j)
900,03.11.2018,12:00,0.74,(2.0866102278563563+0j)
901,03.11.2018,13:00,1.1,(2.3813779075833685+0j)
902,03.11.2018,14:00,1.63,(2.714938273927497+0j)
903,03.11.2018,15:00,3.98,(3.655878741605752+0j)
904,03.11.2018,16:00,3.36,(3.455231770641829+0j)
905,03.11.2018,17:00,2.16,(2.982052892826459+0j)
906,03.11.2018,18:00,2.34,(3.0626876764810604+0j)
907,03.11.2018,19:00,3.17,(3.388835692806476+0j)
908,03.11.2018,20:00,2.37,(3.075720546996181+0j)
909,03.11.2018,21:00,0.82,(2.15924559707788+0j)
910,03.11.2018,22:00,0.77,(2.1144349738046944+0j)
911,03.11.2018,23:00,0.15,(1.2257291417634533+0j)
912,04.11.2018,00:00,0.03,(0.716810750552154+0j)
913,04.11.2018,01:00,0.08,(0.9940176309421529+0j)
914,04.11.2018,02:00,0.0,0j
915,04.11.2018,03:00,0.0,0j
916,04.11.2018,04:00,0.0,0j
917,04.11.2018,05:00,1.75,(2.7799913299223333+0j)
918,04.11.2018,06:00,2.87,(3.2783706838288853+0j)
919,04.11.2018,07:00,2.12,(2.9635303472897245+0j)
920,04.11.2018,08:00,3.19,(3.3959476458655913+0j)
921,04.11.2018,09:00,3.72,(3.5744706756007862+0j)
922,04.11.2018,10:00,4.36,(3.76871174969257+0j)
923,04.11.2018,11:00,3.2,(3.399492478967271+0j)
924,04.11.2018,12:00,3.95,(3.6466699400310763+0j)
925,04.11.2018,13:00,5.16,(3.9863980260641045+0j)
926,04.11.2018,14:00,6.15,(4.226580358668268+0j)
927,04.11.2018,15:00,9.66,(4.913109770131178+0j)
928,04.11.2018,16:00,10.57,(5.062780371617096+0j)
929,04.11.2018,17:00,6.86,(4.383343080167281+0j)
930,04.11.2018,18:00,8.18,(4.648168463498584+0j)
931,04.11.2018,19:00,8.46,(4.700609921643296+0j)
932,04.11.2018,20:00,12.7,(5.382268165743985+0j)
933,04.11.2018,21:00,10.92,(5.118055267981328+0j)
934,04.11.2018,22:00,10.0,(4.970088154710765+0j)
935,04.11.2018,23:00,12.35,(5.3323634683158305+0j)
936,05.11.2018,00:00,10.06,(4.980008516671498+0j)
937,05.11.2018,01:00,8.46,(4.700609921643296+0j)
938,05.11.2018,02:00,10.63,(5.072341830349172+0j)
939,05.11.2018,03:00,7.82,(4.578954656663343+0j)
940,05.11.2018,04:00,8.25,(4.661389655896273+0j)
941,05.11.2018,05:00,11.89,(5.265319266825474+0j)
942,05.11.2018,06:00,13.57,(5.502466085537551+0j)
943,05.11.2018,07:00,13.53,(5.497054263914016+0j)
944,05.11.2018,08:00,10.49,(5.049975308093957+0j)
945,05.11.2018,09:00,14.17,(5.582396870712451+0j)
946,05.11.2018,10:00,14.36,(5.607236902911738+0j)
947,05.11.2018,11:00,14.7,(5.651146119419877+0j)
948,05.11.2018,12:00,13.68,(5.51729396882268+0j)
949,05.11.2018,13:00,14.03,(5.56395124267666+0j)
950,05.11.2018,14:00,10.83,(5.103955870741596+0j)
951,05.11.2018,15:00,11.25,(5.169099984877875+0j)
952,05.11.2018,16:00,11.25,(5.169099984877875+0j)
953,05.11.2018,17:00,12.67,(5.378026817915138+0j)
954,05.11.2018,18:00,12.69,(5.380855125992582+0j)
955,05.11.2018,19:00,10.4,(5.035491551760483+0j)
956,05.11.2018,20:00,3.71,(3.571264870584431+0j)
957,05.11.2018,21:00,3.92,(3.637414392770127+0j)
958,05.11.2018,22:00,5.53,(4.079489337333396+0j)
959,05.11.2018,23:00,2.1,(2.9541816089953308+0j)
960,06.11.2018,00:00,5.44,(4.057237134730834+0j)
961,06.11.2018,01:00,4.03,(3.6711244506897995+0j)
962,06.11.2018,02:00,4.36,(3.76871174969257+0j)
963,06.11.2018,03:00,3.15,(3.3816937629060733+0j)
964,06.11.2018,04:00,3.55,(3.519169698984293+0j)
965,06.11.2018,05:00,2.1,(2.9541816089953308+0j)
966,06.11.2018,06:00,2.5,(3.1309593429766296+0j)
967,06.11.2018,07:00,2.4,(3.0886438943547034+0j)
968,06.11.2018,08:00,3.36,(3.455231770641829+0j)
969,06.11.2018,09:00,3.11,(3.3673186955857735+0j)
970,06.11.2018,10:00,2.39,(3.0843481393057273+0j)
971,06.11.2018,11:00,2.98,(3.3197306379588656+0j)
972,06.11.2018,12:00,4.41,(3.783063418068653+0j)
973,06.11.2018,13:00,5.29,(4.019598257170033+0j)
974,06.11.2018,14:00,6.24,(4.2470980606057855+0j)
975,06.11.2018,15:00,4.98,(3.939494871935765+0j)
976,06.11.2018,16:00,4.78,(3.8860351459153706+0j)
977,06.11.2018,17:00,2.85,(3.2707376627681333+0j)
978,06.11.2018,18:00,1.24,(2.4783995427635355+0j)
979,06.11.2018,19:00,2.16,(2.982052892826459+0j)
980,06.11.2018,20:00,1.39,(2.574556094322664+0j)
981,06.11.2018,21:00,1.7,(2.7532589883041045+0j)
982,06.11.2018,22:00,0.17,(1.2779496176156349+0j)
983,06.11.2018,23:00,0.0,0j
984,07.11.2018,00:00,0.11,(1.1053377104451128+0j)
985,07.11.2018,01:00,0.1,(1.0707730333025423+0j)
986,07.11.2018,02:00,0.94,(2.2598175465575947+0j)
987,07.11.2018,03:00,0.49,(1.8187071963850634+0j)
988,07.11.2018,04:00,0.04,(0.7889523165162555+0j)
989,07.11.2018,05:00,0.16,(1.2523837371906519+0j)
990,07.11.2018,06:00,0.17,(1.2779496176156349+0j)
991,07.11.2018,07:00,0.02,(0.6261918685953259+0j)
992,07.11.2018,08:00,0.0,0j
993,07.11.2018,09:00,0.0,0j
994,07.11.2018,10:00,0.0,0j
995,07.11.2018,11:00,0.0,0j
996,07.11.2018,12:00,0.0,0j
997,07.11.2018,13:00,1.36,(2.5558992352312697+0j)
998,07.11.2018,14:00,1.96,(2.8870177167637845+0j)
999,07.11.2018,15:00,1.32,(2.530591639955623+0j)
1000,07.11.2018,16:00,0.24,(1.433621501104308+0j)
1001,07.11.2018,17:00,0.25,(1.4532625924855926+0j)
1002,07.11.2018,18:00,0.28,(1.509211487984457+0j)
1003,07.11.2018,19:00,0.0,0j
1004,07.11.2018,20:00,0.0,0j
1005,07.11.2018,21:00,0.0,0j
1006,07.11.2018,22:00,0.0,0j
1007,07.11.2018,23:00,0.0,0j
1008,08.11.2018,00:00,0.0,0j
1009,08.11.2018,01:00,0.0,0j
1010,08.11.2018,02:00,0.0,0j
1011,08.11.2018,03:00,0.29,(1.5269685462859808+0j)
1012,08.11.2018,04:00,0.0,0j
1013,08.11.2018,05:00,0.26,(1.4723866617968684+0j)
1014,08.11.2018,06:00,0.3,(1.544321947177352+0j)
1015,08.11.2018,07:00,0.55,(1.8901008978158347+0j)
1016,08.11.2018,08:00,0.83,(2.167987577420892+0j)
1017,08.11.2018,09:00,0.95,(2.2678028339235294+0j)
1018,08.11.2018,10:00,0.75,(2.0959673495561764+0j)
1019,08.11.2018,11:00,0.0,0j
1020,08.11.2018,12:00,0.0,0j
1021,08.11.2018,13:00,0.0,0j
1022,08.11.2018,14:00,0.0,0j
1023,08.11.2018,15:00,0.0,0j
1024,08.11.2018,16:00,0.0,0j
1025,08.11.2018,17:00,0.0,0j
1026,08.11.2018,18:00,0.0,0j
1027,08.11.2018,19:00,0.0,0j
1028,08.11.2018,20:00,0.0,0j
1029,08.11.2018,21:00,0.0,0j
1030,08.11.2018,22:00,0.02,(0.6261918685953259+0j)
1031,08.11.2018,23:00,0.04,(0.7889523165162555+0j)
1032,09.11.2018,00:00,0.48,(1.8062499068232039+0j)
1033,09.11.2018,01:00,0.71,(2.058022924722261+0j)
1034,09.11.2018,02:00,0.37,(1.6561436353733923+0j)
1035,09.11.2018,03:00,0.02,(0.6261918685953259+0j)
1036,09.11.2018,04:00,0.0,0j
1037,09.11.2018,05:00,0.0,0j
1038,09.11.2018,06:00,0.0,0j
1039,09.11.2018,07:00,0.0,0j
1040,09.11.2018,08:00,0.0,0j
1041,09.11.2018,09:00,0.07,(0.9507436612273904+0j)
1042,09.11.2018,10:00,0.4,(1.6997462394836356+0j)
1043,09.11.2018,11:00,0.08,(0.9940176309421529+0j)
1044,09.11.2018,12:00,0.0,0j
1045,09.11.2018,13:00,0.0,0j
1046,09.11.2018,14:00,0.0,0j
1047,09.11.2018,15:00,0.21,(1.371209636877696+0j)
1048,09.11.2018,16:00,0.72,(2.06763999395115+0j)
1049,09.11.2018,17:00,0.71,(2.058022924722261+0j)
1050,09.11.2018,18:00,0.32,(1.577904633032511+0j)
1051,09.11.2018,19:00,0.03,(0.716810750552154+0j)
1052,09.11.2018,20:00,0.32,(1.577904633032511+0j)
1053,09.11.2018,21:00,0.45,(1.767807328021609+0j)
1054,09.11.2018,22:00,0.26,(1.4723866617968684+0j)
1055,09.11.2018,23:00,0.04,(0.7889523165162555+0j)
1056,10.11.2018,00:00,0.0,0j
1057,10.11.2018,01:00,0.0,0j
