,Tarih,Saat,Toplam (MWh),AYDIN WindSpeed(m/s)
22005,05.08.2020,21:00,27.1,(9.042752602124834+0j)
22006,05.08.2020,22:00,31.0,(9.457248126008613+0j)
22007,05.08.2020,23:00,38.5,(10.165555805177062+0j)
22008,06.08.2020,00:00,36.3,(9.968116246079372+0j)
22009,06.08.2020,01:00,28.8,(9.228016907699104+0j)
22010,06.08.2020,02:00,25.9,(8.907260224166848+0j)
22011,06.08.2020,03:00,26.1,(8.930128771832704+0j)
22012,06.08.2020,04:00,18.8,(8.005039920844183+0j)
22013,06.08.2020,05:00,12.6,(7.005423593550313+0j)
22014,06.08.2020,06:00,8.0,(6.021077464018397+0j)
22015,06.08.2020,07:00,4.3,(4.895537378431298+0j)
22016,06.08.2020,08:00,1.8,(3.6621409367154727+0j)
22017,06.08.2020,09:00,0.0,0j
22018,06.08.2020,10:00,0.0,0j
22019,06.08.2020,11:00,0.0,0j
22020,06.08.2020,12:00,0.0,0j
22021,06.08.2020,13:00,0.0,0j
22022,06.08.2020,14:00,0.0,0j
22023,06.08.2020,15:00,0.3,(2.015353824705552+0j)
22024,06.08.2020,16:00,0.4,(2.2181839033197557+0j)
22025,06.08.2020,17:00,0.7,(2.6730693875520624+0j)
22026,06.08.2020,18:00,1.7,(3.593027375299216+0j)
22027,06.08.2020,19:00,1.5,(3.446206564289378+0j)
22028,06.08.2020,20:00,0.9,(2.9066431876989745+0j)
22029,06.08.2020,21:00,0.8,(2.7947365923305343+0j)
22030,06.08.2020,22:00,3.6,(4.614008453849553+0j)
22031,06.08.2020,23:00,5.0,(5.147948818274292+0j)
22032,07.08.2020,00:00,4.4,(4.933196838204467+0j)
22033,07.08.2020,01:00,2.7,(4.192104888495801+0j)
22034,07.08.2020,02:00,0.5,(2.3894661750912056+0j)
22035,07.08.2020,03:00,0.1,(1.3973682961652671+0j)
22036,07.08.2020,04:00,0.0,0j
22037,07.08.2020,05:00,0.0,0j
22038,07.08.2020,06:00,0.0,0j
22039,07.08.2020,07:00,0.0,0j
22040,07.08.2020,08:00,0.0,0j
22041,07.08.2020,09:00,0.0,0j
22042,07.08.2020,10:00,0.2,(1.7605737307943534+0j)
22043,07.08.2020,11:00,0.6,(2.539186706732667+0j)
22044,07.08.2020,12:00,0.8,(2.7947365923305343+0j)
22045,07.08.2020,13:00,0.9,(2.9066431876989745+0j)
22046,07.08.2020,14:00,1.3,(3.2856805462946452+0j)
22047,07.08.2020,15:00,3.3,(4.48210678159787+0j)
22048,07.08.2020,16:00,7.1,(5.7862474432419075+0j)
22049,07.08.2020,17:00,5.9,(5.43994976862631+0j)
22050,07.08.2020,18:00,8.5,(6.143990387512565+0j)
22051,07.08.2020,19:00,17.3,(7.786212520155339+0j)
22052,07.08.2020,20:00,14.1,(7.2730614433046625+0j)
22053,07.08.2020,21:00,20.5,(8.239398460260874+0j)
22054,07.08.2020,22:00,33.0,(9.65640633470161+0j)
22055,07.08.2020,23:00,33.2,(9.675874948564317+0j)
22056,08.08.2020,00:00,24.6,(8.75566737870623+0j)
22057,08.08.2020,01:00,18.7,(7.99082134753598+0j)
22058,08.08.2020,02:00,30.8,(9.436866062555481+0j)
22059,08.08.2020,03:00,33.6,(9.714578860380096+0j)
22060,08.08.2020,04:00,33.0,(9.65640633470161+0j)
22061,08.08.2020,05:00,35.2,(9.866393676408935+0j)
22062,08.08.2020,06:00,35.2,(9.866393676408935+0j)
22063,08.08.2020,07:00,27.5,(9.08702627046921+0j)
22064,08.08.2020,08:00,21.2,(8.332132596282488+0j)
22065,08.08.2020,09:00,16.0,(7.586082239964419+0j)
22066,08.08.2020,10:00,13.9,(7.238509561436398+0j)
22067,08.08.2020,11:00,14.3,(7.307288118930203+0j)
22068,08.08.2020,12:00,10.6,(6.613218024238674+0j)
22069,08.08.2020,13:00,8.7,(6.191805465353192+0j)
22070,08.08.2020,14:00,15.5,(7.506222811975178+0j)
22071,08.08.2020,15:00,32.3,(9.58764017215151+0j)
22072,08.08.2020,16:00,34.2,(9.772062913383694+0j)
22073,08.08.2020,17:00,31.9,(9.547898202312288+0j)
22074,08.08.2020,18:00,33.6,(9.714578860380096+0j)
22075,08.08.2020,19:00,26.0,(8.918709157365361+0j)
22076,08.08.2020,20:00,33.4,(9.695265531387193+0j)
22077,08.08.2020,21:00,36.3,(9.968116246079372+0j)
22078,08.08.2020,22:00,30.3,(9.38552192324258+0j)
22079,08.08.2020,23:00,19.0,(8.033326516034618+0j)
22080,09.08.2020,00:00,18.6,(7.976551993339418+0j)
22081,09.08.2020,01:00,16.8,(7.710466351197699+0j)
22082,09.08.2020,02:00,20.8,(8.27939616701342+0j)
22083,09.08.2020,03:00,20.9,(8.292643223470911+0j)
22084,09.08.2020,04:00,19.7,(8.130794056589892+0j)
22085,09.08.2020,05:00,19.5,(8.10318503566459+0j)
22086,09.08.2020,06:00,7.3,(5.840076091943958+0j)
22087,09.08.2020,07:00,5.7,(5.3777734686023715+0j)
22088,09.08.2020,08:00,5.8,(5.409040295979997+0j)
22089,09.08.2020,09:00,6.0,(5.470511925452673+0j)
22090,09.08.2020,10:00,1.5,(3.446206564289378+0j)
22091,09.08.2020,11:00,0.6,(2.539186706732667+0j)
22092,09.08.2020,12:00,2.4,(4.030707649411104+0j)
22093,09.08.2020,13:00,5.5,(5.314125200491655+0j)
22094,09.08.2020,14:00,8.3,(6.095419261923329+0j)
22095,09.08.2020,15:00,11.1,(6.715606053482087+0j)
22096,09.08.2020,16:00,16.4,(7.648779977766639+0j)
22097,09.08.2020,17:00,23.0,(8.561571691525161+0j)
22098,09.08.2020,18:00,22.1,(8.448409901471315+0j)
22099,09.08.2020,19:00,14.7,(7.37479575846166+0j)
22100,09.08.2020,20:00,22.8,(8.536683261306077+0j)
22101,09.08.2020,21:00,43.8,(10.612122530378011+0j)
22102,09.08.2020,22:00,31.7,(9.527902545456174+0j)
22103,09.08.2020,23:00,15.9,(7.570244861456415+0j)
22104,10.08.2020,00:00,17.4,(7.801186042652607+0j)
22105,10.08.2020,01:00,16.5,(7.66429478696886+0j)
22106,10.08.2020,02:00,16.9,(7.725734641271887+0j)
22107,10.08.2020,03:00,21.7,(8.397128456555759+0j)
22108,10.08.2020,04:00,15.9,(7.570244861456415+0j)
22109,10.08.2020,05:00,15.5,(7.506222811975178+0j)
22110,10.08.2020,06:00,15.9,(7.570244861456415+0j)
22111,10.08.2020,07:00,15.5,(7.506222811975178+0j)
22112,10.08.2020,08:00,16.7,(7.695137351817528+0j)
22113,10.08.2020,09:00,13.6,(7.186054750598432+0j)
22114,10.08.2020,10:00,17.0,(7.740942819578839+0j)
22115,10.08.2020,11:00,19.1,(8.0473954178345+0j)
22116,10.08.2020,12:00,17.9,(7.875205511701368+0j)
22117,10.08.2020,13:00,19.7,(8.130794056589892+0j)
22118,10.08.2020,14:00,33.3,(9.68557994498837+0j)
22119,10.08.2020,15:00,37.8,(10.10356916761932+0j)
22120,10.08.2020,16:00,41.4,(10.414641685487812+0j)
22121,10.08.2020,17:00,42.0,(10.464712847926641+0j)
22122,10.08.2020,18:00,40.0,(10.295897636548585+0j)
22123,10.08.2020,19:00,27.0,(9.031616196027596+0j)
22124,10.08.2020,20:00,19.9,(8.158216841116264+0j)
22125,10.08.2020,21:00,17.9,(7.875205511701368+0j)
22126,10.08.2020,22:00,26.9,(9.020452258572083+0j)
22127,10.08.2020,23:00,29.82,(9.33569737791277+0j)
22128,11.08.2020,00:00,25.48,(8.858850245342865+0j)
22129,11.08.2020,01:00,21.9,(8.422847234168742+0j)
22130,11.08.2020,02:00,23.8,(8.659707133547236+0j)
22131,11.08.2020,03:00,20.4,(8.225979220778056+0j)
22132,11.08.2020,04:00,14.8,(7.391480873611403+0j)
22133,11.08.2020,05:00,16.8,(7.710466351197699+0j)
22134,11.08.2020,06:00,9.4,(6.353604395697744+0j)
22135,11.08.2020,07:00,7.4,(5.866622257186784+0j)
22136,11.08.2020,08:00,14.2,(7.29021495364087+0j)
22137,11.08.2020,09:00,13.4,(7.150654892002369+0j)
22138,11.08.2020,10:00,7.9,(5.995884376630658+0j)
22139,11.08.2020,11:00,5.5,(5.314125200491655+0j)
22140,11.08.2020,12:00,5.7,(5.3777734686023715+0j)
22141,11.08.2020,13:00,12.8,(7.042294923177414+0j)
22142,11.08.2020,14:00,19.8,(8.144528532114073+0j)
22143,11.08.2020,15:00,28.2,(9.163483209598331+0j)
22144,11.08.2020,16:00,29.5,(9.302183255480452+0j)
22145,11.08.2020,17:00,31.4,(9.49775075350043+0j)
22146,11.08.2020,18:00,29.3,(9.281113685589675+0j)
22147,11.08.2020,19:00,26.8,(9.009260618967536+0j)
22148,11.08.2020,20:00,25.3,(8.837940214215557+0j)
22149,11.08.2020,21:00,18.5,(7.962231402407791+0j)
22150,11.08.2020,22:00,22.85,(8.54291897079974+0j)
22151,11.08.2020,23:00,22.95,(8.555363152950772+0j)
22152,12.08.2020,00:00,23.3,(8.598635234499845+0j)
22153,12.08.2020,01:00,22.7,(8.524184439241388+0j)
22154,12.08.2020,02:00,21.9,(8.422847234168742+0j)
22155,12.08.2020,03:00,16.1,(7.601853766111358+0j)
22156,12.08.2020,04:00,8.0,(6.021077464018397+0j)
22157,12.08.2020,05:00,3.4,(4.5269308229880085+0j)
22158,12.08.2020,06:00,0.2,(1.7605737307943534+0j)
22159,12.08.2020,07:00,12.4,(6.9681599973347+0j)
22160,12.08.2020,08:00,9.2,(6.3082199578893094+0j)
22161,12.08.2020,09:00,7.0,(5.758953417404445+0j)
22162,12.08.2020,10:00,6.3,(5.5602083909423055+0j)
22163,12.08.2020,11:00,8.0,(6.021077464018397+0j)
22164,12.08.2020,12:00,10.2,(6.528964034265818+0j)
22165,12.08.2020,13:00,15.7,(7.53836976871917+0j)
22166,12.08.2020,14:00,24.3,(8.719929563096922+0j)
22167,12.08.2020,15:00,33.4,(9.695265531387193+0j)
22168,12.08.2020,16:00,32.0,(9.557864700364822+0j)
22169,12.08.2020,17:00,28.2,(9.163483209598331+0j)
22170,12.08.2020,18:00,28.1,(9.152638840639295+0j)
22171,12.08.2020,19:00,31.7,(9.527902545456174+0j)
22172,12.08.2020,20:00,34.1,(9.762529187415684+0j)
22173,12.08.2020,21:00,41.0,(10.380991558554083+0j)
22174,12.08.2020,22:00,27.5,(9.08702627046921+0j)
22175,12.08.2020,23:00,26.5,(8.975517753688209+0j)
22176,13.08.2020,00:00,27.5,(9.08702627046921+0j)
22177,13.08.2020,01:00,22.7,(8.524184439241388+0j)
22178,13.08.2020,02:00,17.8,(7.860512929979061+0j)
22179,13.08.2020,03:00,21.0,(8.305848091671942+0j)
22180,13.08.2020,04:00,13.5,(7.168398525273617+0j)
22181,13.08.2020,05:00,12.5,(6.986841480826335+0j)
22182,13.08.2020,06:00,15.2,(7.4574797307183465+0j)
22183,13.08.2020,07:00,17.1,(7.756091474302353+0j)
22184,13.08.2020,08:00,14.1,(7.2730614433046625+0j)
22185,13.08.2020,09:00,12.7,(7.02390764649113+0j)
22186,13.08.2020,10:00,12.7,(7.02390764649113+0j)
22187,13.08.2020,11:00,15.3,(7.4737981191425416+0j)
22188,13.08.2020,12:00,21.4,(8.358252305053059+0j)
22189,13.08.2020,13:00,26.1,(8.930128771832704+0j)
22190,13.08.2020,14:00,29.2,(9.27054293192617+0j)
22191,13.08.2020,15:00,30.8,(9.436866062555481+0j)
22192,13.08.2020,16:00,31.6,(9.517873166943199+0j)
22193,13.08.2020,17:00,40.2,(10.313028945406984+0j)
22194,13.08.2020,18:00,43.8,(10.612122530378011+0j)
22195,13.08.2020,19:00,42.3,(10.489569741425528+0j)
22196,13.08.2020,20:00,41.5,(10.423020322798717+0j)
22197,13.08.2020,21:00,40.0,(10.295897636548585+0j)
22198,13.08.2020,22:00,33.3,(9.68557994498837+0j)
22199,13.08.2020,23:00,35.2,(9.866393676408935+0j)
22200,14.08.2020,00:00,28.0,(9.141768713023673+0j)
22201,14.08.2020,01:00,20.1,(8.18545649845877+0j)
22202,14.08.2020,02:00,15.9,(7.570244861456415+0j)
22203,14.08.2020,03:00,16.7,(7.695137351817528+0j)
22204,14.08.2020,04:00,12.8,(7.042294923177414+0j)
22205,14.08.2020,05:00,24.0,(8.683896385268152+0j)
22206,14.08.2020,06:00,32.2,(9.577735578146317+0j)
22207,14.08.2020,07:00,30.8,(9.436866062555481+0j)
22208,14.08.2020,08:00,30.8,(9.436866062555481+0j)
22209,14.08.2020,09:00,31.6,(9.517873166943199+0j)
22210,14.08.2020,10:00,30.9,(9.447068087865103+0j)
22211,14.08.2020,11:00,30.7,(9.426641930972304+0j)
22212,14.08.2020,12:00,36.4,(9.977261311984721+0j)
22213,14.08.2020,13:00,37.1,(10.040812460506258+0j)
22214,14.08.2020,14:00,39.3,(10.23548444074983+0j)
22215,14.08.2020,15:00,42.9,(10.538933149639515+0j)
22216,14.08.2020,16:00,42.8,(10.530738019468695+0j)
22217,14.08.2020,17:00,41.3,(10.40624954512071+0j)
22218,14.08.2020,18:00,42.2,(10.48129720665224+0j)
22219,14.08.2020,19:00,44.0,(10.62825040098331+0j)
22220,14.08.2020,20:00,45.0,(10.708165058791522+0j)
22221,14.08.2020,21:00,45.0,(10.708165058791522+0j)
22222,14.08.2020,22:00,41.2,(10.397843847161546+0j)
22223,14.08.2020,23:00,30.2,(9.375185436990789+0j)
22224,15.08.2020,00:00,26.6,(8.986793541617201+0j)
22225,15.08.2020,01:00,23.8,(8.659707133547236+0j)
22226,15.08.2020,02:00,29.4,(9.291660414761273+0j)
22227,15.08.2020,03:00,20.1,(8.18545649845877+0j)
22228,15.08.2020,04:00,14.7,(7.37479575846166+0j)
22229,15.08.2020,05:00,11.9,(6.873214106764702+0j)
22230,15.08.2020,06:00,12.6,(7.005423593550313+0j)
22231,15.08.2020,07:00,18.7,(7.99082134753598+0j)
22232,15.08.2020,08:00,17.5,(7.816102304676033+0j)
22233,15.08.2020,09:00,17.3,(7.786212520155339+0j)
22234,15.08.2020,10:00,14.9,(7.408090998846997+0j)
22235,15.08.2020,11:00,15.6,(7.522330635647784+0j)
22236,15.08.2020,12:00,12.2,(6.930493531915656+0j)
22237,15.08.2020,13:00,17.4,(7.801186042652607+0j)
22238,15.08.2020,14:00,20.9,(8.292643223470911+0j)
22239,15.08.2020,15:00,20.3,(8.212516055601965+0j)
22240,15.08.2020,16:00,24.4,(8.7318746870208+0j)
22241,15.08.2020,17:00,34.8,(9.828878509284104+0j)
22242,15.08.2020,18:00,30.4,(9.395835691896394+0j)
22243,15.08.2020,19:00,28.5,(9.195863277986165+0j)
22244,15.08.2020,20:00,43.6,(10.595945489245354+0j)
22245,15.08.2020,21:00,42.5,(10.506075779259325+0j)
22246,15.08.2020,22:00,42.4,(10.497829248571529+0j)
22247,15.08.2020,23:00,40.0,(10.295897636548585+0j)
22248,16.08.2020,00:00,44.2,(10.644329473003982+0j)
22249,16.08.2020,01:00,38.1,(10.130227785030753+0j)
22250,16.08.2020,02:00,35.7,(9.912890092112209+0j)
22251,16.08.2020,03:00,29.9,(9.344038411947993+0j)
22252,16.08.2020,04:00,14.4,(7.3242818734309445+0j)
22253,16.08.2020,05:00,15.1,(7.44108961253806+0j)
22254,16.08.2020,06:00,28.6,(9.206606118686874+0j)
22255,16.08.2020,07:00,29.4,(9.291660414761273+0j)
22256,16.08.2020,08:00,26.2,(8.941519254551395+0j)
22257,16.08.2020,09:00,19.5,(8.10318503566459+0j)
22258,16.08.2020,10:00,12.5,(6.986841480826335+0j)
22259,16.08.2020,11:00,16.1,(7.601853766111358+0j)
22260,16.08.2020,12:00,18.3,(7.933434653907596+0j)
22261,16.08.2020,13:00,29.9,(9.344038411947993+0j)
22262,16.08.2020,14:00,32.6,(9.61723184180237+0j)
22263,16.08.2020,15:00,36.3,(9.968116246079372+0j)
22264,16.08.2020,16:00,45.0,(10.708165058791522+0j)
22265,16.08.2020,17:00,44.9,(10.700227201873002+0j)
22266,16.08.2020,18:00,44.9,(10.700227201873002+0j)
22267,16.08.2020,19:00,45.0,(10.708165058791522+0j)
22268,16.08.2020,20:00,45.0,(10.708165058791522+0j)
22269,16.08.2020,21:00,44.7,(10.68431605988526+0j)
22270,16.08.2020,22:00,45.0,(10.708165058791522+0j)
22271,16.08.2020,23:00,43.1,(10.555285283155564+0j)
22272,17.08.2020,00:00,45.0,(10.708165058791522+0j)
22273,17.08.2020,01:00,45.0,(10.708165058791522+0j)
22274,17.08.2020,02:00,45.0,(10.708165058791522+0j)
22275,17.08.2020,03:00,45.0,(10.708165058791522+0j)
22276,17.08.2020,04:00,31.1,(9.467406295069976+0j)
22277,17.08.2020,05:00,30.6,(9.4163955729724+0j)
22278,17.08.2020,06:00,34.0,(9.75297680441995+0j)
22279,17.08.2020,07:00,26.5,(8.975517753688209+0j)
22280,17.08.2020,08:00,29.8,(9.333609788984068+0j)
22281,17.08.2020,09:00,37.3,(10.058822925041548+0j)
22282,17.08.2020,10:00,32.0,(9.557864700364822+0j)
22283,17.08.2020,11:00,34.0,(9.75297680441995+0j)
22284,17.08.2020,12:00,39.0,(10.209373397626953+0j)
22285,17.08.2020,13:00,34.4,(9.791074756862596+0j)
22286,17.08.2020,14:00,37.3,(10.058822925041548+0j)
22287,17.08.2020,15:00,42.6,(10.514309384337189+0j)
22288,17.08.2020,16:00,44.0,(10.62825040098331+0j)
22289,17.08.2020,17:00,44.6,(10.676342686729873+0j)
22290,17.08.2020,18:00,44.6,(10.676342686729873+0j)
22291,17.08.2020,19:00,45.0,(10.708165058791522+0j)
22292,17.08.2020,20:00,45.0,(10.708165058791522+0j)
22293,17.08.2020,21:00,44.3,(10.652350824549801+0j)
22294,17.08.2020,22:00,37.9,(10.11247099527923+0j)
22295,17.08.2020,23:00,38.07,(10.127568234426768+0j)
22296,18.08.2020,00:00,37.03,(10.034493508264303+0j)
22297,18.08.2020,01:00,39.4,(10.244158584257733+0j)
22298,18.08.2020,02:00,37.3,(10.058822925041548+0j)
22299,18.08.2020,03:00,37.3,(10.058822925041548+0j)
22300,18.08.2020,04:00,36.6,(9.995501318423628+0j)
22301,18.08.2020,05:00,30.3,(9.38552192324258+0j)
22302,18.08.2020,06:00,24.1,(8.695940639795452+0j)
22303,18.08.2020,07:00,28.4,(9.18509527835051+0j)
22304,18.08.2020,08:00,20.6,(8.252774130592655+0j)
22305,18.08.2020,09:00,26.1,(8.930128771832704+0j)
22306,18.08.2020,10:00,33.3,(9.68557994498837+0j)
22307,18.08.2020,11:00,29.1,(9.259948016487469+0j)
22308,18.08.2020,12:00,30.1,(9.364826107629025+0j)
22309,18.08.2020,13:00,20.0,(8.171859369607061+0j)
22310,18.08.2020,14:00,33.4,(9.695265531387193+0j)
22311,18.08.2020,15:00,32.4,(9.597524344277181+0j)
22312,18.08.2020,16:00,34.4,(9.791074756862596+0j)
22313,18.08.2020,17:00,40.8,(10.364084376256098+0j)
22314,18.08.2020,18:00,43.0,(10.547115554440134+0j)
22315,18.08.2020,19:00,41.1,(10.38942453672119+0j)
22316,18.08.2020,20:00,39.9,(10.287310561975508+0j)
22317,18.08.2020,21:00,34.5,(9.800553053930273+0j)
22318,18.08.2020,22:00,29.5,(9.302183255480452+0j)
22319,18.08.2020,23:00,22.3,(8.473818806043997+0j)
22320,19.08.2020,00:00,28.8,(9.228016907699104+0j)
22321,19.08.2020,01:00,33.8,(9.733815700440466+0j)
22322,19.08.2020,02:00,37.1,(10.040812460506258+0j)
22323,19.08.2020,03:00,35.2,(9.866393676408935+0j)
22324,19.08.2020,04:00,34.8,(9.828878509284104+0j)
22325,19.08.2020,05:00,37.0,(10.031782948027551+0j)
22326,19.08.2020,06:00,27.7,(9.109002235786303+0j)
22327,19.08.2020,07:00,22.9,(8.549145590329816+0j)
22328,19.08.2020,08:00,11.3,(6.75570017384282+0j)
22329,19.08.2020,09:00,10.2,(6.528964034265818+0j)
22330,19.08.2020,10:00,4.7,(5.042859150760187+0j)
22331,19.08.2020,11:00,5.2,(5.2156927556195685+0j)
22332,19.08.2020,12:00,4.7,(5.042859150760187+0j)
22333,19.08.2020,13:00,9.4,(6.353604395697744+0j)
22334,19.08.2020,14:00,11.9,(6.873214106764702+0j)
22335,19.08.2020,15:00,11.1,(6.715606053482087+0j)
22336,19.08.2020,16:00,21.3,(8.345212888707984+0j)
22337,19.08.2020,17:00,23.0,(8.561571691525161+0j)
22338,19.08.2020,18:00,26.3,(8.952880790603228+0j)
22339,19.08.2020,19:00,20.1,(8.18545649845877+0j)
22340,19.08.2020,20:00,25.1,(8.814590197317086+0j)
22341,19.08.2020,21:00,19.4,(8.08930969167709+0j)
22342,19.08.2020,22:00,25.1,(8.814590197317086+0j)
22343,19.08.2020,23:00,30.95,(9.452160847928528+0j)
22344,20.08.2020,00:00,29.85,(9.33882701186424+0j)
22345,20.08.2020,01:00,20.8,(8.27939616701342+0j)
22346,20.08.2020,02:00,24.4,(8.7318746870208+0j)
22347,20.08.2020,03:00,24.8,(8.779331459677392+0j)
22348,20.08.2020,04:00,33.5,(9.704931804520891+0j)
22349,20.08.2020,05:00,38.7,(10.18312810602087+0j)
22350,20.08.2020,06:00,44.6,(10.676342686729873+0j)
22351,20.08.2020,07:00,41.7,(10.439737304647712+0j)
22352,20.08.2020,08:00,45.0,(10.708165058791522+0j)
22353,20.08.2020,09:00,39.7,(10.270093273626623+0j)
22354,20.08.2020,10:00,17.5,(7.816102304676033+0j)
22355,20.08.2020,11:00,23.4,(8.610919015821278+0j)
22356,20.08.2020,12:00,32.0,(9.557864700364822+0j)
22357,20.08.2020,13:00,27.1,(9.042752602124834+0j)
22358,20.08.2020,14:00,33.1,(9.666150444576957+0j)
22359,20.08.2020,15:00,39.3,(10.23548444074983+0j)
22360,20.08.2020,16:00,43.2,(10.56344238476612+0j)
22361,20.08.2020,17:00,42.2,(10.48129720665224+0j)
22362,20.08.2020,18:00,44.4,(10.660360113901474+0j)
22363,20.08.2020,19:00,45.0,(10.708165058791522+0j)
22364,20.08.2020,20:00,41.4,(10.414641685487812+0j)
22365,20.08.2020,21:00,33.6,(9.714578860380096+0j)
22366,20.08.2020,22:00,28.4,(9.18509527835051+0j)
22367,20.08.2020,23:00,34.8,(9.828878509284104+0j)
22368,21.08.2020,00:00,44.7,(10.68431605988526+0j)
22369,21.08.2020,01:00,41.0,(10.380991558554083+0j)
22370,21.08.2020,02:00,42.5,(10.506075779259325+0j)
22371,21.08.2020,03:00,41.1,(10.38942453672119+0j)
22372,21.08.2020,04:00,33.9,(9.743405672850493+0j)
22373,21.08.2020,05:00,34.0,(9.75297680441995+0j)
22374,21.08.2020,06:00,40.3,(10.32157329806878+0j)
22375,21.08.2020,07:00,38.1,(10.130227785030753+0j)
22376,21.08.2020,08:00,35.2,(9.866393676408935+0j)
22377,21.08.2020,09:00,42.0,(10.464712847926641+0j)
22378,21.08.2020,10:00,38.8,(10.191891559662574+0j)
22379,21.08.2020,11:00,41.3,(10.40624954512071+0j)
22380,21.08.2020,12:00,39.9,(10.287310561975508+0j)
22381,21.08.2020,13:00,38.9,(10.20063996873018+0j)
22382,21.08.2020,14:00,39.9,(10.287310561975508+0j)
22383,21.08.2020,15:00,38.8,(10.191891559662574+0j)
22384,21.08.2020,16:00,36.6,(9.995501318423628+0j)
22385,21.08.2020,17:00,39.7,(10.270093273626623+0j)
22386,21.08.2020,18:00,42.5,(10.506075779259325+0j)
22387,21.08.2020,19:00,45.0,(10.708165058791522+0j)
22388,21.08.2020,20:00,36.7,(10.00459641108342+0j)
22389,21.08.2020,21:00,33.8,(9.733815700440466+0j)
22390,21.08.2020,22:00,22.5,(8.499076239487389+0j)
22391,21.08.2020,23:00,13.0,(7.078784149300094+0j)
22392,22.08.2020,00:00,15.0,(7.424626971120629+0j)
22393,22.08.2020,01:00,10.8,(6.654551709959266+0j)
22394,22.08.2020,02:00,16.0,(7.586082239964419+0j)
22395,22.08.2020,03:00,18.7,(7.99082134753598+0j)
22396,22.08.2020,04:00,21.0,(8.305848091671942+0j)
22397,22.08.2020,05:00,29.8,(9.333609788984068+0j)
22398,22.08.2020,06:00,21.2,(8.332132596282488+0j)
22399,22.08.2020,07:00,19.0,(8.033326516034618+0j)
22400,22.08.2020,08:00,10.0,(6.486009079925218+0j)
22401,22.08.2020,09:00,12.4,(6.9681599973347+0j)
22402,22.08.2020,10:00,10.4,(6.5713610925892905+0j)
22403,22.08.2020,11:00,8.8,(6.215438539728641+0j)
22404,22.08.2020,12:00,3.5,(4.570884356511836+0j)
22405,22.08.2020,13:00,1.05,(3.059900599264158+0j)
22406,22.08.2020,14:00,1.15,(3.1541099789446547+0j)
22407,22.08.2020,15:00,3.3,(4.48210678159787+0j)
22408,22.08.2020,16:00,5.1,(5.182042188128049+0j)
22409,22.08.2020,17:00,8.8,(6.215438539728641+0j)
22410,22.08.2020,18:00,19.1,(8.0473954178345+0j)
22411,22.08.2020,19:00,29.9,(9.344038411947993+0j)
22412,22.08.2020,20:00,34.0,(9.75297680441995+0j)
22413,22.08.2020,21:00,30.0,(9.354443808532094+0j)
22414,22.08.2020,22:00,24.4,(8.7318746870208+0j)
22415,22.08.2020,23:00,17.4,(7.801186042652607+0j)
22416,23.08.2020,00:00,13.1,(7.096888535434397+0j)
22417,23.08.2020,01:00,7.7,(5.9448530986261+0j)
22418,23.08.2020,02:00,7.6,(5.919005584786914+0j)
22419,23.08.2020,03:00,7.8,(5.970477782139954+0j)
22420,23.08.2020,04:00,4.2,(4.857289430190049+0j)
22421,23.08.2020,05:00,3.2,(4.436367806639511+0j)
22422,23.08.2020,06:00,7.1,(5.7862474432419075+0j)
22423,23.08.2020,07:00,9.4,(6.353604395697744+0j)
22424,23.08.2020,08:00,8.4,(6.119801198528315+0j)
22425,23.08.2020,09:00,5.6,(5.346138775104125+0j)
22426,23.08.2020,10:00,4.5,(4.9702899365369255+0j)
22427,23.08.2020,11:00,3.4,(4.5269308229880085+0j)
22428,23.08.2020,12:00,2.9,(4.293158127988514+0j)
22429,23.08.2020,13:00,3.3,(4.48210678159787+0j)
22430,23.08.2020,14:00,10.6,(6.613218024238674+0j)
22431,23.08.2020,15:00,19.3,(8.075386583791563+0j)
22432,23.08.2020,16:00,33.8,(9.733815700440466+0j)
22433,23.08.2020,17:00,30.5,(9.406126867364454+0j)
22434,23.08.2020,18:00,31.4,(9.49775075350043+0j)
22435,23.08.2020,19:00,37.2,(10.049825761989242+0j)
22436,23.08.2020,20:00,30.4,(9.395835691896394+0j)
22437,23.08.2020,21:00,23.0,(8.561571691525161+0j)
22438,23.08.2020,22:00,11.9,(6.873214106764702+0j)
22439,23.08.2020,23:00,13.25,(7.123873162081956+0j)
22440,24.08.2020,00:00,14.75,(7.38314774267532+0j)
22441,24.08.2020,01:00,14.6,(7.35803480122798+0j)
22442,24.08.2020,02:00,11.7,(6.834490952063834+0j)
22443,24.08.2020,03:00,5.3,(5.2489146242857645+0j)
22444,24.08.2020,04:00,0.9,(2.9066431876989745+0j)
22445,24.08.2020,05:00,2.6,(4.13969808350671+0j)
22446,24.08.2020,06:00,4.1,(4.8184294500013145+0j)
22447,24.08.2020,07:00,8.8,(6.215438539728641+0j)
22448,24.08.2020,08:00,8.6,(6.167990593632756+0j)
22449,24.08.2020,09:00,4.5,(4.9702899365369255+0j)
22450,24.08.2020,10:00,1.3,(3.2856805462946452+0j)
22451,24.08.2020,11:00,0.0,0j
22452,24.08.2020,12:00,0.4,(2.2181839033197557+0j)
22453,24.08.2020,13:00,0.4,(2.2181839033197557+0j)
22454,24.08.2020,14:00,1.4,(3.36785638920644+0j)
22455,24.08.2020,15:00,2.0,(3.79304111998221+0j)
22456,24.08.2020,16:00,6.0,(5.470511925452673+0j)
22457,24.08.2020,17:00,8.3,(6.095419261923329+0j)
