,Tarih,Saat,Toplam (MWh),AYDIN WindSpeed(m/s)
7963,29.12.2018,19:00,10.1,(6.507557441145295+0j)
7964,29.12.2018,20:00,17.3,(7.786212520155339+0j)
7965,29.12.2018,21:00,19.6,(8.117013023299025+0j)
7966,29.12.2018,22:00,19.3,(8.075386583791563+0j)
7967,29.12.2018,23:00,17.7,(7.84576521629518+0j)
7968,30.12.2018,00:00,28.1,(9.152638840639295+0j)
7969,30.12.2018,01:00,22.0,(8.435647933551172+0j)
7970,30.12.2018,02:00,16.6,(7.679747036031873+0j)
7971,30.12.2018,03:00,13.8,(7.221109230955072+0j)
7972,30.12.2018,04:00,23.7,(8.64756166580847+0j)
7973,30.12.2018,05:00,24.4,(8.7318746870208+0j)
7974,30.12.2018,06:00,26.9,(9.020452258572083+0j)
7975,30.12.2018,07:00,20.1,(8.18545649845877+0j)
7976,30.12.2018,08:00,20.6,(8.252774130592655+0j)
7977,30.12.2018,09:00,14.1,(7.2730614433046625+0j)
7978,30.12.2018,10:00,6.5,(5.618434702627392+0j)
7979,30.12.2018,11:00,2.5,(4.0859296848035305+0j)
7980,30.12.2018,12:00,0.6,(2.539186706732667+0j)
7981,30.12.2018,13:00,1.4,(3.36785638920644+0j)
7982,30.12.2018,14:00,0.0,0j
7983,30.12.2018,15:00,0.0,0j
7984,30.12.2018,16:00,1.0,(3.010538732009199+0j)
7985,30.12.2018,17:00,3.1,(4.389665729838696+0j)
7986,30.12.2018,18:00,5.8,(5.409040295979997+0j)
7987,30.12.2018,19:00,12.1,(6.9115057832568585+0j)
7988,30.12.2018,20:00,9.3,(6.3309935126530155+0j)
7989,30.12.2018,21:00,2.2,(3.9154809252659835+0j)
7990,30.12.2018,22:00,5.8,(5.409040295979997+0j)
7991,30.12.2018,23:00,4.33,(4.9068959745507765+0j)
7992,31.12.2018,00:00,0.92,(2.9280163316512295+0j)
7993,31.12.2018,01:00,1.45,(3.407481864317397+0j)
7994,31.12.2018,02:00,2.2,(3.9154809252659835+0j)
7995,31.12.2018,03:00,3.6,(4.614008453849553+0j)
7996,31.12.2018,04:00,5.55,(5.330180056950737+0j)
7997,31.12.2018,05:00,6.25,(5.545459758299389+0j)
7998,31.12.2018,06:00,6.1,(5.500736361610857+0j)
7999,31.12.2018,07:00,8.1,(6.046061474116655+0j)
8000,31.12.2018,08:00,8.4,(6.119801198528315+0j)
8001,31.12.2018,09:00,7.1,(5.7862474432419075+0j)
8002,31.12.2018,10:00,7.1,(5.7862474432419075+0j)
8003,31.12.2018,11:00,4.4,(4.933196838204467+0j)
8004,31.12.2018,12:00,0.4,(2.2181839033197557+0j)
8005,31.12.2018,13:00,0.05,(1.1090919516598778+0j)
8006,31.12.2018,14:00,0.0,0j
8007,31.12.2018,15:00,0.45,(2.3070042269247764+0j)
8008,31.12.2018,16:00,3.6,(4.614008453849553+0j)
8009,31.12.2018,17:00,5.2,(5.2156927556195685+0j)
8010,31.12.2018,18:00,11.7,(6.834490952063834+0j)
8011,31.12.2018,19:00,34.2,(9.772062913383694+0j)
8012,31.12.2018,20:00,39.0,(10.209373397626953+0j)
8013,31.12.2018,21:00,23.4,(8.610919015821278+0j)
8014,31.12.2018,22:00,33.0,(9.65640633470161+0j)
8015,31.12.2018,23:00,43.3,(10.57158690795+0j)
8016,01.01.2019,00:00,42.1,(10.473011592758978+0j)
8017,01.01.2019,01:00,45.0,(10.708165058791522+0j)
8018,01.01.2019,02:00,45.0,(10.708165058791522+0j)
8019,01.01.2019,03:00,45.0,(10.708165058791522+0j)
8020,01.01.2019,04:00,45.0,(10.708165058791522+0j)
8021,01.01.2019,05:00,45.0,(10.708165058791522+0j)
8022,01.01.2019,06:00,45.0,(10.708165058791522+0j)
8023,01.01.2019,07:00,45.0,(10.708165058791522+0j)
8024,01.01.2019,08:00,45.0,(10.708165058791522+0j)
8025,01.01.2019,09:00,45.0,(10.708165058791522+0j)
8026,01.01.2019,10:00,45.0,(10.708165058791522+0j)
8027,01.01.2019,11:00,45.0,(10.708165058791522+0j)
8028,01.01.2019,12:00,43.4,(10.579718901085847+0j)
8029,01.01.2019,13:00,29.0,(9.249328800730796+0j)
8030,01.01.2019,14:00,24.7,(8.767515386906252+0j)
8031,01.01.2019,15:00,6.0,(5.470511925452673+0j)
8032,01.01.2019,16:00,4.2,(4.857289430190049+0j)
8033,01.01.2019,17:00,2.25,(3.9449217369228355+0j)
8034,01.01.2019,18:00,1.05,(3.059900599264158+0j)
8035,01.01.2019,19:00,0.5,(2.3894661750912056+0j)
8036,01.01.2019,20:00,2.7,(4.192104888495801+0j)
8037,01.01.2019,21:00,1.3,(3.2856805462946452+0j)
8038,01.01.2019,22:00,3.9,(4.738771356060863+0j)
8039,01.01.2019,23:00,5.6,(5.346138775104125+0j)
8040,02.01.2019,00:00,5.5,(5.314125200491655+0j)
8041,02.01.2019,01:00,7.1,(5.7862474432419075+0j)
8042,02.01.2019,02:00,3.6,(4.614008453849553+0j)
8043,02.01.2019,03:00,5.1,(5.182042188128049+0j)
8044,02.01.2019,04:00,16.2,(7.617560120198+0j)
8045,02.01.2019,05:00,12.1,(6.9115057832568585+0j)
8046,02.01.2019,06:00,15.5,(7.506222811975178+0j)
8047,02.01.2019,07:00,10.1,(6.507557441145295+0j)
8048,02.01.2019,08:00,8.4,(6.119801198528315+0j)
8049,02.01.2019,09:00,6.8,(5.703575435300514+0j)
8050,02.01.2019,10:00,2.7,(4.192104888495801+0j)
8051,02.01.2019,11:00,8.1,(6.046061474116655+0j)
8052,02.01.2019,12:00,13.7,(7.203624636550757+0j)
8053,02.01.2019,13:00,14.5,(7.341197134139915+0j)
8054,02.01.2019,14:00,14.8,(7.391480873611403+0j)
8055,02.01.2019,15:00,10.9,(6.675027382719426+0j)
8056,02.01.2019,16:00,12.1,(6.9115057832568585+0j)
8057,02.01.2019,17:00,11.0,(6.69537820187625+0j)
8058,02.01.2019,18:00,6.4,(5.589473184661069+0j)
8059,02.01.2019,19:00,2.3,(3.973929556155846+0j)
8060,02.01.2019,20:00,1.1,(3.1077192698643206+0j)
8061,02.01.2019,21:00,2.2,(3.9154809252659835+0j)
8062,02.01.2019,22:00,0.5,(2.3894661750912056+0j)
8063,02.01.2019,23:00,1.85,(3.695740436805702+0j)
8064,03.01.2019,00:00,1.25,(3.243004539962609+0j)
8065,03.01.2019,01:00,2.7,(4.192104888495801+0j)
8066,03.01.2019,02:00,5.9,(5.43994976862631+0j)
8067,03.01.2019,03:00,1.5,(3.446206564289378+0j)
8068,03.01.2019,04:00,1.6,(3.521147461588707+0j)
8069,03.01.2019,05:00,1.6,(3.521147461588707+0j)
8070,03.01.2019,06:00,6.5,(5.618434702627392+0j)
8071,03.01.2019,07:00,5.7,(5.3777734686023715+0j)
8072,03.01.2019,08:00,5.6,(5.346138775104125+0j)
8073,03.01.2019,09:00,13.3,(7.132822760892083+0j)
8074,03.01.2019,10:00,37.3,(10.058822925041548+0j)
8075,03.01.2019,11:00,43.2,(10.56344238476612+0j)
8076,03.01.2019,12:00,43.0,(10.547115554440134+0j)
8077,03.01.2019,13:00,45.0,(10.708165058791522+0j)
8078,03.01.2019,14:00,45.0,(10.708165058791522+0j)
8079,03.01.2019,15:00,44.6,(10.676342686729873+0j)
8080,03.01.2019,16:00,42.0,(10.464712847926641+0j)
8081,03.01.2019,17:00,35.2,(9.866393676408935+0j)
8082,03.01.2019,18:00,42.0,(10.464712847926641+0j)
8083,03.01.2019,19:00,41.5,(10.423020322798717+0j)
8084,03.01.2019,20:00,34.0,(9.75297680441995+0j)
8085,03.01.2019,21:00,33.3,(9.68557994498837+0j)
8086,03.01.2019,22:00,33.5,(9.704931804520891+0j)
8087,03.01.2019,23:00,33.9,(9.743405672850493+0j)
8088,04.01.2019,00:00,37.5,(10.07676912352776+0j)
8089,04.01.2019,01:00,31.4,(9.49775075350043+0j)
8090,04.01.2019,02:00,28.2,(9.163483209598331+0j)
8091,04.01.2019,03:00,38.3,(10.147922542012997+0j)
8092,04.01.2019,04:00,38.1,(10.130227785030753+0j)
8093,04.01.2019,05:00,25.0,(8.802868653971766+0j)
8094,04.01.2019,06:00,5.4,(5.28172119238306+0j)
8095,04.01.2019,07:00,5.85,(5.424539063486636+0j)
8096,04.01.2019,08:00,0.38,(2.1805803014983356+0j)
8097,04.01.2019,09:00,0.06,(1.1785860664428354+0j)
8098,04.01.2019,10:00,0.15,(1.5995873907128637+0j)
8099,04.01.2019,11:00,0.81,(2.806333142559629+0j)
8100,04.01.2019,12:00,2.45,(4.0585065116495125+0j)
8101,04.01.2019,13:00,3.55,(4.592547639175255+0j)
8102,04.01.2019,14:00,8.65,(6.179920972671275+0j)
8103,04.01.2019,15:00,7.9,(5.995884376630658+0j)
8104,04.01.2019,16:00,9.95,(6.475180997886319+0j)
8105,04.01.2019,17:00,6.5,(5.618434702627392+0j)
8106,04.01.2019,18:00,4.65,(5.024912880994622+0j)
8107,04.01.2019,19:00,9.05,(6.273748122454294+0j)
8108,04.01.2019,20:00,16.45,(7.656545241960327+0j)
8109,04.01.2019,21:00,31.0,(9.457248126008613+0j)
8110,04.01.2019,22:00,27.8,(9.119950566319025+0j)
8111,04.01.2019,23:00,15.8,(7.554340938852766+0j)
8112,05.01.2019,00:00,16.6,(7.679747036031873+0j)
8113,05.01.2019,01:00,15.0,(7.424626971120629+0j)
8114,05.01.2019,02:00,16.0,(7.586082239964419+0j)
8115,05.01.2019,03:00,8.9,(6.238893247029198+0j)
8116,05.01.2019,04:00,11.6,(6.814963728634793+0j)
8117,05.01.2019,05:00,14.7,(7.37479575846166+0j)
8118,05.01.2019,06:00,19.4,(8.08930969167709+0j)
8119,05.01.2019,07:00,29.1,(9.259948016487469+0j)
8120,05.01.2019,08:00,38.6,(10.174349542957637+0j)
8121,05.01.2019,09:00,19.05,(8.04036712131765+0j)
8122,05.01.2019,10:00,8.15,(6.058476419603024+0j)
8123,05.01.2019,11:00,5.6,(5.346138775104125+0j)
8124,05.01.2019,12:00,1.74,(3.620989802451221+0j)
8125,05.01.2019,13:00,1.41,(3.3758560781422564+0j)
8126,05.01.2019,14:00,4.31,(4.8993294305892165+0j)
8127,05.01.2019,15:00,4.54,(4.984973300827982+0j)
8128,05.01.2019,16:00,4.37,(4.921959448858575+0j)
8129,05.01.2019,17:00,7.33,(5.848065262084911+0j)
8130,05.01.2019,18:00,3.66,(4.639500730595692+0j)
8131,05.01.2019,19:00,4.54,(4.984973300827982+0j)
8132,05.01.2019,20:00,0.2,(1.7605737307943534+0j)
8133,05.01.2019,21:00,8.5,(6.143990387512565+0j)
8134,05.01.2019,22:00,12.9,(7.060586680466396+0j)
8135,05.01.2019,23:00,16.7,(7.695137351817528+0j)
8136,06.01.2019,00:00,36.7,(10.00459641108342+0j)
8137,06.01.2019,01:00,30.0,(9.354443808532094+0j)
8138,06.01.2019,02:00,34.2,(9.772062913383694+0j)
8139,06.01.2019,03:00,40.1,(10.30447041123073+0j)
8140,06.01.2019,04:00,29.7,(9.323157809592962+0j)
8141,06.01.2019,05:00,36.3,(9.968116246079372+0j)
8142,06.01.2019,06:00,30.0,(9.354443808532094+0j)
8143,06.01.2019,07:00,34.5,(9.800553053930273+0j)
8144,06.01.2019,08:00,30.8,(9.436866062555481+0j)
8145,06.01.2019,09:00,28.2,(9.163483209598331+0j)
8146,06.01.2019,10:00,16.1,(7.601853766111358+0j)
8147,06.01.2019,11:00,10.0,(6.486009079925218+0j)
8148,06.01.2019,12:00,9.7,(6.420489357132383+0j)
8149,06.01.2019,13:00,14.05,(7.264454261957909+0j)
8150,06.01.2019,14:00,29.35,(9.286390044705525+0j)
8151,06.01.2019,15:00,35.0,(9.847671821793165+0j)
8152,06.01.2019,16:00,22.0,(8.435647933551172+0j)
8153,06.01.2019,17:00,21.9,(8.422847234168742+0j)
8154,06.01.2019,18:00,15.0,(7.424626971120629+0j)
8155,06.01.2019,19:00,3.6,(4.614008453849553+0j)
8156,06.01.2019,20:00,0.1,(1.3973682961652671+0j)
8157,06.01.2019,21:00,0.1,(1.3973682961652671+0j)
8158,06.01.2019,22:00,0.3,(2.015353824705552+0j)
8159,06.01.2019,23:00,0.7,(2.6730693875520624+0j)
8160,07.01.2019,00:00,0.4,(2.2181839033197557+0j)
8161,07.01.2019,01:00,0.1,(1.3973682961652671+0j)
8162,07.01.2019,02:00,1.0,(3.010538732009199+0j)
8163,07.01.2019,03:00,1.0,(3.010538732009199+0j)
8164,07.01.2019,04:00,7.2,(5.813286375397948+0j)
8165,07.01.2019,05:00,7.1,(5.7862474432419075+0j)
8166,07.01.2019,06:00,10.9,(6.675027382719426+0j)
8167,07.01.2019,07:00,2.8,(4.243233157784134+0j)
8168,07.01.2019,08:00,6.7,(5.675478548913056+0j)
8169,07.01.2019,09:00,4.8,(5.078373413465334+0j)
8170,07.01.2019,10:00,8.6,(6.167990593632756+0j)
8171,07.01.2019,11:00,3.3,(4.48210678159787+0j)
8172,07.01.2019,12:00,2.9,(4.293158127988514+0j)
8173,07.01.2019,13:00,8.3,(6.095419261923329+0j)
8174,07.01.2019,14:00,8.3,(6.095419261923329+0j)
8175,07.01.2019,15:00,12.9,(7.060586680466396+0j)
8176,07.01.2019,16:00,10.2,(6.528964034265818+0j)
8177,07.01.2019,17:00,9.5,(6.3760554811786925+0j)
8178,07.01.2019,18:00,14.2,(7.29021495364087+0j)
8179,07.01.2019,19:00,10.8,(6.654551709959266+0j)
8180,07.01.2019,20:00,4.6,(5.006837498600141+0j)
8181,07.01.2019,21:00,2.63,(4.155559150633029+0j)
8182,07.01.2019,22:00,3.43,(4.540206355947653+0j)
8183,07.01.2019,23:00,1.94,(3.7547249536524023+0j)
8184,08.01.2019,00:00,4.9,(5.113397785162633+0j)
8185,08.01.2019,01:00,5.25,(5.232356423963321+0j)
8186,08.01.2019,02:00,8.85,(6.227187978921239+0j)
8187,08.01.2019,03:00,13.3,(7.132822760892083+0j)
8188,08.01.2019,04:00,12.25,(6.939948514351413+0j)
8189,08.01.2019,05:00,13.65,(7.194850420027347+0j)
8190,08.01.2019,06:00,24.6,(8.75566737870623+0j)
8191,08.01.2019,07:00,32.2,(9.577735578146317+0j)
8192,08.01.2019,08:00,43.7,(10.604040179551125+0j)
8193,08.01.2019,09:00,44.1,(10.636296013746227+0j)
8194,08.01.2019,10:00,42.8,(10.530738019468695+0j)
8195,08.01.2019,11:00,41.0,(10.380991558554083+0j)
8196,08.01.2019,12:00,39.5,(10.252818063093027+0j)
8197,08.01.2019,13:00,44.9,(10.700227201873002+0j)
8198,08.01.2019,14:00,45.0,(10.708165058791522+0j)
8199,08.01.2019,15:00,44.9,(10.700227201873002+0j)
8200,08.01.2019,16:00,44.8,(10.69227755020825+0j)
8201,08.01.2019,17:00,38.3,(10.147922542012997+0j)
8202,08.01.2019,18:00,44.2,(10.644329473003982+0j)
8203,08.01.2019,19:00,44.4,(10.660360113901474+0j)
8204,08.01.2019,20:00,39.0,(10.209373397626953+0j)
8205,08.01.2019,21:00,29.5,(9.302183255480452+0j)
8206,08.01.2019,22:00,27.9,(9.1308726732428+0j)
8207,08.01.2019,23:00,13.2,(7.114901020142259+0j)
8208,09.01.2019,00:00,7.8,(5.970477782139954+0j)
8209,09.01.2019,01:00,4.95,(5.130731469539957+0j)
8210,09.01.2019,02:00,7.45,(5.879805722322936+0j)
8211,09.01.2019,03:00,7.5,(5.892930332214177+0j)
8212,09.01.2019,04:00,3.21,(4.440984217677473+0j)
8213,09.01.2019,05:00,0.41,(2.2365168330677068+0j)
8214,09.01.2019,06:00,0.29,(1.9927074827805429+0j)
8215,09.01.2019,07:00,0.09,(1.3491442563320213+0j)
8216,09.01.2019,08:00,1.3,(3.2856805462946452+0j)
8217,09.01.2019,09:00,2.0,(3.79304111998221+0j)
8218,09.01.2019,10:00,3.1,(4.389665729838696+0j)
8219,09.01.2019,11:00,6.0,(5.470511925452673+0j)
8220,09.01.2019,12:00,8.6,(6.167990593632756+0j)
8221,09.01.2019,13:00,26.1,(8.930128771832704+0j)
8222,09.01.2019,14:00,28.6,(9.206606118686874+0j)
8223,09.01.2019,15:00,32.4,(9.597524344277181+0j)
8224,09.01.2019,16:00,42.0,(10.464712847926641+0j)
8225,09.01.2019,17:00,44.1,(10.636296013746227+0j)
8226,09.01.2019,18:00,44.9,(10.700227201873002+0j)
8227,09.01.2019,19:00,44.5,(10.668357386303605+0j)
8228,09.01.2019,20:00,45.0,(10.708165058791522+0j)
8229,09.01.2019,21:00,45.0,(10.708165058791522+0j)
8230,09.01.2019,22:00,45.0,(10.708165058791522+0j)
8231,09.01.2019,23:00,45.0,(10.708165058791522+0j)
8232,10.01.2019,00:00,45.0,(10.708165058791522+0j)
8233,10.01.2019,01:00,45.0,(10.708165058791522+0j)
8234,10.01.2019,02:00,45.0,(10.708165058791522+0j)
8235,10.01.2019,03:00,45.0,(10.708165058791522+0j)
8236,10.01.2019,04:00,45.0,(10.708165058791522+0j)
8237,10.01.2019,05:00,44.8,(10.69227755020825+0j)
8238,10.01.2019,06:00,44.6,(10.676342686729873+0j)
8239,10.01.2019,07:00,36.9,(10.022737151464618+0j)
8240,10.01.2019,08:00,44.6,(10.676342686729873+0j)
8241,10.01.2019,09:00,44.6,(10.676342686729873+0j)
8242,10.01.2019,10:00,42.4,(10.497829248571529+0j)
8243,10.01.2019,11:00,43.4,(10.579718901085847+0j)
8244,10.01.2019,12:00,42.6,(10.514309384337189+0j)
8245,10.01.2019,13:00,43.6,(10.595945489245354+0j)
8246,10.01.2019,14:00,40.4,(10.330103527817526+0j)
8247,10.01.2019,15:00,39.6,(10.261462939079914+0j)
8248,10.01.2019,16:00,42.2,(10.48129720665224+0j)
8249,10.01.2019,17:00,40.4,(10.330103527817526+0j)
8250,10.01.2019,18:00,42.0,(10.464712847926641+0j)
8251,10.01.2019,19:00,39.2,(10.226795570325265+0j)
8252,10.01.2019,20:00,39.4,(10.244158584257733+0j)
8253,10.01.2019,21:00,40.2,(10.313028945406984+0j)
8254,10.01.2019,22:00,39.9,(10.287310561975508+0j)
8255,10.01.2019,23:00,40.7,(10.355610059823096+0j)
8256,11.01.2019,00:00,39.7,(10.270093273626623+0j)
8257,11.01.2019,01:00,40.1,(10.30447041123073+0j)
8258,11.01.2019,02:00,41.1,(10.38942453672119+0j)
8259,11.01.2019,03:00,40.6,(10.34712185105253+0j)
8260,11.01.2019,04:00,40.9,(10.372544857055056+0j)
8261,11.01.2019,05:00,39.1,(10.21809191031618+0j)
8262,11.01.2019,06:00,39.7,(10.270093273626623+0j)
8263,11.01.2019,07:00,42.6,(10.514309384337189+0j)
8264,11.01.2019,08:00,39.2,(10.226795570325265+0j)
8265,11.01.2019,09:00,39.8,(10.278709127729238+0j)
8266,11.01.2019,10:00,41.5,(10.423020322798717+0j)
8267,11.01.2019,11:00,44.9,(10.700227201873002+0j)
8268,11.01.2019,12:00,44.8,(10.69227755020825+0j)
8269,11.01.2019,13:00,43.4,(10.579718901085847+0j)
8270,11.01.2019,14:00,43.3,(10.57158690795+0j)
8271,11.01.2019,15:00,43.3,(10.57158690795+0j)
8272,11.01.2019,16:00,42.8,(10.530738019468695+0j)
8273,11.01.2019,17:00,42.7,(10.522530114335344+0j)
8274,11.01.2019,18:00,43.1,(10.555285283155564+0j)
8275,11.01.2019,19:00,40.9,(10.372544857055056+0j)
8276,11.01.2019,20:00,42.7,(10.522530114335344+0j)
8277,11.01.2019,21:00,44.8,(10.69227755020825+0j)
8278,11.01.2019,22:00,45.0,(10.708165058791522+0j)
8279,11.01.2019,23:00,45.0,(10.708165058791522+0j)
8280,12.01.2019,00:00,45.0,(10.708165058791522+0j)
8281,12.01.2019,01:00,43.4,(10.579718901085847+0j)
8282,12.01.2019,02:00,42.2,(10.48129720665224+0j)
8283,12.01.2019,03:00,39.0,(10.209373397626953+0j)
8284,12.01.2019,04:00,45.0,(10.708165058791522+0j)
8285,12.01.2019,05:00,43.4,(10.579718901085847+0j)
8286,12.01.2019,06:00,42.2,(10.48129720665224+0j)
8287,12.01.2019,07:00,45.0,(10.708165058791522+0j)
8288,12.01.2019,08:00,42.2,(10.48129720665224+0j)
8289,12.01.2019,09:00,45.0,(10.708165058791522+0j)
8290,12.01.2019,10:00,45.0,(10.708165058791522+0j)
8291,12.01.2019,11:00,45.0,(10.708165058791522+0j)
8292,12.01.2019,12:00,45.0,(10.708165058791522+0j)
8293,12.01.2019,13:00,13.8,(7.221109230955072+0j)
8294,12.01.2019,14:00,24.5,(8.743787218417998+0j)
8295,12.01.2019,15:00,27.1,(9.042752602124834+0j)
8296,12.01.2019,16:00,23.3,(8.598635234499845+0j)
8297,12.01.2019,17:00,22.6,(8.511648855803024+0j)
8298,12.01.2019,18:00,43.3,(10.57158690795+0j)
8299,12.01.2019,19:00,32.6,(9.61723184180237+0j)
8300,12.01.2019,20:00,35.9,(9.931367096829286+0j)
8301,12.01.2019,21:00,26.0,(8.918709157365361+0j)
8302,12.01.2019,22:00,21.1,(8.319011105915559+0j)
8303,12.01.2019,23:00,13.9,(7.238509561436398+0j)
8304,13.01.2019,00:00,9.5,(6.3760554811786925+0j)
8305,13.01.2019,01:00,6.9,(5.731398194797679+0j)
8306,13.01.2019,02:00,5.9,(5.43994976862631+0j)
8307,13.01.2019,03:00,5.2,(5.2156927556195685+0j)
8308,13.01.2019,04:00,10.4,(6.5713610925892905+0j)
8309,13.01.2019,05:00,8.2,(6.070840691490033+0j)
8310,13.01.2019,06:00,8.5,(6.143990387512565+0j)
8311,13.01.2019,07:00,11.5,(6.795323954814099+0j)
8312,13.01.2019,08:00,7.55,(5.905996739366279+0j)
8313,13.01.2019,09:00,3.3,(4.48210678159787+0j)
8314,13.01.2019,10:00,2.08,(3.842955279786593+0j)
8315,13.01.2019,11:00,4.97,(5.137632259927382+0j)
8316,13.01.2019,12:00,11.0,(6.69537820187625+0j)
8317,13.01.2019,13:00,19.4,(8.08930969167709+0j)
8318,13.01.2019,14:00,16.4,(7.648779977766639+0j)
8319,13.01.2019,15:00,16.9,(7.725734641271887+0j)
8320,13.01.2019,16:00,16.0,(7.586082239964419+0j)
8321,13.01.2019,17:00,10.2,(6.528964034265818+0j)
8322,13.01.2019,18:00,7.6,(5.919005584786914+0j)
8323,13.01.2019,19:00,20.3,(8.212516055601965+0j)
8324,13.01.2019,20:00,11.8,(6.8539072238630325+0j)
8325,13.01.2019,21:00,11.0,(6.69537820187625+0j)
8326,13.01.2019,22:00,9.5,(6.3760554811786925+0j)
8327,13.01.2019,23:00,16.4,(7.648779977766639+0j)
8328,14.01.2019,00:00,28.3,(9.174301971959535+0j)
8329,14.01.2019,01:00,13.5,(7.168398525273617+0j)
8330,14.01.2019,02:00,3.1,(4.389665729838696+0j)
8331,14.01.2019,03:00,0.0,0j
8332,14.01.2019,04:00,0.0,0j
8333,14.01.2019,05:00,0.0,0j
8334,14.01.2019,06:00,0.0,0j
8335,14.01.2019,07:00,0.22,(1.8174052540938421+0j)
8336,14.01.2019,08:00,0.39,(2.199542821133619+0j)
8337,14.01.2019,09:00,3.19,(4.431741768032424+0j)
8338,14.01.2019,10:00,14.4,(7.3242818734309445+0j)
8339,14.01.2019,11:00,22.8,(8.536683261306077+0j)
8340,14.01.2019,12:00,22.3,(8.473818806043997+0j)
8341,14.01.2019,13:00,19.8,(8.144528532114073+0j)
8342,14.01.2019,14:00,20.3,(8.212516055601965+0j)
8343,14.01.2019,15:00,13.5,(7.168398525273617+0j)
8344,14.01.2019,16:00,4.6,(5.006837498600141+0j)
8345,14.01.2019,17:00,4.03,(4.790849936563188+0j)
8346,14.01.2019,18:00,1.77,(3.641681621910326+0j)
8347,14.01.2019,19:00,1.8,(3.6621409367154727+0j)
8348,14.01.2019,20:00,3.3,(4.48210678159787+0j)
8349,14.01.2019,21:00,6.6,(5.647100682011718+0j)
8350,14.01.2019,22:00,4.7,(5.042859150760187+0j)
8351,14.01.2019,23:00,8.0,(6.021077464018397+0j)
8352,15.01.2019,00:00,12.6,(7.005423593550313+0j)
8353,15.01.2019,01:00,16.0,(7.586082239964419+0j)
8354,15.01.2019,02:00,16.5,(7.66429478696886+0j)
8355,15.01.2019,03:00,14.0,(7.255826635951876+0j)
8356,15.01.2019,04:00,22.0,(8.435647933551172+0j)
8357,15.01.2019,05:00,28.0,(9.141768713023673+0j)
8358,15.01.2019,06:00,32.8,(9.636858900002629+0j)
8359,15.01.2019,07:00,37.0,(10.031782948027551+0j)
8360,15.01.2019,08:00,42.1,(10.473011592758978+0j)
8361,15.01.2019,09:00,43.6,(10.595945489245354+0j)
8362,15.01.2019,10:00,38.6,(10.174349542957637+0j)
8363,15.01.2019,11:00,19.5,(8.10318503566459+0j)
8364,15.01.2019,12:00,42.3,(10.489569741425528+0j)
8365,15.01.2019,13:00,44.7,(10.68431605988526+0j)
8366,15.01.2019,14:00,40.2,(10.313028945406984+0j)
8367,15.01.2019,15:00,25.8,(8.89578178332698+0j)
8368,15.01.2019,16:00,8.47,(6.136753643020893+0j)
8369,15.01.2019,17:00,34.83,(9.831702088442382+0j)
8370,15.01.2019,18:00,39.0,(10.209373397626953+0j)
8371,15.01.2019,19:00,41.9,(10.456400920006852+0j)
8372,15.01.2019,20:00,41.0,(10.380991558554083+0j)
8373,15.01.2019,21:00,41.7,(10.439737304647712+0j)
8374,15.01.2019,22:00,39.0,(10.209373397626953+0j)
8375,15.01.2019,23:00,43.0,(10.547115554440134+0j)
8376,16.01.2019,00:00,40.6,(10.34712185105253+0j)
8377,16.01.2019,01:00,38.8,(10.191891559662574+0j)
8378,16.01.2019,02:00,38.8,(10.191891559662574+0j)
8379,16.01.2019,03:00,34.5,(9.800553053930273+0j)
8380,16.01.2019,04:00,43.1,(10.555285283155564+0j)
8381,16.01.2019,05:00,43.7,(10.604040179551125+0j)
8382,16.01.2019,06:00,45.0,(10.708165058791522+0j)
8383,16.01.2019,07:00,42.0,(10.464712847926641+0j)
8384,16.01.2019,08:00,44.3,(10.652350824549801+0j)
8385,16.01.2019,09:00,35.4,(9.8850447485433+0j)
8386,16.01.2019,10:00,43.7,(10.604040179551125+0j)
8387,16.01.2019,11:00,45.0,(10.708165058791522+0j)
8388,16.01.2019,12:00,35.6,(9.903625703451445+0j)
8389,16.01.2019,13:00,39.3,(10.23548444074983+0j)
8390,16.01.2019,14:00,44.6,(10.676342686729873+0j)
8391,16.01.2019,15:00,43.4,(10.579718901085847+0j)
8392,16.01.2019,16:00,44.2,(10.644329473003982+0j)
8393,16.01.2019,17:00,45.0,(10.708165058791522+0j)
8394,16.01.2019,18:00,43.9,(10.620192588644253+0j)
8395,16.01.2019,19:00,45.0,(10.708165058791522+0j)
8396,16.01.2019,20:00,44.4,(10.660360113901474+0j)
8397,16.01.2019,21:00,44.1,(10.636296013746227+0j)
8398,16.01.2019,22:00,40.0,(10.295897636548585+0j)
8399,16.01.2019,23:00,24.1,(8.695940639795452+0j)
8400,17.01.2019,00:00,10.5,(6.5923559991040515+0j)
8401,17.01.2019,01:00,17.9,(7.875205511701368+0j)
8402,17.01.2019,02:00,28.0,(9.141768713023673+0j)
8403,17.01.2019,03:00,32.7,(9.627055374517276+0j)
8404,17.01.2019,04:00,29.8,(9.333609788984068+0j)
8405,17.01.2019,05:00,26.0,(8.918709157365361+0j)
8406,17.01.2019,06:00,21.7,(8.397128456555759+0j)
8407,17.01.2019,07:00,12.7,(7.02390764649113+0j)
8408,17.01.2019,08:00,9.9,(6.464316579831448+0j)
8409,17.01.2019,09:00,5.3,(5.2489146242857645+0j)
8410,17.01.2019,10:00,1.3,(3.2856805462946452+0j)
8411,17.01.2019,11:00,2.2,(3.9154809252659835+0j)
8412,17.01.2019,12:00,2.3,(3.973929556155846+0j)
8413,17.01.2019,13:00,1.8,(3.6621409367154727+0j)
