,Tarih,Saat,Toplam (MWh),AFYON WindSpeed(m/s)
20257,25.05.2020,01:00,133.0,(8.974095482833441+0j)
20258,25.05.2020,02:00,120.0,(8.671626310712465+0j)
20259,25.05.2020,03:00,86.0,(7.760200748007389+0j)
20260,25.05.2020,04:00,77.0,(7.479462356893973+0j)
20261,25.05.2020,05:00,57.0,(6.7659963257309705+0j)
20262,25.05.2020,06:00,63.0,(6.995525148661811+0j)
20263,25.05.2020,07:00,58.0,(6.805334397590895+0j)
20264,25.05.2020,08:00,33.0,(5.6391215050020405+0j)
20265,25.05.2020,09:00,44.0,(6.2066563190646376+0j)
20266,25.05.2020,10:00,39.0,(5.962041683380852+0j)
20267,25.05.2020,11:00,14.85,(4.321311999696392+0j)
20268,25.05.2020,12:00,2.57,(2.4081554258931943+0j)
20269,25.05.2020,13:00,1.91,(2.18131270111166+0j)
20270,25.05.2020,14:00,4.58,(2.9196354737777326+0j)
20271,25.05.2020,15:00,11.84,(4.007043340731253+0j)
20272,25.05.2020,16:00,22.4,(4.955903163438622+0j)
20273,25.05.2020,17:00,37.5,(5.884603805581453+0j)
20274,25.05.2020,18:00,28.95,(5.398291453670672+0j)
20275,25.05.2020,19:00,16.4,(4.466713409174875+0j)
20276,25.05.2020,20:00,36.0,(5.805072383190406+0j)
20277,25.05.2020,21:00,44.0,(6.2066563190646376+0j)
20278,25.05.2020,22:00,15.0,(4.335813155356233+0j)
20279,25.05.2020,23:00,2.9,(2.507106627950576+0j)
20280,26.05.2020,00:00,5.1,(3.026194686721797+0j)
20281,26.05.2020,01:00,12.0,(4.025012385306576+0j)
20282,26.05.2020,02:00,11.0,(3.909948472926284+0j)
20283,26.05.2020,03:00,6.0,(3.194654447310345+0j)
20284,26.05.2020,04:00,11.0,(3.909948472926284+0j)
20285,26.05.2020,05:00,26.0,(5.208323144545029+0j)
20286,26.05.2020,06:00,34.0,(5.695516461227095+0j)
20287,26.05.2020,07:00,27.0,(5.274258285188216+0j)
20288,26.05.2020,08:00,8.0,(3.516172190125477+0j)
20289,26.05.2020,09:00,12.55,(4.085589364676378+0j)
20290,26.05.2020,10:00,9.3,(3.697156108368468+0j)
20291,26.05.2020,11:00,10.9,(3.8980640577542296+0j)
20292,26.05.2020,12:00,12.55,(4.085589364676378+0j)
20293,26.05.2020,13:00,11.65,(3.9854935826167925+0j)
20294,26.05.2020,14:00,29.2,(5.413786060617856+0j)
20295,26.05.2020,15:00,66.85,(7.135218488592823+0j)
20296,26.05.2020,16:00,31.2,(5.534669220622899+0j)
20297,26.05.2020,17:00,20.6,(4.819432246601668+0j)
20298,26.05.2020,18:00,4.65,(2.9344347478573805+0j)
20299,26.05.2020,19:00,8.31,(3.561015086890054+0j)
20300,26.05.2020,20:00,21.14,(4.861181092386972+0j)
20301,26.05.2020,21:00,21.94,(4.921743919980081+0j)
20302,26.05.2020,22:00,8.13,(3.535115878737201+0j)
20303,26.05.2020,23:00,3.8,(2.743477090293547+0j)
20304,27.05.2020,00:00,6.76,(3.3242144859910203+0j)
20305,27.05.2020,01:00,10.65,(3.86803155459719+0j)
20306,27.05.2020,02:00,11.99,(4.023894015594851+0j)
20307,27.05.2020,03:00,13.76,(4.212885123740845+0j)
20308,27.05.2020,04:00,24.59,(5.1124175295901155+0j)
20309,27.05.2020,05:00,38.69,(5.9462027800512445+0j)
20310,27.05.2020,06:00,55.09,(6.689562718334077+0j)
20311,27.05.2020,07:00,64.7,(7.0578902250538915+0j)
20312,27.05.2020,08:00,58.0,(6.805334397590895+0j)
20313,27.05.2020,09:00,67.0,(7.140551239822028+0j)
20314,27.05.2020,10:00,41.0,(6.062262783072487+0j)
20315,27.05.2020,11:00,94.0,(7.993729049284655+0j)
20316,27.05.2020,12:00,44.0,(6.2066563190646376+0j)
20317,27.05.2020,13:00,89.0,(7.849406270546734+0j)
20318,27.05.2020,14:00,105.0,(8.294112187555683+0j)
20319,27.05.2020,15:00,155.0,(9.443885329580661+0j)
20320,27.05.2020,16:00,164.0,(9.623242319156931+0j)
20321,27.05.2020,17:00,172.0,(9.77724027382445+0j)
20322,27.05.2020,18:00,164.0,(9.623242319156931+0j)
20323,27.05.2020,19:00,132.0,(8.951547409216735+0j)
20324,27.05.2020,20:00,119.5,(8.659565618777352+0j)
20325,27.05.2020,21:00,122.75,(8.737368233926682+0j)
20326,27.05.2020,22:00,102.75,(8.234440249240304+0j)
20327,27.05.2020,23:00,47.15,(6.351369386406321+0j)
20328,28.05.2020,00:00,16.6,(4.484797466344527+0j)
20329,28.05.2020,01:00,8.56,(3.5963729897731818+0j)
20330,28.05.2020,02:00,2.94,(2.5185809600231113+0j)
20331,28.05.2020,03:00,0.79,(1.6252337639773726+0j)
20332,28.05.2020,04:00,0.0,0j
20333,28.05.2020,05:00,0.0,0j
20334,28.05.2020,06:00,0.0,0j
20335,28.05.2020,07:00,0.0,0j
20336,28.05.2020,08:00,0.0,0j
20337,28.05.2020,09:00,0.0,0j
20338,28.05.2020,10:00,1.05,(1.7869123019886197+0j)
20339,28.05.2020,11:00,4.11,(2.8161389521094775+0j)
20340,28.05.2020,12:00,9.7,(3.749419644483171+0j)
20341,28.05.2020,13:00,22.1,(4.9336790838277444+0j)
20342,28.05.2020,14:00,36.0,(5.805072383190406+0j)
20343,28.05.2020,15:00,87.0,(7.790163210260396+0j)
20344,28.05.2020,16:00,87.0,(7.790163210260396+0j)
20345,28.05.2020,17:00,22.0,(4.9262263850441395+0j)
20346,28.05.2020,18:00,5.96,(3.187539380443008+0j)
20347,28.05.2020,19:00,8.01,(3.5176366518483704+0j)
20348,28.05.2020,20:00,18.05,(4.611751253341642+0j)
20349,28.05.2020,21:00,15.43,(4.376854548641107+0j)
20350,28.05.2020,22:00,12.65,(4.096412168524303+0j)
20351,28.05.2020,23:00,14.6,(4.29692484387778+0j)
20352,29.05.2020,00:00,17.1,(4.529380880579203+0j)
20353,29.05.2020,01:00,4.42,(2.885233031152425+0j)
20354,29.05.2020,02:00,0.64,(1.5150726685063427+0j)
20355,29.05.2020,03:00,0.49,(1.38602851674125+0j)
20356,29.05.2020,04:00,7.5,(3.441337181975021+0j)
20357,29.05.2020,05:00,27.15,(5.284007398474378+0j)
20358,29.05.2020,06:00,40.0,(6.012569869488088+0j)
20359,29.05.2020,07:00,65.0,(7.068782048236004+0j)
20360,29.05.2020,08:00,55.0,(6.6859178414492275+0j)
20361,29.05.2020,09:00,46.0,(6.299306639977284+0j)
20362,29.05.2020,10:00,42.0,(6.111154110442452+0j)
20363,29.05.2020,11:00,50.0,(6.476844551532806+0j)
20364,29.05.2020,12:00,26.0,(5.208323144545029+0j)
20365,29.05.2020,13:00,29.0,(5.40139749086558+0j)
20366,29.05.2020,14:00,12.0,(4.025012385306576+0j)
20367,29.05.2020,15:00,18.0,(4.607489003913996+0j)
20368,29.05.2020,16:00,24.0,(5.071197830335329+0j)
20369,29.05.2020,17:00,25.0,(5.140674927268839+0j)
20370,29.05.2020,18:00,16.0,(4.430099357394047+0j)
20371,29.05.2020,19:00,10.0,(3.7876816712658563+0j)
20372,29.05.2020,20:00,7.1,(3.379036803079682+0j)
20373,29.05.2020,21:00,6.0,(3.194654447310345+0j)
20374,29.05.2020,22:00,35.0,(5.750816195970739+0j)
20375,29.05.2020,23:00,42.4,(6.130493334639526+0j)
20376,30.05.2020,00:00,18.25,(4.628721972055062+0j)
20377,30.05.2020,01:00,29.7,(5.444511951580792+0j)
20378,30.05.2020,02:00,36.05,(5.807758673431829+0j)
20379,30.05.2020,03:00,28.8,(5.388951830426102+0j)
20380,30.05.2020,04:00,9.7,(3.749419644483171+0j)
20381,30.05.2020,05:00,18.2,(4.624490962410138+0j)
20382,30.05.2020,06:00,13.55,(4.1913433332256185+0j)
20383,30.05.2020,07:00,3.79,(2.7410684173341697+0j)
20384,30.05.2020,08:00,0.01,(0.3787681671265857+0j)
20385,30.05.2020,09:00,0.28,(1.1501632391941479+0j)
20386,30.05.2020,10:00,8.88,(3.6406404854068257+0j)
20387,30.05.2020,11:00,13.86,(4.223066132697985+0j)
20388,30.05.2020,12:00,20.43,(4.806138272179788+0j)
20389,30.05.2020,13:00,20.4,(4.803784629162756+0j)
20390,30.05.2020,14:00,17.9,(4.598940767203958+0j)
20391,30.05.2020,15:00,11.4,(3.9567786546240873+0j)
20392,30.05.2020,16:00,13.8,(4.2169634274721925+0j)
20393,30.05.2020,17:00,22.5,(4.963267071986382+0j)
20394,30.05.2020,18:00,19.2,(4.7076830444651625+0j)
20395,30.05.2020,19:00,1.8,(2.1386069511560875+0j)
20396,30.05.2020,20:00,4.0,(2.7907877167532553+0j)
20397,30.05.2020,21:00,18.0,(4.607489003913996+0j)
20398,30.05.2020,22:00,18.0,(4.607489003913996+0j)
20399,30.05.2020,23:00,32.0,(5.581575433506511+0j)
20400,31.05.2020,00:00,43.0,(6.159275415435669+0j)
20401,31.05.2020,01:00,26.0,(5.208323144545029+0j)
20402,31.05.2020,02:00,13.0,(4.1338488193205505+0j)
20403,31.05.2020,03:00,1.0,(1.7580860950627388+0j)
20404,31.05.2020,04:00,1.0,(1.7580860950627388+0j)
20405,31.05.2020,05:00,0.0,0j
20406,31.05.2020,06:00,0.0,0j
20407,31.05.2020,07:00,1.0,(1.7580860950627388+0j)
20408,31.05.2020,08:00,2.17,(2.2761107170846775+0j)
20409,31.05.2020,09:00,2.16,(2.272609002759514+0j)
20410,31.05.2020,10:00,9.67,(3.7455502716163327+0j)
20411,31.05.2020,11:00,23.0,(4.999762993485103+0j)
20412,31.05.2020,12:00,32.0,(5.581575433506511+0j)
20413,31.05.2020,13:00,48.0,(6.38930889462069+0j)
20414,31.05.2020,14:00,49.0,(6.433374486375069+0j)
20415,31.05.2020,15:00,47.0,(6.344626950991608+0j)
20416,31.05.2020,16:00,37.0,(5.858332903042962+0j)
20417,31.05.2020,17:00,36.0,(5.805072383190406+0j)
20418,31.05.2020,18:00,21.0,(4.850426231828067+0j)
20419,31.05.2020,19:00,13.75,(4.211864313154788+0j)
20420,31.05.2020,20:00,17.4,(4.555715082074936+0j)
20421,31.05.2020,21:00,34.5,(5.7232999080334785+0j)
20422,31.05.2020,22:00,40.15,(6.020076206707898+0j)
20423,31.05.2020,23:00,19.8,(4.756219280924283+0j)
20424,01.06.2020,00:00,15.39,(4.37306915903492+0j)
20425,01.06.2020,01:00,21.75,(4.907495305361848+0j)
20426,01.06.2020,02:00,16.43,(4.469435355862655+0j)
20427,01.06.2020,03:00,1.61,(2.060544972757698+0j)
20428,01.06.2020,04:00,0.49,(1.38602851674125+0j)
20429,01.06.2020,05:00,0.0,0j
20430,01.06.2020,06:00,0.0,0j
20431,01.06.2020,07:00,0.0,0j
20432,01.06.2020,08:00,1.01,(1.7639269555619417+0j)
20433,01.06.2020,09:00,10.15,(3.806526168875549+0j)
20434,01.06.2020,10:00,28.66,(5.380205544984122+0j)
20435,01.06.2020,11:00,38.1,(5.9158224470989325+0j)
20436,01.06.2020,12:00,48.95,(6.431185519045027+0j)
20437,01.06.2020,13:00,71.05,(7.281622606481155+0j)
20438,01.06.2020,14:00,105.4,(8.304631047511915+0j)
20439,01.06.2020,15:00,132.0,(8.951547409216735+0j)
20440,01.06.2020,16:00,95.0,(8.021975676398952+0j)
20441,01.06.2020,17:00,63.0,(6.995525148661811+0j)
20442,01.06.2020,18:00,38.0,(5.910642214636152+0j)
20443,01.06.2020,19:00,42.0,(6.111154110442452+0j)
20444,01.06.2020,20:00,21.0,(4.850426231828067+0j)
20445,01.06.2020,21:00,6.0,(3.194654447310345+0j)
20446,01.06.2020,22:00,2.82,(2.4838374745724914+0j)
20447,01.06.2020,23:00,3.78,(2.7386555037479132+0j)
20448,02.06.2020,00:00,1.0,(1.7580860950627388+0j)
20449,02.06.2020,01:00,1.4,(1.966751473773749+0j)
20450,02.06.2020,02:00,10.0,(3.7876816712658563+0j)
20451,02.06.2020,03:00,5.0,(3.006284934744044+0j)
20452,02.06.2020,04:00,5.0,(3.006284934744044+0j)
20453,02.06.2020,05:00,5.0,(3.006284934744044+0j)
20454,02.06.2020,06:00,1.0,(1.7580860950627388+0j)
20455,02.06.2020,07:00,0.91,(1.7036770370696745+0j)
20456,02.06.2020,08:00,0.01,(0.3787681671265857+0j)
20457,02.06.2020,09:00,1.22,(1.87856726073588+0j)
20458,02.06.2020,10:00,12.91,(4.124287068555285+0j)
20459,02.06.2020,11:00,22.95,(4.99613734827342+0j)
20460,02.06.2020,12:00,38.0,(5.910642214636152+0j)
20461,02.06.2020,13:00,38.0,(5.910642214636152+0j)
20462,02.06.2020,14:00,81.0,(7.606796745502993+0j)
20463,02.06.2020,15:00,100.0,(8.160312787373101+0j)
20464,02.06.2020,16:00,86.0,(7.760200748007389+0j)
20465,02.06.2020,17:00,79.0,(7.543666890887838+0j)
20466,02.06.2020,18:00,39.0,(5.962041683380852+0j)
20467,02.06.2020,19:00,42.0,(6.111154110442452+0j)
20468,02.06.2020,20:00,65.0,(7.068782048236004+0j)
20469,02.06.2020,21:00,20.0,(4.772179867928846+0j)
20470,02.06.2020,22:00,16.0,(4.430099357394047+0j)
20471,02.06.2020,23:00,21.0,(4.850426231828067+0j)
20472,03.06.2020,00:00,11.0,(3.909948472926284+0j)
20473,03.06.2020,01:00,16.0,(4.430099357394047+0j)
20474,03.06.2020,02:00,5.0,(3.006284934744044+0j)
20475,03.06.2020,03:00,5.0,(3.006284934744044+0j)
20476,03.06.2020,04:00,0.0,0j
20477,03.06.2020,05:00,0.0,0j
20478,03.06.2020,06:00,0.0,0j
20479,03.06.2020,07:00,1.27,(1.903887924628573+0j)
20480,03.06.2020,08:00,0.0,0j
20481,03.06.2020,09:00,0.05,(0.6476844551532807+0j)
20482,03.06.2020,10:00,2.18,(2.2796016899126776+0j)
20483,03.06.2020,11:00,10.4,(3.837525303920328+0j)
20484,03.06.2020,12:00,23.25,(5.017812835928418+0j)
20485,03.06.2020,13:00,25.55,(5.178100086107194+0j)
20486,03.06.2020,14:00,25.55,(5.178100086107194+0j)
20487,03.06.2020,15:00,20.38,(4.802214251597715+0j)
20488,03.06.2020,16:00,52.29,(6.574252088298634+0j)
20489,03.06.2020,17:00,72.78,(7.340249511389156+0j)
20490,03.06.2020,18:00,32.95,(5.636272024221267+0j)
20491,03.06.2020,19:00,28.35,(5.360736905965859+0j)
20492,03.06.2020,20:00,36.0,(5.805072383190406+0j)
20493,03.06.2020,21:00,24.0,(5.071197830335329+0j)
20494,03.06.2020,22:00,31.0,(5.5228176442684225+0j)
20495,03.06.2020,23:00,17.0,(4.520534411027044+0j)
20496,04.06.2020,00:00,4.0,(2.7907877167532553+0j)
20497,04.06.2020,01:00,2.0,(2.2150496786970235+0j)
20498,04.06.2020,02:00,6.0,(3.194654447310345+0j)
20499,04.06.2020,03:00,3.0,(2.5355989151676646+0j)
20500,04.06.2020,04:00,7.0,(3.3630977132440556+0j)
20501,04.06.2020,05:00,5.0,(3.006284934744044+0j)
20502,04.06.2020,06:00,3.0,(2.5355989151676646+0j)
20503,04.06.2020,07:00,8.33,(3.563869609224116+0j)
20504,04.06.2020,08:00,1.14,(1.8365739620380557+0j)
20505,04.06.2020,09:00,2.35,(2.3373805534575802+0j)
20506,04.06.2020,10:00,8.63,(3.60614958580709+0j)
20507,04.06.2020,11:00,8.58,(3.5991717247468875+0j)
20508,04.06.2020,12:00,7.97,(3.5117714693942066+0j)
20509,04.06.2020,13:00,12.72,(4.103954238466815+0j)
20510,04.06.2020,14:00,11.73,(3.994595512219035+0j)
20511,04.06.2020,15:00,17.4,(4.555715082074936+0j)
20512,04.06.2020,16:00,22.65,(4.974272134783863+0j)
20513,04.06.2020,17:00,29.35,(5.423040413776661+0j)
20514,04.06.2020,18:00,37.15,(5.866238894960854+0j)
20515,04.06.2020,19:00,27.0,(5.274258285188216+0j)
20516,04.06.2020,20:00,17.0,(4.520534411027044+0j)
20517,04.06.2020,21:00,3.0,(2.5355989151676646+0j)
20518,04.06.2020,22:00,1.0,(1.7580860950627388+0j)
20519,04.06.2020,23:00,1.33,(1.9334102619874793+0j)
20520,05.06.2020,00:00,0.0,0j
20521,05.06.2020,01:00,0.0,0j
20522,05.06.2020,02:00,0.0,0j
20523,05.06.2020,03:00,0.63,(1.5071402055267458+0j)
20524,05.06.2020,04:00,0.0,0j
20525,05.06.2020,05:00,0.0,0j
20526,05.06.2020,06:00,0.0,0j
20527,05.06.2020,07:00,1.05,(1.7869123019886197+0j)
20528,05.06.2020,08:00,7.99,(3.5147065075087562+0j)
20529,05.06.2020,09:00,9.0,(3.6569664458724946+0j)
20530,05.06.2020,10:00,11.0,(3.909948472926284+0j)
20531,05.06.2020,11:00,15.0,(4.335813155356233+0j)
20532,05.06.2020,12:00,24.0,(5.071197830335329+0j)
20533,05.06.2020,13:00,28.0,(5.33858484787546+0j)
20534,05.06.2020,14:00,31.0,(5.5228176442684225+0j)
20535,05.06.2020,15:00,35.0,(5.750816195970739+0j)
20536,05.06.2020,16:00,25.0,(5.140674927268839+0j)
20537,05.06.2020,17:00,15.0,(4.335813155356233+0j)
20538,05.06.2020,18:00,40.0,(6.012569869488088+0j)
20539,05.06.2020,19:00,49.0,(6.433374486375069+0j)
20540,05.06.2020,20:00,60.0,(6.882674363950042+0j)
20541,05.06.2020,21:00,42.0,(6.111154110442452+0j)
20542,05.06.2020,22:00,30.0,(5.462782262844428+0j)
20543,05.06.2020,23:00,24.0,(5.071197830335329+0j)
20544,06.06.2020,00:00,31.0,(5.5228176442684225+0j)
20545,06.06.2020,01:00,18.0,(4.607489003913996+0j)
20546,06.06.2020,02:00,8.0,(3.516172190125477+0j)
20547,06.06.2020,03:00,25.0,(5.140674927268839+0j)
20548,06.06.2020,04:00,51.0,(6.519738811863608+0j)
20549,06.06.2020,05:00,78.0,(7.511701817242199+0j)
20550,06.06.2020,06:00,80.0,(7.575363342531713+0j)
20551,06.06.2020,07:00,81.0,(7.606796745502993+0j)
20552,06.06.2020,08:00,83.0,(7.668895793165734+0j)
20553,06.06.2020,09:00,116.0,(8.574184059098414+0j)
20554,06.06.2020,10:00,128.0,(8.860198714788094+0j)
20555,06.06.2020,11:00,120.0,(8.671626310712465+0j)
20556,06.06.2020,12:00,95.0,(8.021975676398952+0j)
20557,06.06.2020,13:00,90.0,(7.878695371270308+0j)
20558,06.06.2020,14:00,92.0,(7.9366290354499265+0j)
20559,06.06.2020,15:00,106.0,(8.320359552981591+0j)
20560,06.06.2020,16:00,78.0,(7.511701817242199+0j)
20561,06.06.2020,17:00,71.0,(7.279914107449302+0j)
20562,06.06.2020,18:00,76.0,(7.446942544617338+0j)
20563,06.06.2020,19:00,94.0,(7.993729049284655+0j)
20564,06.06.2020,20:00,133.0,(8.974095482833441+0j)
20565,06.06.2020,21:00,134.0,(8.996530814904709+0j)
20566,06.06.2020,22:00,133.0,(8.974095482833441+0j)
20567,06.06.2020,23:00,110.0,(8.423728626309575+0j)
20568,07.06.2020,00:00,114.0,(8.524621194299819+0j)
20569,07.06.2020,01:00,134.0,(8.996530814904709+0j)
20570,07.06.2020,02:00,137.0,(9.063174212787075+0j)
20571,07.06.2020,03:00,128.0,(8.860198714788094+0j)
20572,07.06.2020,04:00,117.0,(8.598752056010891+0j)
20573,07.06.2020,05:00,112.0,(8.474475203538995+0j)
20574,07.06.2020,06:00,122.0,(8.719536820622206+0j)
20575,07.06.2020,07:00,108.0,(8.372363150259766+0j)
20576,07.06.2020,08:00,88.0,(7.819896945852567+0j)
20577,07.06.2020,09:00,81.0,(7.606796745502993+0j)
20578,07.06.2020,10:00,90.0,(7.878695371270308+0j)
20579,07.06.2020,11:00,108.0,(8.372363150259766+0j)
20580,07.06.2020,12:00,117.0,(8.598752056010891+0j)
20581,07.06.2020,13:00,109.0,(8.39812442999216+0j)
20582,07.06.2020,14:00,114.0,(8.524621194299819+0j)
20583,07.06.2020,15:00,100.0,(8.160312787373101+0j)
20584,07.06.2020,16:00,117.0,(8.598752056010891+0j)
20585,07.06.2020,17:00,115.0,(8.549474457943806+0j)
20586,07.06.2020,18:00,116.0,(8.574184059098414+0j)
20587,07.06.2020,19:00,98.0,(8.105543937240567+0j)
20588,07.06.2020,20:00,81.0,(7.606796745502993+0j)
20589,07.06.2020,21:00,35.2,(5.761749332928524+0j)
20590,07.06.2020,22:00,21.8,(4.9112529602031785+0j)
20591,07.06.2020,23:00,41.0,(6.062262783072487+0j)
20592,08.06.2020,00:00,25.55,(5.178100086107194+0j)
20593,08.06.2020,01:00,11.77,(3.9991309637584007+0j)
20594,08.06.2020,02:00,10.08,(3.7977553401720647+0j)
20595,08.06.2020,03:00,1.41,(1.9714231100272044+0j)
20596,08.06.2020,04:00,0.32,(1.2025139738976178+0j)
20597,08.06.2020,05:00,1.42,(1.976072710055817+0j)
20598,08.06.2020,06:00,5.94,(3.1839699044668373+0j)
20599,08.06.2020,07:00,3.26,(2.606829772471164+0j)
20600,08.06.2020,08:00,1.55,(2.0346234162731767+0j)
20601,08.06.2020,09:00,1.21,(1.8734204753271306+0j)
20602,08.06.2020,10:00,1.84,(2.1543325670203926+0j)
20603,08.06.2020,11:00,2.0,(2.2150496786970235+0j)
20604,08.06.2020,12:00,6.15,(3.2210577475344015+0j)
20605,08.06.2020,13:00,5.77,(3.1533008661779367+0j)
20606,08.06.2020,14:00,6.88,(3.3437691386236983+0j)
20607,08.06.2020,15:00,14.05,(4.2422759389791596+0j)
20608,08.06.2020,16:00,12.95,(4.128542203962871+0j)
20609,08.06.2020,17:00,8.2,(3.5452327822823295+0j)
20610,08.06.2020,18:00,14.85,(4.321311999696392+0j)
20611,08.06.2020,19:00,8.0,(3.516172190125477+0j)
20612,08.06.2020,20:00,9.17,(3.679848318211507+0j)
20613,08.06.2020,21:00,32.13,(5.589123604633348+0j)
20614,08.06.2020,22:00,25.1,(5.14752004178239+0j)
20615,08.06.2020,23:00,24.7,(5.120029423996592+0j)
20616,09.06.2020,00:00,16.91,(4.512542878019736+0j)
20617,09.06.2020,01:00,3.82,(2.748281788533624+0j)
20618,09.06.2020,02:00,0.27,(1.136304501379757+0j)
20619,09.06.2020,03:00,1.37,(1.9526016925830885+0j)
20620,09.06.2020,04:00,0.57,(1.4576897196783067+0j)
20621,09.06.2020,05:00,4.01,(2.7931114378241113+0j)
20622,09.06.2020,06:00,4.72,(2.949086234141364+0j)
20623,09.06.2020,07:00,0.02,(0.47721798679288463+0j)
20624,09.06.2020,08:00,0.01,(0.3787681671265857+0j)
20625,09.06.2020,09:00,0.0,0j
20626,09.06.2020,10:00,0.2,(1.0281349854537678+0j)
20627,09.06.2020,11:00,2.4,(2.3538415222325813+0j)
20628,09.06.2020,12:00,5.47,(3.097675454559556+0j)
20629,09.06.2020,13:00,3.83,(2.750677850591673+0j)
20630,09.06.2020,14:00,2.53,(2.395596368759219+0j)
20631,09.06.2020,15:00,3.55,(2.6819432879239744+0j)
20632,09.06.2020,16:00,16.99,(4.519647857874083+0j)
20633,09.06.2020,17:00,43.98,(6.205715774070837+0j)
20634,09.06.2020,18:00,48.15,(6.39595750388657+0j)
20635,09.06.2020,19:00,40.3,(6.027563871398859+0j)
20636,09.06.2020,20:00,18.6,(4.658124805680844+0j)
20637,09.06.2020,21:00,8.0,(3.516172190125477+0j)
20638,09.06.2020,22:00,0.0,0j
20639,09.06.2020,23:00,1.86,(2.16211000836229+0j)
20640,10.06.2020,00:00,6.14,(3.219310969671482+0j)
20641,10.06.2020,01:00,5.0,(3.006284934744044+0j)
20642,10.06.2020,02:00,3.57,(2.6869703723924796+0j)
20643,10.06.2020,03:00,4.14,(2.8229742676413268+0j)
20644,10.06.2020,04:00,5.29,(3.0633176254840766+0j)
20645,10.06.2020,05:00,11.0,(3.909948472926284+0j)
20646,10.06.2020,06:00,13.0,(4.1338488193205505+0j)
20647,10.06.2020,07:00,18.0,(4.607489003913996+0j)
20648,10.06.2020,08:00,21.5,(4.888620136912225+0j)
20649,10.06.2020,09:00,18.5,(4.649761906535157+0j)
20650,10.06.2020,10:00,18.0,(4.607489003913996+0j)
20651,10.06.2020,11:00,20.45,(4.807706087744323+0j)
20652,10.06.2020,12:00,16.3,(4.457616208006377+0j)
20653,10.06.2020,13:00,18.8,(4.6747611069151604+0j)
20654,10.06.2020,14:00,18.0,(4.607489003913996+0j)
20655,10.06.2020,15:00,14.55,(4.292014068349136+0j)
20656,10.06.2020,16:00,24.3,(5.092240386017514+0j)
20657,10.06.2020,17:00,23.95,(5.067673716740074+0j)
20658,10.06.2020,18:00,34.05,(5.698307013589909+0j)
20659,10.06.2020,19:00,38.6,(5.941588549450059+0j)
20660,10.06.2020,20:00,77.0,(7.479462356893973+0j)
20661,10.06.2020,21:00,33.0,(5.6391215050020405+0j)
20662,10.06.2020,22:00,47.0,(6.344626950991608+0j)
20663,10.06.2020,23:00,95.0,(8.021975676398952+0j)
20664,11.06.2020,00:00,99.0,(8.13302056750046+0j)
20665,11.06.2020,01:00,92.0,(7.9366290354499265+0j)
20666,11.06.2020,02:00,49.0,(6.433374486375069+0j)
20667,11.06.2020,03:00,42.0,(6.111154110442452+0j)
20668,11.06.2020,04:00,30.0,(5.462782262844428+0j)
20669,11.06.2020,05:00,34.0,(5.695516461227095+0j)
20670,11.06.2020,06:00,25.0,(5.140674927268839+0j)
20671,11.06.2020,07:00,5.0,(3.006284934744044+0j)
20672,11.06.2020,08:00,3.0,(2.5355989151676646+0j)
20673,11.06.2020,09:00,20.0,(4.772179867928846+0j)
20674,11.06.2020,10:00,28.0,(5.33858484787546+0j)
20675,11.06.2020,11:00,31.0,(5.5228176442684225+0j)
20676,11.06.2020,12:00,36.0,(5.805072383190406+0j)
20677,11.06.2020,13:00,34.0,(5.695516461227095+0j)
20678,11.06.2020,14:00,29.0,(5.40139749086558+0j)
20679,11.06.2020,15:00,41.0,(6.062262783072487+0j)
20680,11.06.2020,16:00,79.0,(7.543666890887838+0j)
20681,11.06.2020,17:00,86.0,(7.760200748007389+0j)
20682,11.06.2020,18:00,130.0,(8.906107299691538+0j)
20683,11.06.2020,19:00,162.0,(9.583963341931035+0j)
20684,11.06.2020,20:00,172.0,(9.77724027382445+0j)
20685,11.06.2020,21:00,148.0,(9.299523813070314+0j)
20686,11.06.2020,22:00,113.5,(8.5121400326806+0j)
20687,11.06.2020,23:00,123.5,(8.755127161311117+0j)
20688,12.06.2020,00:00,107.5,(8.359422846559244+0j)
20689,12.06.2020,01:00,91.5,(7.922224958355347+0j)
20690,12.06.2020,02:00,80.5,(7.591112584004456+0j)
20691,12.06.2020,03:00,65.5,(7.086860853437764+0j)
20692,12.06.2020,04:00,52.5,(6.5830412058340775+0j)
20693,12.06.2020,05:00,26.5,(5.241498071747702+0j)
20694,12.06.2020,06:00,20.9,(4.842714889361507+0j)
20695,12.06.2020,07:00,1.6,(2.0562699709075356+0j)
20696,12.06.2020,08:00,10.4,(3.837525303920328+0j)
20697,12.06.2020,09:00,14.85,(4.321311999696392+0j)
20698,12.06.2020,10:00,20.55,(4.815529870606525+0j)
20699,12.06.2020,11:00,13.83,(4.220016986415727+0j)
20700,12.06.2020,12:00,11.26,(3.940514554093692+0j)
20701,12.06.2020,13:00,16.76,(4.499160406562215+0j)
20702,12.06.2020,14:00,25.15,(5.150935782693031+0j)
20703,12.06.2020,15:00,30.4,(5.486954180587094+0j)
20704,12.06.2020,16:00,34.8,(5.739841329229763+0j)
20705,12.06.2020,17:00,44.8,(6.244046716856912+0j)
20706,12.06.2020,18:00,50.35,(6.491922062495883+0j)
20707,12.06.2020,19:00,78.85,(7.538889393162299+0j)
20708,12.06.2020,20:00,30.3,(5.480931174450292+0j)
20709,12.06.2020,21:00,21.45,(4.884827567401612+0j)
20710,12.06.2020,22:00,23.55,(5.039302660601448+0j)
