,Tarih,Saat,Toplam (MWh),AFYON WindSpeed(m/s)
7471,09.12.2018,07:00,39.0,(5.962041683380852+0j)
7472,09.12.2018,08:00,61.0,(6.92070096086557+0j)
7473,09.12.2018,09:00,74.0,(7.3810369418355695+0j)
7474,09.12.2018,10:00,93.0,(7.965281374332306+0j)
7475,09.12.2018,11:00,93.0,(7.965281374332306+0j)
7476,09.12.2018,12:00,81.0,(7.606796745502993+0j)
7477,09.12.2018,13:00,94.0,(7.993729049284655+0j)
7478,09.12.2018,14:00,136.0,(9.041068822054088+0j)
7479,09.12.2018,15:00,161.0,(9.564202536709079+0j)
7480,09.12.2018,16:00,172.0,(9.77724027382445+0j)
7481,09.12.2018,17:00,183.0,(9.981377987034437+0j)
7482,09.12.2018,18:00,151.0,(9.361938592581126+0j)
7483,09.12.2018,19:00,158.0,(9.5044247092246+0j)
7484,09.12.2018,20:00,184.5,(10.00857533669341+0j)
7485,09.12.2018,21:00,148.5,(9.309984478596956+0j)
7486,09.12.2018,22:00,111.5,(8.461845564550934+0j)
7487,09.12.2018,23:00,136.0,(9.041068822054088+0j)
7488,10.12.2018,00:00,131.0,(8.928885166922184+0j)
7489,10.12.2018,01:00,100.25,(8.167107389002943+0j)
7490,10.12.2018,02:00,81.5,(7.622416495207093+0j)
7491,10.12.2018,03:00,105.25,(8.300689598866967+0j)
7492,10.12.2018,04:00,103.0,(8.241113218326888+0j)
7493,10.12.2018,05:00,130.5,(8.917510778600063+0j)
7494,10.12.2018,06:00,113.0,(8.49962216163038+0j)
7495,10.12.2018,07:00,62.0,(6.9583142047446005+0j)
7496,10.12.2018,08:00,83.0,(7.668895793165734+0j)
7497,10.12.2018,09:00,102.0,(8.21435616888355+0j)
7498,10.12.2018,10:00,93.0,(7.965281374332306+0j)
7499,10.12.2018,11:00,134.0,(8.996530814904709+0j)
7500,10.12.2018,12:00,150.0,(9.341226271396069+0j)
7501,10.12.2018,13:00,143.0,(9.193597471592376+0j)
7502,10.12.2018,14:00,136.0,(9.041068822054088+0j)
7503,10.12.2018,15:00,172.0,(9.77724027382445+0j)
7504,10.12.2018,16:00,181.0,(9.944882677676606+0j)
7505,10.12.2018,17:00,160.0,(9.544359735857691+0j)
7506,10.12.2018,18:00,183.0,(9.981377987034437+0j)
7507,10.12.2018,19:00,155.0,(9.443885329580661+0j)
7508,10.12.2018,20:00,185.0,(10.017608351828132+0j)
7509,10.12.2018,21:00,186.5,(10.044610122198565+0j)
7510,10.12.2018,22:00,190.5,(10.11591408934925+0j)
7511,10.12.2018,23:00,165.0,(9.642762133940785+0j)
7512,11.12.2018,00:00,173.5,(9.805580259210235+0j)
7513,11.12.2018,01:00,174.0,(9.814990610723694+0j)
7514,11.12.2018,02:00,170.5,(9.748735038376218+0j)
7515,11.12.2018,03:00,162.0,(9.583963341931035+0j)
7516,11.12.2018,04:00,158.0,(9.5044247092246+0j)
7517,11.12.2018,05:00,164.0,(9.623242319156931+0j)
7518,11.12.2018,06:00,172.0,(9.77724027382445+0j)
7519,11.12.2018,07:00,132.0,(8.951547409216735+0j)
7520,11.12.2018,08:00,134.0,(8.996530814904709+0j)
7521,11.12.2018,09:00,149.0,(9.320421689667404+0j)
7522,11.12.2018,10:00,144.0,(9.214978007827993+0j)
7523,11.12.2018,11:00,58.0,(6.805334397590895+0j)
7524,11.12.2018,12:00,30.0,(5.462782262844428+0j)
7525,11.12.2018,13:00,17.0,(4.520534411027044+0j)
7526,11.12.2018,14:00,12.0,(4.025012385306576+0j)
7527,11.12.2018,15:00,14.0,(4.237237601769498+0j)
7528,11.12.2018,16:00,18.0,(4.607489003913996+0j)
7529,11.12.2018,17:00,32.0,(5.581575433506511+0j)
7530,11.12.2018,18:00,2.0,(2.2150496786970235+0j)
7531,11.12.2018,19:00,0.0,0j
7532,11.12.2018,20:00,0.0,0j
7533,11.12.2018,21:00,1.0,(1.7580860950627388+0j)
7534,11.12.2018,22:00,0.0,0j
7535,11.12.2018,23:00,0.0,0j
7536,12.12.2018,00:00,0.0,0j
7537,12.12.2018,01:00,0.0,0j
7538,12.12.2018,02:00,0.0,0j
7539,12.12.2018,03:00,0.0,0j
7540,12.12.2018,04:00,0.0,0j
7541,12.12.2018,05:00,0.0,0j
7542,12.12.2018,06:00,1.0,(1.7580860950627388+0j)
7543,12.12.2018,07:00,1.6,(2.0562699709075356+0j)
7544,12.12.2018,08:00,0.4,(1.2953689103065613+0j)
7545,12.12.2018,09:00,3.0,(2.5355989151676646+0j)
7546,12.12.2018,10:00,22.0,(4.9262263850441395+0j)
7547,12.12.2018,11:00,69.0,(7.210906028992771+0j)
7548,12.12.2018,12:00,82.0,(7.637972490387304+0j)
7549,12.12.2018,13:00,95.0,(8.021975676398952+0j)
7550,12.12.2018,14:00,79.0,(7.543666890887838+0j)
7551,12.12.2018,15:00,54.0,(6.6451490360910705+0j)
7552,12.12.2018,16:00,120.0,(8.671626310712465+0j)
7553,12.12.2018,17:00,78.0,(7.511701817242199+0j)
7554,12.12.2018,18:00,78.0,(7.511701817242199+0j)
7555,12.12.2018,19:00,125.0,(8.790430475313693+0j)
7556,12.12.2018,20:00,79.0,(7.543666890887838+0j)
7557,12.12.2018,21:00,59.0,(6.8442228668758585+0j)
7558,12.12.2018,22:00,30.0,(5.462782262844428+0j)
7559,12.12.2018,23:00,26.0,(5.208323144545029+0j)
7560,13.12.2018,00:00,18.0,(4.607489003913996+0j)
7561,13.12.2018,01:00,12.0,(4.025012385306576+0j)
7562,13.12.2018,02:00,10.0,(3.7876816712658563+0j)
7563,13.12.2018,03:00,4.0,(2.7907877167532553+0j)
7564,13.12.2018,04:00,4.0,(2.7907877167532553+0j)
7565,13.12.2018,05:00,6.6,(3.2977782617127196+0j)
7566,13.12.2018,06:00,3.7,(2.719197258635055+0j)
7567,13.12.2018,07:00,1.8,(2.1386069511560875+0j)
7568,13.12.2018,08:00,0.41,(1.3060749239940599+0j)
7569,13.12.2018,09:00,0.34,(1.227061824171529+0j)
7570,13.12.2018,10:00,2.95,(2.5214332625285474+0j)
7571,13.12.2018,11:00,2.88,(2.501329864098294+0j)
7572,13.12.2018,12:00,3.27,(2.6094925217916862+0j)
7573,13.12.2018,13:00,8.39,(3.5724058564665087+0j)
7574,13.12.2018,14:00,12.53,(4.083417910977581+0j)
7575,13.12.2018,15:00,31.27,(5.538805304637337+0j)
7576,13.12.2018,16:00,40.3,(6.027563871398859+0j)
7577,13.12.2018,17:00,28.09,(5.344298642655279+0j)
7578,13.12.2018,18:00,23.52,(5.0371619200462225+0j)
7579,13.12.2018,19:00,24.85,(5.1303729458968785+0j)
7580,13.12.2018,20:00,63.1,(6.999224528065579+0j)
7581,13.12.2018,21:00,132.0,(8.951547409216735+0j)
7582,13.12.2018,22:00,153.0,(9.403090499926822+0j)
7583,13.12.2018,23:00,133.0,(8.974095482833441+0j)
7584,14.12.2018,00:00,164.0,(9.623242319156931+0j)
7585,14.12.2018,01:00,153.0,(9.403090499926822+0j)
7586,14.12.2018,02:00,107.0,(8.346442355418903+0j)
7587,14.12.2018,03:00,92.0,(7.9366290354499265+0j)
7588,14.12.2018,04:00,107.0,(8.346442355418903+0j)
7589,14.12.2018,05:00,82.0,(7.637972490387304+0j)
7590,14.12.2018,06:00,70.0,(7.245574379379894+0j)
7591,14.12.2018,07:00,74.0,(7.3810369418355695+0j)
7592,14.12.2018,08:00,88.5,(7.8346793949219915+0j)
7593,14.12.2018,09:00,86.5,(7.775210844883072+0j)
7594,14.12.2018,10:00,91.85,(7.932313303747698+0j)
7595,14.12.2018,11:00,79.45,(7.557963198410497+0j)
7596,14.12.2018,12:00,74.85,(7.4091901486357505+0j)
7597,14.12.2018,13:00,73.05,(7.349315287805053+0j)
7598,14.12.2018,14:00,71.05,(7.281622606481155+0j)
7599,14.12.2018,15:00,79.65,(7.564299787585641+0j)
7600,14.12.2018,16:00,68.45,(7.191695483550769+0j)
7601,14.12.2018,17:00,69.65,(7.233478239391176+0j)
7602,14.12.2018,18:00,54.95,(6.683891191479219+0j)
7603,14.12.2018,19:00,37.0,(5.858332903042962+0j)
7604,14.12.2018,20:00,56.05,(6.728196674873527+0j)
7605,14.12.2018,21:00,83.0,(7.668895793165734+0j)
7606,14.12.2018,22:00,56.0,(6.726195426488111+0j)
7607,14.12.2018,23:00,62.0,(6.9583142047446005+0j)
7608,15.12.2018,00:00,80.0,(7.575363342531713+0j)
7609,15.12.2018,01:00,101.0,(8.187423660244892+0j)
7610,15.12.2018,02:00,83.0,(7.668895793165734+0j)
7611,15.12.2018,03:00,90.0,(7.878695371270308+0j)
7612,15.12.2018,04:00,75.0,(7.414136204943551+0j)
7613,15.12.2018,05:00,66.0,(7.104847887066928+0j)
7614,15.12.2018,06:00,56.0,(6.726195426488111+0j)
7615,15.12.2018,07:00,44.0,(6.2066563190646376+0j)
7616,15.12.2018,08:00,45.0,(6.2533246602457355+0j)
7617,15.12.2018,09:00,37.0,(5.858332903042962+0j)
7618,15.12.2018,10:00,38.0,(5.910642214636152+0j)
7619,15.12.2018,11:00,36.0,(5.805072383190406+0j)
7620,15.12.2018,12:00,34.0,(5.695516461227095+0j)
7621,15.12.2018,13:00,44.0,(6.2066563190646376+0j)
7622,15.12.2018,14:00,49.0,(6.433374486375069+0j)
7623,15.12.2018,15:00,37.0,(5.858332903042962+0j)
7624,15.12.2018,16:00,50.0,(6.476844551532806+0j)
7625,15.12.2018,17:00,43.0,(6.159275415435669+0j)
7626,15.12.2018,18:00,49.0,(6.433374486375069+0j)
7627,15.12.2018,19:00,39.0,(5.962041683380852+0j)
7628,15.12.2018,20:00,72.55,(7.332509111408219+0j)
7629,15.12.2018,21:00,55.95,(6.724192986528607+0j)
7630,15.12.2018,22:00,58.25,(6.8150981619090505+0j)
7631,15.12.2018,23:00,54.95,(6.683891191479219+0j)
7632,16.12.2018,00:00,51.55,(6.543092032072938+0j)
7633,16.12.2018,01:00,31.75,(5.567002063183227+0j)
7634,16.12.2018,02:00,33.2,(5.6504907323626625+0j)
7635,16.12.2018,03:00,34.2,(5.706662314433115+0j)
7636,16.12.2018,04:00,22.45,(4.959587851162877+0j)
7637,16.12.2018,05:00,29.05,(5.404499959951466+0j)
7638,16.12.2018,06:00,38.1,(5.9158224470989325+0j)
7639,16.12.2018,07:00,36.4,(5.826493508589133+0j)
7640,16.12.2018,08:00,59.6,(6.867345417069154+0j)
7641,16.12.2018,09:00,57.0,(6.7659963257309705+0j)
7642,16.12.2018,10:00,45.0,(6.2533246602457355+0j)
7643,16.12.2018,11:00,55.0,(6.6859178414492275+0j)
7644,16.12.2018,12:00,68.0,(7.175901079522775+0j)
7645,16.12.2018,13:00,73.0,(7.347638127708524+0j)
7646,16.12.2018,14:00,80.0,(7.575363342531713+0j)
7647,16.12.2018,15:00,90.0,(7.878695371270308+0j)
7648,16.12.2018,16:00,104.0,(8.267697638641101+0j)
7649,16.12.2018,17:00,130.0,(8.906107299691538+0j)
7650,16.12.2018,18:00,96.0,(8.050024770613152+0j)
7651,16.12.2018,19:00,109.0,(8.39812442999216+0j)
7652,16.12.2018,20:00,130.1,(8.908390331655088+0j)
7653,16.12.2018,21:00,114.15,(8.52835842458756+0j)
7654,16.12.2018,22:00,106.25,(8.3268955804557+0j)
7655,16.12.2018,23:00,142.0,(9.172117025402024+0j)
7656,17.12.2018,00:00,96.7,(8.069543438428571+0j)
7657,17.12.2018,01:00,108.8,(8.39298481767418+0j)
7658,17.12.2018,02:00,75.0,(7.414136204943551+0j)
7659,17.12.2018,03:00,58.5,(6.8248340296627035+0j)
7660,17.12.2018,04:00,67.15,(7.145876037649034+0j)
7661,17.12.2018,05:00,54.0,(6.6451490360910705+0j)
7662,17.12.2018,06:00,61.6,(6.943317791437236+0j)
7663,17.12.2018,07:00,60.75,(6.911233505870995+0j)
7664,17.12.2018,08:00,51.0,(6.519738811863608+0j)
7665,17.12.2018,09:00,47.0,(6.344626950991608+0j)
7666,17.12.2018,10:00,36.0,(5.805072383190406+0j)
7667,17.12.2018,11:00,35.0,(5.750816195970739+0j)
7668,17.12.2018,12:00,14.0,(4.237237601769498+0j)
7669,17.12.2018,13:00,3.0,(2.5355989151676646+0j)
7670,17.12.2018,14:00,1.0,(1.7580860950627388+0j)
7671,17.12.2018,15:00,1.0,(1.7580860950627388+0j)
7672,17.12.2018,16:00,0.0,0j
7673,17.12.2018,17:00,3.0,(2.5355989151676646+0j)
7674,17.12.2018,18:00,0.0,0j
7675,17.12.2018,19:00,1.0,(1.7580860950627388+0j)
7676,17.12.2018,20:00,0.0,0j
7677,17.12.2018,21:00,0.0,0j
7678,17.12.2018,22:00,1.0,(1.7580860950627388+0j)
7679,17.12.2018,23:00,2.5,(2.386089933964423+0j)
7680,18.12.2018,00:00,9.9,(3.7750137449653196+0j)
7681,18.12.2018,01:00,2.7,(2.448093836211931+0j)
7682,18.12.2018,02:00,3.3,(2.617448340900316+0j)
7683,18.12.2018,03:00,5.2,(3.0458458521988563+0j)
7684,18.12.2018,04:00,7.9,(3.5014600005239425+0j)
7685,18.12.2018,05:00,13.7,(4.206752822315978+0j)
7686,18.12.2018,06:00,24.4,(5.09921606649991+0j)
7687,18.12.2018,07:00,40.6,(6.042483644817526+0j)
7688,18.12.2018,08:00,86.8,(7.784189156375693+0j)
7689,18.12.2018,09:00,109.0,(8.39812442999216+0j)
7690,18.12.2018,10:00,101.0,(8.187423660244892+0j)
7691,18.12.2018,11:00,127.0,(8.837064931406191+0j)
7692,18.12.2018,12:00,112.0,(8.474475203538995+0j)
7693,18.12.2018,13:00,107.0,(8.346442355418903+0j)
7694,18.12.2018,14:00,81.0,(7.606796745502993+0j)
7695,18.12.2018,15:00,74.0,(7.3810369418355695+0j)
7696,18.12.2018,16:00,94.0,(7.993729049284655+0j)
7697,18.12.2018,17:00,92.0,(7.9366290354499265+0j)
7698,18.12.2018,18:00,101.0,(8.187423660244892+0j)
7699,18.12.2018,19:00,72.0,(7.313932891744989+0j)
7700,18.12.2018,20:00,84.0,(7.699571702898023+0j)
7701,18.12.2018,21:00,42.0,(6.111154110442452+0j)
7702,18.12.2018,22:00,32.0,(5.581575433506511+0j)
7703,18.12.2018,23:00,39.0,(5.962041683380852+0j)
7704,19.12.2018,00:00,15.0,(4.335813155356233+0j)
7705,19.12.2018,01:00,24.0,(5.071197830335329+0j)
7706,19.12.2018,02:00,43.0,(6.159275415435669+0j)
7707,19.12.2018,03:00,37.0,(5.858332903042962+0j)
7708,19.12.2018,04:00,14.0,(4.237237601769498+0j)
7709,19.12.2018,05:00,19.0,(4.691279834660538+0j)
7710,19.12.2018,06:00,12.2,(4.047250474087551+0j)
7711,19.12.2018,07:00,7.0,(3.3630977132440556+0j)
7712,19.12.2018,08:00,5.59,(3.1201639039335385+0j)
7713,19.12.2018,09:00,1.29,(1.9138300783964168+0j)
7714,19.12.2018,10:00,0.0,0j
7715,19.12.2018,11:00,0.0,0j
7716,19.12.2018,12:00,0.0,0j
7717,19.12.2018,13:00,0.08,(0.7575363342531714+0j)
7718,19.12.2018,14:00,10.57,(3.8583219899315004+0j)
7719,19.12.2018,15:00,25.57,(5.179450836158317+0j)
7720,19.12.2018,16:00,44.45,(6.227743648627398+0j)
7721,19.12.2018,17:00,94.25,(8.000809415297358+0j)
7722,19.12.2018,18:00,147.5,(9.289039560874762+0j)
7723,19.12.2018,19:00,146.5,(9.267999761628632+0j)
7724,19.12.2018,20:00,137.0,(9.063174212787075+0j)
7725,19.12.2018,21:00,147.0,(9.278531588601085+0j)
7726,19.12.2018,22:00,118.0,(8.62318046014873+0j)
7727,19.12.2018,23:00,93.0,(7.965281374332306+0j)
7728,20.12.2018,00:00,103.0,(8.241113218326888+0j)
7729,20.12.2018,01:00,83.0,(7.668895793165734+0j)
7730,20.12.2018,02:00,102.0,(8.21435616888355+0j)
7731,20.12.2018,03:00,104.0,(8.267697638641101+0j)
7732,20.12.2018,04:00,122.0,(8.719536820622206+0j)
7733,20.12.2018,05:00,117.0,(8.598752056010891+0j)
7734,20.12.2018,06:00,117.0,(8.598752056010891+0j)
7735,20.12.2018,07:00,57.0,(6.7659963257309705+0j)
7736,20.12.2018,08:00,110.5,(8.436472561967365+0j)
7737,20.12.2018,09:00,96.0,(8.050024770613152+0j)
7738,20.12.2018,10:00,48.3,(6.402592319332527+0j)
7739,20.12.2018,11:00,36.35,(5.8238244777490635+0j)
7740,20.12.2018,12:00,16.75,(4.4982654074523545+0j)
7741,20.12.2018,13:00,9.6,(3.7364905085584277+0j)
7742,20.12.2018,14:00,13.77,(4.2139054398678635+0j)
7743,20.12.2018,15:00,7.07,(3.3742708774272043+0j)
7744,20.12.2018,16:00,22.91,(4.9932330387404225+0j)
7745,20.12.2018,17:00,40.95,(6.059797446166593+0j)
7746,20.12.2018,18:00,31.7,(5.5640782170239795+0j)
7747,20.12.2018,19:00,24.1,(5.07823140083376+0j)
7748,20.12.2018,20:00,20.0,(4.772179867928846+0j)
7749,20.12.2018,21:00,29.0,(5.40139749086558+0j)
7750,20.12.2018,22:00,18.0,(4.607489003913996+0j)
7751,20.12.2018,23:00,6.0,(3.194654447310345+0j)
7752,21.12.2018,00:00,9.0,(3.6569664458724946+0j)
7753,21.12.2018,01:00,14.0,(4.237237601769498+0j)
7754,21.12.2018,02:00,11.0,(3.909948472926284+0j)
7755,21.12.2018,03:00,8.0,(3.516172190125477+0j)
7756,21.12.2018,04:00,6.0,(3.194654447310345+0j)
7757,21.12.2018,05:00,9.0,(3.6569664458724946+0j)
7758,21.12.2018,06:00,3.0,(2.5355989151676646+0j)
7759,21.12.2018,07:00,0.0,0j
7760,21.12.2018,08:00,7.6,(3.4565645359651773+0j)
7761,21.12.2018,09:00,6.1,(3.2123048300726857+0j)
7762,21.12.2018,10:00,2.4,(2.3538415222325813+0j)
7763,21.12.2018,11:00,4.1,(2.8138531240335585+0j)
7764,21.12.2018,12:00,1.8,(2.1386069511560875+0j)
7765,21.12.2018,13:00,0.1,(0.8160312787373103+0j)
7766,21.12.2018,14:00,0.2,(1.0281349854537678+0j)
7767,21.12.2018,15:00,1.3,(1.918762651960164+0j)
7768,21.12.2018,16:00,6.2,(3.2297633513511723+0j)
7769,21.12.2018,17:00,16.4,(4.466713409174875+0j)
7770,21.12.2018,18:00,23.6,(5.042866525057095+0j)
7771,21.12.2018,19:00,10.9,(3.8980640577542296+0j)
7772,21.12.2018,20:00,10.93,(3.9016369873967864+0j)
7773,21.12.2018,21:00,4.98,(3.002271198416056+0j)
7774,21.12.2018,22:00,8.81,(3.631048990684526+0j)
7775,21.12.2018,23:00,11.48,(3.9660127106437066+0j)
7776,22.12.2018,00:00,8.62,(3.6047561739273304+0j)
7777,22.12.2018,01:00,15.2,(4.354998419182631+0j)
7778,22.12.2018,02:00,7.58,(3.453529798201345+0j)
7779,22.12.2018,03:00,1.88,(2.169831895366472+0j)
7780,22.12.2018,04:00,9.48,(3.720856474206917+0j)
7781,22.12.2018,05:00,3.86,(2.7578411065048942+0j)
7782,22.12.2018,06:00,0.2,(1.0281349854537678+0j)
7783,22.12.2018,07:00,2.89,(2.5042215774988645+0j)
7784,22.12.2018,08:00,1.82,(2.146498561226611+0j)
7785,22.12.2018,09:00,0.0,0j
7786,22.12.2018,10:00,0.0,0j
7787,22.12.2018,11:00,0.0,0j
7788,22.12.2018,12:00,0.07,(0.7245574379379894+0j)
7789,22.12.2018,13:00,0.0,0j
7790,22.12.2018,14:00,0.5,(1.3953938583766277+0j)
7791,22.12.2018,15:00,4.9,(2.9861079178407866+0j)
7792,22.12.2018,16:00,13.8,(4.2169634274721925+0j)
7793,22.12.2018,17:00,20.6,(4.819432246601668+0j)
7794,22.12.2018,18:00,12.6,(4.091007924560267+0j)
7795,22.12.2018,19:00,5.7,(3.1404972993777966+0j)
7796,22.12.2018,20:00,13.16,(4.15073909402064+0j)
7797,22.12.2018,21:00,6.07,(3.2070301000086063+0j)
7798,22.12.2018,22:00,1.36,(1.9478392305199028+0j)
7799,22.12.2018,23:00,15.46,(4.379689299788924+0j)
7800,23.12.2018,00:00,26.05,(5.21165967533878+0j)
7801,23.12.2018,01:00,28.15,(5.3481010620402705+0j)
7802,23.12.2018,02:00,30.65,(5.501954129960087+0j)
7803,23.12.2018,03:00,32.3,(5.598963631295008+0j)
7804,23.12.2018,04:00,33.05,(5.641968108971111+0j)
7805,23.12.2018,05:00,31.4,(5.546470256822371+0j)
7806,23.12.2018,06:00,24.75,(5.123481906110888+0j)
7807,23.12.2018,07:00,23.4,(5.028580707654039+0j)
7808,23.12.2018,08:00,40.6,(6.042483644817526+0j)
7809,23.12.2018,09:00,92.0,(7.9366290354499265+0j)
7810,23.12.2018,10:00,81.0,(7.606796745502993+0j)
7811,23.12.2018,11:00,56.0,(6.726195426488111+0j)
7812,23.12.2018,12:00,41.0,(6.062262783072487+0j)
7813,23.12.2018,13:00,26.0,(5.208323144545029+0j)
7814,23.12.2018,14:00,25.0,(5.140674927268839+0j)
7815,23.12.2018,15:00,15.0,(4.335813155356233+0j)
7816,23.12.2018,16:00,19.0,(4.691279834660538+0j)
7817,23.12.2018,17:00,17.0,(4.520534411027044+0j)
7818,23.12.2018,18:00,43.0,(6.159275415435669+0j)
7819,23.12.2018,19:00,44.0,(6.2066563190646376+0j)
7820,23.12.2018,20:00,63.7,(7.021339128496646+0j)
7821,23.12.2018,21:00,14.1,(4.247302336973153+0j)
7822,23.12.2018,22:00,3.8,(2.743477090293547+0j)
7823,23.12.2018,23:00,4.2,(2.836546467951652+0j)
7824,24.12.2018,00:00,11.1,(3.9217610778474907+0j)
7825,24.12.2018,01:00,1.2,(1.8682452542792138+0j)
7826,24.12.2018,02:00,0.3,(1.1769207611162908+0j)
7827,24.12.2018,03:00,0.3,(1.1769207611162908+0j)
7828,24.12.2018,04:00,0.7,(1.5610116792142281+0j)
7829,24.12.2018,05:00,1.7,(2.098246204418545+0j)
7830,24.12.2018,06:00,0.1,(0.8160312787373103+0j)
7831,24.12.2018,07:00,0.0,0j
7832,24.12.2018,08:00,0.0,0j
7833,24.12.2018,09:00,2.3,(2.3206844081270854+0j)
7834,24.12.2018,10:00,2.4,(2.3538415222325813+0j)
7835,24.12.2018,11:00,0.0,0j
7836,24.12.2018,12:00,2.1,(2.2513684235915665+0j)
7837,24.12.2018,13:00,11.0,(3.909948472926284+0j)
7838,24.12.2018,14:00,29.0,(5.40139749086558+0j)
7839,24.12.2018,15:00,33.0,(5.6391215050020405+0j)
7840,24.12.2018,16:00,58.0,(6.805334397590895+0j)
7841,24.12.2018,17:00,47.0,(6.344626950991608+0j)
7842,24.12.2018,18:00,33.0,(5.6391215050020405+0j)
7843,24.12.2018,19:00,64.0,(7.032344380250954+0j)
7844,24.12.2018,20:00,98.0,(8.105543937240567+0j)
7845,24.12.2018,21:00,134.0,(8.996530814904709+0j)
7846,24.12.2018,22:00,155.0,(9.443885329580661+0j)
7847,24.12.2018,23:00,161.0,(9.564202536709079+0j)
7848,25.12.2018,00:00,178.0,(9.889632189438641+0j)
7849,25.12.2018,01:00,176.0,(9.852452770088279+0j)
7850,25.12.2018,02:00,162.0,(9.583963341931035+0j)
7851,25.12.2018,03:00,150.0,(9.341226271396069+0j)
7852,25.12.2018,04:00,159.0,(9.524434083462701+0j)
7853,25.12.2018,05:00,173.0,(9.796151810839085+0j)
7854,25.12.2018,06:00,182.0,(9.963163753155333+0j)
7855,25.12.2018,07:00,174.0,(9.814990610723694+0j)
7856,25.12.2018,08:00,198.0,(10.246963812221775+0j)
7857,25.12.2018,09:00,187.0,(10.053578528857633+0j)
7858,25.12.2018,10:00,186.75,(10.049096326511954+0j)
7859,25.12.2018,11:00,189.75,(10.1026211514489+0j)
7860,25.12.2018,12:00,183.0,(9.981377987034437+0j)
7861,25.12.2018,13:00,176.75,(9.866427899132237+0j)
7862,25.12.2018,14:00,175.75,(9.847785572435807+0j)
7863,25.12.2018,15:00,158.0,(9.5044247092246+0j)
7864,25.12.2018,16:00,180.0,(9.926534143972765+0j)
7865,25.12.2018,17:00,145.25,(9.241564935332178+0j)
7866,25.12.2018,18:00,121.75,(8.713576779926752+0j)
7867,25.12.2018,19:00,64.0,(7.032344380250954+0j)
7868,25.12.2018,20:00,22.0,(4.9262263850441395+0j)
7869,25.12.2018,21:00,37.0,(5.858332903042962+0j)
7870,25.12.2018,22:00,44.0,(6.2066563190646376+0j)
7871,25.12.2018,23:00,104.0,(8.267697638641101+0j)
7872,26.12.2018,00:00,89.0,(7.849406270546734+0j)
7873,26.12.2018,01:00,159.0,(9.524434083462701+0j)
7874,26.12.2018,02:00,151.0,(9.361938592581126+0j)
7875,26.12.2018,03:00,145.0,(9.236259787820005+0j)
7876,26.12.2018,04:00,157.0,(9.484330728123975+0j)
7877,26.12.2018,05:00,149.0,(9.320421689667404+0j)
7878,26.12.2018,06:00,129.0,(8.883212321317076+0j)
7879,26.12.2018,07:00,114.0,(8.524621194299819+0j)
7880,26.12.2018,08:00,148.5,(9.309984478596956+0j)
7881,26.12.2018,09:00,132.0,(8.951547409216735+0j)
7882,26.12.2018,10:00,141.0,(9.150535493828448+0j)
7883,26.12.2018,11:00,146.5,(9.267999761628632+0j)
7884,26.12.2018,12:00,158.5,(9.514439916538768+0j)
7885,26.12.2018,13:00,165.0,(9.642762133940785+0j)
7886,26.12.2018,14:00,168.25,(9.705662009542566+0j)
7887,26.12.2018,15:00,176.0,(9.852452770088279+0j)
7888,26.12.2018,16:00,185.75,(10.031127407842346+0j)
7889,26.12.2018,17:00,169.0,(9.720062122661908+0j)
7890,26.12.2018,18:00,177.0,(9.871077488839845+0j)
7891,26.12.2018,19:00,171.5,(9.767757008636394+0j)
7892,26.12.2018,20:00,185.0,(10.017608351828132+0j)
7893,26.12.2018,21:00,177.0,(9.871077488839845+0j)
7894,26.12.2018,22:00,166.0,(9.662203239259748+0j)
7895,26.12.2018,23:00,172.0,(9.77724027382445+0j)
7896,27.12.2018,00:00,159.0,(9.524434083462701+0j)
7897,27.12.2018,01:00,179.0,(9.908117526266054+0j)
7898,27.12.2018,02:00,165.0,(9.642762133940785+0j)
7899,27.12.2018,03:00,198.0,(10.246963812221775+0j)
7900,27.12.2018,04:00,199.0,(10.264185632544816+0j)
7901,27.12.2018,05:00,198.0,(10.246963812221775+0j)
7902,27.12.2018,06:00,195.0,(10.1949478716651+0j)
7903,27.12.2018,07:00,156.0,(9.464151240077017+0j)
7904,27.12.2018,08:00,179.0,(9.908117526266054+0j)
7905,27.12.2018,09:00,191.0,(10.12475667609761+0j)
7906,27.12.2018,10:00,184.0,(9.999525986970205+0j)
7907,27.12.2018,11:00,188.0,(10.071467496349868+0j)
7908,27.12.2018,12:00,196.0,(10.212345427377159+0j)
7909,27.12.2018,13:00,189.0,(10.089293139732167+0j)
7910,27.12.2018,14:00,198.0,(10.246963812221775+0j)
7911,27.12.2018,15:00,195.0,(10.1949478716651+0j)
7912,27.12.2018,16:00,180.0,(9.926534143972765+0j)
7913,27.12.2018,17:00,193.0,(10.159973504609287+0j)
7914,27.12.2018,18:00,194.0,(10.17749073499213+0j)
7915,27.12.2018,19:00,195.0,(10.1949478716651+0j)
7916,27.12.2018,20:00,198.0,(10.246963812221775+0j)
7917,27.12.2018,21:00,196.0,(10.212345427377159+0j)
7918,27.12.2018,22:00,188.5,(10.080388198530233+0j)
7919,27.12.2018,23:00,176.5,(9.861773923017617+0j)
7920,28.12.2018,00:00,178.5,(9.898883487807383+0j)
7921,28.12.2018,01:00,192.5,(10.151192192105729+0j)
7922,28.12.2018,02:00,178.0,(9.889632189438641+0j)
7923,28.12.2018,03:00,183.5,(9.99046022861217+0j)
7924,28.12.2018,04:00,189.5,(10.098182389387434+0j)
7925,28.12.2018,05:00,176.0,(9.852452770088279+0j)
