,Tarih,Saat,Toplam (MWh),HATAY WindSpeed(m/s)
24981,07.12.2020,21:00,18.59,(6.844328251662813+0j)
24982,07.12.2020,22:00,14.34,(6.277028259023711+0j)
24983,07.12.2020,23:00,7.72,(5.106344762578272+0j)
24984,08.12.2020,00:00,8.76,(5.326056085849993+0j)
24985,08.12.2020,01:00,10.26,(5.614186303144853+0j)
24986,08.12.2020,02:00,13.02,(6.078195921584804+0j)
24987,08.12.2020,03:00,23.77,(7.428721788300094+0j)
24988,08.12.2020,04:00,31.07,(8.12240769240422+0j)
24989,08.12.2020,05:00,40.21,(8.851476576452376+0j)
24990,08.12.2020,06:00,35.95,(8.527151877674246+0j)
24991,08.12.2020,07:00,43.89,(9.11366149399181+0j)
24992,08.12.2020,08:00,49.51,(9.487140715171519+0j)
24993,08.12.2020,09:00,52.91,(9.699520990836113+0j)
24994,08.12.2020,10:00,54.52,(9.796921972204313+0j)
24995,08.12.2020,11:00,55.41,(9.849943743911785+0j)
24996,08.12.2020,12:00,54.97,(9.823802265985172+0j)
24997,08.12.2020,13:00,52.11,(9.650386881589203+0j)
24998,08.12.2020,14:00,51.47,(9.610716271228881+0j)
24999,08.12.2020,15:00,50.8,(9.56883217072621+0j)
25000,08.12.2020,16:00,54.41,(9.790328752611508+0j)
25001,08.12.2020,17:00,55.9,(9.878893481125706+0j)
25002,08.12.2020,18:00,54.89,(9.819034297140126+0j)
25003,08.12.2020,19:00,55.12,(9.83272975387336+0j)
25004,08.12.2020,20:00,49.05,(9.457667406249264+0j)
25005,08.12.2020,21:00,50.9,(9.575106816570697+0j)
25006,08.12.2020,22:00,32.4,(8.23668966783999+0j)
25007,08.12.2020,23:00,33.63,(8.339627559011856+0j)
25008,09.12.2020,00:00,18.88,(6.879734789531614+0j)
25009,09.12.2020,01:00,9.91,(5.549607284529733+0j)
25010,09.12.2020,02:00,7.25,(5.000541496576595+0j)
25011,09.12.2020,03:00,3.86,(4.052908523914527+0j)
25012,09.12.2020,04:00,1.12,(2.68314230988508+0j)
25013,09.12.2020,05:00,0.0,0j
25014,09.12.2020,06:00,0.0,0j
25015,09.12.2020,07:00,0.0,0j
25016,09.12.2020,08:00,0.01,(0.5566356703850577+0j)
25017,09.12.2020,09:00,0.0,0j
25018,09.12.2020,10:00,0.0,0j
25019,09.12.2020,11:00,0.25,(1.6276125739279188+0j)
25020,09.12.2020,12:00,1.47,(2.9377182752961772+0j)
25021,09.12.2020,13:00,0.51,(2.06424429069139+0j)
25022,09.12.2020,14:00,0.0,0j
25023,09.12.2020,15:00,0.0,0j
25024,09.12.2020,16:00,0.0,0j
25025,09.12.2020,17:00,0.0,0j
25026,09.12.2020,18:00,0.05,(0.9518336074207069+0j)
25027,09.12.2020,19:00,1.27,(2.7979435001185364+0j)
25028,09.12.2020,20:00,0.56,(2.1296114626459803+0j)
25029,09.12.2020,21:00,0.0,0j
25030,09.12.2020,22:00,0.05,(0.9518336074207069+0j)
25031,09.12.2020,23:00,0.05,(0.9518336074207069+0j)
25032,10.12.2020,00:00,0.66,(2.249498348065957+0j)
25033,10.12.2020,01:00,0.32,(1.767208097464529+0j)
25034,10.12.2020,02:00,0.0,0j
25035,10.12.2020,03:00,0.0,0j
25036,10.12.2020,04:00,0.0,0j
25037,10.12.2020,05:00,0.0,0j
25038,10.12.2020,06:00,0.0,0j
25039,10.12.2020,07:00,1.01,(2.5922576093659755+0j)
25040,10.12.2020,08:00,2.36,(3.439867394765807+0j)
25041,10.12.2020,09:00,0.19,(1.485327540592933+0j)
25042,10.12.2020,10:00,0.0,0j
25043,10.12.2020,11:00,0.0,0j
25044,10.12.2020,12:00,0.0,0j
25045,10.12.2020,13:00,0.0,0j
25046,10.12.2020,14:00,0.0,0j
25047,10.12.2020,15:00,1.89,(3.1944171939689703+0j)
25048,10.12.2020,16:00,4.03,(4.1115544756280356+0j)
25049,10.12.2020,17:00,8.42,(5.25623851129851+0j)
25050,10.12.2020,18:00,6.79,(4.892463843736912+0j)
25051,10.12.2020,19:00,3.73,(4.0068889909198875+0j)
25052,10.12.2020,20:00,6.11,(4.723364234850689+0j)
25053,10.12.2020,21:00,11.89,(5.897007112646114+0j)
25054,10.12.2020,22:00,16.76,(6.611942043798233+0j)
25055,10.12.2020,23:00,22.64,(7.309087722243094+0j)
25056,11.12.2020,00:00,22.02,(7.241749059522132+0j)
25057,11.12.2020,01:00,19.02,(6.8966979238999375+0j)
25058,11.12.2020,02:00,30.05,(8.03253313077704+0j)
25059,11.12.2020,03:00,29.49,(7.9823228830529755+0j)
25060,11.12.2020,04:00,32.84,(8.273807574526773+0j)
25061,11.12.2020,05:00,35.19,(8.466634053282394+0j)
25062,11.12.2020,06:00,38.97,(8.75953734784073+0j)
25063,11.12.2020,07:00,46.57,(9.29550765180998+0j)
25064,11.12.2020,08:00,41.11,(8.91702927230421+0j)
25065,11.12.2020,09:00,38.82,(8.748284075754405+0j)
25066,11.12.2020,10:00,33.07,(8.293078284565471+0j)
25067,11.12.2020,11:00,35.81,(8.516068388598711+0j)
25068,11.12.2020,12:00,33.41,(8.321402428278835+0j)
25069,11.12.2020,13:00,35.86,(8.520030088271662+0j)
25070,11.12.2020,14:00,37.51,(8.648750886182615+0j)
25071,11.12.2020,15:00,33.19,(8.30309711434358+0j)
25072,11.12.2020,16:00,25.38,(7.592793221084464+0j)
25073,11.12.2020,17:00,27.48,(7.796684184133178+0j)
25074,11.12.2020,18:00,45.8,(9.243991257255622+0j)
25075,11.12.2020,19:00,46.1,(9.264130735418469+0j)
25076,11.12.2020,20:00,48.35,(9.412461067819091+0j)
25077,11.12.2020,21:00,52.0,(9.64359170230372+0j)
25078,11.12.2020,22:00,49.66,(9.49671209042323+0j)
25079,11.12.2020,23:00,53.39,(9.728764117812984+0j)
25080,12.12.2020,00:00,54.18,(9.776514159948082+0j)
25081,12.12.2020,01:00,53.72,(9.748767240540396+0j)
25082,12.12.2020,02:00,54.72,(9.80888695963489+0j)
25083,12.12.2020,03:00,54.34,(9.786128439441637+0j)
25084,12.12.2020,04:00,52.24,(9.658405230507569+0j)
25085,12.12.2020,05:00,54.35,(9.786728704942709+0j)
25086,12.12.2020,06:00,55.72,(9.86827861605874+0j)
25087,12.12.2020,07:00,54.73,(9.809484443157086+0j)
25088,12.12.2020,08:00,54.97,(9.823802265985172+0j)
25089,12.12.2020,09:00,54.81,(9.814261693291037+0j)
25090,12.12.2020,10:00,55.21,(9.838078474649269+0j)
25091,12.12.2020,11:00,55.36,(9.84698010678985+0j)
25092,12.12.2020,12:00,55.14,(9.833918861365166+0j)
25093,12.12.2020,13:00,55.44,(9.851721070501048+0j)
25094,12.12.2020,14:00,54.22,(9.778919502439022+0j)
25095,12.12.2020,15:00,53.84,(9.756020790270451+0j)
25096,12.12.2020,16:00,52.26,(9.659637641549464+0j)
25097,12.12.2020,17:00,52.08,(9.648534599992537+0j)
25098,12.12.2020,18:00,53.94,(9.762057186310209+0j)
25099,12.12.2020,19:00,51.23,(9.595755023032174+0j)
25100,12.12.2020,20:00,52.36,(9.665794984905725+0j)
25101,12.12.2020,21:00,51.86,(9.634929418428063+0j)
25102,12.12.2020,22:00,45.77,(9.241972477707423+0j)
25103,12.12.2020,23:00,45.78,(9.242645502212985+0j)
25104,13.12.2020,00:00,46.95,(9.320722229661213+0j)
25105,13.12.2020,01:00,46.15,(9.267478813315808+0j)
25106,13.12.2020,02:00,50.93,(9.576987607586773+0j)
25107,13.12.2020,03:00,52.61,(9.681154120548367+0j)
25108,13.12.2020,04:00,53.81,(9.754208414083429+0j)
25109,13.12.2020,05:00,54.26,(9.781323662216879+0j)
25110,13.12.2020,06:00,54.77,(9.811873649716437+0j)
25111,13.12.2020,07:00,54.67,(9.805898449621258+0j)
25112,13.12.2020,08:00,54.23,(9.77952065320604+0j)
25113,13.12.2020,09:00,54.66,(9.805300528982604+0j)
25114,13.12.2020,10:00,54.85,(9.81664857529511+0j)
25115,13.12.2020,11:00,53.56,(9.739079018267171+0j)
25116,13.12.2020,12:00,46.67,(9.30215632559656+0j)
25117,13.12.2020,13:00,32.54,(8.248536166120239+0j)
25118,13.12.2020,14:00,42.7,(9.03053870594881+0j)
25119,13.12.2020,15:00,40.67,(8.885102130371921+0j)
25120,13.12.2020,16:00,38.51,(8.724935122162552+0j)
25121,13.12.2020,17:00,41.88,(8.972357944536583+0j)
25122,13.12.2020,18:00,49.7,(9.49926120129332+0j)
25123,13.12.2020,19:00,52.04,(9.64606378436594+0j)
25124,13.12.2020,20:00,51.42,(9.60760318592712+0j)
25125,13.12.2020,21:00,52.04,(9.64606378436594+0j)
25126,13.12.2020,22:00,52.31,(9.662717294133794+0j)
25127,13.12.2020,23:00,51.55,(9.615693016902448+0j)
25128,14.12.2020,00:00,51.55,(9.615693016902448+0j)
25129,14.12.2020,01:00,51.39,(9.60573436596441+0j)
25130,14.12.2020,02:00,44.01,(9.121959847307558+0j)
25131,14.12.2020,03:00,49.77,(9.503718856195015+0j)
25132,14.12.2020,04:00,52.56,(9.678086192176966+0j)
25133,14.12.2020,05:00,53.16,(9.71477375371278+0j)
25134,14.12.2020,06:00,53.08,(9.70989808225207+0j)
25135,14.12.2020,07:00,52.22,(9.65717250487446+0j)
25136,14.12.2020,08:00,52.5,(9.674402108763458+0j)
25137,14.12.2020,09:00,50.83,(9.57071542843489+0j)
25138,14.12.2020,10:00,52.07,(9.647917014725538+0j)
25139,14.12.2020,11:00,37.55,(8.65182408565461+0j)
25140,14.12.2020,12:00,39.95,(8.832357268685262+0j)
25141,14.12.2020,13:00,43.31,(9.073338106968706+0j)
25142,14.12.2020,14:00,29.16,(7.95243643859038+0j)
25143,14.12.2020,15:00,26.68,(7.720278639713045+0j)
25144,14.12.2020,16:00,25.79,(7.633460818715283+0j)
25145,14.12.2020,17:00,41.0,(8.909068927057376+0j)
25146,14.12.2020,18:00,41.64,(8.955185925635833+0j)
25147,14.12.2020,19:00,46.0,(9.257427309969646+0j)
25148,14.12.2020,20:00,22.9,(7.336960723076207+0j)
25149,14.12.2020,21:00,31.06,(8.121536189426243+0j)
25150,14.12.2020,22:00,46.91,(9.31807448511717+0j)
25151,14.12.2020,23:00,47.06,(9.32799578145847+0j)
25152,15.12.2020,00:00,45.13,(9.198693418211192+0j)
25153,15.12.2020,01:00,43.92,(9.11573749895974+0j)
25154,15.12.2020,02:00,44.74,(9.172119266935539+0j)
25155,15.12.2020,03:00,39.96,(8.833094158165462+0j)
25156,15.12.2020,04:00,35.7,(8.507339650440167+0j)
25157,15.12.2020,05:00,31.41,(8.151928193639238+0j)
25158,15.12.2020,06:00,27.44,(7.7928993853908075+0j)
25159,15.12.2020,07:00,19.43,(6.945901712974464+0j)
25160,15.12.2020,08:00,19.07,(6.902736009564973+0j)
25161,15.12.2020,09:00,15.7,(6.469502984213873+0j)
25162,15.12.2020,10:00,14.78,(6.34058279739224+0j)
25163,15.12.2020,11:00,15.12,(6.38883438793794+0j)
25164,15.12.2020,12:00,15.78,(6.480472912784257+0j)
25165,15.12.2020,13:00,20.03,(7.016674815563108+0j)
25166,15.12.2020,14:00,21.07,(7.136071814146265+0j)
25167,15.12.2020,15:00,24.01,(7.45364011926093+0j)
25168,15.12.2020,16:00,29.73,(8.00391872148787+0j)
25169,15.12.2020,17:00,37.91,(8.679385166168169+0j)
25170,15.12.2020,18:00,34.35,(8.398723436759727+0j)
25171,15.12.2020,19:00,48.18,(9.401416618266886+0j)
25172,15.12.2020,20:00,55.17,(9.835701983591257+0j)
25173,15.12.2020,21:00,55.8,(9.87299915187366+0j)
25174,15.12.2020,22:00,53.6,(9.741502880741134+0j)
25175,15.12.2020,23:00,52.72,(9.68789672721871+0j)
25176,16.12.2020,00:00,52.28,(9.66086973820078+0j)
25177,16.12.2020,01:00,49.2,(9.467298438776051+0j)
25178,16.12.2020,02:00,49.55,(9.489694970047623+0j)
25179,16.12.2020,03:00,50.15,(9.527844907777435+0j)
25180,16.12.2020,04:00,48.5,(9.422184691539211+0j)
25181,16.12.2020,05:00,42.7,(9.03053870594881+0j)
25182,16.12.2020,06:00,46.2,(9.270824473827862+0j)
25183,16.12.2020,07:00,43.17,(9.063551002254712+0j)
25184,16.12.2020,08:00,45.69,(9.23658474932604+0j)
25185,16.12.2020,09:00,43.22,(9.067048822531806+0j)
25186,16.12.2020,10:00,40.71,(8.888014085395763+0j)
25187,16.12.2020,11:00,40.05,(8.839720637888636+0j)
25188,16.12.2020,12:00,39.14,(8.772256201962952+0j)
25189,16.12.2020,13:00,43.22,(9.067048822531806+0j)
25190,16.12.2020,14:00,43.36,(9.076828389705232+0j)
25191,16.12.2020,15:00,40.76,(8.891651348072763+0j)
25192,16.12.2020,16:00,41.13,(8.918475081696764+0j)
25193,16.12.2020,17:00,43.9,(9.11435360073004+0j)
25194,16.12.2020,18:00,44.35,(9.14539023162395+0j)
25195,16.12.2020,19:00,43.45,(9.083104143068745+0j)
25196,16.12.2020,20:00,43.45,(9.083104143068745+0j)
25197,16.12.2020,21:00,44.35,(9.14539023162395+0j)
25198,16.12.2020,22:00,42.95,(9.048128424539774+0j)
25199,16.12.2020,23:00,44.38,(9.14745186159271+0j)
25200,17.12.2020,00:00,44.21,(9.13575697919755+0j)
25201,17.12.2020,01:00,44.36,(9.146077544886092+0j)
25202,17.12.2020,02:00,44.21,(9.13575697919755+0j)
25203,17.12.2020,03:00,44.36,(9.146077544886092+0j)
25204,17.12.2020,04:00,44.33,(9.144015295087913+0j)
25205,17.12.2020,05:00,44.23,(9.137134402057352+0j)
25206,17.12.2020,06:00,40.34,(8.861005334679232+0j)
25207,17.12.2020,07:00,43.17,(9.063551002254712+0j)
25208,17.12.2020,08:00,44.12,(9.129553430223947+0j)
25209,17.12.2020,09:00,33.12,(8.297255737561178+0j)
25210,17.12.2020,10:00,30.73,(8.092671035385283+0j)
25211,17.12.2020,11:00,25.03,(7.557729023982874+0j)
25212,17.12.2020,12:00,22.26,(7.267963764350895+0j)
25213,17.12.2020,13:00,12.03,(5.920061828977859+0j)
25214,17.12.2020,14:00,6.62,(4.851287690535823+0j)
25215,17.12.2020,15:00,6.7,(4.870751440370567+0j)
25216,17.12.2020,16:00,3.42,(3.8926593695903944+0j)
25217,17.12.2020,17:00,3.23,(3.8191953612242813+0j)
25218,17.12.2020,18:00,4.46,(4.2528753407366775+0j)
25219,17.12.2020,19:00,2.64,(3.570856044120627+0j)
25220,17.12.2020,20:00,0.36,(1.8379704877511496+0j)
25221,17.12.2020,21:00,0.0,0j
25222,17.12.2020,22:00,0.0,0j
25223,17.12.2020,23:00,0.0,0j
25224,18.12.2020,00:00,0.0,0j
25225,18.12.2020,01:00,0.0,0j
25226,18.12.2020,02:00,0.0,0j
25227,18.12.2020,03:00,0.0,0j
25228,18.12.2020,04:00,0.0,0j
25229,18.12.2020,05:00,0.0,0j
25230,18.12.2020,06:00,0.0,0j
25231,18.12.2020,07:00,0.0,0j
25232,18.12.2020,08:00,0.0,0j
25233,18.12.2020,09:00,0.0,0j
25234,18.12.2020,10:00,0.0,0j
25235,18.12.2020,11:00,0.0,0j
25236,18.12.2020,12:00,0.0,0j
25237,18.12.2020,13:00,0.0,0j
25238,18.12.2020,14:00,0.0,0j
25239,18.12.2020,15:00,0.0,0j
25240,18.12.2020,16:00,0.0,0j
25241,18.12.2020,17:00,0.0,0j
25242,18.12.2020,18:00,0.0,0j
25243,18.12.2020,19:00,0.0,0j
25244,18.12.2020,20:00,0.0,0j
25245,18.12.2020,21:00,0.0,0j
25246,18.12.2020,22:00,0.0,0j
25247,18.12.2020,23:00,0.0,0j
25248,19.12.2020,00:00,0.0,0j
25249,19.12.2020,01:00,0.0,0j
25250,19.12.2020,02:00,0.0,0j
25251,19.12.2020,03:00,2.09,(3.3033388782529696+0j)
25252,19.12.2020,04:00,4.62,(4.3031355356103465+0j)
25253,19.12.2020,05:00,2.92,(3.692881034947905+0j)
25254,19.12.2020,06:00,1.62,(3.0344224180848345+0j)
25255,19.12.2020,07:00,0.24,(1.6056151128612512+0j)
25256,19.12.2020,08:00,0.0,0j
25257,19.12.2020,09:00,0.0,0j
25258,19.12.2020,10:00,0.0,0j
25259,19.12.2020,11:00,0.0,0j
25260,19.12.2020,12:00,0.0,0j
25261,19.12.2020,13:00,4.17,(4.1586246010902705+0j)
25262,19.12.2020,14:00,15.19,(6.398678524289673+0j)
25263,19.12.2020,15:00,10.7,(5.693320411722132+0j)
25264,19.12.2020,16:00,10.55,(5.666590814208675+0j)
25265,19.12.2020,17:00,10.38,(5.635989187190835+0j)
25266,19.12.2020,18:00,5.34,(4.515974203025346+0j)
25267,19.12.2020,19:00,4.18,(4.161946187647034+0j)
25268,19.12.2020,20:00,4.02,(4.108150869374081+0j)
25269,19.12.2020,21:00,0.75,(2.347423535374476+0j)
25270,19.12.2020,22:00,0.0,0j
25271,19.12.2020,23:00,0.0,0j
25272,20.12.2020,00:00,0.0,0j
25273,20.12.2020,01:00,0.0,0j
25274,20.12.2020,02:00,0.0,0j
25275,20.12.2020,03:00,0.0,0j
25276,20.12.2020,04:00,0.0,0j
25277,20.12.2020,05:00,1.17,(2.722490171905779+0j)
25278,20.12.2020,06:00,15.01,(6.373303458551566+0j)
25279,20.12.2020,07:00,14.19,(6.255065069446208+0j)
25280,20.12.2020,08:00,12.11,(5.9331557324667346+0j)
25281,20.12.2020,09:00,14.08,(6.238860165058639+0j)
25282,20.12.2020,10:00,16.27,(6.546867493648504+0j)
25283,20.12.2020,11:00,16.49,(6.576244000649225+0j)
25284,20.12.2020,12:00,13.24,(6.1122394804019695+0j)
25285,20.12.2020,13:00,11.27,(5.792672898796963+0j)
25286,20.12.2020,14:00,9.97,(5.560784771494165+0j)
25287,20.12.2020,15:00,10.47,(5.652231320756569+0j)
25288,20.12.2020,16:00,11.28,(5.7943856939585165+0j)
25289,20.12.2020,17:00,15.57,(6.451597093453925+0j)
25290,20.12.2020,18:00,21.15,(7.145091980884117+0j)
25291,20.12.2020,19:00,22.57,(7.301547022113473+0j)
25292,20.12.2020,20:00,26.69,(7.721243071783005+0j)
25293,20.12.2020,21:00,28.46,(7.8882863121209095+0j)
25294,20.12.2020,22:00,30.48,(8.070665621580732+0j)
25295,20.12.2020,23:00,21.47,(7.180946892622524+0j)
25296,21.12.2020,00:00,18.57,(6.841872887056893+0j)
25297,21.12.2020,01:00,23.47,(7.397336869110741+0j)
25298,21.12.2020,02:00,28.22,(7.86605001005174+0j)
25299,21.12.2020,03:00,27.0,(7.751021736149541+0j)
25300,21.12.2020,04:00,36.21,(8.547659398039695+0j)
25301,21.12.2020,05:00,40.66,(8.884373843308792+0j)
25302,21.12.2020,06:00,41.5,(8.94513842537673+0j)
25303,21.12.2020,07:00,38.76,(8.743774650174103+0j)
25304,21.12.2020,08:00,44.16,(9.132311603633514+0j)
25305,21.12.2020,09:00,47.13,(9.332618505788274+0j)
25306,21.12.2020,10:00,48.85,(9.444795437425253+0j)
25307,21.12.2020,11:00,46.1,(9.264130735418469+0j)
25308,21.12.2020,12:00,40.62,(8.881459500359558+0j)
25309,21.12.2020,13:00,42.89,(9.043913129997941+0j)
25310,21.12.2020,14:00,47.34,(9.346459273851893+0j)
25311,21.12.2020,15:00,46.45,(9.287516667727909+0j)
25312,21.12.2020,16:00,40.55,(8.876354793060242+0j)
25313,21.12.2020,17:00,27.91,(7.83714073321377+0j)
25314,21.12.2020,18:00,31.29,(8.141533629360778+0j)
25315,21.12.2020,19:00,47.18,(9.335917650048442+0j)
25316,21.12.2020,20:00,52.01,(9.644209841636371+0j)
25317,21.12.2020,21:00,50.67,(9.560662808495206+0j)
25318,21.12.2020,22:00,49.51,(9.487140715171519+0j)
25319,21.12.2020,23:00,46.57,(9.29550765180998+0j)
25320,22.12.2020,00:00,42.16,(8.992309250895005+0j)
25321,22.12.2020,01:00,37.64,(8.658730813509802+0j)
25322,22.12.2020,02:00,37.16,(8.621766731383685+0j)
25323,22.12.2020,03:00,31.89,(8.193243708049366+0j)
25324,22.12.2020,04:00,19.99,(7.01200092587664+0j)
25325,22.12.2020,05:00,14.06,(6.235904759516898+0j)
25326,22.12.2020,06:00,16.66,(6.5987655600060355+0j)
25327,22.12.2020,07:00,15.16,(6.3944633198258325+0j)
25328,22.12.2020,08:00,17.03,(6.647258724634329+0j)
25329,22.12.2020,09:00,18.59,(6.844328251662813+0j)
25330,22.12.2020,10:00,15.65,(6.462627843026188+0j)
25331,22.12.2020,11:00,7.76,(5.115148822704977+0j)
25332,22.12.2020,12:00,1.1,(2.66707520423242+0j)
25333,22.12.2020,13:00,0.0,0j
25334,22.12.2020,14:00,0.0,0j
25335,22.12.2020,15:00,0.0,0j
25336,22.12.2020,16:00,0.0,0j
25337,22.12.2020,17:00,0.65,(2.23807937806669+0j)
25338,22.12.2020,18:00,0.0,0j
25339,22.12.2020,19:00,0.0,0j
25340,22.12.2020,20:00,0.0,0j
25341,22.12.2020,21:00,0.0,0j
25342,22.12.2020,22:00,0.0,0j
25343,22.12.2020,23:00,0.03,(0.8028075564306257+0j)
25344,23.12.2020,00:00,7.44,(5.043848250729558+0j)
25345,23.12.2020,01:00,8.64,(5.301624292393586+0j)
25346,23.12.2020,02:00,1.84,(3.1659956056312106+0j)
25347,23.12.2020,03:00,0.89,(2.4852363793790975+0j)
25348,23.12.2020,04:00,0.0,0j
25349,23.12.2020,05:00,0.0,0j
25350,23.12.2020,06:00,0.47,(2.008801324421082+0j)
25351,23.12.2020,07:00,0.08,(1.1132713407701154+0j)
25352,23.12.2020,08:00,0.0,0j
25353,23.12.2020,09:00,0.0,0j
25354,23.12.2020,10:00,0.0,0j
25355,23.12.2020,11:00,0.09,(1.1578488533016102+0j)
25356,23.12.2020,12:00,1.21,(2.7531686997558564+0j)
25357,23.12.2020,13:00,3.9,(4.06686012627793+0j)
25358,23.12.2020,14:00,8.23,(5.216401107749573+0j)
25359,23.12.2020,15:00,10.2,(5.603221067608167+0j)
25360,23.12.2020,16:00,8.48,(5.268694099367587+0j)
25361,23.12.2020,17:00,17.0,(6.643353166317716+0j)
25362,23.12.2020,18:00,23.11,(7.3593199057315974+0j)
25363,23.12.2020,19:00,17.69,(6.732044494124839+0j)
25364,23.12.2020,20:00,3.44,(3.90023265593815+0j)
25365,23.12.2020,21:00,2.89,(3.680190622032785+0j)
25366,23.12.2020,22:00,4.11,(4.138582725673057+0j)
25367,23.12.2020,23:00,6.34,(4.7819032613266375+0j)
25368,24.12.2020,00:00,6.54,(4.831666494566588+0j)
25369,24.12.2020,01:00,0.54,(2.103950994721435+0j)
25370,24.12.2020,02:00,0.0,0j
25371,24.12.2020,03:00,0.0,0j
25372,24.12.2020,04:00,0.13,(1.308836760199084+0j)
25373,24.12.2020,05:00,0.34,(1.8032834867914362+0j)
25374,24.12.2020,06:00,0.01,(0.5566356703850577+0j)
25375,24.12.2020,07:00,3.66,(3.9816651003776786+0j)
25376,24.12.2020,08:00,5.42,(4.538414194852617+0j)
25377,24.12.2020,09:00,5.49,(4.55786874947987+0j)
25378,24.12.2020,10:00,7.22,(4.993634662514629+0j)
25379,24.12.2020,11:00,6.35,(4.784416085363105+0j)
25380,24.12.2020,12:00,4.24,(4.181765277917377+0j)
25381,24.12.2020,13:00,2.33,(3.4252294840860777+0j)
25382,24.12.2020,14:00,0.03,(0.8028075564306257+0j)
25383,24.12.2020,15:00,0.0,0j
25384,24.12.2020,16:00,0.0,0j
25385,24.12.2020,17:00,0.0,0j
25386,24.12.2020,18:00,0.0,0j
25387,24.12.2020,19:00,0.0,0j
25388,24.12.2020,20:00,0.0,0j
25389,24.12.2020,21:00,0.41,(1.9194007152337547+0j)
25390,24.12.2020,22:00,0.41,(1.9194007152337547+0j)
25391,24.12.2020,23:00,0.0,0j
25392,25.12.2020,00:00,0.0,0j
25393,25.12.2020,01:00,0.0,0j
25394,25.12.2020,02:00,0.0,0j
25395,25.12.2020,03:00,0.0,0j
25396,25.12.2020,04:00,0.0,0j
25397,25.12.2020,05:00,0.0,0j
25398,25.12.2020,06:00,0.0,0j
25399,25.12.2020,07:00,0.11,(1.2379466486370723+0j)
25400,25.12.2020,08:00,0.64,(2.2265426815402307+0j)
25401,25.12.2020,09:00,3.67,(3.9852880915488607+0j)
25402,25.12.2020,10:00,5.55,(4.57441288273381+0j)
25403,25.12.2020,11:00,7.57,(5.0730560408705685+0j)
25404,25.12.2020,12:00,9.55,(5.481576640831669+0j)
25405,25.12.2020,13:00,12.13,(5.9364201929506715+0j)
25406,25.12.2020,14:00,11.79,(5.880428427717971+0j)
25407,25.12.2020,15:00,15.19,(6.398678524289673+0j)
25408,25.12.2020,16:00,19.48,(6.951854665590866+0j)
25409,25.12.2020,17:00,21.18,(7.148468678920268+0j)
25410,25.12.2020,18:00,28.86,(7.9250706459984706+0j)
25411,25.12.2020,19:00,38.01,(8.6870100362638+0j)
25412,25.12.2020,20:00,44.77,(9.174168902594142+0j)
25413,25.12.2020,21:00,46.9,(9.317412313818387+0j)
25414,25.12.2020,22:00,47.71,(9.370746130219294+0j)
25415,25.12.2020,23:00,50.01,(9.518970587646333+0j)
25416,26.12.2020,00:00,50.74,(9.565063429820153+0j)
25417,26.12.2020,01:00,51.44,(9.608848662112441+0j)
25418,26.12.2020,02:00,52.92,(9.700132022776174+0j)
25419,26.12.2020,03:00,53.21,(9.717818564842291+0j)
25420,26.12.2020,04:00,53.17,(9.715382868627769+0j)
25421,26.12.2020,05:00,53.16,(9.71477375371278+0j)
25422,26.12.2020,06:00,53.21,(9.717818564842291+0j)
25423,26.12.2020,07:00,53.23,(9.719035955217048+0j)
25424,26.12.2020,08:00,53.26,(9.720861469150893+0j)
25425,26.12.2020,09:00,53.21,(9.717818564842291+0j)
25426,26.12.2020,10:00,53.22,(9.718427298154134+0j)
25427,26.12.2020,11:00,53.22,(9.718427298154134+0j)
25428,26.12.2020,12:00,53.06,(9.70867839902328+0j)
25429,26.12.2020,13:00,53.21,(9.717818564842291+0j)
25430,26.12.2020,14:00,52.97,(9.703186028400408+0j)
25431,26.12.2020,15:00,51.56,(9.61631474799282+0j)
25432,26.12.2020,16:00,53.05,(9.708068442472134+0j)
25433,26.12.2020,17:00,53.18,(9.715991907174288+0j)
25434,26.12.2020,18:00,53.21,(9.717818564842291+0j)
25435,26.12.2020,19:00,53.21,(9.717818564842291+0j)
25436,26.12.2020,20:00,53.25,(9.720253040691574+0j)
25437,26.12.2020,21:00,53.23,(9.719035955217048+0j)
25438,26.12.2020,22:00,53.21,(9.717818564842291+0j)
25439,26.12.2020,23:00,53.26,(9.720861469150893+0j)
25440,27.12.2020,00:00,53.25,(9.720253040691574+0j)
25441,27.12.2020,01:00,53.25,(9.720253040691574+0j)
25442,27.12.2020,02:00,53.21,(9.717818564842291+0j)
25443,27.12.2020,03:00,53.68,(9.74634699038122+0j)
25444,27.12.2020,04:00,52.78,(9.691570560231922+0j)
25445,27.12.2020,05:00,53.23,(9.719035955217048+0j)
25446,27.12.2020,06:00,53.25,(9.720253040691574+0j)
25447,27.12.2020,07:00,53.27,(9.721469821456703+0j)
25448,27.12.2020,08:00,53.18,(9.715991907174288+0j)
25449,27.12.2020,09:00,53.16,(9.71477375371278+0j)
25450,27.12.2020,10:00,53.0,(9.705017509385467+0j)
25451,27.12.2020,11:00,52.99,(9.70440709253315+0j)
25452,27.12.2020,12:00,52.76,(9.690346258733268+0j)
25453,27.12.2020,13:00,52.86,(9.696464675726155+0j)
25454,27.12.2020,14:00,52.86,(9.696464675726155+0j)
25455,27.12.2020,15:00,52.91,(9.699520990836113+0j)
25456,27.12.2020,16:00,53.25,(9.720253040691574+0j)
25457,27.12.2020,17:00,53.25,(9.720253040691574+0j)
25458,27.12.2020,18:00,53.23,(9.719035955217048+0j)
