,Tarih,Saat,Toplam (MWh),HATAY WindSpeed(m/s)
5336,11.09.2018,08:00,2.16,(3.339814022310346+0j)
5337,11.09.2018,09:00,0.36,(1.8379704877511496+0j)
5338,11.09.2018,10:00,4.14,(4.14862786878059+0j)
5339,11.09.2018,11:00,5.59,(4.585376167044315+0j)
5340,11.09.2018,12:00,5.27,(4.496154625447502+0j)
5341,11.09.2018,13:00,5.79,(4.63942211109076+0j)
5342,11.09.2018,14:00,8.62,(5.297530372392999+0j)
5343,11.09.2018,15:00,8.63,(5.299578123030801+0j)
5344,11.09.2018,16:00,5.29,(4.501835180604879+0j)
5345,11.09.2018,17:00,6.84,(4.904443479817445+0j)
5346,11.09.2018,18:00,7.01,(4.944742791875363+0j)
5347,11.09.2018,19:00,6.52,(4.826736219209231+0j)
5348,11.09.2018,20:00,3.73,(4.0068889909198875+0j)
5349,11.09.2018,21:00,2.47,(3.492502168823125+0j)
5350,11.09.2018,22:00,0.69,(2.2830779009083786+0j)
5351,11.09.2018,23:00,1.08,(2.6508121461967935+0j)
5352,12.09.2018,00:00,0.16,(1.4026339964809569+0j)
5353,12.09.2018,01:00,0.0,0j
5354,12.09.2018,02:00,0.0,0j
5355,12.09.2018,03:00,0.0,0j
5356,12.09.2018,04:00,2.37,(3.4447191182546515+0j)
5357,12.09.2018,05:00,10.38,(5.635989187190835+0j)
5358,12.09.2018,06:00,20.09,(7.023673997077053+0j)
5359,12.09.2018,07:00,32.74,(8.265400936372107+0j)
5360,12.09.2018,08:00,34.07,(8.37584074515833+0j)
5361,12.09.2018,09:00,40.62,(8.881459500359558+0j)
5362,12.09.2018,10:00,45.49,(9.223087857520541+0j)
5363,12.09.2018,11:00,50.2,(9.531010304989644+0j)
5364,12.09.2018,12:00,48.04,(9.39230166569234+0j)
5365,12.09.2018,13:00,42.63,(9.025601286317253+0j)
5366,12.09.2018,14:00,32.89,(8.278004494986059+0j)
5367,12.09.2018,15:00,23.85,(7.437046458986671+0j)
5368,12.09.2018,16:00,20.7,(7.094053867327417+0j)
5369,12.09.2018,17:00,14.66,(6.323376246594915+0j)
5370,12.09.2018,18:00,14.56,(6.308965585323985+0j)
5371,12.09.2018,19:00,40.84,(8.897464786373622+0j)
5372,12.09.2018,20:00,53.51,(9.736047492510009+0j)
5373,12.09.2018,21:00,52.8,(9.692794552485429+0j)
5374,12.09.2018,22:00,50.06,(9.522141886717456+0j)
5375,12.09.2018,23:00,50.97,(9.579494180391821+0j)
5376,13.09.2018,00:00,47.55,(9.360259170483754+0j)
5377,13.09.2018,01:00,47.13,(9.332618505788274+0j)
5378,13.09.2018,02:00,46.01,(9.258098089430726+0j)
5379,13.09.2018,03:00,48.14,(9.398814149865888+0j)
5380,13.09.2018,04:00,48.38,(9.414407399774447+0j)
5381,13.09.2018,05:00,48.37,(9.413758711878797+0j)
5382,13.09.2018,06:00,48.24,(9.405317621460727+0j)
5383,13.09.2018,07:00,48.16,(9.400115564192943+0j)
5384,13.09.2018,08:00,45.98,(9.256085459347869+0j)
5385,13.09.2018,09:00,37.92,(8.680148256128684+0j)
5386,13.09.2018,10:00,47.41,(9.351063765758441+0j)
5387,13.09.2018,11:00,10.33,(5.626925181219372+0j)
5388,13.09.2018,12:00,3.31,(3.850469591678472+0j)
5389,13.09.2018,13:00,0.0,0j
5390,13.09.2018,14:00,0.0,0j
5391,13.09.2018,15:00,0.98,(2.566333296197553+0j)
5392,13.09.2018,16:00,0.0,0j
5393,13.09.2018,17:00,0.0,0j
5394,13.09.2018,18:00,0.0,0j
5395,13.09.2018,19:00,0.0,0j
5396,13.09.2018,20:00,0.0,0j
5397,13.09.2018,21:00,3.04,(3.742790868763236+0j)
5398,13.09.2018,22:00,3.89,(4.063381202316324+0j)
5399,13.09.2018,23:00,6.12,(4.725939679327668+0j)
5400,14.09.2018,00:00,15.02,(6.374718490449429+0j)
5401,14.09.2018,01:00,20.18,(7.03414668753366+0j)
5402,14.09.2018,02:00,36.85,(8.597724619649627+0j)
5403,14.09.2018,03:00,32.96,(8.28387304378829+0j)
5404,14.09.2018,04:00,37.01,(8.61015021673435+0j)
5405,14.09.2018,05:00,42.86,(9.041804008389278+0j)
5406,14.09.2018,06:00,47.21,(9.337896017908053+0j)
5407,14.09.2018,07:00,46.41,(9.284849948273953+0j)
5408,14.09.2018,08:00,43.18,(9.064250782291639+0j)
5409,14.09.2018,09:00,43.05,(9.055145200073532+0j)
5410,14.09.2018,10:00,43.84,(9.110199382469641+0j)
5411,14.09.2018,11:00,32.51,(8.246000495451362+0j)
5412,14.09.2018,12:00,38.33,(8.71132011675746+0j)
5413,14.09.2018,13:00,38.04,(8.689294889087801+0j)
5414,14.09.2018,14:00,42.52,(9.017831552147552+0j)
5415,14.09.2018,15:00,48.1,(9.396210239454232+0j)
5416,14.09.2018,16:00,51.32,(9.601370955853213+0j)
5417,14.09.2018,17:00,46.62,(9.298833177155151+0j)
5418,14.09.2018,18:00,36.81,(8.594612602503403+0j)
5419,14.09.2018,19:00,48.92,(9.4493046161257+0j)
5420,14.09.2018,20:00,48.32,(9.410513930596009+0j)
5421,14.09.2018,21:00,33.45,(8.324722026687512+0j)
5422,14.09.2018,22:00,48.32,(9.410513930596009+0j)
5423,14.09.2018,23:00,52.6,(9.680540690428835+0j)
5424,15.09.2018,00:00,52.1,(9.649769533399086+0j)
5425,15.09.2018,01:00,50.56,(9.55373935045216+0j)
5426,15.09.2018,02:00,41.71,(8.960201232027025+0j)
5427,15.09.2018,03:00,51.56,(9.61631474799282+0j)
5428,15.09.2018,04:00,52.51,(9.675016317520663+0j)
5429,15.09.2018,05:00,52.81,(9.693406432706263+0j)
5430,15.09.2018,06:00,45.36,(9.214293650768688+0j)
5431,15.09.2018,07:00,35.27,(8.473045136889358+0j)
5432,15.09.2018,08:00,23.07,(7.355071488042908+0j)
5433,15.09.2018,09:00,23.48,(7.398387328776823+0j)
5434,15.09.2018,10:00,23.93,(7.445352534809617+0j)
5435,15.09.2018,11:00,32.31,(8.229056030781122+0j)
5436,15.09.2018,12:00,22.55,(7.299389673185382+0j)
5437,15.09.2018,13:00,30.28,(8.05297449597157+0j)
5438,15.09.2018,14:00,26.11,(7.664902896638045+0j)
5439,15.09.2018,15:00,31.71,(8.17779929120671+0j)
5440,15.09.2018,16:00,30.7,(8.090036702179827+0j)
5441,15.09.2018,17:00,22.64,(7.309087722243094+0j)
5442,15.09.2018,18:00,34.31,(8.39546211289556+0j)
5443,15.09.2018,19:00,43.07,(9.056547250912702+0j)
5444,15.09.2018,20:00,36.55,(8.57432933497458+0j)
5445,15.09.2018,21:00,40.46,(8.869782958382544+0j)
5446,15.09.2018,22:00,43.64,(9.096324552313114+0j)
5447,15.09.2018,23:00,44.7,(9.169384993627915+0j)
5448,16.09.2018,00:00,41.28,(8.929303741048018+0j)
5449,16.09.2018,01:00,43.35,(9.076130547895017+0j)
5450,16.09.2018,02:00,42.62,(9.02489549953878+0j)
5451,16.09.2018,03:00,37.47,(8.645675501129594+0j)
5452,16.09.2018,04:00,28.95,(7.933300216445222+0j)
5453,16.09.2018,05:00,41.29,(8.930024718341507+0j)
5454,16.09.2018,06:00,38.17,(8.699182060291678+0j)
5455,16.09.2018,07:00,34.2,(8.386480382323189+0j)
5456,16.09.2018,08:00,29.35,(7.969671155704556+0j)
5457,16.09.2018,09:00,20.47,(7.0676816764420725+0j)
5458,16.09.2018,10:00,8.26,(5.222731697830258+0j)
5459,16.09.2018,11:00,6.75,(4.882837721783756+0j)
5460,16.09.2018,12:00,9.27,(5.427472247556805+0j)
5461,16.09.2018,13:00,16.01,(6.511806357049728+0j)
5462,16.09.2018,14:00,17.8,(6.745969409589165+0j)
5463,16.09.2018,15:00,21.56,(7.1909668315160244+0j)
5464,16.09.2018,16:00,22.28,(7.2701398015361125+0j)
5465,16.09.2018,17:00,16.03,(6.5145167866476505+0j)
5466,16.09.2018,18:00,14.52,(6.303182845525133+0j)
5467,16.09.2018,19:00,19.8,(6.98971438920005+0j)
5468,16.09.2018,20:00,25.52,(7.606728635818165+0j)
5469,16.09.2018,21:00,29.34,(7.968765922716794+0j)
5470,16.09.2018,22:00,27.62,(7.8099021288594015+0j)
5471,16.09.2018,23:00,19.4,(6.942325037927541+0j)
5472,17.09.2018,00:00,22.55,(7.299389673185382+0j)
5473,17.09.2018,01:00,22.91,(7.338028538652787+0j)
5474,17.09.2018,02:00,22.95,(7.342296696392044+0j)
5475,17.09.2018,03:00,16.45,(6.570922336176021+0j)
5476,17.09.2018,04:00,6.87,(4.911603261485913+0j)
5477,17.09.2018,05:00,0.56,(2.1296114626459803+0j)
5478,17.09.2018,06:00,0.0,0j
5479,17.09.2018,07:00,0.0,0j
5480,17.09.2018,08:00,0.0,0j
5481,17.09.2018,09:00,0.0,0j
5482,17.09.2018,10:00,0.0,0j
5483,17.09.2018,11:00,1.54,(2.983627538674291+0j)
5484,17.09.2018,12:00,0.59,(2.166980669756239+0j)
5485,17.09.2018,13:00,0.0,0j
5486,17.09.2018,14:00,0.02,(0.7013169982404784+0j)
5487,17.09.2018,15:00,1.0,(2.583673912049847+0j)
5488,17.09.2018,16:00,2.3,(3.4104653806301917+0j)
5489,17.09.2018,17:00,1.7,(3.083571387452641+0j)
5490,17.09.2018,18:00,1.5,(2.9575683252369442+0j)
5491,17.09.2018,19:00,2.49,(3.5019032967283565+0j)
5492,17.09.2018,20:00,2.38,(3.4495572132618597+0j)
5493,17.09.2018,21:00,0.56,(2.1296114626459803+0j)
5494,17.09.2018,22:00,1.32,(2.8341903204320436+0j)
5495,17.09.2018,23:00,2.65,(3.5753590199432534+0j)
5496,18.09.2018,00:00,6.12,(4.725939679327668+0j)
5497,18.09.2018,01:00,4.05,(4.118344833919995+0j)
5498,18.09.2018,02:00,2.21,(3.365387866676672+0j)
5499,18.09.2018,03:00,0.0,0j
5500,18.09.2018,04:00,0.0,0j
5501,18.09.2018,05:00,4.38,(4.227293516759955+0j)
5502,18.09.2018,06:00,12.08,(5.928252295743427+0j)
5503,18.09.2018,07:00,19.09,(6.9051482886394+0j)
5504,18.09.2018,08:00,18.98,(6.891859831870941+0j)
5505,18.09.2018,09:00,25.0,(7.554708348591581+0j)
5506,18.09.2018,10:00,24.3,(7.48352920609988+0j)
5507,18.09.2018,11:00,17.14,(6.661539988449647+0j)
5508,18.09.2018,12:00,15.14,(6.391650093189176+0j)
5509,18.09.2018,13:00,7.42,(5.0393246175845725+0j)
5510,18.09.2018,14:00,0.96,(2.5487551192119895+0j)
5511,18.09.2018,15:00,0.0,0j
5512,18.09.2018,16:00,0.18,(1.45879814287134+0j)
5513,18.09.2018,17:00,0.4,(1.9036672148414138+0j)
5514,18.09.2018,18:00,3.19,(3.8033643179090824+0j)
5515,18.09.2018,19:00,7.36,(5.02570475490568+0j)
5516,18.09.2018,20:00,8.27,(5.224838487771478+0j)
5517,18.09.2018,21:00,11.34,(5.804641265258075+0j)
5518,18.09.2018,22:00,12.56,(6.005754562110333+0j)
5519,18.09.2018,23:00,16.51,(6.578901606111542+0j)
5520,19.09.2018,00:00,15.71,(6.470876260201674+0j)
5521,19.09.2018,01:00,10.17,(5.597722319161791+0j)
5522,19.09.2018,02:00,5.02,(4.423903100468825+0j)
5523,19.09.2018,03:00,3.71,(3.9997145995814978+0j)
5524,19.09.2018,04:00,1.8,(3.1428853247561026+0j)
5525,19.09.2018,05:00,0.18,(1.45879814287134+0j)
5526,19.09.2018,06:00,0.0,0j
5527,19.09.2018,07:00,0.67,(2.260802549692739+0j)
5528,19.09.2018,08:00,0.0,0j
5529,19.09.2018,09:00,0.0,0j
5530,19.09.2018,10:00,0.0,0j
5531,19.09.2018,11:00,0.0,0j
5532,19.09.2018,12:00,0.17,(1.4312670519648043+0j)
5533,19.09.2018,13:00,0.0,0j
5534,19.09.2018,14:00,0.73,(2.326369275344215+0j)
5535,19.09.2018,15:00,3.55,(3.941369496104847+0j)
5536,19.09.2018,16:00,3.98,(4.094479717128127+0j)
5537,19.09.2018,17:00,2.53,(3.520555596876877+0j)
5538,19.09.2018,18:00,5.25,(4.4904596799916385+0j)
5539,19.09.2018,19:00,17.12,(6.6589479492819565+0j)
5540,19.09.2018,20:00,23.03,(7.350818156755773+0j)
5541,19.09.2018,21:00,25.03,(7.557729023982874+0j)
5542,19.09.2018,22:00,25.44,(7.59877180089408+0j)
5543,19.09.2018,23:00,28.66,(7.90672126187617+0j)
5544,20.09.2018,00:00,29.96,(8.02450594375371+0j)
5545,20.09.2018,01:00,25.31,(7.585806290288444+0j)
5546,20.09.2018,02:00,26.4,(7.693176134563502+0j)
5547,20.09.2018,03:00,23.43,(7.393132044064284+0j)
5548,20.09.2018,04:00,19.16,(6.913578021115073+0j)
5549,20.09.2018,05:00,11.9,(5.898659861362877+0j)
5550,20.09.2018,06:00,9.8,(5.528997479511877+0j)
5551,20.09.2018,07:00,8.4,(5.252073502810089+0j)
5552,20.09.2018,08:00,5.77,(4.63407406933469+0j)
5553,20.09.2018,09:00,1.9,(3.2000411795131556+0j)
5554,20.09.2018,10:00,3.65,(3.978035503926306+0j)
5555,20.09.2018,11:00,5.69,(4.612557454931094+0j)
5556,20.09.2018,12:00,3.4,(3.8850564999051223+0j)
5557,20.09.2018,13:00,2.03,(3.271420564430346+0j)
5558,20.09.2018,14:00,2.01,(3.2606415058442453+0j)
5559,20.09.2018,15:00,3.13,(3.7793676896953854+0j)
5560,20.09.2018,16:00,0.79,(2.38843483761304+0j)
5561,20.09.2018,17:00,1.31,(2.827015124366571+0j)
5562,20.09.2018,18:00,2.36,(3.439867394765807+0j)
5563,20.09.2018,19:00,0.35,(1.8207921884458027+0j)
5564,20.09.2018,20:00,4.24,(4.181765277917377+0j)
5565,20.09.2018,21:00,10.33,(5.626925181219372+0j)
5566,20.09.2018,22:00,12.64,(6.0184786564218244+0j)
5567,20.09.2018,23:00,9.37,(5.44691874922408+0j)
5568,21.09.2018,00:00,28.97,(7.935126692903551+0j)
5569,21.09.2018,01:00,28.57,(7.898436182882871+0j)
5570,21.09.2018,02:00,23.09,(7.357196310200126+0j)
5571,21.09.2018,03:00,30.56,(8.07772040281409+0j)
5572,21.09.2018,04:00,35.62,(8.500980208974385+0j)
5573,21.09.2018,05:00,34.32,(8.396277681398153+0j)
5574,21.09.2018,06:00,28.69,(7.9094791000007065+0j)
5575,21.09.2018,07:00,24.3,(7.48352920609988+0j)
5576,21.09.2018,08:00,21.7,(7.206498125621266+0j)
5577,21.09.2018,09:00,16.25,(6.5441838009954205+0j)
5578,21.09.2018,10:00,11.25,(5.789244266508051+0j)
5579,21.09.2018,11:00,8.52,(5.276965218282683+0j)
5580,21.09.2018,12:00,12.11,(5.9331557324667346+0j)
5581,21.09.2018,13:00,10.81,(5.712763755603207+0j)
5582,21.09.2018,14:00,11.23,(5.785811568243099+0j)
5583,21.09.2018,15:00,8.32,(5.235347040796336+0j)
5584,21.09.2018,16:00,3.57,(3.948757272523432+0j)
5585,21.09.2018,17:00,2.32,(3.4203222718018678+0j)
5586,21.09.2018,18:00,11.22,(5.784093690598107+0j)
5587,21.09.2018,19:00,23.88,(7.440163410927034+0j)
5588,21.09.2018,20:00,18.99,(6.89306999165558+0j)
5589,21.09.2018,21:00,33.5,(8.328867805274546+0j)
5590,21.09.2018,22:00,32.9,(8.278843368572565+0j)
5591,21.09.2018,23:00,33.32,(8.313923632372935+0j)
5592,22.09.2018,00:00,39.75,(8.817593585050407+0j)
5593,22.09.2018,01:00,37.45,(8.644136987795015+0j)
5594,22.09.2018,02:00,28.22,(7.86605001005174+0j)
5595,22.09.2018,03:00,30.76,(8.095303654645608+0j)
5596,22.09.2018,04:00,34.95,(8.44734231100581+0j)
5597,22.09.2018,05:00,26.5,(7.702877501884142+0j)
5598,22.09.2018,06:00,17.67,(6.729506494075024+0j)
5599,22.09.2018,07:00,14.0,(6.227021692278292+0j)
5600,22.09.2018,08:00,18.78,(6.867566856829913+0j)
5601,22.09.2018,09:00,17.44,(6.700180875819907+0j)
5602,22.09.2018,10:00,21.4,(7.17313423052486+0j)
5603,22.09.2018,11:00,21.81,(7.218654486552577+0j)
5604,22.09.2018,12:00,23.21,(7.3699195457664395+0j)
5605,22.09.2018,13:00,22.12,(7.252694887939396+0j)
5606,22.09.2018,14:00,29.55,(7.987732795168568+0j)
5607,22.09.2018,15:00,30.36,(8.060060266891616+0j)
5608,22.09.2018,16:00,25.24,(7.578806465059279+0j)
5609,22.09.2018,17:00,25.43,(7.5977760242084695+0j)
5610,22.09.2018,18:00,31.7,(8.176939556203402+0j)
5611,22.09.2018,19:00,38.46,(8.721157439354782+0j)
5612,22.09.2018,20:00,50.27,(9.535438331918234+0j)
5613,22.09.2018,21:00,52.33,(9.663948605685082+0j)
5614,22.09.2018,22:00,53.81,(9.754208414083429+0j)
5615,22.09.2018,23:00,53.06,(9.70867839902328+0j)
5616,23.09.2018,00:00,51.52,(9.613827341066544+0j)
5617,23.09.2018,01:00,51.07,(9.585754880285487+0j)
5618,23.09.2018,02:00,50.1,(9.524677405912438+0j)
5619,23.09.2018,03:00,46.29,(9.276840584843871+0j)
5620,23.09.2018,04:00,45.51,(9.224439324732723+0j)
5621,23.09.2018,05:00,44.98,(9.188490777387653+0j)
5622,23.09.2018,06:00,45.11,(9.197334373585043+0j)
5623,23.09.2018,07:00,47.21,(9.337896017908053+0j)
5624,23.09.2018,08:00,39.69,(8.81315482588853+0j)
5625,23.09.2018,09:00,31.4,(8.151062992168757+0j)
5626,23.09.2018,10:00,31.1,(8.125021079872974+0j)
5627,23.09.2018,11:00,17.27,(6.678339287489608+0j)
5628,23.09.2018,12:00,24.73,(7.52741289779888+0j)
5629,23.09.2018,13:00,29.64,(7.995833949600463+0j)
5630,23.09.2018,14:00,34.2,(8.386480382323189+0j)
5631,23.09.2018,15:00,27.36,(7.785318739180789+0j)
5632,23.09.2018,16:00,21.98,(7.237361449202657+0j)
5633,23.09.2018,17:00,18.1,(6.783657171517886+0j)
5634,23.09.2018,18:00,29.73,(8.00391872148787+0j)
5635,23.09.2018,19:00,37.29,(8.63180911726521+0j)
5636,23.09.2018,20:00,38.01,(8.6870100362638+0j)
5637,23.09.2018,21:00,41.78,(8.965210930245206+0j)
5638,23.09.2018,22:00,38.48,(8.722668905145763+0j)
5639,23.09.2018,23:00,38.19,(8.700701170085988+0j)
5640,24.09.2018,00:00,30.13,(8.039654963727058+0j)
5641,24.09.2018,01:00,24.6,(7.514199750504998+0j)
5642,24.09.2018,02:00,15.66,(6.46400404150114+0j)
5643,24.09.2018,03:00,28.18,(7.86233171594534+0j)
5644,24.09.2018,04:00,33.44,(8.323892375294067+0j)
5645,24.09.2018,05:00,24.97,(7.551685255692328+0j)
5646,24.09.2018,06:00,14.78,(6.34058279739224+0j)
5647,24.09.2018,07:00,1.37,(2.8695329926781943+0j)
5648,24.09.2018,08:00,0.0,0j
5649,24.09.2018,09:00,0.0,0j
5650,24.09.2018,10:00,0.32,(1.767208097464529+0j)
5651,24.09.2018,11:00,0.39,(1.8876692549996694+0j)
5652,24.09.2018,12:00,0.0,0j
5653,24.09.2018,13:00,0.14,(1.34157115494254+0j)
5654,24.09.2018,14:00,0.0,0j
5655,24.09.2018,15:00,0.0,0j
5656,24.09.2018,16:00,0.0,0j
5657,24.09.2018,17:00,0.0,0j
5658,24.09.2018,18:00,0.0,0j
5659,24.09.2018,19:00,0.34,(1.8032834867914362+0j)
5660,24.09.2018,20:00,2.45,(3.483050154626356+0j)
5661,24.09.2018,21:00,4.24,(4.181765277917377+0j)
5662,24.09.2018,22:00,8.1,(5.188789346981607+0j)
5663,24.09.2018,23:00,14.25,(6.263868832041948+0j)
5664,25.09.2018,00:00,16.22,(6.5401541301483+0j)
5665,25.09.2018,01:00,14.46,(6.294488789186394+0j)
5666,25.09.2018,02:00,17.54,(6.712962633004067+0j)
5667,25.09.2018,03:00,17.49,(6.706577844452262+0j)
5668,25.09.2018,04:00,13.09,(6.08906928272551+0j)
5669,25.09.2018,05:00,11.52,(5.835192571485359+0j)
5670,25.09.2018,06:00,10.57,(5.6701693379348015+0j)
5671,25.09.2018,07:00,5.75,(4.628713654984823+0j)
5672,25.09.2018,08:00,1.92,(3.2112302257225025+0j)
5673,25.09.2018,09:00,0.58,(2.1546680138337138+0j)
5674,25.09.2018,10:00,1.4,(2.8903274353543473+0j)
5675,25.09.2018,11:00,1.65,(3.0530389722456874+0j)
5676,25.09.2018,12:00,4.1,(4.13522348497161+0j)
5677,25.09.2018,13:00,7.71,(5.1041389978275475+0j)
5678,25.09.2018,14:00,10.37,(5.634178718326403+0j)
5679,25.09.2018,15:00,16.97,(6.63944301051956+0j)
5680,25.09.2018,16:00,24.8,(7.534508497244497+0j)
5681,25.09.2018,17:00,27.18,(7.768208093384359+0j)
5682,25.09.2018,18:00,35.11,(8.460213245774021+0j)
5683,25.09.2018,19:00,39.41,(8.792381254861748+0j)
5684,25.09.2018,20:00,38.6,(8.731726719447373+0j)
5685,25.09.2018,21:00,33.49,(8.32803897973367+0j)
5686,25.09.2018,22:00,26.5,(7.702877501884142+0j)
5687,25.09.2018,23:00,30.01,(8.028967473608596+0j)
5688,26.09.2018,00:00,36.61,(8.579018605439007+0j)
5689,26.09.2018,01:00,37.38,(8.638747873562872+0j)
5690,26.09.2018,02:00,45.29,(9.209551347485966+0j)
5691,26.09.2018,03:00,48.5,(9.422184691539211+0j)
5692,26.09.2018,04:00,43.6,(9.093544501848923+0j)
5693,26.09.2018,05:00,40.96,(8.906170726160921+0j)
5694,26.09.2018,06:00,40.21,(8.851476576452376+0j)
5695,26.09.2018,07:00,38.94,(8.757289006533592+0j)
5696,26.09.2018,08:00,31.99,(8.201798839781931+0j)
5697,26.09.2018,09:00,22.81,(7.327336364774693+0j)
5698,26.09.2018,10:00,15.84,(6.488676051810703+0j)
5699,26.09.2018,11:00,20.39,(7.058462449703006+0j)
5700,26.09.2018,12:00,28.74,(7.914071227774103+0j)
5701,26.09.2018,13:00,32.61,(8.254446676194965+0j)
5702,26.09.2018,14:00,23.15,(7.363563423988205+0j)
5703,26.09.2018,15:00,23.08,(7.356134052560441+0j)
5704,26.09.2018,16:00,25.32,(7.586805211328472+0j)
5705,26.09.2018,17:00,24.12,(7.465005543200901+0j)
5706,26.09.2018,18:00,31.02,(8.118048305729337+0j)
5707,26.09.2018,19:00,47.65,(9.36681627187198+0j)
5708,26.09.2018,20:00,45.22,(9.204804155228624+0j)
5709,26.09.2018,21:00,43.56,(9.09076275052765+0j)
5710,26.09.2018,22:00,41.92,(8.97521356469901+0j)
5711,26.09.2018,23:00,41.27,(8.928582647308223+0j)
5712,27.09.2018,00:00,26.51,(7.7038462954425775+0j)
5713,27.09.2018,01:00,22.96,(7.343362960812552+0j)
5714,27.09.2018,02:00,25.41,(7.595783687412206+0j)
5715,27.09.2018,03:00,20.76,(7.10090141392163+0j)
5716,27.09.2018,04:00,22.68,(7.313389717187059+0j)
5717,27.09.2018,05:00,22.88,(7.334824158970814+0j)
5718,27.09.2018,06:00,22.49,(7.2929099630126295+0j)
5719,27.09.2018,07:00,7.6,(5.079748734700741+0j)
5720,27.09.2018,08:00,0.56,(2.1296114626459803+0j)
5721,27.09.2018,09:00,0.0,0j
5722,27.09.2018,10:00,0.0,0j
5723,27.09.2018,11:00,0.0,0j
5724,27.09.2018,12:00,0.0,0j
5725,27.09.2018,13:00,0.0,0j
5726,27.09.2018,14:00,0.41,(1.9194007152337547+0j)
5727,27.09.2018,15:00,0.94,(2.5309310736948216+0j)
5728,27.09.2018,16:00,4.68,(4.321683762856318+0j)
5729,27.09.2018,17:00,9.76,(5.52146477607063+0j)
5730,27.09.2018,18:00,8.98,(5.3702744239312254+0j)
5731,27.09.2018,19:00,10.52,(5.661214538861068+0j)
5732,27.09.2018,20:00,9.84,(5.53650971358723+0j)
5733,27.09.2018,21:00,6.84,(4.904443479817445+0j)
5734,27.09.2018,22:00,9.58,(5.4873105117911445+0j)
5735,27.09.2018,23:00,15.84,(6.488676051810703+0j)
5736,28.09.2018,00:00,15.24,(6.405691548890418+0j)
5737,28.09.2018,01:00,12.96,(6.068844836169668+0j)
5738,28.09.2018,02:00,11.45,(5.823349585030267+0j)
5739,28.09.2018,03:00,10.92,(5.732075642280744+0j)
5740,28.09.2018,04:00,3.96,(4.087609771812531+0j)
5741,28.09.2018,05:00,4.34,(4.21438566994287+0j)
5742,28.09.2018,06:00,1.9,(3.2000411795131556+0j)
5743,28.09.2018,07:00,0.0,0j
5744,28.09.2018,08:00,0.0,0j
5745,28.09.2018,09:00,0.0,0j
5746,28.09.2018,10:00,1.31,(2.827015124366571+0j)
5747,28.09.2018,11:00,0.85,(2.4474322321306814+0j)
5748,28.09.2018,12:00,0.0,0j
5749,28.09.2018,13:00,8.6,(5.293430115048627+0j)
5750,28.09.2018,14:00,11.68,(5.862083239669717+0j)
5751,28.09.2018,15:00,15.4,(6.428030671454338+0j)
5752,28.09.2018,16:00,18.36,(6.815984471809061+0j)
5753,28.09.2018,17:00,31.88,(8.192387211732438+0j)
5754,28.09.2018,18:00,47.93,(9.385127486223979+0j)
5755,28.09.2018,19:00,50.98,(9.580120618673778+0j)
5756,28.09.2018,20:00,51.47,(9.610716271228881+0j)
5757,28.09.2018,21:00,51.48,(9.611338646329132+0j)
5758,28.09.2018,22:00,51.49,(9.611960940836948+0j)
5759,28.09.2018,23:00,51.48,(9.611338646329132+0j)
5760,29.09.2018,00:00,51.5,(9.612583154778408+0j)
5761,29.09.2018,01:00,51.47,(9.610716271228881+0j)
5762,29.09.2018,02:00,51.48,(9.611338646329132+0j)
5763,29.09.2018,03:00,51.45,(9.609471279146653+0j)
5764,29.09.2018,04:00,51.16,(9.591382526322027+0j)
5765,29.09.2018,05:00,43.89,(9.11366149399181+0j)
5766,29.09.2018,06:00,34.26,(8.391381891552626+0j)
5767,29.09.2018,07:00,29.69,(8.000327506772924+0j)
5768,29.09.2018,08:00,31.63,(8.170916342733348+0j)
5769,29.09.2018,09:00,34.18,(8.384845272049281+0j)
5770,29.09.2018,10:00,32.84,(8.273807574526773+0j)
5771,29.09.2018,11:00,33.52,(8.330524961666322+0j)
5772,29.09.2018,12:00,24.16,(7.4691298564947495+0j)
5773,29.09.2018,13:00,28.95,(7.933300216445222+0j)
5774,29.09.2018,14:00,31.58,(8.166608604512572+0j)
5775,29.09.2018,15:00,30.4,(8.063598485198087+0j)
5776,29.09.2018,16:00,22.22,(7.263607776634172+0j)
5777,29.09.2018,17:00,14.69,(6.327686661185755+0j)
5778,29.09.2018,18:00,18.5,(6.833265201798513+0j)
5779,29.09.2018,19:00,30.87,(8.104941973111272+0j)
5780,29.09.2018,20:00,46.15,(9.267478813315808+0j)
5781,29.09.2018,21:00,42.02,(8.982344676522045+0j)
5782,29.09.2018,22:00,33.01,(8.288059779082996+0j)
5783,29.09.2018,23:00,25.3,(7.584807106097449+0j)
5784,30.09.2018,00:00,21.59,(7.194300613556661+0j)
5785,30.09.2018,01:00,20.21,(7.037630663679101+0j)
5786,30.09.2018,02:00,16.01,(6.511806357049728+0j)
5787,30.09.2018,03:00,11.42,(5.818259241889769+0j)
5788,30.09.2018,04:00,11.7,(5.865427269624677+0j)
5789,30.09.2018,05:00,5.95,(4.6817694345650125+0j)
5790,30.09.2018,06:00,5.32,(4.5103292293877+0j)
5791,30.09.2018,07:00,12.62,(6.015302677649245+0j)
5792,30.09.2018,08:00,33.67,(8.342932672826214+0j)
5793,30.09.2018,09:00,51.27,(9.598251804520778+0j)
5794,30.09.2018,10:00,43.58,(9.092153838958016+0j)
5795,30.09.2018,11:00,45.39,(9.216324572952766+0j)
5796,30.09.2018,12:00,23.68,(7.419334177050733+0j)
5797,30.09.2018,13:00,34.43,(8.405238496823488+0j)
